Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP;BEN;TOL;XIL
02/08/2015;18:00:00;33;2;7;2;97;219;1.8;0;0;932;36.4;0;0;0
02/08/2015;19:00:00;20;2;9;2;99;248;1.8;0;0;932;36.3;0;0;0
02/08/2015;20:00:00;24;2;11;3;100;245;1.6;0;0;932;35.6;0;0;0
02/08/2015;21:00:00;28;2;21;2;99;257;1.6;0;0;932;34.5;0;0;0
02/08/2015;22:00:00;42;2;50;3;88;222;1.3;0;0;932;32.3;0;0;0
02/08/2015;23:00:00;38;2;74;3;73;207;0.6;0;0;933;30.6;0;0;0
02/08/2015;0:00:00;37;2;49;2;76;226;0.6;0;0;934;30.1;0;0;0
03/08/2015;1:00:00;34;2;32;2;70;163;1.8;0;0;934;29.1;0;0;0
03/08/2015;2:00:00;39;2;41;2;56;158;0.7;0;0;934;28;0;0;0
03/08/2015;3:00:00;36;2;42;3;44;183;0.4;0;0;934;25.9;0;0;0
03/08/2015;4:00:00;34;2;39;2;47;158;0.6;0;0;934;25.9;0;0;0
03/08/2015;5:00:00;45;2;25;2;50;166;1.3;0;0;934;26.2;0;0;0
03/08/2015;6:00:00;52;2;14;3;58;199;2;0;0;934;26.1;0;0;0
03/08/2015;7:00:00;48;2;17;2;54;180;1.3;0;0;934;25.3;0;0;0
03/08/2015;8:00:00;63;2;68;4;30;65;1;0;0;934;24.4;0;0;0
03/08/2015;9:00:00;59;2;78;5;30;166;1.7;0;0;934;25.4;0;0;0
03/08/2015;10:00:00;89;2;82;12;26;49;1.1;0;0;934;26.5;0;0;0
03/08/2015;11:00:00;66;0;0;0;0;155;1.7;0;0;934;29.2;0;0;0
03/08/2015;12:00:00;54;0;0;0;0;149;2.3;0;0;934;30.5;0;0;0
03/08/2015;13:00:00;43;2;17;3;0;267;1.8;0;0;934;32.4;0;0;0
03/08/2015;14:00:00;45;2;16;3;47;268;1.8;0;0;934;33.8;0;0;0
03/08/2015;15:00:00;54;2;16;3;53;294;1.5;0;0;933;34.5;0;0;0
03/08/2015;16:00:00;60;2;14;2;60;269;2.2;0;0;933;35.9;0;0;0
03/08/2015;17:00:00;51;2;10;2;68;164;3.7;0;0;932;36.1;0;0;0
03/08/2015;18:00:00;77;2;10;3;81;196;4.1;0;0;932;35.5;0;0;0
03/08/2015;19:00:00;82;2;11;3;83;202;3.3;0;0;932;34.6;0;0;0
03/08/2015;20:00:00;86;2;12;2;81;221;3.9;0;0;932;33.8;0;0;0
03/08/2015;21:00:00;85;2;16;2;79;224;3.5;0;0;932;32.7;0;0;0
03/08/2015;22:00:00;86;2;15;2;76;218;3.4;0;0;932;31.3;0;0;0
03/08/2015;23:00:00;53;2;15;3;64;219;2.6;0;0;933;29.9;0;0;0
03/08/2015;0:00:00;62;2;14;2;78;225;2.4;0;0;934;28.8;0;0;0
04/08/2015;1:00:00;57;2;14;3;76;242;1.5;0;0;935;27.6;0;0;0
04/08/2015;2:00:00;64;2;13;2;55;225;2.7;0;0;935;26.2;0;0;0
04/08/2015;3:00:00;82;2;10;2;51;212;3.7;0;0;935;24.9;0;0;0
04/08/2015;4:00:00;58;2;9;2;57;215;3.2;0;0;935;23.6;0;0;0
04/08/2015;5:00:00;56;2;12;2;52;223;2.5;0;0;935;22.8;0;0;0
04/08/2015;6:00:00;57;2;13;2;47;176;1.5;0;0;935;22.4;0;0;0
04/08/2015;7:00:00;60;2;16;2;41;175;1.6;0;0;935;22;0;0;0
04/08/2015;8:00:00;62;2;21;3;37;187;1.1;0;0;934;21.6;0;0;0
04/08/2015;9:00:00;44;2;34;3;29;322;1.1;0;0;935;23.9;0;0;0
04/08/2015;10:00:00;33;2;24;3;31;295;1;0;0;935;25.5;0;0;0
04/08/2015;11:00:00;53;2;17;3;38;287;1.1;0;0;935;27.7;0;0;0
04/08/2015;12:00:00;28;2;14;2;45;297;1.7;0;0;935;29.1;0;0;0
04/08/2015;13:00:00;52;2;14;3;63;6;1.9;0;0;935;30;0;0;0
04/08/2015;14:00:00;32;2;13;3;70;314;1.9;0;0;934;31.9;0;0;0
04/08/2015;15:00:00;39;2;12;3;76;341;1.1;0;0;934;33.3;0;0;0
04/08/2015;16:00:00;60;2;13;2;88;190;2.1;0;0;933;34.1;0;0;0
