Fecha;Hora;PM10;PM25;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
05/06/2015;6:00:00;26;9;2;2;2;0.05;67;110;0.3;40.2;0;942;19
05/06/2015;7:00:00;26;19;2;5;2;0.05;61;134;0.1;46.4;0;943;17.6
05/06/2015;8:00:00;27;15;2;8;2;0.05;58;100;0.6;48.4;0;943;17.6
05/06/2015;9:00:00;25;12;2;9;2;0.05;62;100;0.6;45.8;0;944;18.5
05/06/2015;10:00:00;26;17;2;7;2;0.05;65;103;0.3;43.1;0;944;20.3
05/06/2015;11:00:00;29;13;3;4;2;0.06;87;108;1;34.2;0;944;24.1
05/06/2015;12:00:00;28;12;3;2;2;0.06;97;108;1;28.7;0;943;26.8
05/06/2015;13:00:00;34;12;3;3;2;0.06;104;96;0.9;25.1;0;943;29
05/06/2015;14:00:00;31;17;3;2;2;0.05;109;113;1;19.8;0;943;30.9
05/06/2015;15:00:00;27;10;2;2;2;0.05;108;115;0.5;15.9;0;943;32
05/06/2015;16:00:00;19;11;2;2;2;0.05;109;111;0.9;14.9;0;942;32.6
05/06/2015;17:00:00;23;7;2;2;2;0.06;111;113;0.6;14.5;0;941;32.5
05/06/2015;18:00:00;13;4;2;2;2;0.05;112;116;0.3;13.8;0;941;32.9
05/06/2015;19:00:00;10;6;2;2;2;0.06;114;100;0.1;13.2;0;940;34.2
05/06/2015;20:00:00;10;8;2;5;2;0.05;110;116;0.3;13.5;0;940;33.7
05/06/2015;21:00:00;17;10;2;4;2;0.05;110;133;0.1;13.2;0;940;32.6
05/06/2015;22:00:00;21;10;2;28;2;0.05;82;120;0;15.6;0;941;30.3
05/06/2015;23:00:00;20;13;2;45;2;0.06;62;101;0;16.8;0;941;27.7
05/06/2015;0:00:00;29;16;2;18;2;0.07;85;112;0;16.5;0;942;26.7
06/06/2015;1:00:00;18;13;2;8;2;0.05;89;129;0.1;17.4;0;942;25.4
06/06/2015;2:00:00;24;15;2;14;2;0.06;78;99;0.2;22;0;942;23.9
06/06/2015;3:00:00;26;15;2;9;2;0.06;79;126;0.5;27.6;0;942;23.1
06/06/2015;4:00:00;26;19;2;5;2;0.06;77;92;0.2;32.3;0;942;22.2
06/06/2015;5:00:00;22;9;2;2;2;0.05;77;94;0.6;37.3;0;942;20.9
06/06/2015;6:00:00;27;15;2;3;2;0.06;70;117;0.6;42.4;0;943;19.3
06/06/2015;7:00:00;20;13;2;5;2;0.05;64;129;0.1;46.7;0;943;17.7
06/06/2015;8:00:00;22;13;2;8;2;0.05;57;120;0;45.4;0;944;17.8
06/06/2015;9:00:00;28;11;2;5;2;0.06;64;114;0.2;41.5;0;944;20.6
06/06/2015;10:00:00;21;12;2;3;2;0.06;79;111;0.6;36.3;0;944;22.2
06/06/2015;11:00:00;27;10;2;2;2;0.06;84;96;0.6;33.1;0;944;24
06/06/2015;12:00:00;23;6;2;3;2;0.05;92;105;0.4;29.8;0;944;26.8
06/06/2015;13:00:00;28;7;2;2;2;0.06;103;96;0.4;26.1;0;944;29.6
06/06/2015;14:00:00;27;14;2;2;2;0.06;114;105;0.7;17.9;0;943;32.9
06/06/2015;15:00:00;24;18;3;2;2;0.05;120;107;0.9;14.3;0;943;34.3
06/06/2015;16:00:00;22;12;3;2;2;0.08;121;111;1.2;13.1;0;942;34.7
06/06/2015;17:00:00;15;9;3;3;2;0.09;119;112;0.8;11.8;0;942;35.2
06/06/2015;18:00:00;18;7;3;2;2;0.08;122;111;0.9;11.8;0;941;35.3
06/06/2015;19:00:00;19;14;2;2;2;0.08;124;112;0.7;12;0;941;35.1
06/06/2015;20:00:00;19;8;2;3;2;0.2;122;109;0.2;12.2;0;941;34.7
06/06/2015;21:00:00;14;7;3;4;2;0.22;119;113;0.1;13.1;0;941;34
06/06/2015;22:00:00;15;6;2;15;2;0.07;100;111;0;16.9;0;941;31.3
06/06/2015;23:00:00;28;8;2;31;2;0.09;78;120;0;18.5;0;942;29.3
06/06/2015;0:00:00;27;11;2;24;2;0.08;80;184;0.1;19.4;0;942;28.4
07/06/2015;1:00:00;29;12;2;10;2;0.06;91;191;0.4;20.2;0.35;943;27.5
07/06/2015;2:00:00;28;9;2;11;2;0.07;77;112;0.4;25.1;0;943;24.8
07/06/2015;3:00:00;30;16;2;11;2;0.08;64;135;0;30.6;0;943;22.1
07/06/2015;4:00:00;30;16;2;11;2;0.08;56;115;0.2;34.6;0;944;21
07/06/2015;5:00:00;42;10;2;4;2;0.07;64;107;0.8;34.6;0.35;944;21
07/06/2015;6:00:00;31;10;2;2;2;0.09;70;110;0.7;36.6;0;944;20.1
07/06/2015;7:00:00;21;9;2;3;2;0.08;66;114;0.4;38.8;0;944;19.1
07/06/2015;8:00:00;19;9;2;5;2;0.08;59;130;0.4;41.9;0;945;18.6
07/06/2015;9:00:00;18;9;2;2;2;0.12;66;112;0.7;37.2;0;945;20.4
07/06/2015;10:00:00;21;9;2;2;2;0.1;74;97;0.6;32.3;0;945;23.4
07/06/2015;11:00:00;26;11;2;2;2;0.09;84;95;0.7;27.9;0;945;26.5
07/06/2015;12:00:00;19;13;2;2;2;0.06;97;90;0.6;24.4;0;945;28.8
07/06/2015;13:00:00;25;9;2;2;2;0.09;105;90;0.6;21.9;0;944;30.9
07/06/2015;14:00:00;29;8;2;2;2;0.07;110;96;1.1;20.3;0.35;944;31.9
07/06/2015;15:00:00;26;11;2;2;2;0.1;117;128;0.4;17.7;0;943;33.5
07/06/2015;16:00:00;19;12;2;2;2;0.22;124;107;0.5;15.8;0;942;34.4
07/06/2015;17:00:00;15;11;2;3;2;0.24;127;135;0.2;15;0;942;35.2
07/06/2015;18:00:00;16;12;2;2;2;0.19;134;73;0.8;13.8;0;941;34.8
07/06/2015;19:00:00;15;9;2;2;2;0.28;138;95;0.8;12.8;0;940;34.6
07/06/2015;20:00:00;8;9;2;3;2;0.21;133;86;0.7;10.2;0;940;34.2
07/06/2015;21:00:00;15;6;2;6;2;0.11;118;138;0.2;9.7;0;940;33.5
07/06/2015;22:00:00;15;2;2;16;2;0.12;100;179;0.1;10.2;0;941;30.9
07/06/2015;23:00:00;22;5;2;10;2;0.12;100;187;0;12.2;0;941;28.6
07/06/2015;0:00:00;16;8;2;7;2;0.07;97;140;0;15.1;0;942;26.9
08/06/2015;1:00:00;19;6;2;7;2;0.07;94;115;0.1;17;0;942;26.4
08/06/2015;2:00:00;17;4;2;4;2;0.06;93;88;0.4;19;0;943;25.3
08/06/2015;3:00:00;17;7;2;2;2;0.08;95;94;0.5;22.7;0;943;24.3
08/06/2015;4:00:00;15;14;2;2;2;0.09;87;119;0.4;26.7;0;943;22.6
08/06/2015;5:00:00;14;11;2;3;2;0.1;82;111;0.3;30.2;0;943;21.4
08/06/2015;6:00:00;18;8;2;3;2;0.11;78;113;0;34.1;0;943;20
08/06/2015;7:00:00;19;7;2;10;2;0.09;64;117;0.1;40.1;0;943;17.8
08/06/2015;8:00:00;17;9;2;15;2;0.1;56;129;0.2;40.6;0;943;17.7
08/06/2015;9:00:00;20;10;2;12;2;0.11;65;117;0.6;36.7;0;943;19.8
08/06/2015;10:00:00;20;7;2;6;2;0.07;87;115;0.9;32.4;0;943;22
08/06/2015;11:00:00;20;6;2;4;2;0.06;91;109;1.1;30.1;0;943;24
08/06/2015;12:00:00;27;8;2;3;2;0.06;98;92;0.8;25.9;0;943;26.8
08/06/2015;13:00:00;28;9;2;3;2;0.08;111;91;0.5;21;0;942;29.4
08/06/2015;14:00:00;21;8;2;2;2;0.07;120;98;0.4;17.5;0;942;31.4
08/06/2015;15:00:00;16;7;2;2;2;0.12;119;112;1;17.3;0.35;941;32.3
08/06/2015;16:00:00;14;8;2;2;2;0.12;123;98;0.6;16.1;0;940;33.5
08/06/2015;17:00:00;14;8;2;3;2;0.22;126;95;0.3;14.1;0;939;34.2
08/06/2015;18:00:00;18;6;2;4;2;0.28;128;90;0.2;13.7;0;938;34.1
08/06/2015;19:00:00;18;5;2;3;2;0.41;127;65;0.1;13.5;0;938;34.5
08/06/2015;20:00:00;14;3;2;3;2;0.21;127;100;0.3;13.8;0;938;34
08/06/2015;21:00:00;20;5;2;3;2;0.08;125;139;0;14;0;938;33.8
08/06/2015;22:00:00;22;9;2;16;2;0.08;108;218;0;15.9;0;938;31.5
08/06/2015;23:00:00;18;13;2;26;2;0.1;91;189;0;19.8;0;938;28.5
08/06/2015;0:00:00;18;10;2;24;2;0.11;86;137;0;21.8;0;939;27
09/06/2015;1:00:00;34;10;2;12;2;0.08;99;150;0;22.9;0;939;26.2
09/06/2015;2:00:00;31;10;2;4;2;0.06;112;178;0;23.3;0;939;25.9
09/06/2015;3:00:00;24;10;2;4;2;0.1;102;95;0;25.2;0;939;24.8
09/06/2015;4:00:00;18;9;2;8;2;0.11;79;114;0.1;31.1;0;939;22.3
09/06/2015;5:00:00;32;15;3;10;2;0.11;63;119;0;37.2;0;939;20.2
09/06/2015;6:00:00;29;7;2;8;2;0.12;61;118;0.2;38.4;0;939;19.4
