Fecha;Hora;PM10;PM25;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
19/08/2015;21:00:00;16;4;2;20;2;0.06;101;312;0.1;18.3;0;939;34
19/08/2015;22:00:00;24;5;2;31;2;0.05;85;275;0;20.6;0;940;32
19/08/2015;23:00:00;19;9;2;94;16;0.14;18;106;0;25.1;0;941;29.2
19/08/2015;0:00:00;27;16;2;91;6;0.09;15;359;0;27;0;941;27.7
20/08/2015;1:00:00;23;14;2;64;2;0.07;25;4;0;30.3;0;941;26.2
20/08/2015;2:00:00;27;26;3;57;2;0.07;27;275;0;30.2;0;942;26.1
20/08/2015;3:00:00;86;57;2;42;2;0.1;33;115;0.1;33.3;0;942;24.9
20/08/2015;4:00:00;73;38;2;10;2;0.06;42;138;0;37.1;0;943;21.9
20/08/2015;5:00:00;27;10;2;13;2;0.06;34;137;0;47.4;0;943;20.4
20/08/2015;6:00:00;29;11;2;16;2;0.06;28;119;0;50.9;0;943;20.3
20/08/2015;7:00:00;34;13;2;16;2;0.05;31;112;0.3;68.9;0;943;21.2
20/08/2015;8:00:00;32;17;2;14;2;0.05;25;133;0;77.3;0;944;21.1
20/08/2015;9:00:00;24;14;2;15;2;0.05;23;131;0;75.8;0;944;22
20/08/2015;10:00:00;32;12;2;7;2;0.05;32;109;0.5;70.2;0;945;24.1
20/08/2015;11:00:00;28;6;2;4;2;0.05;36;98;0.5;64;0;945;25.8
20/08/2015;12:00:00;21;8;2;2;2;0.05;42;107;0;55.4;0;945;28.2
20/08/2015;13:00:00;32;10;2;2;2;0.05;55;96;0;45.6;0;945;30.7
20/08/2015;14:00:00;33;14;2;2;2;0.05;78;144;0;34;0;944;33.5
20/08/2015;15:00:00;24;14;2;2;2;0.05;101;58;0;26.8;0;944;35.3
20/08/2015;16:00:00;21;14;2;4;2;0.05;111;292;0.2;20.1;0;943;36.5
20/08/2015;17:00:00;18;14;2;3;2;0.05;117;251;0.4;17.9;0;942;36.7
20/08/2015;18:00:00;19;8;2;5;2;0.05;117;45;0.3;18.1;0;942;36.5
20/08/2015;19:00:00;19;8;2;3;2;0.05;121;67;0.1;17.7;0;941;37
20/08/2015;20:00:00;22;11;2;9;2;0.05;117;40;0;18.3;0;941;36.5
20/08/2015;21:00:00;16;13;2;9;2;0.05;111;112;0;20.1;0;942;35.2
20/08/2015;22:00:00;28;7;2;30;2;0.05;84;135;0;22.6;0;942;32.6
20/08/2015;23:00:00;31;11;2;93;10;0.05;29;22;0;23.8;0;943;31.3
20/08/2015;0:00:00;32;17;2;96;6;0.05;12;28;0;26.4;0;943;29.4
21/08/2015;1:00:00;30;19;2;73;5;0.05;23;24;0;29.1;0;943;28.3
21/08/2015;2:00:00;36;14;2;60;2;0.05;23;72;0;32;0;943;26.3
21/08/2015;3:00:00;25;12;2;36;2;0.05;37;119;0.1;35.3;0;943;25
21/08/2015;4:00:00;23;12;2;9;2;0.05;46;130;0;39.7;0;943;23.4
21/08/2015;5:00:00;34;5;2;7;2;0.05;47;114;0;49.3;0;943;24.3
21/08/2015;6:00:00;31;10;2;3;2;0.05;47;112;0.2;58.7;0;943;24.9
21/08/2015;7:00:00;23;13;2;3;2;0.05;42;109;0.6;63.4;0;943;24
21/08/2015;8:00:00;22;14;2;6;2;0.05;39;103;0.8;64.1;0;943;23.1
21/08/2015;9:00:00;24;14;2;7;2;0.05;39;103;0.7;62.6;0;944;23.2
21/08/2015;10:00:00;25;12;2;4;2;0.05;42;101;0.6;59.2;0;944;24.6
21/08/2015;11:00:00;35;8;2;3;2;0.05;43;111;0.1;53;0;944;27
21/08/2015;12:00:00;26;8;2;4;2;0.05;53;135;0;46.4;0;944;29.5
21/08/2015;13:00:00;33;9;2;5;2;0.05;71;43;0;42;0;944;30.4
21/08/2015;14:00:00;40;11;2;6;2;0.05;83;88;0;39.4;0.35;943;31.2
21/08/2015;15:00:00;31;14;2;8;2;0.05;85;42;0;35;0;943;32.8
21/08/2015;16:00:00;31;14;2;4;2;0.05;115;46;0;24.4;0;942;35.5
21/08/2015;17:00:00;25;12;2;4;2;0.05;113;277;0;23.4;0;940;35.7
21/08/2015;18:00:00;26;12;2;6;2;0.05;99;183;1.6;36.4;0;941;28.7
21/08/2015;19:00:00;108;12;2;8;2;0.05;88;210;0.4;44.6;0;940;26.9
21/08/2015;20:00:00;23;11;2;12;2;0.05;77;293;0.1;44.9;0;940;27.8
21/08/2015;21:00:00;28;13;2;13;2;0.05;72;115;0.1;43.5;0;941;28.8
21/08/2015;22:00:00;30;18;2;22;2;0.05;57;133;0;50.1;0;941;26.5
21/08/2015;23:00:00;27;16;2;19;2;0.05;60;116;0;48.4;0;941;26.5
21/08/2015;0:00:00;29;11;2;18;2;0.05;49;118;0;50.7;0;941;25.1
22/08/2015;1:00:00;32;17;2;11;2;0.05;60;120;0.2;50;0;941;24.6
22/08/2015;2:00:00;39;15;2;4;2;0.05;69;127;1.8;57.9;0;941;23.9
22/08/2015;3:00:00;32;9;2;6;2;0.05;50;123;0.5;71.2;0;941;21.6
22/08/2015;4:00:00;36;16;2;6;2;0.06;51;133;0;72;0;941;21.3
22/08/2015;5:00:00;24;12;2;9;2;0.05;50;149;0;68.8;0;942;21.1
22/08/2015;6:00:00;24;10;2;10;2;0.05;51;129;0;65.1;0;941;21
22/08/2015;7:00:00;28;9;2;12;2;0.05;44;123;0;71;0;941;20.1
22/08/2015;8:00:00;16;10;2;16;2;0.05;39;117;0;73.4;0;941;19.7
22/08/2015;9:00:00;18;10;2;17;2;0.05;41;135;0;66.7;0;940;21.2
22/08/2015;10:00:00;22;10;2;10;2;0.05;46;119;0;63.4;0;940;23.1
22/08/2015;11:00:00;16;10;2;7;2;0.05;57;115;0;56.2;0;940;25.2
22/08/2015;12:00:00;15;15;2;6;2;0.05;72;101;0;47.7;0;939;27.9
22/08/2015;13:00:00;21;17;2;7;2;0.05;89;317;0.3;43.5;0;939;29.1
22/08/2015;14:00:00;36;15;2;6;2;0.05;97;315;0.7;39.8;0;938;29.9
22/08/2015;15:00:00;31;12;2;6;2;0.05;103;294;0.6;34.5;0;937;31.1
22/08/2015;16:00:00;32;7;2;3;2;0.05;109;290;1.2;30.4;0;936;32.2
22/08/2015;17:00:00;34;8;2;3;2;0.05;110;295;1.5;29.5;0;936;32.3
22/08/2015;18:00:00;32;11;2;4;2;0.05;115;294;2;29.3;0;935;32.4
22/08/2015;19:00:00;29;8;2;3;2;0.05;116;283;3.2;20.3;0;935;32.7
22/08/2015;20:00:00;27;14;2;3;2;0.05;121;271;2.5;23.3;0;935;32
22/08/2015;21:00:00;0;14;2;6;2;0.05;110;277;1.8;31.6;0;935;30.4
22/08/2015;22:00:00;0;14;2;7;2;0.05;100;271;1.4;30.5;0;935;29
22/08/2015;23:00:00;0;14;2;8;2;0.05;82;275;1.6;31.6;0;936;27.7
22/08/2015;0:00:00;0;11;2;3;2;0.05;60;284;2.3;34;0;936;26.6
23/08/2015;1:00:00;0;11;2;2;2;0.05;49;284;2.7;37.1;0;936;25.4
23/08/2015;2:00:00;0;11;2;2;2;0.05;41;288;1.9;41.7;0;937;23.7
23/08/2015;3:00:00;0;4;2;2;2;0.05;37;287;0.8;45.4;0;936;22.6
23/08/2015;4:00:00;0;6;2;2;2;0.05;36;299;0.5;49.9;0;936;21.7
23/08/2015;5:00:00;0;5;2;2;2;0.05;35;290;0.3;53;0;936;21.1
23/08/2015;6:00:00;0;2;2;2;2;0.05;34;301;0.1;56.7;0;936;20.3
23/08/2015;7:00:00;0;2;2;2;2;0.05;36;291;0.3;58.9;0;936;19.7
23/08/2015;8:00:00;0;4;2;3;2;0.05;37;300;0.1;60;0;937;19.6
23/08/2015;9:00:00;0;8;2;3;2;0.05;42;299;0.7;59.4;0;937;19.8
23/08/2015;10:00:00;0;11;2;2;2;0.05;48;310;1.5;58.6;0;937;19.9
23/08/2015;11:00:00;0;14;2;2;2;0.05;55;313;2;55.2;0;937;20.4
23/08/2015;12:00:00;0;12;2;2;2;0.05;61;292;1.7;49.3;0;937;22.1
23/08/2015;13:00:00;0;10;2;2;2;0.05;68;292;2.1;40.9;0;937;23.9
23/08/2015;14:00:00;0;8;2;2;2;0.05;72;306;2.1;37.6;0;937;24.7
23/08/2015;15:00:00;0;5;2;2;2;0.05;75;294;2.5;30.6;0;936;25.3
23/08/2015;16:00:00;0;4;2;2;2;0.05;77;297;3;28.9;0;936;25.8
23/08/2015;17:00:00;0;5;2;2;2;0.05;83;295;3.6;26.6;0;935;26.1
23/08/2015;18:00:00;0;5;2;2;2;0.05;80;297;3.6;27.4;0;935;26.3
23/08/2015;19:00:00;0;4;2;2;2;0.05;80;296;3.4;27.8;0;935;26.2
23/08/2015;20:00:00;0;3;2;2;2;0.05;81;295;3;29.7;0;935;25.9
23/08/2015;21:00:00;0;5;2;3;2;0.05;76;292;2.5;33.6;0;935;24.9
23/08/2015;22:00:00;0;6;2;4;2;0.05;69;291;2;38.4;0;936;23.3
23/08/2015;23:00:00;0;3;2;2;2;0.05;70;277;2.2;36.7;0;936;22.8
23/08/2015;0:00:00;0;2;2;3;2;0.05;66;261;0.3;38.6;0;936;22.2
24/08/2015;1:00:00;0;2;2;3;2;0.05;64;264;0;41.5;0;936;21.6
24/08/2015;2:00:00;0;3;2;2;2;0.05;71;274;1;40.9;0;936;21.8
24/08/2015;3:00:00;0;3;2;2;2;0.05;69;270;0.4;42.2;0;936;21.4
24/08/2015;4:00:00;0;5;2;2;2;0.05;68;288;0.6;45.7;0;936;21.1
24/08/2015;5:00:00;0;7;2;2;2;0.08;64;302;1.9;59.9;0;937;19.6
24/08/2015;6:00:00;0;7;2;2;2;0.11;60;302;1.5;66.7;0;937;18.8
24/08/2015;7:00:00;0;9;2;2;2;0.06;56;297;1.8;73.3;0;937;17.4
24/08/2015;8:00:00;0;10;2;5;2;0.07;50;291;0.9;74.2;0;938;16.7
24/08/2015;9:00:00;0;10;2;8;2;0.06;53;315;2;61.2;0;938;17
24/08/2015;10:00:00;0;8;2;6;2;0.06;52;315;2.1;63.7;0;939;16.6
24/08/2015;11:00:00;0;10;2;7;3;0.06;63;310;1.5;50.7;0;940;18
24/08/2015;12:00:00;0;11;2;6;2;0.05;71;310;2.3;43.9;0;940;19.6
24/08/2015;13:00:00;0;9;2;5;2;0.05;75;308;2.5;38.9;0;940;20.7
24/08/2015;14:00:00;0;7;2;4;2;0.05;81;289;2.1;33.1;0;940;21.8
24/08/2015;15:00:00;0;5;2;4;2;0.05;83;300;2;32.1;0;940;22.8
24/08/2015;16:00:00;0;7;2;3;2;0.05;85;290;2.5;31.7;0;940;23.9
24/08/2015;17:00:00;0;9;2;3;2;0.05;100;296;2.3;29.6;0;939;24.5
24/08/2015;18:00:00;0;9;2;4;2;0.05;102;295;1.5;27.7;0;939;25.2
24/08/2015;19:00:00;0;6;2;5;2;0.05;95;296;1.2;27.9;0;940;25.2
24/08/2015;20:00:00;0;6;2;8;2;0.05;91;292;0.7;28.5;0;940;25.3
24/08/2015;21:00:00;0;4;2;10;2;0.05;88;285;0.3;30.1;0;940;24.7
24/08/2015;22:00:00;0;2;2;14;2;0.06;76;287;0.1;32.2;0;941;23.1
24/08/2015;23:00:00;0;4;2;20;2;0.05;65;288;0;32.1;0;942;22.1
24/08/2015;0:00:00;0;6;2;13;2;0.05;65;292;0;33.5;0;942;21
25/08/2015;1:00:00;0;7;2;10;2;0.05;65;292;0;34.9;0;942;20.2
25/08/2015;2:00:00;0;6;2;8;2;0.05;61;293;0;37;0;942;19.5
25/08/2015;3:00:00;0;7;2;13;2;0.05;47;316;0;40.2;0;943;18.7
25/08/2015;4:00:00;0;12;2;6;2;0.05;50;293;0;42;0;943;17.6
25/08/2015;5:00:00;0;7;2;6;2;0.05;49;299;0;44.4;0;943;16.7
25/08/2015;6:00:00;0;6;2;15;2;0.05;35;112;0;50.2;0;943;15.3
25/08/2015;7:00:00;0;7;2;33;3;0.05;18;112;0;49.4;0;943;14.5
25/08/2015;8:00:00;0;7;2;31;9;0.05;13;107;0;61.1;0;944;13
25/08/2015;9:00:00;0;7;2;35;24;0.06;7;116;0;56.4;0;944;14.1
25/08/2015;10:00:00;0;0;2;12;3;0.05;39;116;0;47;0;945;16.6
25/08/2015;11:00:00;0;0;2;12;4;0.05;46;110;0.1;40.2;0;945;18.6
25/08/2015;12:00:00;8;5;1;3;2;0.05;45;101;0;32;0;945;23.8
25/08/2015;13:00:00;31;13;3;3;2;0.05;93;105;0;28.4;0;945;25.6
25/08/2015;14:00:00;17;11;2;2;2;0.05;103;154;0.4;25.6;0;945;27.5
25/08/2015;15:00:00;11;4;2;2;2;0.05;108;71;0.2;24.2;0;944;28.2
25/08/2015;16:00:00;13;3;2;3;2;0.05;114;163;0.2;22.4;0;943;29.6
25/08/2015;17:00:00;17;5;2;2;2;0.05;117;92;0.1;20.8;0;943;30.7
25/08/2015;18:00:00;14;7;2;2;2;0.05;118;88;0.2;19.6;0;942;31.3
25/08/2015;19:00:00;14;5;2;2;2;0.05;119;87;0;18.9;0;942;31.4
25/08/2015;20:00:00;13;4;2;2;2;0.05;117;114;0;18.8;0;941;31.3
25/08/2015;21:00:00;17;4;2;9;2;0.05;104;97;0;20.1;0;941;30
25/08/2015;22:00:00;21;3;2;32;2;0.05;73;123;0;23.6;0;941;27
25/08/2015;23:00:00;21;7;2;110;21;0.05;5;66;0;25.2;0;942;25.5
25/08/2015;0:00:00;25;11;3;103;28;0.06;4;49;0;26.5;0;942;24.1
26/08/2015;1:00:00;26;12;2;65;3;0.05;24;228;0;31;0;942;22.5
26/08/2015;2:00:00;23;13;2;54;2;0.05;24;106;0;31.6;0;942;20.4
26/08/2015;3:00:00;19;9;2;19;2;0.05;40;116;0;35.8;0;942;19.1
26/08/2015;4:00:00;21;7;2;14;2;0.06;37;115;0;36.8;0;941;18.6
26/08/2015;5:00:00;21;9;2;12;2;0.05;39;116;0;39.6;0;941;18.4
26/08/2015;6:00:00;19;14;2;9;2;0.05;42;143;0;55.1;0;941;18.3
26/08/2015;7:00:00;20;10;2;8;2;0.05;41;138;0;64;0;941;18.2
26/08/2015;8:00:00;18;7;2;18;2;0.05;27;141;0;69.1;0;941;17.3
26/08/2015;9:00:00;21;10;2;23;3;0.05;23;134;0;64.7;0;941;18.9
26/08/2015;10:00:00;26;14;2;5;2;0.05;38;121;0;59.8;0;942;21.1
26/08/2015;11:00:00;23;12;2;5;2;0.05;50;119;0;52.2;0;942;24.3
26/08/2015;12:00:00;26;9;2;6;2;0.05;71;117;0;39.5;0;942;27.5
26/08/2015;13:00:00;24;6;2;10;2;0.05;92;292;0;29.3;0;942;30.1
26/08/2015;14:00:00;25;9;3;10;2;0.05;100;317;0.3;22.6;0;941;31.7
26/08/2015;15:00:00;26;15;2;6;2;0.05;105;356;0.5;20.5;0;941;33.2
26/08/2015;16:00:00;21;13;2;7;2;0.05;107;315;0.9;20;0;940;33.7
26/08/2015;17:00:00;24;3;3;7;2;0.05;109;312;1;19.5;0;939;34.2
26/08/2015;18:00:00;24;5;2;9;2;0.05;106;299;1.2;18.2;0;939;34.3
26/08/2015;19:00:00;23;6;2;8;2;0.05;105;270;0.4;16.9;0;939;33.8
26/08/2015;20:00:00;17;9;2;15;2;0.05;105;311;0.7;20.8;0;939;32.9
26/08/2015;21:00:00;19;14;2;20;2;0.05;96;295;0.2;22.6;0;939;31.4
26/08/2015;22:00:00;20;11;2;26;2;0.05;78;285;0;25.9;0;940;29.2
26/08/2015;23:00:00;27;9;2;33;2;0.05;63;295;0;27.9;0;941;27.8
26/08/2015;0:00:00;29;10;2;27;2;0.05;61;312;0;30.1;0;941;26.6
27/08/2015;1:00:00;21;13;2;19;2;0.05;60;295;0;32.2;0;941;25.3
27/08/2015;2:00:00;20;11;2;12;2;0.05;60;298;0;34;0;941;24.3
27/08/2015;3:00:00;21;12;2;11;2;0.05;56;298;0;35.9;0;941;23.6
27/08/2015;4:00:00;18;11;2;6;2;0.05;57;291;0;36.9;0;941;23.7
27/08/2015;5:00:00;16;12;2;4;2;0.05;53;293;0;40.3;0;941;22.6
27/08/2015;6:00:00;10;12;2;6;2;0.05;50;248;0;41.5;0;941;22.5
27/08/2015;7:00:00;13;10;2;10;2;0.05;43;269;0;43.5;0;941;21.9
27/08/2015;8:00:00;15;7;2;28;12;0.07;29;270;0;46.7;0;941;21.2
27/08/2015;9:00:00;18;9;3;46;59;0.06;4;26;0;48.2;0;942;21.4
27/08/2015;10:00:00;28;13;2;18;5;0.06;46;296;0.1;46.2;0;942;23.7
27/08/2015;11:00:00;24;11;2;8;2;0.08;60;313;0.3;43.1;0;942;25.5
27/08/2015;12:00:00;18;7;2;11;2;0.09;66;329;0.1;39.6;0;942;26.5
27/08/2015;13:00:00;21;8;2;5;2;0.11;75;290;0;34.9;0;942;28.7
27/08/2015;14:00:00;19;9;2;7;3;0.08;79;322;0.6;30;0;941;30.3
27/08/2015;15:00:00;15;10;2;5;2;0.06;83;333;0.4;27.5;0;941;31.8
27/08/2015;16:00:00;23;11;2;5;2;0.06;84;318;0.9;26;0;940;32.4
27/08/2015;17:00:00;42;9;2;5;2;0.06;88;312;1.3;24.7;0;940;32.7
27/08/2015;18:00:00;19;7;2;6;2;0.05;90;314;1.1;23.9;0;939;33
27/08/2015;19:00:00;11;8;2;8;2;0.05;90;315;1.1;22.6;0;940;33.1
27/08/2015;20:00:00;10;10;2;10;2;0.05;86;307;0.9;21.8;0;940;32.7
27/08/2015;21:00:00;10;10;2;16;2;0.06;80;308;0.3;23.5;0;940;31.4
27/08/2015;22:00:00;12;10;2;21;2;0.05;70;288;0;25.8;0;940;29.4
27/08/2015;23:00:00;15;8;2;31;2;0.05;54;292;0;28.3;0;941;27.8
27/08/2015;0:00:00;19;6;2;22;2;0.05;56;300;0;30.3;0;941;26.6
28/08/2015;1:00:00;21;6;2;16;2;0.06;58;315;0;31.1;0;941;25.9
28/08/2015;2:00:00;15;6;2;13;2;0.05;54;267;0;33.9;0;942;24.5
28/08/2015;3:00:00;14;5;2;21;2;0.07;39;5;0;35.7;0;942;23.7
28/08/2015;4:00:00;9;7;2;12;2;0.05;45;313;0;37.7;0;942;23.4
28/08/2015;5:00:00;11;6;2;8;2;0.05;42;296;0;41;0;942;22.8
28/08/2015;6:00:00;13;8;2;4;2;0.05;47;296;0;40.6;0;942;22.5
28/08/2015;7:00:00;14;9;2;15;3;0.05;22;151;0;53.4;0;942;18.7
28/08/2015;8:00:00;16;5;2;18;2;0.05;11;136;0;57.1;0;942;17
28/08/2015;9:00:00;19;3;2;14;3;0.07;17;122;0;47.4;0;943;18.3
28/08/2015;10:00:00;24;4;4;12;5;0.07;24;112;0;42.6;0;943;20.7
28/08/2015;11:00:00;28;7;3;9;4;0.07;37;120;0.1;39.8;0;943;24.2
28/08/2015;12:00:00;29;7;2;8;2;0.05;54;115;0;36.4;0;943;27.7
28/08/2015;13:00:00;27;7;2;3;2;0.05;71;118;0;33.2;0;943;30.6
28/08/2015;14:00:00;12;9;2;2;2;0.05;93;86;0;25.9;0;943;33
28/08/2015;15:00:00;13;9;2;3;2;0.06;104;75;0.1;22.9;0;942;34.8
28/08/2015;16:00:00;17;7;2;2;2;0.05;110;285;0.2;21.5;0;941;35.9
28/08/2015;17:00:00;19;8;2;3;2;0.05;111;87;0.2;20.2;0;941;36.4
28/08/2015;18:00:00;18;8;2;2;2;0.05;117;97;0.2;18.9;0;940;37.1
28/08/2015;19:00:00;19;5;2;3;2;0.05;118;96;0.2;18.3;0;939;36.7
28/08/2015;20:00:00;23;6;2;5;2;0.05;119;88;0.3;17.7;0;939;36.6
28/08/2015;21:00:00;24;7;2;15;2;0.06;106;72;0.4;18.6;0;939;35.2
28/08/2015;22:00:00;24;9;2;31;2;0.11;83;109;0;22;0;939;31.9
28/08/2015;23:00:00;27;9;2;33;2;0.08;69;127;0;23.4;0;940;30.1
28/08/2015;0:00:00;30;6;2;55;2;0.1;42;117;0;27;0;940;27.8
29/08/2015;1:00:00;36;5;2;17;2;0.11;66;117;0.1;30.7;0;941;26.9
29/08/2015;2:00:00;37;9;2;4;2;0.09;77;92;0.4;30.9;0;941;28.7
29/08/2015;3:00:00;32;12;2;2;2;0.08;82;116;1.9;29.3;0;941;28.3
29/08/2015;4:00:00;29;11;2;2;2;0.09;80;112;0.4;28.2;0;941;27.1
29/08/2015;5:00:00;29;13;2;2;2;0.1;73;108;0.1;30.2;0;941;25.5
29/08/2015;6:00:00;20;9;2;2;2;0.07;70;113;0.1;32.8;0;941;24.7
29/08/2015;7:00:00;16;7;2;2;2;0.06;62;113;0.1;37.3;0;942;23.4
29/08/2015;8:00:00;18;8;2;4;2;0.06;50;113;0.1;46.1;0;942;21.9
29/08/2015;9:00:00;26;11;2;7;2;0.06;47;110;0;42.8;0;943;23
29/08/2015;10:00:00;24;14;2;5;2;0.05;55;109;0.1;38.2;0;943;25.7
29/08/2015;11:00:00;24;11;2;4;2;0.05;64;106;0.2;36.1;0;943;27.9
29/08/2015;12:00:00;27;9;2;3;2;0.05;75;94;0.2;33.4;0;943;30.6
29/08/2015;13:00:00;32;13;2;2;2;0.05;93;104;0.8;30.1;0;943;32.7
29/08/2015;14:00:00;48;15;3;2;2;0.05;101;129;0.5;27;0;942;34.5
29/08/2015;15:00:00;46;19;2;2;2;0.05;103;132;0.3;23.6;0;941;36.2
29/08/2015;16:00:00;41;12;2;2;2;0.05;106;131;0.6;21.2;0;941;37.5
29/08/2015;17:00:00;44;13;2;2;2;0.05;106;121;0.5;20.1;0;940;38.1
29/08/2015;18:00:00;51;14;2;2;2;0.05;109;138;0.6;20;0;939;37.4
29/08/2015;19:00:00;46;12;2;2;2;0.05;106;140;0.4;19.1;0;939;37.5
29/08/2015;20:00:00;48;10;2;2;2;0.05;103;136;0.7;18.6;0;939;36.6
29/08/2015;21:00:00;40;9;2;3;2;0.05;99;132;0.8;19.7;0;939;34.9
29/08/2015;22:00:00;33;7;2;3;2;0.07;93;139;0.8;22.7;0;939;33.3
29/08/2015;23:00:00;34;6;2;2;2;0.05;85;138;0.7;27;0;940;31.9
29/08/2015;0:00:00;35;10;2;2;2;0.05;85;158;0.5;29.5;0;940;31.2
30/08/2015;1:00:00;35;13;2;2;2;0.06;80;135;0.6;33.5;0;940;29.8
30/08/2015;2:00:00;31;9;2;2;2;0.06;80;92;1.1;37.5;0;941;28.9
30/08/2015;3:00:00;32;7;2;2;2;0.09;73;112;0.9;42.3;0;941;27.5
30/08/2015;4:00:00;29;11;2;2;2;0.06;66;111;0.9;50.1;0;940;26.3
30/08/2015;5:00:00;34;16;2;2;2;0.07;60;113;0.7;54.7;0;941;25.3
30/08/2015;6:00:00;36;14;2;2;2;0.07;61;108;1.1;55.5;0;941;24
30/08/2015;7:00:00;36;14;2;2;2;0.09;59;111;0.9;58.6;0;941;23.2
30/08/2015;8:00:00;31;16;2;2;2;0.11;57;109;0.9;63.6;0;941;22.4
30/08/2015;9:00:00;34;16;2;2;2;0.09;54;109;1;66.7;0;941;22.3
30/08/2015;10:00:00;38;15;2;2;2;0.11;57;111;1.3;63.7;0;942;23.8
30/08/2015;11:00:00;42;17;2;2;2;0.07;59;112;0.8;57.9;0;942;25.8
30/08/2015;12:00:00;50;18;2;2;2;0.06;64;95;0.6;51.7;0;942;28
30/08/2015;13:00:00;46;18;2;2;2;0.06;71;96;0.6;43.4;0;942;30.8
30/08/2015;14:00:00;46;14;2;2;2;0.06;80;108;0.8;35.3;0;941;33.5
30/08/2015;15:00:00;44;12;2;2;2;0.05;89;127;0.6;28.9;0;940;35.9
30/08/2015;16:00:00;47;14;2;2;2;0.05;90;123;0.6;24.4;0;939;37.8
30/08/2015;17:00:00;51;15;2;2;2;0.05;90;131;1;24.9;0;938;37.4
30/08/2015;18:00:00;48;15;2;2;2;0.05;90;117;0.9;27.6;0.35;937;35.9
30/08/2015;19:00:00;62;20;2;6;2;0.14;65;110;1.8;72.7;4.94;940;24.5
30/08/2015;20:00:00;70;26;2;13;2;0.23;41;133;0.1;83;0;940;22.2
30/08/2015;21:00:00;34;20;2;15;2;0.21;29;73;0.1;88.3;0;940;22.3
30/08/2015;22:00:00;25;13;2;12;2;0.19;25;115;0;91.6;0;941;22.2
30/08/2015;23:00:00;28;11;2;17;2;0.23;28;114;0;72;0;941;23.8
30/08/2015;0:00:00;25;10;2;7;2;0.16;50;115;1.4;58.5;0;941;24.8
31/08/2015;1:00:00;18;10;2;7;2;0;45;129;0.2;63.6;0;941;23.5
31/08/2015;2:00:00;32;18;2;5;2;0;54;114;0.6;58.3;0;941;23.9
31/08/2015;3:00:00;33;16;2;6;2;0;55;97;0.1;56.3;0;940;23.8
31/08/2015;4:00:00;28;15;2;6;2;0;49;134;0;62.2;0;940;22.4
31/08/2015;5:00:00;28;16;2;8;2;0;35;128;0;70.8;0;940;20.6
31/08/2015;6:00:00;30;15;2;10;2;0;30;139;0;72.3;0;940;20.1
31/08/2015;7:00:00;28;18;2;18;3;0;23;163;0;71.4;0;940;20.2
31/08/2015;8:00:00;31;20;2;32;13;0;4;111;0;82.4;0;940;19.6
31/08/2015;9:00:00;36;17;2;38;28;0;3;108;0;76.8;0;941;20
31/08/2015;10:00:00;33;10;2;31;17;0;10;113;0;68.4;0;941;22.8
31/08/2015;11:00:00;34;17;2;38;20;0;17;299;0;61.6;0;941;25.2
31/08/2015;12:00:00;45;23;2;19;4;0;52;316;0.2;58.8;0;941;26.7
31/08/2015;13:00:00;61;22;2;14;2;0;69;319;0.6;55;0;942;27.8
31/08/2015;14:00:00;62;24;2;17;3;0;72;332;0.3;53.2;0;941;28.3
31/08/2015;15:00:00;59;25;2;12;2;0;79;287;0.1;50;0;941;29
31/08/2015;16:00:00;53;21;2;8;2;0;85;272;0;36.6;0;941;30.4
31/08/2015;17:00:00;42;15;2;9;2;0;87;310;0.2;33.2;0;939;30.1
31/08/2015;18:00:00;38;25;2;13;2;0;82;313;1.5;44.3;0;940;26.6
31/08/2015;19:00:00;46;26;2;10;2;0;85;311;1.1;49.3;0;940;26.2
31/08/2015;20:00:00;25;17;2;14;2;0;75;308;0.7;48.9;0;940;25.6
31/08/2015;21:00:00;25;13;2;22;2;0;63;298;0;52.5;0;939;24.8
31/08/2015;22:00:00;28;10;2;35;2;0;43;298;0;53.7;0;940;24.4
31/08/2015;23:00:00;32;13;2;47;2;0;30;308;0;51.6;0;940;24.7
31/08/2015;0:00:00;32;19;2;53;2;0;17;302;0;54.4;0;940;23.8
28/01/2015;18:00:00;20.75;9;5.33333;29.25;8;0.365;61.75;317;1.3;32.175;0;958.75;15.575
28/01/2015;19:00:00;16.25;9;6;38.5;7.5;0.4075;47.25;295;0.4;35.65;0;959;13.625
28/01/2015;20:00:00;22;9;6.75;63.25;18;0.5375;19.25;307;0;45.45;0;959.25;11.3
28/01/2015;21:00:00;19.25;9.5;7;69;29.5;0.5975;11.75;290;0.1;54.8;0;959;9.8
28/01/2015;22:00:00;26;20;4.75;59.25;18;0.615;11.5;293;0;63.425;0;959;8.35
28/01/2015;23:00:00;32.75;15.75;5;52.5;15.25;0.6925;14;265;0;71.1;0;959.25;7.375
28/01/2015;0:00:00;26.25;13;5;57.75;25;0.7825;8.25;270;0;77.425;0;959;6.675
29/01/2015;1:00:00;23.25;12;5.25;53;27;0.81;8;299;0;82.925;0;959;5.85
29/01/2015;2:00:00;25.25;13;4.25;45;12.5;0.7875;10.5;299;0;86.1;0;958.75;5.35
29/01/2015;3:00:00;21.25;13;3.75;39.75;7.75;0.83;9.75;294;0;88.9;0;958;4.8
29/01/2015;4:00:00;18;10;3.5;22.5;4;0.6825;20.75;297;0.1;93.925;0;957.5;3.925
