Fecha;vv;dd;TMP;HR;PRB;RS;LL;PM25;SO2;CO;NO;NO2;PM10;NOX;O3
07/03/2015;;;13.9;54;;;;;;;;;;;50
08/03/2015;;;11.2;75;;;;;;;;;;;56
09/03/2015;;;13.6;64;;;;;;;;;;;57
10/03/2015;;;14.4;62;;;;;;;;;;;63
11/03/2015;;;16.1;62;;;;;;;;;;;61
12/03/2015;;;16.3;62;;;;;;;;;;;71
13/03/2015;;;14.5;69;;;;;;;;;;;78
14/03/2015;;;10.7;70;;;;;;;;;;;56
15/03/2015;;;9.8;64;;;;;;;;;;;57
16/03/2015;;;10.3;65;;;;;;;;;;;72
17/03/2015;;;9.5;72;;;;;;;;;;;63
18/03/2015;;;11.2;88;;;;;;;;;;;66
19/03/2015;;;12.7;88;;;;;;;;;;;83
20/03/2015;;;12.5;90;;;;;;;;;;;85
21/03/2015;;;13.5;88;;;;;;;;;;;55
22/03/2015;;;12.1;92;;;;;;;;;;;55
23/03/2015;;;12.7;91;;;;;;;;;;;54
24/03/2015;;;12.6;91;;;;;;;;;;;56
25/03/2015;;;11.1;64;;;;;;;;;;;64
26/03/2015;;;12.7;47;;;;;;;;;;;67
27/03/2015;;;18.5;51;;;;;;;;;;;49
28/03/2015;;;20.1;55;;;;;;;;;;;42
29/03/2015;;;19.2;58;;;;;;;;;;;43
30/03/2015;;;21.4;48;;;;;;;;;;;49
31/03/2015;;;22.3;52;;;;;;;;;;;57
01/04/2015;;;16.8;60;;;;;;;;;;;55
02/04/2015;;;16.5;62;;;;;;;;;;;58
03/04/2015;;;17.3;68;;;;;;;;;;;56
04/04/2015;;;14.9;76;;;;;;;;;;;53
05/04/2015;;;15.4;73;;;;;;;;;;;53
06/04/2015;;;15;68;;;;;;;;;;;82
07/04/2015;;;13.3;66;;;;;;;;;;;90
08/04/2015;;;13.3;60;;;0.1;;;;;;;;106
09/04/2015;1.4;96;12.8;73;1002;129;0.6;;3;0.1;2;6;;8;91
10/04/2015;1.4;110;13.7;77;1000;164;0.1;;3;0.1;2;8;;10;85
11/04/2015;0.5;51;12.9;83;1001;41;0;20;3;0.1;2;8;22;11;68
12/04/2015;1.1;49;14.8;81;1003;80;0;18;3;0.1;2;5;21;7;94
13/04/2015;1.2;99;15.1;77;1004;193;0;15;3;0.1;2;5;18;8;87
14/04/2015;1.7;115;14.6;73;1001;218;0;21;3;0.1;3;8;30;12;72
15/04/2015;0.9;29;14.4;82;995;63;0.2;26;3;0.1;3;11;30;15;71
16/04/2015;1.2;258;18;63;992;188;0;15;3;0.1;3;9;19;13;70
17/04/2015;1.1;187;20;57;993;269;0;8;3;0.1;3;9;12;13;81
18/04/2015;1.2;205;18.9;63;990;268;0;13;3;0.1;2;8;17;11;84
19/04/2015;1.3;259;18.8;47;991;228;0;3;3;0.1;2;5;7;7;90
20/04/2015;1.8;133;17.2;67;997;281;0;9;3;0.1;3;7;12;10;87
21/04/2015;1.4;108;15.5;74;999;194;0.1;11;3;0.1;3;6;13;10;78
22/04/2015;0.7;103;15.9;78;997;122;0;16;3;0.1;2;8;19;11;76
23/04/2015;1.3;116;19.1;65;993;220;0.2;15;3;0.1;3;8;20;12;77
24/04/2015;0.9;151;20;67;991;209;0;23;3;0.1;3;10;32;13;83
25/04/2015;1;124;21.8;52;989;206;0;11;3;0.1;2;6;20;9;74
26/04/2015;2;257;20.3;53;984;140;0;5;3;0.1;2;5;10;7;75
27/04/2015;4.9;289;19.1;46;987;194;0;3;3;0.2;3;7;8;10;89
28/04/2015;1.6;214;19.1;54;993;246;0;4;3;0.1;2;7;8;10;81
29/04/2015;0.8;253;19.3;67;994;185;0;10;3;0.1;2;8;14;11;83
30/04/2015;1.3;116;19.5;65;995;256;0;15;3;0.1;3;8;19;12;83
01/05/2015;1.4;265;24.2;45;991;226;0;10;3;0.1;2;6;17;8;76
02/05/2015;1.4;114;25.5;47;988;274;0;6;3;0.1;2;6;11;8;76
03/05/2015;0.9;122;26.3;48;986;248;0.1;9;3;0.2;2;6;15;9;84
04/05/2015;0.9;37;23.6;59;983;181;0;12;4;0.6;3;10;22;14;86
05/05/2015;1.3;235;24.1;48;987;179;0;8;3;0.2;3;8;18;11;76
06/05/2015;1.7;113;21.7;51;992;283;0;7;3;0.1;2;6;13;9;87
08/05/2015;;;24.5;46;;;;;;;;;;;61
09/05/2015;;;24;47;;;;;;;;;;;74
10/05/2015;;;23.1;54;;;;;;;;;;;68
11/05/2015;;;21.8;57;;;;;;;;;;;74
12/05/2015;;;23.3;58;;;;;;;;;;;77
13/05/2015;;;28.3;43;;;;;;;;;;;80
14/05/2015;;;33.1;20;;;;;;;;;;;71
15/05/2015;;;23;41;;;;;;;;;;;92
16/05/2015;;;20.9;39;;;;;;;;;;;80
17/05/2015;;;21.6;51;;;;;;;;;;;80
18/05/2015;;;23.9;50;;;;;;;;;;;77
19/05/2015;;;18.6;79;;;;;;;;;;;63
20/05/2015;;;18;63;;;;;;;;;;;67
21/05/2015;;;17.6;51;;;;;;;;;;;69
22/05/2015;;;18;59;;;;;;;;;;;69
23/05/2015;;;19.6;55;;;;;;;;;;;79
24/05/2015;;;18.2;58;;;;;;;;;;;78
25/05/2015;;;20.6;49;;;;;;;;;;;78
26/05/2015;;;22.5;47;;;;;;;;;;;74
27/05/2015;;;21.6;64;;;;;;;;;;;83
28/05/2015;;;23.7;48;;;;;;;;;;;86
29/05/2015;;;21.5;61;;;;;;;;;;;84
30/05/2015;;;22.4;62;;;;;;;;;;;85
31/05/2015;;;22.5;66;;;;;;;;;;;73
01/06/2015;;;22.9;64;;;;;;;;;;;68
02/06/2015;;;24.9;55;;;;;;;;;;;77
03/06/2015;;;23.6;51;;;;;;;;;;;78
04/06/2015;;;23.6;43;;;;;;;;;;;84
05/06/2015;;;23.5;48;;;;;;;;;;;84
06/06/2015;;;24.1;46;;;;;;;;;;;79
07/06/2015;;;24.1;39;;;;;;;;;;;84
08/06/2015;;;25.1;35;;;;;;;;;;;87
09/06/2015;;;25.6;47;;;;;;;;;;;95
10/06/2015;;;24.4;65;;;;;;;;;;;93
11/06/2015;;;21.8;81;;;;;;;;;;;53
12/06/2015;;;25;58;;;;;;;;;;;66
13/06/2015;;;21.7;69;;;;;;;;;;;58
14/06/2015;;;22.8;45;;;;;;;;;;;74
15/06/2015;;;20.3;65;;;;;;;;;;;60
16/06/2015;;;20.7;65;;;;;;;;;;;61
17/06/2015;;;22.6;63;;;;;;;;;;;70
18/06/2015;;;24.7;57;;;;;;;;;;;78
19/06/2015;;;26.9;50;;;;;;;;;;;84
20/06/2015;;;25.4;62;;;;;;;;;;;74
21/06/2015;;;28.3;54;;;;;;;;;;;78
22/06/2015;;;28;53;;;;;;;;;;;79
23/06/2015;;;26.2;51;;;;;;;;;;;92
24/06/2015;;;24.3;60;;;;;;;;;;;81
25/06/2015;;;26.9;54;;;;;;;;;;;81
26/06/2015;;;30.1;43;;;;;;;;;;;89
27/06/2015;;;31.8;35;;;;;;;;;;;98
28/06/2015;;;29.9;46;;;;;;;;;;;90
29/06/2015;;;28.4;60;;;;;;;;;;;84
30/06/2015;;;29.2;59;;;;;;;;;;;81
01/07/2015;;;27.9;60;;;;;;;;;;;73
02/07/2015;;;26.4;69;;;0.3;;;;;;;;77
03/07/2015;1.8;113;27;70;997;255;0;19;3;0.1;2;5;32;7;95
04/07/2015;1.5;119;27.3;64;996;268;0;16;3;0.1;2;5;27;7;97
05/07/2015;1.5;136;28.6;58;994;293;0;14;3;0.1;2;5;24;8;102
06/07/2015;1.5;118;29.6;59;994;289;0;16;4;0.1;2;6;28;9;103
07/07/2015;1.3;132;31.2;43;990;278;0;18;4;0.1;2;9;46;12;87
08/07/2015;1.8;97;29.6;50;990;278;0;16;4;0.1;2;7;39;10;97
09/07/2015;1.6;109;28.7;61;992;276;0;17;4;0.1;2;6;33;8;92
10/07/2015;1.3;89;30.1;59;991;291;0;18;4;0.1;2;6;37;9;93
11/07/2015;1.4;59;27.7;71;994;225;0;20;4;0.1;2;5;34;8;80
12/07/2015;1.7;107;28.8;;994;292;0.1;14;3;0.1;2;4;24;7;83
13/07/2015;1.4;87;29.5;66;993;289;0;17;3;0.1;2;5;29;8;79
14/07/2015;1.6;123;29.3;67;993;286;0.1;17;3;0.1;2;5;30;8;66
15/07/2015;1.6;183;29.1;66;991;281;0;13;4;0.1;2;5;26;8;60
16/07/2015;1.3;146;29.7;61;991;277;0;11;3;0.1;2;6;23;8;59
17/07/2015;1.8;103;29.6;65;992;270;0;13;4;0.1;2;5;24;7
18/07/2015;1.7;318;29.3;70;992;251;0;16;3;0.1;3;4;23;8
19/07/2015;1.3;116;30.6;59;990;216;0.1;15;3;0.1;2;5;25;7
20/07/2015;1.2;47;29.7;69;990;268;0.1;18;3;0.1;2;5;29;8
21/07/2015;1.3;125;30.2;65;989;276;0;18;3;0.1;2;5;32;8
22/07/2015;1.8;68;28.7;68;990;232;0;15;3;0.1;2;6;29;8
23/07/2015;1.3;91;28.5;65;990;207;0.2;12;3;0.1;;;25;
24/07/2015;0.9;204;32.6;47;984;278;0;14;3;0.1;;;30;;92
25/07/2015;2.2;113;28.9;64;989;247;0;18;3;0.1;;;31;;86
26/07/2015;1.3;205;31.8;56;989;263;0;14;3;0.1;;;27;;79
27/07/2015;2.1;129;31.6;57;987;287;0;17;4;0.1;3;6;34;10;86
28/07/2015;2;106;30.4;69;988;262;0;20;4;0.1;2;4;31;7;83
29/07/2015;1.8;50;30.3;70;986;227;0.2;17;3;0.1;3;5;27;9;78
30/07/2015;2.1;60;28.6;76;986;141;0.6;18;3;0.1;;;27;;63
31/07/2015;;;27.8;74;;;0;;;;;;;;41
01/08/2015;;;24.6;75;;;;;;;;;;;73
02/08/2015;;;27.5;69;;;;;;;;;;;70
03/08/2015;;;30.1;60;;;;;;;;;;;66
04/08/2015;;;30.9;61;;;;;;;;;;;69
05/08/2015;;;30.6;60;;;;;;;;;;;74
06/08/2015;;;30.6;65;;;;;;;;;;;73
07/08/2015;;;30.9;60;;;;;;;;;;;66
15/08/2015;;;24.1;74;;;;;;;;;;;52
16/08/2015;;;25.9;65;;;;;;;;;;;54
17/08/2015;;;27.5;62;;;;;;;;;;;60
18/08/2015;;;25.4;76;;;;;;;;;;;62
19/08/2015;;;25.4;75;;;;;;;;;;;60
20/08/2015;;;28.9;64;;;;;;;;;;;63
21/08/2015;;;28.9;62;;;;;;;;;;;68
22/08/2015;;;27.6;67;;;;;;;;;;;67
23/08/2015;;;28.8;46;;;;;;;;;;;51
24/08/2015;;;28.4;36;;;;;;;;;;;66
25/08/2015;;;26.6;51;;;;;;;;;;;70
26/08/2015;;;27;61;;;;;;;;;;;61
27/08/2015;;;29;59;;;;;;;;;;;59
28/08/2015;;;28.2;62;;;;;;;;;;;58
29/08/2015;;;27;64;;;;;;;;;;;56
30/08/2015;;;27.1;68;;;;;;;;;;;55
31/08/2015;;;26.5;72;;;;;;;;;;;46
