Fecha;CO;NO;NO2;O3;PM10;SH2;PM25;PST;SO2
10/03/2014;;5;1;91;;;;;2
11/03/2014;;5;1;100;;;;;2
12/03/2014;;5;1;99;;;;;1
13/03/2014;;5;1;90;;;;;2
14/03/2014;;5;1;77;;;;;4
15/03/2014;;5;1;84;;;;;2
16/03/2014;;4;2;79;;;;;1
17/03/2014;;4;1;74;;;;;1
18/03/2014;;5;1;75;;;;;1
19/03/2014;;4;1;75;;;;;1
20/03/2014;;4;1;70;;;;;2
21/03/2014;;4;1;72;;;;;2
22/03/2014;;4;1;82;;;;;1
23/03/2014;;5;1;82;;;;;1
24/03/2014;;4;1;67;;;;;1
25/03/2014;;4;1;85;;;;;1
26/03/2014;;4;1;89;;;;;1
27/03/2014;;4;2;82;;;;;2
28/03/2014;;5;1;82;;;;;2
29/03/2014;;5;1;99;;;;;1
30/03/2014;;5;1;87;;;;;1
31/03/2014;;5;3;73;;;;;1
01/04/2014;;5;3;89;;;;;1
02/04/2014;;4;1;87;;;;;1
03/04/2014;;4;1;76;;;;;1
04/04/2014;;4;1;78;;;;;2
05/04/2014;;4;1;65;;;;;4
06/04/2014;;6;1;59;;;;;2
07/04/2014;;5;3;63;;;;;3
08/04/2014;;5;2;68;;;;;1
09/04/2014;;5;2;75;;;;;1
10/04/2014;;4;2;70;;;;;1
11/04/2014;;5;1;86;;;;;1
12/04/2014;;5;1;90;;;;;1
13/04/2014;;4;1;79;;;;;1
14/04/2014;;4;1;80;;;;;2
15/04/2014;;4;1;76;;;;;1
16/04/2014;;4;1;76;;;;;1
17/04/2014;;4;1;91;;;;;1
18/04/2014;;5;1;91;;;;;1
19/04/2014;;5;1;81;;;;;1
20/04/2014;;5;2;67;;;;;1
21/04/2014;;5;1;66;;;;;1
22/04/2014;;4;1;66;;;;;3
23/04/2014;;5;1;59;;;;;2
24/04/2014;;4;1;69;;;;;1
25/04/2014;;4;1;92;;;;;2
26/04/2014;;4;1;82;;;;;1
27/04/2014;;4;1;77;;;;;1
28/04/2014;;4;1;61;;;;;1
29/04/2014;;4;1;58;;;;;1
30/04/2014;;5;1;58;;;;;2
01/05/2014;;5;1;66;;;;;2
02/05/2014;;5;1;75;;;;;1
03/05/2014;;5;1;84;;;;;1
04/05/2014;;5;1;89;;;;;1
05/05/2014;;4;1;82;;;;;1
06/05/2014;;4;1;71;;;;;1
07/05/2014;;4;1;75;;;;;1
08/05/2014;;4;1;85;;;;;1
09/05/2014;;4;1;71;;;;;1
10/05/2014;;4;1;66;;;;;1
11/05/2014;;4;1;64;;;;;1
12/05/2014;;5;1;76;;;;;1
13/05/2014;;5;1;79;;;;;1
14/05/2014;;5;1;89;;;;;1
15/05/2014;;5;1;88;;;;;1
16/05/2014;;5;1;107;;;;;1
17/05/2014;;5;1;110;;;;;1
18/05/2014;;5;1;109;;;;;1
19/05/2014;;4;1;97;;;;;1
20/05/2014;;5;1;79;;;;;1
21/05/2014;;5;1;92;;;;;2
22/05/2014;;4;1;68;;;;;1
23/05/2014;;4;1;81;;;;;2
24/05/2014;;5;1;76;;;;;1
25/05/2014;;4;1;77;;;;;1
26/05/2014;;4;1;64;;;;;1
27/05/2014;;5;1;85;;;;;1
28/05/2014;;4;1;70;;;;;1
29/05/2014;;5;1;65;;;;;1
30/05/2014;;5;1;77;;;;;2
31/05/2014;;5;1;86;;;;;1
01/06/2014;;5;1;89;;;;;2
02/06/2014;;5;1;82;;;;;1
03/06/2014;;5;1;84;;;;;2
04/06/2014;;5;1;82;;;;;1
05/06/2014;;5;1;90;;;;;2
06/06/2014;;17;11;82;;;;;1
07/06/2014;;5;1;62;;;;;1
08/06/2014;;5;1;78;;;;;1
09/06/2014;;5;1;80;;;;;1
10/06/2014;;5;1;88;;;;;1
11/06/2014;;5;1;100;;;;;1
12/06/2014;;5;1;83;;;;;1
13/06/2014;;5;1;87;;;;;1
14/06/2014;;5;1;104;;;;;1
15/06/2014;;5;1;106;;;;;3
16/06/2014;;5;1;104;;;;;3
17/06/2014;;6;1;106;;;;;1
18/06/2014;;5;1;97;;;;;1
19/06/2014;;5;1;112;;;;;2
20/06/2014;;5;1;103;;;;;2
21/06/2014;;5;1;83;;;;;1
22/06/2014;;5;1;88;;;;;1
23/06/2014;;5;1;95;;;;;1
24/06/2014;;5;1;93;;;;;1
25/06/2014;;5;12;84;;;;;2
26/06/2014;;5;8;95;;;;;2
27/06/2014;;5;10;102;;;;;1
28/06/2014;;5;7;73;;;;;1
29/06/2014;;5;9;76;;;;;1
30/06/2014;;5;12;98;;;;;1
01/07/2014;;5;6;93;;;;;4
02/07/2014;;5;4;99;;;;;2
03/07/2014;;5;6;84;;;;;1
04/07/2014;;5;17;72;;;;;3
05/07/2014;;5;15;76;;;;;1
06/07/2014;;5;13;60;;;;;2
07/07/2014;;5;21;68;;;;;1
08/07/2014;;5;15;87;;;;;1
09/07/2014;;5;7;77;;;;;1
10/07/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
12/07/2014;;;;;;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
13/07/2014;;;;;;;;;1
14/07/2014;;;;;;;;;2
15/07/2014;;;;;;;;;2
16/07/2014;;;;;;;;;1
17/07/2014;;;;;;;;;1
18/07/2014;;;;;;;;;1
19/07/2014;;;;;;;;;1
20/07/2014;;;;;;;;;2
21/07/2014;;;;;;;;;1
22/07/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;1
23/07/2014;;1;;63;;;;;1
24/07/2014;;1;;69;;;;;1
25/07/2014;;1;;78;;;;;1
26/07/2014;;2;;80;;;;;1
27/07/2014;;3;;70;;;;;1
28/07/2014;;2;;68;;;;;1
29/07/2014;;1;;56;;;;;1
30/07/2014;;2;;58;;;;;1
31/07/2014;;2;;64;;;;;1
01/08/2014;;2;;57;;;;;1
02/08/2014;;4;;41;;;;;1
03/08/2014;;1;;46;;;;;1
04/08/2014;;2;;64;;;;;1
05/08/2014;;2;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;1
06/08/2014;;2;12;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;1
07/08/2014;;2;12;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;1
08/08/2014;;2;9;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;2
09/08/2014;;2;11;;;;;;2
10/08/2014;;1;8;;;;;;1
11/08/2014;;1;9;;;;;;1
12/08/2014;;2;8;;;;;;1
13/08/2014;;2;10;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;1
14/08/2014;;2;9;65;;;;;2
15/08/2014;;2;11;75;;;;;2
16/08/2014;;2;11;81;;;;;2
17/08/2014;;2;11;74;;;;;1
18/08/2014;;2;9;72;;;;;1
19/08/2014;;2;18;63;;;;;1
20/08/2014;;2;17;58;;;;;1
21/08/2014;;2;13;64;;;;;1
22/08/2014;;2;9;60;;;;;1
23/08/2014;;2;17;53;;;;;1
24/08/2014;;2;16;65;;;;;1
25/08/2014;;1;14;73;;;;;1
26/08/2014;;1;12;49;;;;;2
27/08/2014;;2;19;39;;;;;1
28/08/2014;;2;20;52;;;;;1
29/08/2014;;2;13;63;;;;;1
30/08/2014;;2;14;64;;;;;1
31/08/2014;;2;17;59;;;;;1
01/09/2014;;2;27;59;;;;;1
02/09/2014;;1;22;68;;;;;1
03/09/2014;;1;19;69;;;;;1
04/09/2014;;1;18;57;;;;;1
05/09/2014;;1;18;58;;;;;1
06/09/2014;;1;16;57;;;;;1
07/09/2014;;1;13;62;;;;;1
08/09/2014;;1;10;60;;;;;1
09/09/2014;;1;14;73;;;;;1
10/09/2014;;1;17;75;;;;;1
11/09/2014;;1;20;60;;;;;1
12/09/2014;;1;14;59;;;;;1
13/09/2014;;1;14;63;;;;;1
14/09/2014;;1;11;62;;;;;1
15/09/2014;;1;11;50;;;;;1
16/09/2014;;1;13;69;;;;;1
17/09/2014;;1;10;63;;;;;1
18/09/2014;;1;13;61;;;;;1
19/09/2014;;1;14;61;;;;;1
20/09/2014;;1;12;56;;;;;1
21/09/2014;;1;11;60;;;;;3
22/09/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
03/10/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
04/10/2014;;2;;34;;;;;1
05/10/2014;;2;;35;;;;;1
06/10/2014;;2;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;1
07/10/2014;;2;;53;;;;;1
08/10/2014;;2;15;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;1
09/10/2014;;2;1;31;;;;;1
10/10/2014;;2;1;44;;;;;1
11/10/2014;;2;1;47;;;;;1
12/10/2014;;2;1;78;;;;;1
13/10/2014;;2;1;60;;;;;1
14/10/2014;;2;1;61;;;;;1
15/10/2014;;2;3;33;;;;;1
16/10/2014;;2;2;35;;;;;2
17/10/2014;;2;2;37;;;;;2
18/10/2014;;2;1;41;;;;;1
19/10/2014;;2;1;44;;;;;1
20/10/2014;;2;1;44;;;;;1
21/10/2014;;3;4;31;;;;;1
22/10/2014;;1;1;47;;;;;1
23/10/2014;;2;2;47;;;;;1
24/10/2014;;2;2;31;;;;;1
25/10/2014;;2;1;39;;;;;1
26/10/2014;;2;1;41;;;;;1
27/10/2014;;2;1;40;;;;;1
28/10/2014;;2;2;42;;;;;1
29/10/2014;;1;2;37;;;;;1
30/10/2014;;1;2;39;;;;;2
31/10/2014;;1;2;42;;;;;2
01/11/2014;;1;2;42;;;;;1
02/11/2014;;1;1;35;;;;;1
03/11/2014;;1;1;47;;;;;1
04/11/2014;;1;1;59;;;;;1
05/11/2014;;1;1;55;;;;;1
06/11/2014;;1;2;48;;;;;2
07/11/2014;;1;1;46;;;;;1
08/11/2014;;1;2;47;;;;;1
09/11/2014;;1;1;49;;;;;1
10/11/2014;;1;2;39;;;;;1
11/11/2014;;1;1;64;;;;;1
12/11/2014;;1;1;54;;;;;1
13/11/2014;;1;2;38;;;;;3
14/11/2014;;1;1;57;;;;;2
15/11/2014;;1;1;65;;;;;2
16/11/2014;;1;1;70;;;;;1
17/11/2014;;1;1;61;;;;;1
18/11/2014;;1;2;37;;;;;3
19/11/2014;;1;2;42;;;;;2
20/11/2014;;1;4;54;;;;;1
21/11/2014;;1;2;49;;;;;2
22/11/2014;;1;2;43;;;;;1
23/11/2014;;1;2;44;;;;;1
24/11/2014;;1;3;48;;;;;1
25/11/2014;;1;2;36;;;;;1
26/11/2014;;1;2;38;;;;;2
27/11/2014;;1;2;42;;;;;3
28/11/2014;;1;2;61;;;;;2
29/11/2014;;1;1;65;;;;;1
30/11/2014;;1;1;54;;;;;1
01/12/2014;;1;1;53;;;;;3
02/12/2014;;1;1;51;;;;;2
03/12/2014;;1;1;28;;;;;1
04/12/2014;;1;2;26;;;;;1
05/12/2014;;1;3;32;;;;;1
06/12/2014;;2;2;49;;;;;1
07/12/2014;;1;2;52;;;;;1
08/12/2014;;1;1;45;;;;;1
09/12/2014;;1;1;61;;;;;1
10/12/2014;;1;2;44;;;;;1
11/12/2014;;1;3;35;;;;;2
12/12/2014;;2;9;30;;;;;1
13/12/2014;;1;6;51;;;;;1
14/12/2014;;1;1;64;;;;;1
15/12/2014;;1;1;52;;;;;1
16/12/2014;;1;2;52;;;;;1
17/12/2014;;1;2;47;;;;;1
18/12/2014;;1;2;28;;;;;1
19/12/2014;;1;1;32;;;;;1
20/12/2014;;1;2;29;;;;;1
21/12/2014;;1;1;29;;;;;2
22/12/2014;;1;1;39;;;;;2
23/12/2014;;1;2;47;;;;;1
24/12/2014;;1;1;33;;;;;1
25/12/2014;;1;1;26;;;;;1
26/12/2014;;1;1;43;;;;;1
27/12/2014;;1;2;53;;;;;1
28/12/2014;;1;1;75;;;;;1
29/12/2014;;1;1;73;;;;;2
30/12/2014;;1;2;50;;;;;1
31/12/2014;;1;2;34;;;;;1
