Fecha;Hora;S02;NO;NO2;O3;PM10;dd;vv;TMP;HR;PRB;LL
08/05/2015;13:00:00;1;1.3;8;94;13;50;0.8;23.0;66;1018;0.0
08/05/2015;14:00:00;0;0.8;5;96;16;51;0.7;23.5;66;1017;0.0
08/05/2015;15:00:00;1;0.6;5;106;25;55;0.5;25.8;51;1017;0.0
08/05/2015;16:00:00;0;0.3;4;114;20;65;0.3;28.8;29;1017;0.0
08/05/2015;17:00:00;0;0.4;6;112;26;61;0.3;26.7;47;1017;0.0
08/05/2015;18:00:00;0;0.6;7;110;37;60;0.3;23.8;65;1017;0.0
08/05/2015;19:00:00;0;0.6;10;103;33;67;0.2;23.3;65;1018;0.0
08/05/2015;20:00:00;0;0.3;13;96;41;94;0.3;22.4;66;1018;0.0
08/05/2015;21:00:00;0;0.2;17;84;37;106;0.2;21.1;72;1019;0.0
08/05/2015;22:00:00;0;0.3;40;45;54;109;0.1;19.8;80;1020;0.0
08/05/2015;23:00:00;0;0.6;22;55;48;103;0.2;19.3;85;1021;0.0
08/05/2015;0:00:00;0;0.3;14;65;35;111;0.1;18.8;87;1021;0.0
09/05/2015;1:00:00;0;0.3;14;69;38;108;0.2;18.6;82;1021;0.0
09/05/2015;2:00:00;0;0.2;9;86;28;110;0.2;19.0;68;1022;0.0
09/05/2015;3:00:00;0;0.4;7;93;25;112;0.2;19.4;59;1022;0.0
09/05/2015;4:00:00;0;0.3;5;95;25;114;0.2;19.6;56;1022;0.0
09/05/2015;5:00:00;0;0.2;4;91;12;111;0.2;19.1;56;1022;0.0
09/05/2015;6:00:00;0;0.5;6;92;17;111;0.2;19.8;52;1022;0.0
09/05/2015;7:00:00;1;0.5;10;83;23;101;0.1;21.1;50;1023;0.0
09/05/2015;8:00:00;1;2.0;23;74;17;49;0.2;23.9;43;1023;0.0
09/05/2015;9:00:00;1;1.0;10;92;10;42;0.3;25.3;39;1023;0.0
09/05/2015;10:00:00;1;1.9;14;93;10;44;0.4;25.7;38;1023;0.0
09/05/2015;11:00:00;2;9.8;23;87;11;51;0.4;26.4;37;1024;0.0
09/05/2015;12:00:00;2;2.0;10;97;24;54;0.7;25.1;47;1024;0.0
09/05/2015;13:00:00;1;1.3;7;96;19;54;0.7;24.2;52;1024;0.0
09/05/2015;14:00:00;2;0.9;5;103;17;54;0.7;24.0;51;1024;0.0
09/05/2015;15:00:00;0;0.4;2;106;12;50;0.7;24.6;40;1024;0.0
09/05/2015;16:00:00;0;0.2;2;103;13;54;0.7;24.1;44;1023;0.0
09/05/2015;17:00:00;0;0.3;3;110;10;51;0.6;23.8;44;1023;0.0
09/05/2015;18:00:00;0;0.4;4;112;21;54;0.5;22.8;51;1023;0.0
09/05/2015;19:00:00;0;0.1;5;110;9;52;0.3;22.2;57;1023;0.0
09/05/2015;20:00:00;0;0.1;8;105;19;56;0.2;21.2;64;1023;0.0
09/05/2015;21:00:00;0;0.4;23;85;21;88;0.1;20.2;75;1024;0.0
09/05/2015;22:00:00;0;0.4;14;84;20;105;0.1;18.8;77;1025;0.0
09/05/2015;23:00:00;0;0.5;16;76;22;108;0.2;18.5;72;1025;0.0
09/05/2015;0:00:00;0;0.4;14;80;21;106;0.1;18.4;73;1025;0.0
10/05/2015;1:00:00;0;0.3;13;82;24;109;0.1;18.5;75;1025;0.0
10/05/2015;2:00:00;0;0.4;8;95;19;107;0.1;18.4;70;1025;0.0
10/05/2015;3:00:00;0;0.3;4;104;22;107;0.1;18.3;64;1024;0.0
10/05/2015;4:00:00;0;0.5;4;103;15;106;0.1;18.4;62;1024;0.0
10/05/2015;5:00:00;0;0.2;4;98;21;108;0.1;18.0;67;1024;0.0
10/05/2015;6:00:00;0;0.2;6;90;20;109;0.2;17.6;73;1025;0.0
10/05/2015;7:00:00;0;0.5;7;89;13;111;0.1;18.8;67;1025;0.0
10/05/2015;8:00:00;2;21.6;48;39;26;53;0.2;20.3;64;1025;0.0
10/05/2015;9:00:00;7;24.3;61;38;22;45;0.4;21.8;59;1025;0.0
10/05/2015;10:00:00;3;3.9;23;78;24;52;0.3;23.7;53;1025;0.0
10/05/2015;11:00:00;1;1.2;8;96;17;51;0.5;24.4;50;1025;0.0
10/05/2015;12:00:00;0;0.6;6;101;17;52;0.5;24.2;51;1025;0.0
10/05/2015;13:00:00;0;0.5;3;104;4;52;0.6;25.1;47;1025;0.0
10/05/2015;14:00:00;0;0.4;2;101;18;53;0.7;24.5;48;1024;0.0
10/05/2015;15:00:00;0;0.4;2;107;20;54;0.6;25.1;41;1024;0.0
10/05/2015;16:00:00;0;0.3;3;107;14;52;0.5;25.9;40;1023;0.0
10/05/2015;17:00:00;0;0.8;4;105;13;51;0.5;25.2;43;1023;0.0
10/05/2015;18:00:00;0;0.5;3;106;12;55;0.4;23.3;47;1023;0.0
10/05/2015;19:00:00;0;0.3;2;99;11;53;0.4;21.7;60;1023;0.0
10/05/2015;20:00:00;0;0.0;3;97;11;67;0.2;21.0;62;1023;0.0
10/05/2015;21:00:00;0;0.3;9;89;12;101;0.1;20.0;65;1023;0.0
10/05/2015;22:00:00;0;0.2;5;94;12;111;0.2;19.2;60;1023;0.0
10/05/2015;23:00:00;0;0.2;7;92;12;103;0.1;19.5;61;1023;0.0
10/05/2015;0:00:00;0;0.3;15;76;13;105;0.1;19.2;63;1023;0.0
11/05/2015;1:00:00;0;0.3;17;76;17;108;0.2;18.5;68;1023;0.0
11/05/2015;2:00:00;0;0.1;8;87;10;107;0.2;18.1;69;1022;0.0
11/05/2015;3:00:00;0;0.4;4;98;10;110;0.2;18.6;67;1022;0.0
11/05/2015;4:00:00;0;0.3;5;89;8;95;0.1;18.2;69;1022;0.0
11/05/2015;5:00:00;0;0.3;7;81;8;110;0.1;17.2;69;1022;0.0
11/05/2015;6:00:00;0;0.3;6;82;8;108;0.2;16.6;74;1022;0.0
11/05/2015;7:00:00;0;1.5;25;62;20;97;0.1;18.2;67;1023;0.0
11/05/2015;8:00:00;1;3.5;34;64;16;45;0.2;22.5;54;1023;0.0
11/05/2015;9:00:00;2;3.2;24;78;30;40;0.2;24.5;48;1023;0.0
11/05/2015;10:00:00;3;3.4;24;83;17;48;0.3;26.3;43;1023;0.0
11/05/2015;11:00:00;1;5.0;25;93;14;48;0.4;27.2;38;1023;0.0
11/05/2015;12:00:00;1;3.3;19;100;19;65;0.4;27.5;42;1023;0.0
11/05/2015;13:00:00;4;1.9;13;101;;73;0.5;27.1;39;1023;0.0
11/05/2015;14:00:00;1;0.5;4;110;15;67;0.6;26.8;39;1022;0.0
11/05/2015;15:00:00;1;0.4;4;110;15;64;0.5;26.3;41;1022;0.0
11/05/2015;16:00:00;0;0.5;4;112;15;55;0.6;25.9;41;1022;0.0
11/05/2015;17:00:00;0;0.5;3;108;19;58;0.5;25.0;44;1021;0.0
11/05/2015;18:00:00;0;0.4;4;105;15;63;0.4;23.6;52;1021;0.0
11/05/2015;19:00:00;0;0.3;5;99;14;89;0.3;23.0;57;1021;0.0
11/05/2015;20:00:00;0;0.4;12;88;20;105;0.1;22.1;60;1021;0.0
11/05/2015;21:00:00;0;0.6;41;57;24;112;0.1;21.8;61;1022;0.0
11/05/2015;22:00:00;0;0.3;21;76;29;116;0.1;21.2;60;1022;0.0
11/05/2015;23:00:00;0;0.4;24;60;22;112;0.2;19.9;67;1022;0.0
11/05/2015;0:00:00;0;0.4;17;62;15;110;0.2;18.8;70;1022;0.0
12/05/2015;1:00:00;0;0.1;11;76;19;109;0.1;18.4;71;1022;0.0
12/05/2015;2:00:00;0;0.5;11;67;12;110;0.2;17.8;73;1022;0.0
12/05/2015;3:00:00;0;0.5;7;73;20;110;0.2;17.4;74;1021;0.0
12/05/2015;4:00:00;0;0.3;7;74;13;112;0.2;17.2;75;1021;0.0
12/05/2015;5:00:00;0;0.2;13;74;11;113;0.2;17.7;72;1021;0.0
12/05/2015;6:00:00;1;1.3;26;55;9;115;0.1;17.1;73;1021;0.0
12/05/2015;7:00:00;1;1.4;26;52;21;101;0.1;17.8;68;1022;0.0
12/05/2015;8:00:00;7;4.6;36;59;15;43;0.2;22.2;50;1022;0.0
12/05/2015;9:00:00;;;;;8;45;0.3;25.6;30;1022;0.0
12/05/2015;10:00:00;;;;;10;48;0.5;28.2;17;1023;0.0
12/05/2015;11:00:00;;;;;;52;0.6;28.2;21;1023;0.0
12/05/2015;12:00:00;;;;;14;52;0.6;27.2;29;1024;0.0
12/05/2015;13:00:00;1;0.6;5;129;11;63;0.5;26.9;35;1024;0.0
12/05/2015;14:00:00;1;0.2;3;130;11;58;0.5;26.8;34;1024;0.0
12/05/2015;15:00:00;0;0.5;4;129;10;57;0.6;26.9;29;1023;0.0
12/05/2015;16:00:00;0;0.2;4;125;15;62;0.4;26.1;36;1023;0.0
12/05/2015;17:00:00;1;0.6;8;121;16;67;0.4;24.5;38;1023;0.0
12/05/2015;18:00:00;3;0.3;11;117;15;73;0.3;23.8;36;1023;0.0
12/05/2015;19:00:00;1;0.3;9;118;14;96;0.2;22.7;42;1023;0.0
12/05/2015;20:00:00;1;0.3;11;114;13;101;0.2;22.1;40;1024;0.0
12/05/2015;21:00:00;0;0.0;10;115;11;109;0.2;21.6;38;1024;0.0
12/05/2015;22:00:00;0;0.4;2;123;7;105;0.2;21.8;35;1024;0.0
12/05/2015;23:00:00;0;0.2;2;125;2;105;0.1;21.6;32;1024;0.0
12/05/2015;0:00:00;0;0.5;11;109;4;100;0.1;21.5;34;1024;0.0
13/05/2015;1:00:00;1;0.3;11;109;8;108;0.1;20.3;37;1024;0.0
13/05/2015;2:00:00;0;0.5;6;113;10;113;0.2;19.6;37;1023;0.0
13/05/2015;3:00:00;0;0.3;1;124;10;107;0.2;19.9;35;1023;0.0
13/05/2015;4:00:00;0;0.1;2;124;5;106;0.2;20.3;35;1023;0.0
13/05/2015;5:00:00;0;0.0;2;126;3;106;0.2;20.5;34;1023;0.0
13/05/2015;6:00:00;0;27.8;45;81;4;84;0.1;22.4;33;1024;0.0
13/05/2015;7:00:00;4;93.2;112;13;39;47;0.2;23.0;43;1023;0.0
13/05/2015;8:00:00;7;81.9;110;20;39;46;0.3;25.3;34;1023;0.0
13/05/2015;9:00:00;11;64.5;113;31;31;43;0.5;27.5;23;1024;0.0
13/05/2015;10:00:00;7;18.8;51;86;18;50;0.5;27.8;22;1024;0.0
13/05/2015;11:00:00;2;1.9;17;111;19;52;0.6;26.4;39;1024;0.0
13/05/2015;12:00:00;2;1.2;8;117;19;50;0.7;25.1;51;1023;0.0
13/05/2015;13:00:00;1;0.4;3;125;9;49;0.6;24.8;59;1023;0.0
13/05/2015;14:00:00;0;0.2;4;127;11;52;0.5;25.0;60;1023;0.0
13/05/2015;15:00:00;0;0.5;4;119;13;50;0.5;24.5;62;1022;0.0
13/05/2015;16:00:00;0;0.5;5;111;12;54;0.4;24.4;62;1021;0.0
13/05/2015;17:00:00;0;0.4;6;111;11;51;0.3;23.3;70;1021;0.0
13/05/2015;18:00:00;0;0.5;11;97;12;55;0.3;22.2;78;1020;0.0
13/05/2015;19:00:00;0;0.2;7;90;10;86;0.2;21.3;83;1020;0.0
13/05/2015;20:00:00;0;0.3;10;77;18;90;0.1;20.7;87;1020;0.0
13/05/2015;21:00:00;0;0.2;7;70;14;100;0.1;20.3;90;1020;0.0
13/05/2015;22:00:00;0;0.2;6;71;12;100;0.1;20.3;92;1021;0.0
13/05/2015;23:00:00;0;0.3;7;69;11;81;0.1;20.3;93;1020;0.0
13/05/2015;0:00:00;0;0.1;6;66;15;75;0.1;20.3;94;1019;0.0
14/05/2015;1:00:00;0;0.3;7;60;18;94;0.1;19.9;94;1018;0.0
14/05/2015;2:00:00;0;0.5;4;61;17;90;0.1;19.9;95;1018;0.0
14/05/2015;3:00:00;0;0.1;4;56;11;107;0.1;19.4;96;1017;0.0
14/05/2015;4:00:00;0;0.3;10;45;11;104;0.1;19.3;97;1016;0.0
14/05/2015;5:00:00;0;0.3;13;49;22;111;0.1;19.2;98;1016;0.0
14/05/2015;6:00:00;0;1.9;20;33;21;95;0.1;19.3;98;1016;0.0
14/05/2015;7:00:00;1;40.8;69;13;38;45;0.2;21.0;94;1015;0.0
14/05/2015;8:00:00;1;19.5;66;35;26;45;0.3;23.4;67;1015;0.0
14/05/2015;9:00:00;1;10.1;43;64;26;44;0.5;25.7;57;1015;0.0
14/05/2015;10:00:00;2;3.1;23;92;22;45;0.6;27.2;49;1015;0.0
14/05/2015;11:00:00;2;3.0;21;95;29;47;0.6;27.3;49;1015;0.0
14/05/2015;12:00:00;2;3.0;19;101;43;45;0.5;27.7;49;1014;0.0
14/05/2015;13:00:00;3;2.5;20;100;35;48;0.6;28.1;45;1013;0.0
14/05/2015;14:00:00;3;0.7;7;116;29;50;0.6;28.4;40;1012;0.0
14/05/2015;15:00:00;1;0.6;6;118;34;48;0.6;29.5;34;1011;0.0
14/05/2015;16:00:00;1;0.4;6;118;27;49;0.6;28.7;34;1010;0.0
14/05/2015;17:00:00;1;0.3;6;115;22;50;0.5;27.2;40;1009;0.0
14/05/2015;18:00:00;1;0.4;12;106;37;51;0.2;26.2;48;1009;0.0
14/05/2015;19:00:00;1;0.5;12;104;32;79;0.1;24.6;55;1009;0.0
14/05/2015;20:00:00;1;0.2;15;101;32;96;0.1;23.9;55;1008;0.0
