Fecha;CO;NO;NO2;O3;PM10;SH2;PM25;PST;SO2
04/03/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
05/03/2014;;3;14;61;;;;;1
06/03/2014;;4;19;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;1
07/03/2014;;5;21;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;10;;1
08/03/2014;;3;16;55;;;14;;1
09/03/2014;;3;17;59;;;9;;1
10/03/2014;;2;15;70;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;7;;1
11/03/2014;;4;18;86;9;;4;;2
12/03/2014;;2;19;69;9;;6;;2
13/03/2014;;2;17;72;9;;6;;1
14/03/2014;;3;21;55;10;;6;;1
15/03/2014;;2;20;61;10;;6;;1
16/03/2014;;5;23;62;11;;6;;1
17/03/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
19/03/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
20/03/2014;;3;18;64;22;;12;;1
21/03/2014;;2;15;76;22;;12;;1
22/03/2014;;2;10;87;7;;4;;1
23/03/2014;;2;12;83;6;;4;;1
24/03/2014;;2;16;71;9;;3;;1
25/03/2014;;2;12;88;14;;6;;1
26/03/2014;;2;20;68;7;;4;;3
27/03/2014;;1;15;59;8;;5;;1
28/03/2014;;1;11;65;10;;6;;1
29/03/2014;;2;11;70;6;;4;;2
30/03/2014;;1;5;80;5;;3;;2
31/03/2014;;1;6;79;5;;3;;4
01/04/2014;;1;5;82;5;;3;;5
02/04/2014;;1;11;81;6;;4;;3
03/04/2014;;2;11;76;6;;3;;4
04/04/2014;;1;9;73;6;;2;;4
05/04/2014;;3;13;51;6;;3;;2
06/04/2014;;2;10;45;7;;3;;4
07/04/2014;;2;13;43;8;;3;;6
08/04/2014;;4;12;49;8;;5;;3
09/04/2014;;2;11;55;13;;7;;2
10/04/2014;;2;12;53;17;;5;;3
11/04/2014;;2;9;66;10;;6;;4
12/04/2014;;1;8;78;15;;9;;4
13/04/2014;;2;9;73;16;;9;;4
14/04/2014;;2;11;76;16;;9;;4
15/04/2014;;1;12;70;8;;5;;3
16/04/2014;;2;13;57;11;;6;;3
17/04/2014;;2;12;60;12;;6;;3
18/04/2014;;2;12;67;13;;5;;3
19/04/2014;;2;8;59;13;;9;;3
20/04/2014;;2;7;71;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;3;;4
21/04/2014;;2;11;64;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;6;;5
22/04/2014;;1;8;74;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;5;;6
23/04/2014;;1;5;67;;;3;;10
24/04/2014;;2;10;76;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;4;;7
25/04/2014;;2;9;83;9;;6;;3
26/04/2014;;1;6;68;7;;3;;3
27/04/2014;;2;8;75;8;;4;;3
28/04/2014;;3;13;57;7;;4;;3
29/04/2014;;2;10;64;7;;5;;3
30/04/2014;;2;14;55;6;;3;;3
01/05/2014;;2;10;63;7;;3;;3
02/05/2014;;1;5;77;8;;4;;3
03/05/2014;;1;4;88;;;3;;3
04/05/2014;;1;11;81;;;5;;2
05/05/2014;;2;13;60;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;2
06/05/2014;;2;13;68;6;;;;3
07/05/2014;;2;13;72;6;;;;3
08/05/2014;;2;12;77;10;;;;3
09/05/2014;;2;14;73;9;;;;2
10/05/2014;;2;10;66;8;;;;2
11/05/2014;;3;11;71;9;;;;2
12/05/2014;;2;11;65;11;;;;2
13/05/2014;;1;4;90;10;;;;2
14/05/2014;;1;6;92;10;;;;2
15/05/2014;;1;7;92;10;;;;3
16/05/2014;;1;6;108;12;;;;3
17/05/2014;;1;5;112;11;;;;3
18/05/2014;;2;9;104;13;;;;3
19/05/2014;;1;7;105;13;;;;3
20/05/2014;;1;6;81;8;;;;3
21/05/2014;;1;5;87;6;;;;3
22/05/2014;;1;6;78;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;3
23/05/2014;;2;8;84;;;;;4
24/05/2014;;1;9;79;;;;;4
25/05/2014;;2;9;81;;;;;4
26/05/2014;;1;9;85;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
27/05/2014;;2;9;81;10;;;;2
28/05/2014;;2;9;72;9;;;;5
29/05/2014;;2;9;64;7;;;;4
30/05/2014;;1;6;73;7;;;;2
31/05/2014;;1;3;86;8;;;;3
01/06/2014;;2;5;85;9;;;;5
02/06/2014;;1;9;83;11;;;;3
03/06/2014;;2;12;82;10;;;;3
04/06/2014;;2;9;69;9;;;;4
05/06/2014;;2;11;85;12;;;;6
06/06/2014;;1;9;66;11;;;;5
07/06/2014;;1;6;80;8;;;;5
08/06/2014;;2;10;60;8;;;;5
09/06/2014;;2;10;65;9;;;;4
10/06/2014;;2;10;77;9;;;;4
11/06/2014;;2;12;67;10;;;;2
12/06/2014;;2;15;74;13;;;;4
13/06/2014;;3;17;81;14;;;;4
14/06/2014;;1;4;112;14;;;;3
15/06/2014;;1;4;104;12;;;;4
16/06/2014;;1;4;102;10;;;;4
