Fecha;BEN;CO;EBN;NO;NO2;NOX;PM10;PM25;SO2;TOL;dd;HR;PRB;LL;RS;TMP;vv
28/01/2015;1.06;0.34;1.59;20;69;76;16;8;6;6.86;208;95;1005.8;1.7;28.7;7.8;0.75
27/01/2015;1.1;0.39;1.51;15;65;63;15;8;6;9.26;360;94;1011.5;5.2;24.2;7.7;0.56
26/01/2015;1.08;0.37;1.33;29;63;90;27;11;6;5.09;234;82;1013.5;0;27.5;6.5;0.22
25/01/2015;0.69;0.32;0.89;8;58;37;13;5;5;1.49;348;79;1014.2;0;73.1;5.4;0.09
24/01/2015;0.86;0.43;1.59;14;57;54;23;11;6;2.34;245;87;1011.3;1.5;49.4;5.3;0.33
23/01/2015;0.94;0.41;1.19;25;58;77;25;11;6;4.74;345;90;1007.1;0;43.9;4.9;0.28
22/01/2015;0.83;0.41;1.09;21;71;84;14;7;6;4.23;206;97;996.1;14.5;15.8;3.7;0.48
21/01/2015;0.7;0.33;0.97;26;70;83;14;6;5;2.03;214;93;989.3;8.1;39.8;4;1.35
20/01/2015;0.83;0.31;1.23;22;49;70;21;11;6;3.4;180;93;991.9;0.4;31.1;3.6;0.34
19/01/2015;0.92;0.27;0.95;10;71;52;9;4;5;2.09;240;89;994.5;12.2;50;4.3;0.57
18/01/2015;0.54;0.41;0.63;6;42;27;8;;5;0.54;218;65;992.6;1.1;45.4;6.2;2.58
17/01/2015;0.64;0.39;0.87;16;47;58;13;;5;1.98;210;85;1002;1.2;79.3;5.2;0.73
16/01/2015;0.64;0.27;0.86;15;66;62;9;4;5;1.67;212;89;993.4;7.1;39.8;6.4;1.04
15/01/2015;0.49;0.21;0.65;7;49;33;14;8;5;0.45;203;63;993.2;0.5;11.9;11.5;3.47
14/01/2015;0.81;0.41;1.07;40;74;101;25;12;6;5.21;207;67;1004;0;81.9;10.9;1.36
13/01/2015;0.56;0.19;0.74;8;58;40;13;7;6;0.62;217;51;1003.3;0;61.3;13.4;3.71
12/01/2015;0.7;0.35;0.78;14;52;50;17;9;6;1.12;223;66;1010.3;0;85.9;9.6;2.31
11/01/2015;0.6;0.44;0.75;14;40;44;19;10;6;1.57;55;92;1015.3;1.2;34.5;8.8;0.36
10/01/2015;0.87;0.52;1.05;27;47;68;31;18;6;2.75;129;93;1015.7;0;67.9;8.4;0.37
09/01/2015;1.36;0.53;1.49;70;58;146;42;22;8;10.59;202;89;1022.8;0;71.9;8.6;0.98
08/01/2015;1.43;0.48;1.95;51;58;114;36;19;7;9.07;191;89;1019;0;61.3;6.3;1.03
07/01/2015;0.68;0.47;1.52;39;57;95;28;17;6;4.73;202;88;1012.4;0;76.9;7.8;0.76
06/01/2015;0.71;0.46;0.75;41;49;97;29;16;6;1.46;151;91;1009;0.1;21.4;7.6;0.23
05/01/2015;0.86;0.57;0.94;32;51;79;21;13;6;2.24;188;83;1009.1;0;80.3;8.6;0.44
04/01/2015;0.79;0.79;0.71;51;52;111;37;23;6;1.8;180;92;1016.8;0.1;36.6;9.3;0.24
03/01/2015;0.82;0.73;0.67;39;55;96;32;20;7;1.52;163;80;1018.4;0;77.9;5.4;0.48
02/01/2015;0.89;0.64;0.67;59;69;133;31;18;6;2.32;183;82;1019.9;0;70.9;3.4;0.85
01/01/2015;0.9;0.56;0.66;21;51;62;20;11;5;2.05;185;80;1018;0;85.8;2.5;0.97
