Fecha;Hora;SO2;NO2;NO;O3;BEN;TOL;XIL
05/05/2015;11:00:00;2;0;0;51;0;0;0
05/05/2015;12:00:00;2;0;0;49;0;0;0
05/05/2015;13:00:00;2;0;0;49;0;0;0
05/05/2015;14:00:00;2;0;0;50;0;0;0
05/05/2015;15:00:00;2;0;0;52;0;0;0
05/05/2015;16:00:00;2;0;0;55;0;0;0
05/05/2015;17:00:00;2;0;0;58;0;0;0
05/05/2015;18:00:00;2;0;0;60;0;0;0
05/05/2015;19:00:00;2;0;0;61;0;0;0
05/05/2015;20:00:00;2;0;0;61;0;0;0
05/05/2015;21:00:00;2;0;0;61;0;0;0
05/05/2015;22:00:00;2;0;0;63;0;0;0
05/05/2015;23:00:00;2;0;0;64;0;0;0
05/05/2015;0:00:00;2;0;0;62;0;0;0
06/05/2015;1:00:00;2;0;0;64;0;0;0
06/05/2015;2:00:00;2;0;0;64;0;0;0
06/05/2015;3:00:00;2;0;0;62;0;0;0
06/05/2015;4:00:00;2;0;0;59;0;0;0
06/05/2015;5:00:00;2;0;0;58;0;0;0
06/05/2015;6:00:00;2;0;0;56;0;0;0
06/05/2015;7:00:00;2;0;0;50;0;0;0
06/05/2015;8:00:00;2;0;0;38;0;0;0
06/05/2015;9:00:00;2;0;0;27;0;0;0
06/05/2015;10:00:00;2;0;0;34;0;0;0
06/05/2015;11:00:00;2;0;0;54;0;0;0
06/05/2015;12:00:00;2;0;0;52;0;0;0
06/05/2015;13:00:00;2;0;0;55;0;0;0
06/05/2015;14:00:00;2;0;0;58;0;0;0
06/05/2015;15:00:00;2;0;0;55;0;0;0
06/05/2015;16:00:00;2;0;0;58;0;0;0
06/05/2015;17:00:00;2;0;0;59;0;0;0
06/05/2015;18:00:00;2;0;0;63;0;0;0
06/05/2015;19:00:00;2;0;0;59;0;0;0
06/05/2015;20:00:00;2;0;0;59;0;0;0
06/05/2015;21:00:00;2;0;0;63;0;0;0
06/05/2015;22:00:00;2;0;0;61;0;0;0
06/05/2015;23:00:00;2;0;0;52;0;0;0
06/05/2015;0:00:00;2;0;0;54;0;0;0
07/05/2015;1:00:00;2;0;0;47;0;0;0
07/05/2015;2:00:00;2;0;0;40;0;0;0
07/05/2015;3:00:00;2;0;0;43;0;0;0
07/05/2015;4:00:00;5;0;0;42;0;0;0
07/05/2015;5:00:00;45;0;0;43;0;0;0
07/05/2015;6:00:00;105;0;0;41;0;0;0
07/05/2015;7:00:00;42;0;0;35;0;0;0
07/05/2015;8:00:00;23;0;0;25;0;0;0
07/05/2015;9:00:00;29;0;0;33;0;0;0
07/05/2015;10:00:00;54;0;0;38;0;0;0
07/05/2015;11:00:00;148;0;0;57;0;0;0
07/05/2015;12:00:00;37;0;0;52;0;0;0
07/05/2015;13:00:00;0;0;0;0;0;0;0
07/05/2015;14:00:00;0;0;0;0;0;0;0
07/05/2015;15:00:00;2;0;0;0;0;0;0
07/05/2015;16:00:00;2;0;0;0;0;0;0
07/05/2015;17:00:00;2;0;0;87;0;0;0
07/05/2015;18:00:00;2;0;0;84;0;0;0
07/05/2015;19:00:00;2;0;0;89;0;0;0
07/05/2015;20:00:00;2;0;0;74;0;0;0
07/05/2015;21:00:00;2;0;0;64;0;0;0
07/05/2015;22:00:00;2;0;0;60;0;0;0
07/05/2015;23:00:00;2;0;0;62;0;0;0
07/05/2015;0:00:00;2;0;0;61;0;0;0
08/05/2015;1:00:00;0;0;0;53;0;0;0
08/05/2015;2:00:00;0;0;0;61;0;0;0
08/05/2015;3:00:00;0;0;0;58;0;0;0
08/05/2015;4:00:00;0;0;0;58;0;0;0
08/05/2015;5:00:00;0;0;0;56;0;0;0
08/05/2015;6:00:00;0;0;0;61;0;0;0
08/05/2015;7:00:00;0;0;0;56;0;0;0
08/05/2015;8:00:00;0;0;0;53;0;0;0
08/05/2015;9:00:00;0;0;0;47;0;0;0
08/05/2015;10:00:00;0;0;0;42;0;0;0
08/05/2015;11:00:00;0;0;0;43;0;0;0
08/05/2015;12:00:00;0;0;0;46;0;0;0
08/05/2015;13:00:00;0;0;0;48;0;0;0
08/05/2015;14:00:00;0;0;0;49;0;0;0
08/05/2015;15:00:00;0;0;0;47;0;0;0
08/05/2015;16:00:00;0;0;0;50;0;0;0
08/05/2015;17:00:00;0;0;0;53;0;0;0
08/05/2015;18:00:00;0;0;0;53;0;0;0
08/05/2015;19:00:00;0;0;0;53;0;0;0
08/05/2015;20:00:00;0;0;0;54;0;0;0
08/05/2015;21:00:00;0;0;0;54;0;0;0
08/05/2015;22:00:00;0;0;0;49;0;0;0
08/05/2015;23:00:00;0;0;0;47;0;0;0
08/05/2015;0:00:00;0;0;0;50;0;0;0
09/05/2015;1:00:00;0;13;3;47;0;0;0
09/05/2015;2:00:00;0;26;4;40;0;0;0
09/05/2015;3:00:00;0;27;3;37;0;0;0
09/05/2015;4:00:00;0;22;2;34;0;0;0
09/05/2015;5:00:00;0;18;2;34;0;0;0
09/05/2015;6:00:00;0;24;9;33;0;0;0
09/05/2015;7:00:00;0;33;3;26;0;0;0
09/05/2015;8:00:00;0;43;8;26;0;0;0
09/05/2015;9:00:00;0;43;11;28;0;0;0
09/05/2015;10:00:00;0;35;4;39;0;0;0
09/05/2015;11:00:00;0;59;6;50;0;0;0
09/05/2015;12:00:00;0;43;16;41;0;0;0
09/05/2015;13:00:00;0;46;21;41;0;0;0
09/05/2015;14:00:00;0;46;17;44;0;0;0
09/05/2015;15:00:00;0;43;12;46;0;0;0
09/05/2015;16:00:00;0;20;7;51;0;0;0
09/05/2015;17:00:00;0;37;9;56;0;0;0
09/05/2015;18:00:00;0;23;5;60;0;0;0
09/05/2015;19:00:00;0;20;3;63;0;0;0
09/05/2015;20:00:00;0;30;5;58;0;0;0
09/05/2015;21:00:00;0;55;8;50;0;0;0
09/05/2015;22:00:00;0;65;15;43;0;0;0
09/05/2015;23:00:00;0;61;8;43;0;0;0
09/05/2015;0:00:00;0;55;4;41;0;0;0
10/05/2015;1:00:00;0;48;4;40;0;0;0
10/05/2015;2:00:00;0;49;3;37;0;0;0
10/05/2015;3:00:00;0;29;2;43;0;0;0
10/05/2015;4:00:00;0;29;2;45;0;0;0
10/05/2015;5:00:00;0;24;2;41;0;0;0
10/05/2015;6:00:00;0;20;2;37;0;0;0
10/05/2015;7:00:00;0;32;3;40;0;0;0
10/05/2015;8:00:00;0;29;2;39;0;0;0
10/05/2015;9:00:00;0;33;4;41;0;0;0
10/05/2015;10:00:00;0;26;5;41;0;0;0
10/05/2015;11:00:00;0;29;6;42;0;0;0
10/05/2015;12:00:00;0;35;6;48;0;0;0
10/05/2015;13:00:00;0;43;8;53;0;0;0
10/05/2015;14:00:00;0;46;10;50;0;0;0
10/05/2015;15:00:00;0;32;7;51;0;0;0
10/05/2015;16:00:00;0;22;3;58;0;0;0
10/05/2015;17:00:00;0;13;2;63;0;0;0
10/05/2015;18:00:00;0;12;2;70;0;0;0
10/05/2015;19:00:00;0;19;3;67;0;0;0
10/05/2015;20:00:00;0;33;7;62;0;0;0
10/05/2015;21:00:00;0;31;5;61;0;0;0
10/05/2015;22:00:00;0;20;3;66;0;0;0
10/05/2015;23:00:00;0;25;5;64;0;0;0
10/05/2015;0:00:00;0;26;2;54;0;0;0
11/05/2015;1:00:00;0;0;0;54;0;0;0
11/05/2015;2:00:00;0;0;0;57;0;0;0
11/05/2015;3:00:00;0;0;0;48;0;0;0
11/05/2015;4:00:00;0;0;0;44;0;0;0
11/05/2015;5:00:00;0;0;0;45;0;0;0
11/05/2015;6:00:00;0;0;0;38;0;0;0
11/05/2015;7:00:00;0;0;0;39;0;0;0
11/05/2015;8:00:00;0;0;0;31;0;0;0
11/05/2015;9:00:00;0;0;0;23;0;0;0
11/05/2015;10:00:00;0;0;0;26;0;0;0
11/05/2015;11:00:00;0;0;0;41;0;0;0
11/05/2015;12:00:00;10;0;0;54;0;0;0
11/05/2015;13:00:00;55;0;0;76;0;0;0
11/05/2015;14:00:00;94;0;0;65;0;0;0
11/05/2015;15:00:00;26;0;0;67;0;0;0
11/05/2015;16:00:00;8;0;0;69;0;0;0
11/05/2015;17:00:00;7;0;0;68;0;0;0
11/05/2015;18:00:00;6;0;0;65;0;0;0
11/05/2015;19:00:00;6;0;0;64;0;0;0
11/05/2015;20:00:00;5;0;0;71;0;0;0
11/05/2015;21:00:00;4;0;0;72;0;0;0
11/05/2015;22:00:00;4;0;0;63;0;0;0
11/05/2015;23:00:00;4;0;0;70;0;0;0
11/05/2015;0:00:00;3;0;0;71;0;0;0
12/05/2015;1:00:00;3;0;0;77;0;0;0
12/05/2015;2:00:00;3;0;0;63;0;0;0
12/05/2015;3:00:00;3;0;0;64;0;0;0
12/05/2015;4:00:00;3;0;0;63;0;0;0
12/05/2015;5:00:00;2;0;0;58;0;0;0
12/05/2015;6:00:00;2;0;0;64;0;0;0
12/05/2015;7:00:00;2;0;0;62;0;0;0
12/05/2015;8:00:00;3;0;0;55;0;0;0
12/05/2015;9:00:00;3;0;0;44;0;0;0
12/05/2015;10:00:00;3;0;0;51;0;0;0
12/05/2015;11:00:00;3;0;0;60;0;0;0
12/05/2015;12:00:00;5;0;0;63;0;0;0
12/05/2015;13:00:00;3;0;0;75;0;0;0
12/05/2015;14:00:00;4;0;0;74;0;0;0
12/05/2015;15:00:00;3;0;0;86;0;0;0
12/05/2015;16:00:00;3;0;0;85;0;0;0
12/05/2015;17:00:00;3;0;0;83;0;0;0
12/05/2015;18:00:00;4;0;0;83;0;0;0
12/05/2015;19:00:00;2;0;0;78;0;0;0
12/05/2015;20:00:00;2;0;0;81;0;0;0
12/05/2015;21:00:00;2;0;0;75;0;0;0
12/05/2015;22:00:00;2;0;0;75;0;0;0
12/05/2015;23:00:00;2;0;0;61;0;0;0
12/05/2015;0:00:00;3;0;0;60;0;0;0
13/05/2015;1:00:00;2;0;0;49;0;0;0
13/05/2015;2:00:00;2;0;0;58;0;0;0
13/05/2015;3:00:00;2;0;0;51;0;0;0
13/05/2015;4:00:00;2;0;0;51;0;0;0
13/05/2015;5:00:00;3;0;0;46;0;0;0
13/05/2015;6:00:00;3;0;0;46;0;0;0
13/05/2015;7:00:00;6;0;0;45;0;0;0
13/05/2015;8:00:00;26;0;0;36;0;0;0
13/05/2015;9:00:00;34;0;0;41;0;0;0
13/05/2015;10:00:00;33;0;0;49;0;0;0
13/05/2015;11:00:00;47;0;0;75;0;0;0
13/05/2015;12:00:00;106;0;0;59;0;0;0
13/05/2015;13:00:00;14;0;0;66;0;0;0
13/05/2015;14:00:00;5;0;0;70;0;0;0
13/05/2015;15:00:00;5;0;0;68;0;0;0
13/05/2015;16:00:00;3;0;0;68;0;0;0
13/05/2015;17:00:00;3;0;0;69;0;0;0
13/05/2015;18:00:00;2;0;0;69;0;0;0
13/05/2015;19:00:00;2;0;0;68;0;0;0
13/05/2015;20:00:00;3;0;0;71;0;0;0
13/05/2015;21:00:00;2;0;0;61;0;0;0
13/05/2015;22:00:00;2;0;0;70;0;0;0
13/05/2015;23:00:00;2;0;0;71;0;0;0
13/05/2015;0:00:00;2;0;0;57;0;0;0
14/05/2015;1:00:00;2;0;0;60;0;0;0
14/05/2015;2:00:00;2;0;0;66;0;0;0
14/05/2015;3:00:00;2;0;0;58;0;0;0
14/05/2015;4:00:00;2;0;0;58;0;0;0
14/05/2015;5:00:00;2;0;0;61;0;0;0
14/05/2015;6:00:00;2;0;0;66;0;0;0
14/05/2015;7:00:00;2;0;0;68;0;0;0
14/05/2015;8:00:00;3;0;0;52;0;0;0
14/05/2015;9:00:00;3;0;0;45;0;0;0
14/05/2015;10:00:00;3;0;0;55;0;0;0
14/05/2015;11:00:00;3;0;0;65;0;0;0
14/05/2015;12:00:00;2;0;0;76;0;0;0
14/05/2015;13:00:00;2;0;0;80;0;0;0
14/05/2015;14:00:00;2;0;0;81;0;0;0
14/05/2015;15:00:00;2;0;0;79;0;0;0
14/05/2015;16:00:00;2;0;0;84;0;0;0
14/05/2015;17:00:00;2;0;0;93;0;0;0
14/05/2015;18:00:00;2;0;0;94;0;0;0
14/05/2015;19:00:00;2;0;0;90;0;0;0
14/05/2015;20:00:00;2;0;0;88;0;0;0
14/05/2015;21:00:00;2;0;0;81;0;0;0
14/05/2015;22:00:00;2;0;0;77;0;0;0
14/05/2015;23:00:00;2;0;0;73;0;0;0
14/05/2015;0:00:00;2;0;0;78;0;0;0
15/05/2015;1:00:00;2;0;0;79;0;0;0
15/05/2015;2:00:00;2;0;0;76;0;0;0
15/05/2015;3:00:00;2;0;0;74;0;0;0
15/05/2015;4:00:00;2;0;0;73;0;0;0
15/05/2015;5:00:00;2;0;0;72;0;0;0
15/05/2015;6:00:00;2;0;0;69;0;0;0
15/05/2015;7:00:00;2;0;0;66;0;0;0
15/05/2015;8:00:00;3;0;0;67;0;0;0
15/05/2015;9:00:00;3;0;0;59;0;0;0
15/05/2015;10:00:00;2;0;0;63;0;0;0
15/05/2015;11:00:00;2;0;0;64;0;0;0
15/05/2015;12:00:00;2;0;0;65;0;0;0
15/05/2015;13:00:00;2;0;0;63;0;0;0
15/05/2015;14:00:00;2;0;0;63;0;0;0
15/05/2015;15:00:00;2;0;0;72;0;0;0
15/05/2015;16:00:00;2;0;0;72;0;0;0
15/05/2015;17:00:00;2;0;0;73;0;0;0
15/05/2015;18:00:00;2;0;0;75;0;0;0
15/05/2015;19:00:00;2;0;0;75;0;0;0
15/05/2015;20:00:00;2;0;0;78;0;0;0
15/05/2015;21:00:00;2;0;0;72;0;0;0
15/05/2015;22:00:00;2;0;0;70;0;0;0
15/05/2015;23:00:00;2;0;0;69;0;0;0
15/05/2015;0:00:00;2;0;0;66;0;0;0
16/05/2015;1:00:00;2;0;0;60;0;0;0
16/05/2015;2:00:00;2;0;0;60;0;0;0
16/05/2015;3:00:00;2;0;0;63;0;0;0
16/05/2015;4:00:00;2;0;0;62;0;0;0
16/05/2015;5:00:00;2;0;0;59;0;0;0
16/05/2015;6:00:00;2;0;0;62;0;0;0
16/05/2015;7:00:00;2;0;0;62;0;0;0
16/05/2015;8:00:00;2;0;0;59;0;0;0
16/05/2015;9:00:00;2;0;0;61;0;0;0
16/05/2015;10:00:00;2;0;0;62;0;0;0
16/05/2015;11:00:00;2;0;0;61;0;0;0
16/05/2015;12:00:00;2;0;0;62;0;0;0
16/05/2015;13:00:00;2;0;0;63;0;0;0
16/05/2015;14:00:00;2;0;0;67;0;0;0
16/05/2015;15:00:00;2;0;0;73;0;0;0
16/05/2015;16:00:00;2;0;0;76;0;0;0
16/05/2015;17:00:00;2;0;0;79;0;0;0
16/05/2015;18:00:00;2;0;0;81;0;0;0
16/05/2015;19:00:00;2;0;0;79;0;0;0
16/05/2015;20:00:00;2;0;0;78;0;0;0
16/05/2015;21:00:00;2;0;0;71;0;0;0
16/05/2015;22:00:00;2;0;0;58;0;0;0
16/05/2015;23:00:00;2;0;0;56;0;0;0
16/05/2015;0:00:00;2;0;0;61;0;0;0
17/05/2015;1:00:00;2;0;0;68;0;0;0
17/05/2015;2:00:00;2;0;0;70;0;0;0
17/05/2015;3:00:00;2;0;0;70;0;0;0
17/05/2015;4:00:00;4;0;0;67;0;0;0
17/05/2015;5:00:00;2;0;0;65;0;0;0
17/05/2015;6:00:00;2;0;0;63;0;0;0
17/05/2015;7:00:00;2;0;0;60;0;0;0
17/05/2015;8:00:00;2;0;0;59;0;0;0
17/05/2015;9:00:00;2;0;0;52;0;0;0
17/05/2015;10:00:00;2;0;0;54;0;0;0
17/05/2015;11:00:00;2;0;0;56;0;0;0
17/05/2015;12:00:00;3;0;0;60;0;0;0
17/05/2015;13:00:00;6;0;0;67;0;0;0
17/05/2015;14:00:00;12;0;0;66;0;0;0
17/05/2015;15:00:00;18;0;0;71;0;0;0
17/05/2015;16:00:00;9;0;0;75;0;0;0
17/05/2015;17:00:00;6;0;0;78;0;0;0
17/05/2015;18:00:00;7;0;0;82;0;0;0
17/05/2015;19:00:00;8;0;0;83;0;0;0
17/05/2015;20:00:00;4;0;0;77;0;0;0
17/05/2015;21:00:00;2;0;0;73;0;0;0
17/05/2015;22:00:00;2;0;0;60;0;0;0
17/05/2015;23:00:00;3;0;0;55;0;0;0
17/05/2015;0:00:00;2;0;0;61;0;0;0
18/05/2015;1:00:00;11;0;0;59;0;0;0
18/05/2015;2:00:00;8;0;0;55;0;0;0
18/05/2015;3:00:00;2;0;0;53;0;0;0
18/05/2015;4:00:00;4;0;0;56;0;0;0
18/05/2015;5:00:00;2;0;0;61;0;0;0
18/05/2015;6:00:00;2;0;0;63;0;0;0
18/05/2015;7:00:00;2;0;0;58;0;0;0
18/05/2015;8:00:00;2;0;0;42;0;0;0
18/05/2015;9:00:00;2;0;0;39;0;0;0
18/05/2015;10:00:00;2;0;0;40;0;0;0
18/05/2015;11:00:00;2;0;0;56;0;0;0
18/05/2015;12:00:00;2;0;0;70;0;0;0
18/05/2015;13:00:00;2;0;0;69;0;0;0
18/05/2015;14:00:00;2;0;0;70;0;0;0
18/05/2015;15:00:00;2;0;0;80;0;0;0
18/05/2015;16:00:00;2;0;0;85;0;0;0
18/05/2015;17:00:00;2;0;0;86;0;0;0
18/05/2015;18:00:00;2;0;0;83;0;0;0
18/05/2015;19:00:00;2;0;0;85;0;0;0
18/05/2015;20:00:00;2;0;0;79;0;0;0
18/05/2015;21:00:00;2;0;0;78;0;0;0
18/05/2015;22:00:00;2;0;0;80;0;0;0
18/05/2015;23:00:00;2;0;0;81;0;0;0
18/05/2015;0:00:00;2;0;0;79;0;0;0
19/05/2015;1:00:00;2;22;2;76;0;0;0
19/05/2015;2:00:00;2;16;2;73;0;0;0
19/05/2015;3:00:00;2;14;2;69;0;0;0
19/05/2015;4:00:00;2;13;2;71;0;0;0
19/05/2015;5:00:00;2;13;2;67;0;0;0
19/05/2015;6:00:00;2;13;2;68;0;0;0
19/05/2015;7:00:00;2;14;2;66;0;0;0
19/05/2015;8:00:00;2;23;3;61;0;0;0
19/05/2015;9:00:00;2;41;5;48;0;0;0
19/05/2015;10:00:00;2;40;6;54;0;0;0
19/05/2015;11:00:00;2;33;4;61;0;0;0
19/05/2015;12:00:00;2;29;3;65;0;0;0
19/05/2015;13:00:00;0;0;0;0;0;0;0
19/05/2015;14:00:00;2;12;2;0;0;0;0
19/05/2015;15:00:00;2;12;2;73;0;0;0
19/05/2015;16:00:00;2;8;2;76;0;0;0
19/05/2015;17:00:00;2;7;2;72;0;0;0
19/05/2015;18:00:00;2;8;2;71;0;0;0
19/05/2015;19:00:00;2;8;2;72;0;0;0
19/05/2015;20:00:00;2;8;2;73;0;0;0
19/05/2015;21:00:00;2;18;3;69;0;0;0
19/05/2015;22:00:00;2;28;4;61;0;0;0
19/05/2015;23:00:00;2;23;4;61;0;0;0
19/05/2015;0:00:00;2;16;2;60;0;0;0
20/05/2015;1:00:00;2;12;2;58;0;0;0
20/05/2015;2:00:00;2;10;2;55;0;0;0
20/05/2015;3:00:00;2;10;2;52;0;0;0
20/05/2015;4:00:00;2;7;2;52;0;0;0
20/05/2015;5:00:00;2;5;2;53;0;0;0
20/05/2015;6:00:00;2;5;2;59;0;0;0
20/05/2015;7:00:00;2;8;2;59;0;0;0
20/05/2015;8:00:00;2;20;5;55;0;0;0
20/05/2015;9:00:00;2;38;21;49;0;0;0
20/05/2015;10:00:00;3;46;28;52;0;0;0
20/05/2015;11:00:00;2;44;14;60;0;0;0
20/05/2015;12:00:00;2;49;15;63;0;0;0
20/05/2015;13:00:00;2;53;17;61;0;0;0
20/05/2015;14:00:00;2;47;11;67;0;0;0
20/05/2015;15:00:00;2;42;7;70;0;0;0
20/05/2015;16:00:00;2;24;2;80;0;0;0
20/05/2015;17:00:00;2;28;5;77;0;0;0
20/05/2015;18:00:00;2;24;4;77;0;0;0
20/05/2015;19:00:00;2;46;11;70;0;0;0
20/05/2015;20:00:00;2;57;12;68;0;0;0
20/05/2015;21:00:00;2;45;6;69;0;0;0
20/05/2015;22:00:00;2;40;6;70;0;0;0
20/05/2015;23:00:00;2;47;4;62;0;0;0
20/05/2015;0:00:00;2;35;2;68;0;0;0
21/05/2015;1:00:00;2;21;2;73;0;0;0
21/05/2015;2:00:00;2;12;2;70;0;0;0
21/05/2015;3:00:00;2;9;2;67;0;0;0
21/05/2015;4:00:00;2;5;2;67;0;0;0
21/05/2015;5:00:00;2;5;2;63;0;0;0
21/05/2015;6:00:00;2;7;2;60;0;0;0
21/05/2015;7:00:00;2;9;2;60;0;0;0
21/05/2015;8:00:00;2;19;4;58;0;0;0
21/05/2015;9:00:00;2;35;10;56;0;0;0
21/05/2015;10:00:00;2;40;21;54;0;0;0
21/05/2015;11:00:00;2;53;21;53;0;0;0
21/05/2015;12:00:00;2;49;16;57;0;0;0
21/05/2015;13:00:00;2;52;14;62;0;0;0
21/05/2015;14:00:00;2;41;6;65;0;0;0
21/05/2015;15:00:00;2;39;4;66;0;0;0
21/05/2015;16:00:00;2;29;3;72;0;0;0
21/05/2015;17:00:00;2;26;4;73;0;0;0
21/05/2015;18:00:00;2;24;4;74;0;0;0
21/05/2015;19:00:00;2;24;3;75;0;0;0
21/05/2015;20:00:00;2;35;5;73;0;0;0
21/05/2015;21:00:00;2;35;4;73;0;0;0
21/05/2015;22:00:00;2;52;8;61;0;0;0
21/05/2015;23:00:00;2;39;3;64;0;0;0
21/05/2015;0:00:00;2;28;2;72;0;0;0
22/05/2015;1:00:00;2;30;3;71;0;0;0
22/05/2015;2:00:00;2;15;2;76;0;0;0
22/05/2015;3:00:00;2;13;2;70;0;0;0
22/05/2015;4:00:00;3;8;2;69;0;0;0
22/05/2015;5:00:00;2;6;2;67;0;0;0
22/05/2015;6:00:00;2;8;3;64;0;0;0
22/05/2015;7:00:00;2;13;2;60;0;0;0
22/05/2015;8:00:00;2;20;3;54;0;0;0
22/05/2015;9:00:00;2;34;13;49;0;0;0
22/05/2015;10:00:00;2;48;32;47;0;0;0
22/05/2015;11:00:00;2;40;15;54;0;0;0
22/05/2015;12:00:00;2;48;19;53;0;0;0
22/05/2015;13:00:00;2;44;11;60;0;0;0
22/05/2015;14:00:00;2;39;6;65;0;0;0
22/05/2015;15:00:00;2;39;5;67;0;0;0
22/05/2015;16:00:00;2;24;3;76;0;0;0
22/05/2015;17:00:00;2;26;4;72;0;0;0
22/05/2015;18:00:00;2;34;7;69;0;0;0
22/05/2015;19:00:00;2;35;5;71;0;0;0
22/05/2015;20:00:00;2;49;9;68;0;0;0
22/05/2015;21:00:00;2;50;6;65;0;0;0
22/05/2015;22:00:00;2;54;5;61;0;0;0
22/05/2015;23:00:00;2;52;6;57;0;0;0
22/05/2015;0:00:00;2;37;3;58;0;0;0
23/05/2015;1:00:00;9;48;2;54;0;0;0
23/05/2015;2:00:00;3;45;2;48;0;0;0
23/05/2015;3:00:00;2;25;2;62;0;0;0
23/05/2015;4:00:00;2;13;2;69;0;0;0
23/05/2015;5:00:00;2;10;2;65;0;0;0
23/05/2015;6:00:00;2;8;2;66;0;0;0
23/05/2015;7:00:00;2;7;2;64;0;0;0
23/05/2015;8:00:00;2;11;2;59;0;0;0
23/05/2015;9:00:00;2;16;3;56;0;0;0
23/05/2015;10:00:00;2;21;3;54;0;0;0
23/05/2015;11:00:00;2;27;5;55;0;0;0
23/05/2015;12:00:00;2;27;4;57;0;0;0
23/05/2015;13:00:00;2;27;3;59;0;0;0
23/05/2015;14:00:00;2;29;4;63;0;0;0
23/05/2015;15:00:00;2;22;2;71;0;0;0
23/05/2015;16:00:00;2;19;2;76;0;0;0
23/05/2015;17:00:00;2;14;2;77;0;0;0
23/05/2015;18:00:00;2;14;2;75;0;0;0
23/05/2015;19:00:00;2;14;2;76;0;0;0
23/05/2015;20:00:00;2;21;3;72;0;0;0
23/05/2015;21:00:00;2;20;2;70;0;0;0
23/05/2015;22:00:00;2;36;3;60;0;0;0
23/05/2015;23:00:00;2;53;7;52;0;0;0
23/05/2015;0:00:00;2;41;4;59;0;0;0
24/05/2015;1:00:00;2;33;3;61;0;0;0
24/05/2015;2:00:00;2;22;2;62;0;0;0
24/05/2015;3:00:00;2;13;2;63;0;0;0
24/05/2015;4:00:00;2;10;2;60;0;0;0
24/05/2015;5:00:00;2;8;2;57;0;0;0
24/05/2015;6:00:00;2;8;2;57;0;0;0
24/05/2015;7:00:00;2;8;2;55;0;0;0
24/05/2015;8:00:00;2;8;2;54;0;0;0
24/05/2015;9:00:00;2;9;2;54;0;0;0
24/05/2015;10:00:00;44;18;3;54;0;0;0
24/05/2015;11:00:00;12;20;3;55;0;0;0
24/05/2015;12:00:00;10;19;2;62;0;0;0
24/05/2015;13:00:00;2;16;2;69;0;0;0
24/05/2015;14:00:00;3;22;3;68;0;0;0
24/05/2015;15:00:00;14;22;2;68;0;0;0
24/05/2015;16:00:00;7;21;2;62;0;0;0
24/05/2015;17:00:00;3;16;2;60;0;0;0
24/05/2015;18:00:00;3;10;2;65;0;0;0
24/05/2015;19:00:00;3;10;2;66;0;0;0
24/05/2015;20:00:00;2;10;2;64;0;0;0
24/05/2015;21:00:00;3;13;2;64;0;0;0
24/05/2015;22:00:00;3;17;2;58;0;0;0
24/05/2015;23:00:00;3;23;3;54;0;0;0
24/05/2015;0:00:00;3;19;2;53;0;0;0
25/05/2015;1:00:00;4;20;2;50;0;0;0
25/05/2015;2:00:00;2;18;2;49;0;0;0
25/05/2015;3:00:00;4;16;2;52;0;0;0
25/05/2015;4:00:00;2;12;2;56;0;0;0
25/05/2015;5:00:00;14;13;2;58;0;0;0
25/05/2015;6:00:00;48;16;2;55;0;0;0
25/05/2015;7:00:00;8;20;2;52;0;0;0
25/05/2015;8:00:00;3;25;3;53;0;0;0
25/05/2015;9:00:00;2;41;6;47;0;0;0
25/05/2015;10:00:00;8;44;10;55;0;0;0
25/05/2015;11:00:00;2;50;18;64;0;0;0
25/05/2015;12:00:00;2;51;16;65;0;0;0
25/05/2015;13:00:00;2;56;15;63;0;0;0
25/05/2015;14:00:00;2;55;12;67;0;0;0
25/05/2015;15:00:00;2;47;6;69;0;0;0
25/05/2015;16:00:00;2;46;9;69;0;0;0
25/05/2015;17:00:00;2;46;8;70;0;0;0
25/05/2015;18:00:00;2;45;5;69;0;0;0
25/05/2015;19:00:00;2;45;5;67;0;0;0
25/05/2015;20:00:00;2;52;8;65;0;0;0
25/05/2015;21:00:00;2;72;15;57;0;0;0
25/05/2015;22:00:00;2;70;13;52;0;0;0
25/05/2015;23:00:00;2;46;4;58;0;0;0
25/05/2015;0:00:00;2;37;2;55;0;0;0
26/05/2015;1:00:00;2;34;2;53;0;0;0
26/05/2015;2:00:00;2;28;2;49;0;0;0
26/05/2015;3:00:00;2;23;2;49;0;0;0
26/05/2015;4:00:00;2;18;2;48;0;0;0
26/05/2015;5:00:00;2;16;2;48;0;0;0
26/05/2015;6:00:00;2;15;2;50;0;0;0
26/05/2015;7:00:00;2;19;2;48;0;0;0
26/05/2015;8:00:00;2;35;4;38;0;0;0
26/05/2015;9:00:00;2;37;5;45;0;0;0
26/05/2015;10:00:00;2;37;9;47;0;0;0
26/05/2015;11:00:00;2;28;3;55;0;0;0
26/05/2015;12:00:00;2;30;4;57;0;0;0
26/05/2015;13:00:00;2;39;7;58;0;0;0
26/05/2015;14:00:00;2;39;7;62;0;0;0
26/05/2015;15:00:00;2;40;5;64;0;0;0
26/05/2015;16:00:00;2;30;3;69;0;0;0
26/05/2015;17:00:00;2;23;3;70;0;0;0
26/05/2015;18:00:00;2;31;8;87;0;0;0
26/05/2015;19:00:00;2;48;10;87;0;0;0
26/05/2015;20:00:00;2;55;13;84;0;0;0
26/05/2015;21:00:00;2;56;6;86;0;0;0
26/05/2015;22:00:00;2;72;11;74;0;0;0
26/05/2015;23:00:00;2;48;2;77;0;0;0
