Fecha;Hora;SO2;NO2;NO;O3;BEN;TOL;XIL
06/02/2015;1:00:00;-100000;8;3.75;48.5;0.5;0.2;7.25
06/02/2015;2:00:00;-100000;8.25;3.5;50.25;0.725;0.2;3.275
06/02/2015;3:00:00;-100000;8.25;3.75;45.75;0.725;1.375;1.7
06/02/2015;4:00:00;-100000;6.75;3.75;44.75;0.55;1.35;3.125
06/02/2015;5:00:00;-100000;5.25;4.5;43.25;0.975;1.425;2.35
06/02/2015;6:00:00;-100000;5;3.75;36;0.2;1.725;3.55
06/02/2015;7:00:00;-100000;5;4.25;29.25;0.4;1.7;2.5
06/02/2015;8:00:00;-100000;5;4.5;13;2.1;0.2;1.075
06/02/2015;9:00:00;-100000;5;4;2;1.9;1.95;1.1
06/02/2015;10:00:00;-100000;5.75;4;2;0.55;1.975;1.65
06/02/2015;11:00:00;-100000;5.25;9.5;6.75;0.35;3;1.55
06/02/2015;12:00:00;-100000;20.25;4.5;21;0.425;1;1.75
06/02/2015;13:00:00;-100000;15.25;4;35.25;0.675;1.375;9.6
06/02/2015;14:00:00;-100000;10.25;3.75;42;1.15;1.375;2.625
06/02/2015;15:00:00;-100000;10.5;3.5;44.5;1.55;0.475;4.375
06/02/2015;16:00:00;-100000;8;3.25;48.25;1.4;1.325;2.975
06/02/2015;17:00:00;-100000;8.25;3;48;1.275;2.2;1.95
06/02/2015;18:00:00;-100000;10.25;3.25;46.5;1.175;2.95;2.825
06/02/2015;19:00:00;-100000;11.75;3.25;44.5;0.6;0.9;1.775
06/02/2015;20:00:00;-100000;23.25;3.75;36;1.025;0.725;2.15
06/02/2015;21:00:00;-100000;21.75;3.75;35.75;1.075;0.3;1.15
06/02/2015;22:00:00;-100000;29;3.75;27;1.325;0.2;1.925
06/02/2015;23:00:00;-100000;33.5;3.5;18.25;0.275;1.675;4.15
06/02/2015;0:00:00;-100000;32.75;4;20.25;1.05;0.975;3.8
07/02/2015;1:00:00;-100000;32.25;3.25;18;1.025;1.525;1.875
07/02/2015;2:00:00;-100000;19.75;3.5;22.25;1.15;0.575;1.825
07/02/2015;3:00:00;-100000;16.25;3.25;24.75;1.075;1.2;2.325
07/02/2015;4:00:00;-100000;11.5;3.75;27.75;0.45;6.075;1.225
07/02/2015;5:00:00;-100000;10.75;3.5;26.75;0.75;0.8;1.425
07/02/2015;6:00:00;-100000;13.5;3.5;21.5;0.625;1.2;0.95
07/02/2015;7:00:00;-100000;22.25;3.75;21;0.95;3.8;1.8
07/02/2015;8:00:00;-100000;26.75;3.5;16.25;0.2;5.525;2.725
07/02/2015;9:00:00;-100000;29.75;3.75;16.25;0.5;3.625;2.575
07/02/2015;10:00:00;-100000;43;5;15.5;0.825;3.05;1.6
07/02/2015;11:00:00;-100000;33.5;5;18.75;1.275;0.3;1.325
07/02/2015;12:00:00;-100000;52.75;6;20.5;1.825;1.425;2.275
07/02/2015;13:00:00;-100000;42.25;5.25;26.75;1.05;3.275;5.825
07/02/2015;14:00:00;-100000;52;5.25;26.25;2.35;2.425;3.975
07/02/2015;15:00:00;-100000;51;3.75;25.25;0.925;1.2;2.425
07/02/2015;16:00:00;-100000;33.75;4;29.25;2.075;1.375;5.85
07/02/2015;17:00:00;-100000;27.75;3.25;32;0.775;0.8;6.025
07/02/2015;18:00:00;-100000;30.75;3.75;29.5;1.475;2.15;6.1
07/02/2015;19:00:00;-100000;63.25;6.25;20;1.45;2.125;2.85
07/02/2015;20:00:00;-100000;60.25;5.5;19.75;1.35;2;3.375
07/02/2015;21:00:00;-100000;63.25;6.75;19;1.475;1.05;3.8
07/02/2015;22:00:00;-100000;39.75;4.5;20;0.9;2.45;3.85
07/02/2015;23:00:00;-100000;38;3.5;20.75;3.8;1.575;2.175
07/02/2015;0:00:00;-100000;36.75;6;21.25;1.075;4.725;3
08/02/2015;1:00:00;-100000;23;3.75;22.75;0.9;3.7;1.775
08/02/2015;2:00:00;-100000;22;4;21.25;0.475;1.725;6.3
08/02/2015;3:00:00;-100000;14.75;3.25;21.25;0.275;1.625;1.65
08/02/2015;4:00:00;-100000;14;4.25;21.75;1.85;1.975;4.325
08/02/2015;5:00:00;-100000;13.75;4;22.5;0.65;0.95;4.975
08/02/2015;6:00:00;-100000;7.5;4.5;20;1.75;1.825;2.15
08/02/2015;7:00:00;-100000;5;5;13.75;2.325;0.85;3.225
08/02/2015;8:00:00;-100000;5;4.5;3.25;1.4;1.3;1.35
08/02/2015;9:00:00;-100000;5;4.5;2;1.2;0.675;0.6
08/02/2015;10:00:00;-100000;5.5;4.5;2;0.925;0.575;1.3
08/02/2015;11:00:00;-100000;5.5;5.25;2;2.875;1.425;2.375
08/02/2015;12:00:00;-100000;5;4.25;2;0.5;4.975;3.9
08/02/2015;13:00:00;-100000;5.25;5;11.25;0.375;5.125;2.225
08/02/2015;14:00:00;-100000;28;5.25;20.5;0.475;1.35;3.05
08/02/2015;15:00:00;-100000;27.25;5.25;32.75;0.225;2.725;3.85
08/02/2015;16:00:00;-100000;17.75;3.5;42;0.9;0.85;2.825
08/02/2015;17:00:00;-100000;23;3.5;40.5;2.125;1.125;1.5
08/02/2015;18:00:00;-100000;27;3.25;39.5;0.875;2.225;2.125
08/02/2015;19:00:00;-100000;37.75;4;31.75;1.65;0.925;2.6
08/02/2015;20:00:00;-100000;59.75;4.75;26.25;0.85;1.7;1.65
08/02/2015;21:00:00;-100000;82.25;4.75;11.25;3.9;0.625;2.825
08/02/2015;22:00:00;-100000;91;9;9;0.825;0.475;3.95
08/02/2015;23:00:00;-100000;76.75;4.25;8.5;1.775;4.35;3.975
08/02/2015;0:00:00;-100000;56.75;4;15;2.05;1.35;4.35
01/06/2015;1:00:00;25;31;3;77;0;0;0
01/06/2015;2:00:00;8;25;2;80;0;0;0
01/06/2015;3:00:00;2;17;2;86;0;0;0
01/06/2015;4:00:00;2;14;2;88;0;0;0
01/06/2015;5:00:00;2;11;2;89;0;0;0
01/06/2015;6:00:00;2;13;2;87;0;0;0
01/06/2015;7:00:00;2;19;2;81;0;0;0
01/06/2015;8:00:00;2;23;3;78;0;0;0
01/06/2015;9:00:00;2;38;4;72;0;0;0
01/06/2015;10:00:00;2;42;5;76;0;0;0
01/06/2015;11:00:00;2;37;7;78;0;0;0
01/06/2015;12:00:00;2;38;6;86;0;0;0
01/06/2015;13:00:00;2;46;8;88;0;0;0
01/06/2015;14:00:00;2;28;2;94;0;0;0
01/06/2015;15:00:00;2;20;2;101;0;0;0
01/06/2015;16:00:00;2;14;2;103;0;0;0
01/06/2015;17:00:00;2;13;2;104;0;0;0
01/06/2015;18:00:00;2;11;2;104;0;0;0
01/06/2015;19:00:00;2;11;2;102;0;0;0
01/06/2015;20:00:00;2;12;2;100;0;0;0
01/06/2015;21:00:00;2;12;2;102;0;0;0
01/06/2015;22:00:00;2;26;4;94;0;0;0
01/06/2015;23:00:00;2;26;3;92;0;0;0
01/06/2015;0:00:00;2;18;2;95;0;0;0
02/06/2015;1:00:00;2;11;2;97;0;0;0
02/06/2015;2:00:00;2;11;2;97;0;0;0
02/06/2015;3:00:00;2;9;2;96;0;0;0
02/06/2015;4:00:00;2;8;2;94;0;0;0
02/06/2015;5:00:00;2;7;2;95;0;0;0
02/06/2015;6:00:00;2;10;2;90;0;0;0
02/06/2015;7:00:00;2;14;2;86;0;0;0
02/06/2015;8:00:00;2;37;3;73;0;0;0
02/06/2015;9:00:00;2;45;6;70;0;0;0
02/06/2015;10:00:00;2;43;5;77;0;0;0
02/06/2015;11:00:00;2;40;6;83;0;0;0
02/06/2015;12:00:00;2;47;7;84;0;0;0
02/06/2015;13:00:00;2;36;4;93;0;0;0
02/06/2015;14:00:00;4;36;4;99;0;0;0
02/06/2015;15:00:00;17;49;6;104;0;0;0
02/06/2015;16:00:00;24;38;3;110;0;0;0
02/06/2015;17:00:00;7;36;3;100;0;0;0
02/06/2015;18:00:00;2;31;3;99;0;0;0
02/06/2015;19:00:00;2;26;2;102;0;0;0
02/06/2015;20:00:00;3;39;5;104;0;0;0
02/06/2015;21:00:00;8;56;8;86;0;0;0
02/06/2015;22:00:00;5;41;2;87;0;0;0
02/06/2015;23:00:00;11;40;2;81;0;0;0
02/06/2015;0:00:00;2;28;2;85;0;0;0
03/06/2015;1:00:00;2;22;2;89;0;0;0
03/06/2015;2:00:00;13;15;2;99;0;0;0
03/06/2015;3:00:00;13;13;2;101;0;0;0
03/06/2015;4:00:00;3;10;2;100;0;0;0
03/06/2015;5:00:00;2;8;2;96;0;0;0
03/06/2015;6:00:00;2;11;2;91;0;0;0
03/06/2015;7:00:00;2;12;2;91;0;0;0
03/06/2015;8:00:00;2;29;2;78;0;0;0
03/06/2015;9:00:00;2;41;4;72;0;0;0
03/06/2015;10:00:00;2;49;5;77;0;0;0
03/06/2015;11:00:00;9;56;6;90;0;0;0
03/06/2015;12:00:00;29;62;9;90;0;0;0
03/06/2015;13:00:00;15;58;6;98;0;0;0
03/06/2015;14:00:00;7;63;10;95;0;0;0
03/06/2015;15:00:00;2;56;7;100;0;0;0
03/06/2015;16:00:00;2;49;5;103;0;0;0
03/06/2015;17:00:00;2;46;5;100;0;0;0
03/06/2015;18:00:00;2;50;5;99;0;0;0
03/06/2015;19:00:00;2;70;12;97;0;0;0
03/06/2015;20:00:00;2;73;12;94;0;0;0
03/06/2015;21:00:00;2;83;17;91;0;0;0
03/06/2015;22:00:00;2;75;12;92;0;0;0
03/06/2015;23:00:00;6;63;6;91;0;0;0
03/06/2015;0:00:00;37;49;3;87;0;0;0
04/06/2015;1:00:00;15;33;2;94;0;0;0
04/06/2015;2:00:00;2;21;2;101;0;0;0
04/06/2015;3:00:00;2;16;2;100;0;0;0
04/06/2015;4:00:00;2;12;2;99;0;0;0
04/06/2015;5:00:00;9;17;2;90;0;0;0
04/06/2015;6:00:00;13;21;2;81;0;0;0
04/06/2015;7:00:00;31;17;2;84;0;0;0
04/06/2015;8:00:00;30;26;2;76;0;0;0
04/06/2015;9:00:00;30;24;2;82;0;0;0
04/06/2015;10:00:00;34;26;2;86;0;0;0
04/06/2015;11:00:00;46;29;2;91;0;0;0
04/06/2015;12:00:00;43;27;3;96;0;0;0
04/06/2015;13:00:00;12;31;3;99;0;0;0
04/06/2015;14:00:00;2;27;2;108;0;0;0
04/06/2015;15:00:00;2;31;4;111;0;0;0
04/06/2015;16:00:00;2;20;2;116;0;0;0
04/06/2015;17:00:00;3;19;2;115;0;0;0
04/06/2015;18:00:00;5;17;2;114;0;0;0
04/06/2015;19:00:00;9;21;5;112;0;0;0
04/06/2015;20:00:00;5;25;2;111;0;0;0
04/06/2015;21:00:00;2;33;4;105;0;0;0
04/06/2015;22:00:00;2;39;3;95;0;0;0
04/06/2015;23:00:00;2;43;3;94;0;0;0
04/06/2015;0:00:00;4;43;2;85;0;0;0
05/06/2015;1:00:00;5;30;2;94;0;0;0
05/06/2015;2:00:00;2;17;2;98;0;0;0
05/06/2015;3:00:00;2;14;2;97;0;0;0
05/06/2015;4:00:00;2;12;2;97;0;0;0
05/06/2015;5:00:00;3;11;2;96;0;0;0
05/06/2015;6:00:00;16;13;2;92;0;0;0
05/06/2015;7:00:00;5;16;2;86;0;0;0
05/06/2015;8:00:00;2;25;2;82;0;0;0
05/06/2015;9:00:00;5;51;8;66;0;0;0
05/06/2015;10:00:00;7;43;7;72;0;0;0
05/06/2015;11:00:00;0;32;3;83;0;0;0
05/06/2015;12:00:00;0;36;3;88;0;0;0
05/06/2015;13:00:00;4;46;5;93;0;0;0
05/06/2015;14:00:00;3;40;3;100;0;0;0
05/06/2015;15:00:00;6;42;4;104;0;0;0
05/06/2015;16:00:00;5;33;3;113;0;0;0
05/06/2015;17:00:00;5;25;2;115;0;0;0
05/06/2015;18:00:00;5;29;3;117;0;0;0
05/06/2015;19:00:00;3;31;3;115;0;0;0
05/06/2015;20:00:00;3;44;5;108;0;0;0
05/06/2015;21:00:00;2;58;6;103;0;0;0
05/06/2015;22:00:00;2;67;7;96;0;0;0
05/06/2015;23:00:00;2;66;7;96;0;0;0
05/06/2015;0:00:00;5;46;3;106;0;0;0
06/06/2015;1:00:00;17;44;3;91;0;0;0
06/06/2015;2:00:00;4;27;2;96;0;0;0
06/06/2015;3:00:00;3;27;2;87;0;0;0
06/06/2015;4:00:00;3;16;2;93;0;0;0
06/06/2015;5:00:00;2;16;2;91;0;0;0
06/06/2015;6:00:00;2;13;2;88;0;0;0
06/06/2015;7:00:00;2;16;2;84;0;0;0
06/06/2015;8:00:00;2;20;2;77;0;0;0
06/06/2015;9:00:00;2;26;2;72;0;0;0
06/06/2015;10:00:00;2;36;5;72;0;0;0
06/06/2015;11:00:00;2;28;2;85;0;0;0
06/06/2015;12:00:00;2;27;3;92;0;0;0
06/06/2015;13:00:00;2;22;2;99;0;0;0
06/06/2015;14:00:00;2;26;3;105;0;0;0
06/06/2015;15:00:00;7;37;4;107;0;0;0
06/06/2015;16:00:00;2;24;3;114;0;0;0
06/06/2015;17:00:00;2;25;3;115;0;0;0
06/06/2015;18:00:00;2;19;2;121;0;0;0
06/06/2015;19:00:00;2;28;3;116;0;0;0
06/06/2015;20:00:00;2;39;4;106;0;0;0
06/06/2015;21:00:00;2;49;4;96;0;0;0
06/06/2015;22:00:00;2;31;3;102;0;0;0
06/06/2015;23:00:00;2;24;2;100;0;0;0
06/06/2015;0:00:00;2;14;2;103;0;0;0
07/06/2015;1:00:00;2;17;2;96;0;0;0
07/06/2015;2:00:00;3;15;2;93;0;0;0
07/06/2015;3:00:00;14;16;2;91;0;0;0
07/06/2015;4:00:00;3;10;2;96;0;0;0
07/06/2015;5:00:00;2;9;2;95;0;0;0
07/06/2015;6:00:00;3;10;2;93;0;0;0
07/06/2015;7:00:00;14;13;2;89;0;0;0
07/06/2015;8:00:00;8;14;2;87;0;0;0
07/06/2015;9:00:00;6;21;2;80;0;0;0
07/06/2015;10:00:00;6;17;2;88;0;0;0
07/06/2015;11:00:00;13;15;2;95;0;0;0
07/06/2015;12:00:00;8;22;3;96;0;0;0
07/06/2015;13:00:00;2;18;2;99;0;0;0
07/06/2015;14:00:00;2;18;2;101;0;0;0
07/06/2015;15:00:00;2;27;6;105;0;0;0
07/06/2015;16:00:00;2;20;2;109;0;0;0
07/06/2015;17:00:00;2;19;2;113;0;0;0
07/06/2015;18:00:00;2;18;2;117;0;0;0
07/06/2015;19:00:00;2;23;2;119;0;0;0
07/06/2015;20:00:00;2;27;2;121;0;0;0
07/06/2015;21:00:00;2;33;2;120;0;0;0
07/06/2015;22:00:00;2;49;4;105;0;0;0
07/06/2015;23:00:00;2;45;6;106;0;0;0
07/06/2015;0:00:00;2;32;2;102;0;0;0
08/06/2015;1:00:00;17;31;3;92;0;0;0
08/06/2015;2:00:00;10;21;2;96;0;0;0
08/06/2015;3:00:00;3;19;2;94;0;0;0
08/06/2015;4:00:00;23;16;2;92;0;0;0
08/06/2015;5:00:00;2;13;2;92;0;0;0
08/06/2015;6:00:00;2;16;2;86;0;0;0
08/06/2015;7:00:00;2;17;2;84;0;0;0
08/06/2015;8:00:00;2;37;3;68;0;0;0
08/06/2015;9:00:00;2;42;7;67;0;0;0
08/06/2015;10:00:00;2;46;10;69;0;0;0
08/06/2015;11:00:00;3;35;3;82;0;0;0
08/06/2015;12:00:00;4;42;3;93;0;0;0
08/06/2015;13:00:00;6;34;3;102;0;0;0
08/06/2015;14:00:00;2;48;6;101;0;0;0
08/06/2015;15:00:00;2;51;5;104;0;0;0
08/06/2015;16:00:00;2;45;4;110;0;0;0
08/06/2015;17:00:00;2;38;3;120;0;0;0
08/06/2015;18:00:00;2;37;3;113;0;0;0
08/06/2015;19:00:00;2;39;6;109;0;0;0
08/06/2015;20:00:00;2;49;5;110;0;0;0
08/06/2015;21:00:00;2;63;5;102;0;0;0
08/06/2015;22:00:00;2;59;3;94;0;0;0
08/06/2015;23:00:00;2;51;3;94;0;0;0
08/06/2015;0:00:00;2;37;2;96;0;0;0
09/06/2015;1:00:00;2;32;2;90;0;0;0
09/06/2015;2:00:00;3;25;2;92;0;0;0
09/06/2015;3:00:00;2;16;2;94;0;0;0
09/06/2015;4:00:00;2;11;2;96;0;0;0
09/06/2015;5:00:00;2;9;2;95;0;0;0
09/06/2015;6:00:00;2;10;2;94;0;0;0
09/06/2015;7:00:00;2;12;2;94;0;0;0
09/06/2015;8:00:00;2;19;2;91;0;0;0
09/06/2015;9:00:00;2;28;3;87;0;0;0
09/06/2015;10:00:00;2;34;3;90;0;0;0
09/06/2015;11:00:00;2;30;3;98;0;0;0
09/06/2015;12:00:00;2;22;2;102;0;0;0
09/06/2015;13:00:00;2;28;3;102;0;0;0
09/06/2015;14:00:00;2;34;5;102;0;0;0
09/06/2015;15:00:00;2;22;2;107;0;0;0
09/06/2015;16:00:00;2;25;3;110;0;0;0
09/06/2015;17:00:00;2;17;2;109;0;0;0
09/06/2015;18:00:00;2;20;3;111;0;0;0
09/06/2015;19:00:00;2;26;3;105;0;0;0
09/06/2015;20:00:00;2;15;2;107;0;0;0
09/06/2015;21:00:00;2;20;2;103;0;0;0
09/06/2015;22:00:00;2;24;2;98;0;0;0
09/06/2015;23:00:00;75;38;3;88;0;0;0
09/06/2015;0:00:00;146;31;2;87;0;0;0
10/06/2015;1:00:00;77;24;2;87;0;0;0
10/06/2015;2:00:00;3;13;2;94;0;0;0
10/06/2015;3:00:00;2;9;2;95;0;0;0
10/06/2015;4:00:00;2;11;2;88;0;0;0
10/06/2015;5:00:00;2;13;2;90;0;0;0
10/06/2015;6:00:00;4;14;2;86;0;0;0
10/06/2015;7:00:00;6;17;2;82;0;0;0
10/06/2015;8:00:00;3;25;2;76;0;0;0
10/06/2015;9:00:00;4;36;3;69;0;0;0
10/06/2015;10:00:00;15;41;3;78;0;0;0
10/06/2015;11:00:00;10;31;4;88;0;0;0
10/06/2015;12:00:00;2;35;5;98;0;0;0
10/06/2015;13:00:00;2;39;4;98;0;0;0
10/06/2015;14:00:00;2;41;5;94;0;0;0
10/06/2015;15:00:00;2;27;3;100;0;0;0
10/06/2015;16:00:00;2;21;2;99;0;0;0
10/06/2015;17:00:00;2;24;2;101;0;0;0
10/06/2015;18:00:00;2;23;2;103;0;0;0
10/06/2015;19:00:00;2;26;2;102;0;0;0
10/06/2015;20:00:00;2;28;4;102;0;0;0
10/06/2015;21:00:00;2;17;2;111;0;0;0
10/06/2015;22:00:00;2;15;2;108;0;0;0
10/06/2015;23:00:00;2;14;2;100;0;0;0
10/06/2015;0:00:00;2;13;2;96;0;0;0
11/06/2015;1:00:00;2;10;2;95;0;0;0
11/06/2015;2:00:00;2;9;2;93;0;0;0
11/06/2015;3:00:00;2;9;2;92;0;0;0
11/06/2015;4:00:00;2;8;2;91;0;0;0
11/06/2015;5:00:00;2;8;2;88;0;0;0
11/06/2015;6:00:00;2;9;2;87;0;0;0
11/06/2015;7:00:00;2;10;2;86;0;0;0
11/06/2015;8:00:00;2;16;2;82;0;0;0
11/06/2015;9:00:00;2;15;2;83;0;0;0
11/06/2015;10:00:00;2;20;2;84;0;0;0
11/06/2015;11:00:00;2;23;2;87;0;0;0
11/06/2015;12:00:00;2;26;4;88;0;0;0
11/06/2015;13:00:00;2;18;2;87;0;0;0
11/06/2015;14:00:00;2;16;2;90;0;0;0
11/06/2015;15:00:00;2;15;2;96;0;0;0
11/06/2015;16:00:00;2;11;2;94;0;0;0
11/06/2015;17:00:00;2;14;3;93;0;0;0
11/06/2015;18:00:00;2;10;2;96;0;0;0
11/06/2015;19:00:00;2;10;2;98;0;0;0
11/06/2015;20:00:00;2;12;2;99;0;0;0
11/06/2015;21:00:00;2;16;2;93;0;0;0
11/06/2015;22:00:00;2;14;2;91;0;0;0
11/06/2015;23:00:00;2;10;2;95;0;0;0
11/06/2015;0:00:00;2;8;2;95;0;0;0
12/06/2015;1:00:00;2;10;2;93;0;0;0
12/06/2015;2:00:00;2;11;2;85;0;0;0
12/06/2015;3:00:00;2;10;2;86;0;0;0
12/06/2015;4:00:00;2;9;2;85;0;0;0
12/06/2015;5:00:00;2;8;2;84;0;0;0
12/06/2015;6:00:00;2;8;2;83;0;0;0
12/06/2015;7:00:00;2;8;2;83;0;0;0
12/06/2015;8:00:00;2;11;2;79;0;0;0
12/06/2015;9:00:00;2;12;2;81;0;0;0
12/06/2015;10:00:00;2;16;2;80;0;0;0
12/06/2015;11:00:00;2;15;4;84;0;0;0
12/06/2015;12:00:00;2;15;2;86;0;0;0
12/06/2015;13:00:00;2;17;3;87;0;0;0
12/06/2015;14:00:00;3;17;2;89;0;0;0
12/06/2015;15:00:00;3;12;2;94;0;0;0
12/06/2015;16:00:00;3;10;2;93;0;0;0
12/06/2015;17:00:00;3;8;2;99;0;0;0
12/06/2015;18:00:00;3;7;2;100;0;0;0
12/06/2015;19:00:00;3;8;2;100;0;0;0
12/06/2015;20:00:00;2;11;2;96;0;0;0
12/06/2015;21:00:00;3;13;2;94;0;0;0
12/06/2015;22:00:00;2;14;2;95;0;0;0
12/06/2015;23:00:00;2;12;2;96;0;0;0
12/06/2015;0:00:00;2;13;2;91;0;0;0
13/06/2015;1:00:00;2;12;2;89;0;0;0
13/06/2015;2:00:00;2;9;2;92;0;0;0
13/06/2015;3:00:00;2;9;2;92;0;0;0
13/06/2015;4:00:00;2;7;2;94;0;0;0
13/06/2015;5:00:00;2;8;2;94;0;0;0
13/06/2015;6:00:00;2;7;2;94;0;0;0
13/06/2015;7:00:00;2;9;2;91;0;0;0
13/06/2015;8:00:00;2;12;2;87;0;0;0
13/06/2015;9:00:00;2;12;2;91;0;0;0
13/06/2015;10:00:00;2;11;2;97;0;0;0
13/06/2015;11:00:00;2;14;3;97;0;0;0
13/06/2015;12:00:00;2;12;2;100;0;0;0
13/06/2015;13:00:00;2;10;2;106;0;0;0
13/06/2015;14:00:00;2;9;2;108;0;0;0
13/06/2015;15:00:00;2;7;2;112;0;0;0
13/06/2015;16:00:00;2;6;2;116;0;0;0
13/06/2015;17:00:00;2;5;2;116;0;0;0
13/06/2015;18:00:00;2;5;2;117;0;0;0
13/06/2015;19:00:00;2;5;2;119;0;0;0
13/06/2015;20:00:00;2;5;2;119;0;0;0
13/06/2015;21:00:00;2;5;2;119;0;0;0
13/06/2015;22:00:00;2;6;2;116;0;0;0
13/06/2015;23:00:00;2;8;2;109;0;0;0
13/06/2015;0:00:00;2;6;2;106;0;0;0
14/06/2015;1:00:00;2;6;2;104;0;0;0
14/06/2015;2:00:00;2;6;2;100;0;0;0
14/06/2015;3:00:00;2;6;2;96;0;0;0
14/06/2015;4:00:00;2;5;2;99;0;0;0
14/06/2015;5:00:00;2;5;2;97;0;0;0
14/06/2015;6:00:00;2;4;2;96;0;0;0
14/06/2015;7:00:00;2;5;2;95;0;0;0
14/06/2015;8:00:00;2;5;2;91;0;0;0
14/06/2015;9:00:00;2;6;2;88;0;0;0
14/06/2015;10:00:00;2;6;2;94;0;0;0
14/06/2015;11:00:00;2;5;2;98;0;0;0
14/06/2015;12:00:00;2;7;2;99;0;0;0
14/06/2015;13:00:00;2;8;2;101;0;0;0
14/06/2015;14:00:00;2;7;2;100;0;0;0
14/06/2015;15:00:00;2;9;2;99;0;0;0
14/06/2015;16:00:00;2;7;2;100;0;0;0
14/06/2015;17:00:00;2;8;2;100;0;0;0
14/06/2015;18:00:00;2;7;2;104;0;0;0
14/06/2015;19:00:00;2;7;2;102;0;0;0
14/06/2015;20:00:00;2;7;2;100;0;0;0
14/06/2015;21:00:00;2;7;2;95;0;0;0
14/06/2015;22:00:00;2;9;2;94;0;0;0
14/06/2015;23:00:00;2;9;2;94;0;0;0
14/06/2015;0:00:00;2;9;2;91;0;0;0
15/06/2015;1:00:00;2;8;2;90;0;0;0
15/06/2015;2:00:00;2;6;2;87;0;0;0
15/06/2015;3:00:00;2;5;2;80;0;0;0
15/06/2015;4:00:00;2;4;2;79;0;0;0
15/06/2015;5:00:00;2;4;2;75;0;0;0
15/06/2015;6:00:00;2;4;2;62;0;0;0
15/06/2015;7:00:00;2;8;2;56;0;0;0
15/06/2015;8:00:00;2;15;2;55;0;0;0
15/06/2015;9:00:00;2;19;4;54;0;0;0
15/06/2015;10:00:00;2;23;7;53;0;0;0
15/06/2015;11:00:00;2;0;0;0;0;0;0
15/06/2015;12:00:00;2;29;11;0;0;0;0
15/06/2015;13:00:00;2;30;14;0;0;0;0
15/06/2015;14:00:00;2;37;14;0;0;0;0
15/06/2015;15:00:00;2;32;8;0;0;0;0
15/06/2015;16:00:00;2;36;10;0;0;0;0
15/06/2015;17:00:00;4;39;10;0;0;0;0
15/06/2015;18:00:00;3;38;8;0;0;0;0
15/06/2015;19:00:00;2;43;13;0;0;0;0
15/06/2015;20:00:00;3;45;10;0;0;0;0
15/06/2015;21:00:00;3;39;8;0;0;0;0
15/06/2015;22:00:00;3;38;6;0;0;0;0
15/06/2015;23:00:00;5;35;6;0;0;0;0
15/06/2015;0:00:00;4;12;3;0;0;0;0
16/06/2015;1:00:00;4;19;3;0;0;0;0
16/06/2015;2:00:00;3;13;3;0;0;0;0
16/06/2015;3:00:00;2;11;3;0;0;0;0
16/06/2015;4:00:00;2;11;2;0;0;0;0
16/06/2015;5:00:00;2;13;2;0;0;0;0
16/06/2015;6:00:00;2;15;2;0;0;0;0
16/06/2015;7:00:00;2;18;4;0;0;0;0
16/06/2015;8:00:00;2;40;13;0;0;0;0
16/06/2015;9:00:00;2;39;11;0;0;0;0
16/06/2015;10:00:00;2;36;13;0;0;0;0
16/06/2015;11:00:00;2;31;11;0;0;0;0
16/06/2015;12:00:00;2;36;5;0;0;0;0
16/06/2015;13:00:00;2;34;7;0;0;0;0
16/06/2015;14:00:00;2;37;10;0;0;0;0
16/06/2015;15:00:00;2;28;3;0;0;0;0
16/06/2015;16:00:00;2;30;4;0;0;0;0
16/06/2015;17:00:00;2;30;4;0;0;0;0
16/06/2015;18:00:00;2;29;5;101;0;0;0
16/06/2015;19:00:00;2;34;6;98;0;0;0
16/06/2015;20:00:00;2;50;14;89;0;0;0
16/06/2015;21:00:00;2;51;13;90;0;0;0
16/06/2015;22:00:00;2;63;13;79;0;0;0
16/06/2015;23:00:00;2;35;6;79;0;0;0
16/06/2015;0:00:00;2;34;7;76;0;0;0
17/06/2015;1:00:00;2;45;9;60;0;0;0
17/06/2015;2:00:00;2;33;6;63;0;0;0
17/06/2015;3:00:00;2;28;6;64;0;0;0
17/06/2015;4:00:00;2;27;5;62;0;0;0
17/06/2015;5:00:00;2;21;3;79;0;0;0
17/06/2015;6:00:00;2;28;5;65;0;0;0
17/06/2015;7:00:00;2;29;4;63;0;0;0
17/06/2015;8:00:00;2;41;11;61;0;0;0
17/06/2015;9:00:00;2;57;19;40;0;0;0
17/06/2015;10:00:00;2;46;15;59;0;0;0
17/06/2015;11:00:00;2;36;12;66;0;0;0
17/06/2015;12:00:00;2;37;12;81;0;0;0
17/06/2015;13:00:00;2;29;7;99;0;0;0
17/06/2015;14:00:00;2;35;8;103;0;0;0
17/06/2015;15:00:00;2;30;5;110;0;0;0
17/06/2015;16:00:00;2;34;5;106;0;0;0
17/06/2015;17:00:00;2;29;3;111;0;0;0
17/06/2015;18:00:00;2;28;3;112;0;0;0
17/06/2015;19:00:00;2;36;5;105;0;0;0
17/06/2015;20:00:00;2;32;3;106;0;0;0
17/06/2015;21:00:00;2;41;5;100;0;0;0
17/06/2015;22:00:00;2;41;3;98;0;0;0
17/06/2015;23:00:00;2;51;8;85;0;0;0
17/06/2015;0:00:00;2;37;4;89;0;0;0
18/06/2015;1:00:00;2;33;5;88;0;0;0
18/06/2015;2:00:00;2;24;2;87;0;0;0
18/06/2015;3:00:00;2;21;2;87;0;0;0
18/06/2015;4:00:00;2;21;2;82;0;0;0
