Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;PRB;LL
05/06/2015;17:00:00;;3.9;7;9;106;92;1.0;29.4;1012;0.0
05/06/2015;18:00:00;;1.6;6;11;105;110;0.7;28.3;1011;0.0
05/06/2015;19:00:00;;0.2;6;13;99;128;0.3;26.6;1011;0.0
05/06/2015;20:00:00;;1.5;14;24;81;63;0.1;24.5;1011;0.0
05/06/2015;21:00:00;;0.0;3;16;71;53;0.0;22.0;1012;0.0
05/06/2015;22:00:00;;0.0;2;5;70;53;0.0;19.8;1012;0.0
05/06/2015;23:00:00;;0.0;2;1;71;53;0.0;18.5;1012;0.0
05/06/2015;0:00:00;;0.0;3;1;66;53;0.0;17.9;1012;0.0
06/06/2015;1:00:00;;0.0;6;;63;53;0.0;17.4;1012;0.0
06/06/2015;2:00:00;;0.0;4;;62;53;0.0;16.8;1012;0.0
06/06/2015;3:00:00;;0.0;4;;65;53;0.0;16.2;1012;0.0
06/06/2015;4:00:00;;0.0;3;;67;53;0.0;15.9;1012;0.0
06/06/2015;5:00:00;;0.0;3;9;65;53;0.0;15.4;1012;0.0
06/06/2015;6:00:00;;0.0;3;19;66;53;0.0;15.2;1012;0.0
06/06/2015;7:00:00;;0.0;3;35;64;53;0.0;16.1;1012;0.0
06/06/2015;8:00:00;;2.4;14;27;73;58;0.3;23.4;1013;0.0
06/06/2015;9:00:00;;0.9;8;16;92;79;0.6;26.0;1013;0.0
06/06/2015;10:00:00;;0.8;10;12;97;106;0.5;28.5;1013;0.0
06/06/2015;11:00:00;;0.2;4;7;109;106;0.8;29.4;1013;0.0
06/06/2015;12:00:00;;0.2;4;8;106;112;1.0;29.7;1014;0.0
06/06/2015;13:00:00;;0.3;4;8;107;120;1.0;29.8;1014;0.0
06/06/2015;14:00:00;;0.3;3;8;106;117;1.1;29.6;1013;0.0
06/06/2015;15:00:00;;0.1;3;10;106;114;1.0;29.3;1013;0.0
06/06/2015;16:00:00;;0.1;3;14;107;107;1.0;28.6;1013;0.0
06/06/2015;17:00:00;;0.5;4;15;107;109;0.6;28.4;1013;0.0
06/06/2015;18:00:00;;0.1;3;15;108;118;0.4;28.2;1012;0.0
06/06/2015;19:00:00;;0.4;5;16;103;92;0.2;27.4;1012;0.0
06/06/2015;20:00:00;;0.1;7;27;99;89;0.1;25.3;1012;0.0
06/06/2015;21:00:00;;0.0;3;26;86;88;0.0;22.4;1013;0.0
06/06/2015;22:00:00;;0.0;3;15;73;88;0.0;20.0;1013;0.0
06/06/2015;23:00:00;;0.0;2;3;74;88;0.0;18.5;1014;0.0
06/06/2015;0:00:00;;0.0;2;3;74;88;0.0;17.6;1013;0.0
07/06/2015;1:00:00;;0.0;1;;76;87;0.0;17.1;1013;0.0
07/06/2015;2:00:00;;0.0;1;;78;87;0.0;16.7;1013;0.0
07/06/2015;3:00:00;;0.0;1;;77;87;0.0;16.4;1013;0.0
07/06/2015;4:00:00;;0.0;2;;79;74;0.0;16.5;1013;0.0
07/06/2015;5:00:00;;0.0;2;;82;86;0.0;16.7;1013;0.0
07/06/2015;6:00:00;;0.0;2;13;93;73;0.2;18.4;1013;0.0
07/06/2015;7:00:00;;0.4;9;22;85;73;0.3;19.8;1013;0.0
07/06/2015;8:00:00;;0.0;5;29;100;75;0.8;23.5;1013;0.0
07/06/2015;9:00:00;;0.1;3;13;107;83;1.0;25.8;1013;0.0
07/06/2015;10:00:00;;0.0;2;9;106;85;1.1;27.0;1013;0.0
07/06/2015;11:00:00;;0.1;3;8;108;89;1.3;28.1;1013;0.0
07/06/2015;12:00:00;;0.0;2;9;110;98;1.4;27.8;1013;0.0
07/06/2015;13:00:00;;0.0;3;15;113;120;1.1;28.8;1013;0.0
07/06/2015;14:00:00;;0.1;4;18;111;129;1.0;28.5;1013;0.0
07/06/2015;15:00:00;;0.2;4;16;110;117;0.9;29.1;1012;0.0
07/06/2015;16:00:00;;0.1;4;15;110;112;0.9;28.9;1012;0.0
07/06/2015;17:00:00;;0.1;4;16;111;117;0.7;28.5;1011;0.0
07/06/2015;18:00:00;;0.1;4;17;110;108;0.4;27.7;1011;0.0
07/06/2015;19:00:00;;0.0;4;20;115;68;0.4;27.0;1011;0.0
07/06/2015;20:00:00;;1.0;13;20;104;83;0.2;24.4;1011;0.0
07/06/2015;21:00:00;;1.5;17;13;94;82;0.1;22.6;1011;0.0
