Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;PRB;LL
16/03/2015;21:00:00;2;;;6;53;50;0.1;7.9;1012;0.2
16/03/2015;22:00:00;2;;;6;50;12;0.0;6.9;1012;0.2
16/03/2015;23:00:00;1;;;6;49;122;0.1;6.3;1012;0.2
16/03/2015;0:00:00;1;;;6;48;360;0.0;6.2;1012;0.2
17/03/2015;1:00:00;1;0.2;0;7;45;360;0.0;5.9;1012;
17/03/2015;2:00:00;2;0.5;0;7;39;360;0.0;5.7;1012;
17/03/2015;3:00:00;2;0.4;0;7;48;336;0.1;5.9;1012;
17/03/2015;4:00:00;1;0.4;0;7;48;244;0.1;6.1;1012;
17/03/2015;5:00:00;1;0.5;0;7;52;330;0.3;6.4;1012;
17/03/2015;6:00:00;1;0.5;0;6;43;330;0.0;5.8;1012;
17/03/2015;7:00:00;2;0.4;0;6;44;330;0.1;5.8;1012;
17/03/2015;8:00:00;2;0.6;0;6;36;341;0.1;6.6;1013;
17/03/2015;9:00:00;2;0.4;0;8;41;355;0.1;8.2;1013;
17/03/2015;10:00:00;1;0.3;0;7;79;271;0.8;11.6;1013;
17/03/2015;11:00:00;1;0.4;0;3;83;227;0.7;13.1;1013;
17/03/2015;12:00:00;2;3.4;4;3;84;110;1.0;14.4;1013;
17/03/2015;13:00:00;2;42.9;5;3;86;92;1.1;14.9;1013;
17/03/2015;14:00:00;2;22.8;1;3;89;95;1.3;15.0;1013;
17/03/2015;15:00:00;2;1.1;0;3;92;93;1.2;15.2;1012;
17/03/2015;16:00:00;1;0.3;0;4;92;94;0.9;14.7;1012;
17/03/2015;17:00:00;2;0.3;0;4;91;99;0.7;15.0;1011;
17/03/2015;18:00:00;2;0.2;0;5;91;109;0.8;14.1;1012;
17/03/2015;19:00:00;1;0.0;0;6;80;158;0.2;12.5;1012;
17/03/2015;20:00:00;2;0.0;0;8;73;179;0.2;10.7;1012;
17/03/2015;21:00:00;2;0.0;0;9;67;305;0.1;9.8;1012;
17/03/2015;22:00:00;2;0.0;0;9;65;199;0.1;9.8;1012;
17/03/2015;23:00:00;2;0.0;0;9;60;39;0.1;9.7;1012;
17/03/2015;0:00:00;2;0.0;0;9;37;36;0.0;9.1;1012;
18/03/2015;1:00:00;2;0.0;0;11;36;36;0.0;9.3;1011;0.4
18/03/2015;2:00:00;2;0.0;0;11;33;36;0.0;9.9;1011;0.0
18/03/2015;3:00:00;2;0.0;0;11;48;227;0.0;10.2;1011;0.0
18/03/2015;4:00:00;2;0.0;0;10;40;311;0.0;9.2;1011;0.0
18/03/2015;5:00:00;2;0.1;0;9;25;311;0.0;8.8;1011;0.0
18/03/2015;6:00:00;2;0.0;0;9;39;257;0.1;9.3;1011;0.0
18/03/2015;7:00:00;1;0.0;0;9;54;82;0.1;10.0;1011;0.0
18/03/2015;8:00:00;2;0.0;0;9;55;89;0.1;10.1;1011;0.0
18/03/2015;9:00:00;2;0.4;2;10;69;109;0.2;11.5;1011;0.0
18/03/2015;10:00:00;2;0.5;5;9;79;127;0.7;13.0;1011;0.0
18/03/2015;11:00:00;2;0.2;1;7;86;130;1.3;13.8;1012;0.0
18/03/2015;12:00:00;1;7.0;2;7;87;132;1.2;14.4;1012;0.0
18/03/2015;13:00:00;2;6.0;0;7;87;135;1.4;15.1;1011;0.0
18/03/2015;14:00:00;2;13.7;2;7;88;132;1.5;15.4;1011;0.0
18/03/2015;15:00:00;1;5.6;0;7;88;139;1.3;15.1;1010;0.0
18/03/2015;16:00:00;2;5.3;0;8;87;130;1.2;15.0;1010;0.0
18/03/2015;17:00:00;1;5.7;0;8;88;135;1.2;14.5;1009;0.0
18/03/2015;18:00:00;2;6.0;0;9;87;127;0.9;13.9;1009;0.0
18/03/2015;19:00:00;1;5.8;0;11;91;129;1.1;13.5;1010;0.0
18/03/2015;20:00:00;2;5.3;0;12;91;128;0.8;13.3;1009;0.0
18/03/2015;21:00:00;2;5.3;0;12;87;127;0.5;13.2;1010;0.0
18/03/2015;22:00:00;2;6.3;0;13;85;110;0.6;13.2;1010;0.0
18/03/2015;23:00:00;2;5.8;0;13;83;97;0.6;13.1;1009;0.0
18/03/2015;0:00:00;1;5.6;0;13;86;123;0.8;13.1;1009;0.0
19/03/2015;1:00:00;2;5.8;0;16;83;127;0.7;13.1;1009;0.0
19/03/2015;2:00:00;2;5.8;0;17;84;116;0.6;13.1;1009;0.0
19/03/2015;3:00:00;2;6.3;0;17;83;126;0.4;13.1;1009;0.0
19/03/2015;4:00:00;2;6.0;0;17;83;124;0.3;12.7;1008;0.0
19/03/2015;5:00:00;1;5.6;0;17;84;96;0.4;12.7;1008;0.0
19/03/2015;6:00:00;2;5.8;0;18;86;93;0.5;13.0;1008;0.0
19/03/2015;7:00:00;1;5.1;0;18;85;113;0.6;13.1;1008;0.0
19/03/2015;8:00:00;2;5.3;0;17;80;109;0.6;13.1;1009;0.0
19/03/2015;9:00:00;2;6.0;0;17;79;132;0.7;13.4;1009;0.0
19/03/2015;10:00:00;2;6.0;0;16;80;131;0.7;13.8;1009;0.0
19/03/2015;11:00:00;2;5.6;0;16;80;131;0.8;14.3;1009;0.0
19/03/2015;12:00:00;2;5.8;0;16;84;141;0.9;15.3;1009;0.0
19/03/2015;13:00:00;2;6.0;0;15;89;133;0.9;15.6;1009;0.0
19/03/2015;14:00:00;2;5.8;0;15;91;134;1.1;15.9;1009;0.0
19/03/2015;15:00:00;2;41.0;9;16;89;132;0.9;15.7;1008;0.0
19/03/2015;16:00:00;2;2.4;0;17;89;123;1.0;16.1;1007;0.0
19/03/2015;17:00:00;2;26.2;2;16;92;133;1.3;16.2;1007;0.0
19/03/2015;18:00:00;2;2.8;4;17;95;130;1.2;14.7;1007;0.0
19/03/2015;19:00:00;2;0.1;9;18;92;124;1.0;14.3;1007;0.0
19/03/2015;20:00:00;2;0.0;6;19;83;108;0.5;13.8;1007;0.0
19/03/2015;21:00:00;2;0.0;3;20;82;177;0.7;12.9;1007;0.0
19/03/2015;22:00:00;2;0.0;3;20;84;110;0.6;12.7;1008;0.0
19/03/2015;23:00:00;2;0.0;3;19;86;106;0.7;12.7;1007;0.0
19/03/2015;0:00:00;1;0.0;2;19;88;194;0.6;12.6;1007;0.0
20/03/2015;1:00:00;2;0.0;2;20;92;98;0.7;12.9;1007;0.0
20/03/2015;2:00:00;2;0.0;2;20;94;161;0.6;13.3;1007;0.0
20/03/2015;3:00:00;2;0.0;3;20;96;83;0.6;13.3;1006;0.0
20/03/2015;4:00:00;2;0.0;3;21;96;122;0.6;13.2;1005;0.0
20/03/2015;5:00:00;2;0.0;2;20;89;211;0.4;12.8;1004;0.0
20/03/2015;6:00:00;2;0.0;2;20;88;96;0.5;12.7;1004;0.0
20/03/2015;7:00:00;2;0.0;3;22;96;133;0.8;13.2;1005;0.0
20/03/2015;8:00:00;2;0.1;8;23;91;149;0.5;13.4;1005;0.0
20/03/2015;9:00:00;2;0.0;8;23;92;126;0.9;13.5;1004;0.0
20/03/2015;10:00:00;1;0.0;8;22;89;112;0.8;13.8;1004;0.0
20/03/2015;11:00:00;2;0.0;7;23;91;116;0.9;13.7;1004;0.0
20/03/2015;12:00:00;2;0.2;8;24;92;121;1.1;14.0;1004;0.0
20/03/2015;13:00:00;2;0.0;7;27;90;121;0.9;14.0;1004;0.0
20/03/2015;14:00:00;1;1.5;8;30;87;108;1.0;13.8;1003;0.0
20/03/2015;15:00:00;2;0.0;5;31;86;115;1.0;13.9;1002;0.0
20/03/2015;16:00:00;2;0.1;6;32;84;118;1.0;13.9;1002;0.1
20/03/2015;17:00:00;2;0.0;6;34;79;148;0.9;13.2;1001;0.9
20/03/2015;18:00:00;1;0.0;5;35;82;123;1.3;13.1;1001;1.0
20/03/2015;19:00:00;1;0.2;6;35;83;126;1.5;13.4;1001;1.0
20/03/2015;20:00:00;1;0.0;3;35;81;146;0.8;13.5;1000;1.0
20/03/2015;21:00:00;2;0.3;10;33;64;109;0.4;13.4;1002;4.5
20/03/2015;22:00:00;1;0.0;5;33;76;86;0.5;13.1;1001;9.8
20/03/2015;23:00:00;1;0.0;3;34;78;112;0.4;12.9;1001;10.4
20/03/2015;0:00:00;2;0.0;7;32;74;117;0.5;13.0;1002;12.9
21/03/2015;1:00:00;2;0.0;3;33;79;123;0.4;13.0;1000;14.9
21/03/2015;2:00:00;2;0.0;4;32;73;137;0.6;12.9;1000;0.7
21/03/2015;3:00:00;2;0.0;10;31;67;125;0.6;12.9;999;0.8
21/03/2015;4:00:00;2;0.0;4;32;77;136;0.8;12.8;999;0.8
21/03/2015;5:00:00;2;0.1;14;34;62;150;0.4;12.9;999;0.8
21/03/2015;6:00:00;2;0.0;2;35;60;162;0.1;12.8;999;0.8
21/03/2015;7:00:00;2;0.0;2;36;59;231;0.3;12.8;999;0.8
21/03/2015;8:00:00;2;0.1;4;37;58;212;0.3;13.0;1000;0.8
21/03/2015;9:00:00;2;0.2;6;38;55;206;0.5;13.8;1000;0.8
21/03/2015;10:00:00;2;0.5;6;37;63;180;0.2;15.3;1001;0.8
21/03/2015;11:00:00;2;0.1;3;35;71;194;0.6;15.8;1001;0.8
21/03/2015;12:00:00;2;0.2;3;35;73;182;0.6;17.0;1001;0.8
21/03/2015;13:00:00;2;0.0;3;33;77;198;0.7;18.3;1001;0.8
21/03/2015;14:00:00;2;0.1;4;31;77;186;0.8;19.0;1001;0.8
21/03/2015;15:00:00;1;0.0;3;29;80;186;0.6;19.6;1000;0.8
21/03/2015;16:00:00;2;0.0;2;28;80;196;0.4;19.6;999;0.8
21/03/2015;17:00:00;2;0.1;3;29;81;142;0.7;19.8;999;0.8
21/03/2015;18:00:00;2;0.0;3;34;79;88;0.9;16.5;999;0.8
21/03/2015;19:00:00;2;0.0;5;39;75;77;0.4;14.5;999;0.8
21/03/2015;20:00:00;2;0.0;5;45;69;61;0.1;13.7;1000;0.8
21/03/2015;21:00:00;1;0.0;3;44;33;51;0.0;12.8;1000;0.8
21/03/2015;22:00:00;2;0.0;2;47;48;71;0.1;12.7;1000;0.8
21/03/2015;23:00:00;1;0.0;3;50;68;171;0.7;13.4;1000;0.8
21/03/2015;0:00:00;2;0.0;3;49;74;107;0.4;13.5;1000;0.8
22/03/2015;1:00:00;2;0.0;4;51;72;99;0.1;13.4;1000;0.8
22/03/2015;2:00:00;1;0.0;3;52;73;172;0.0;13.3;1000;0.0
22/03/2015;3:00:00;2;0.0;2;50;76;208;0.1;13.3;999;0.0
22/03/2015;4:00:00;2;0.0;2;45;76;110;0.2;13.3;999;0.0
22/03/2015;5:00:00;1;0.0;3;42;59;251;0.1;13.0;998;0.0
22/03/2015;6:00:00;2;0.0;2;39;33;255;0.0;12.2;998;0.0
22/03/2015;7:00:00;1;0.0;5;38;44;121;0.1;11.9;999;0.0
22/03/2015;8:00:00;2;0.0;2;39;72;139;0.2;12.6;1000;0.0
22/03/2015;9:00:00;2;0.0;3;35;83;140;1.3;12.7;1000;0.0
22/03/2015;10:00:00;2;0.0;2;31;83;165;1.2;12.7;1001;0.0
22/03/2015;11:00:00;2;0.1;3;30;82;134;1.2;13.1;1001;0.0
22/03/2015;12:00:00;2;0.0;4;28;79;108;1.2;14.0;1001;0.0
22/03/2015;13:00:00;1;0.1;4;25;77;150;1.1;13.6;1002;0.0
22/03/2015;14:00:00;1;0.0;5;24;79;125;0.9;13.1;1002;0.0
22/03/2015;15:00:00;1;0.0;3;23;80;154;0.9;13.4;1002;0.0
22/03/2015;16:00:00;1;0.0;4;22;81;86;0.6;14.0;1002;0.0
22/03/2015;17:00:00;2;0.0;9;23;78;82;0.2;13.3;1002;0.0
22/03/2015;18:00:00;1;0.0;6;23;79;88;0.2;13.1;1002;0.0
22/03/2015;19:00:00;1;0.1;7;23;78;105;0.1;13.0;1003;0.0
22/03/2015;20:00:00;2;0.0;5;22;51;46;0.1;12.1;1003;0.0
22/03/2015;21:00:00;1;0.0;2;21;36;40;0.0;10.6;1004;0.0
22/03/2015;22:00:00;1;0.0;5;20;25;40;0.0;9.9;1004;0.0
22/03/2015;23:00:00;1;0.0;1;18;19;40;0.0;9.2;1004;0.0
22/03/2015;0:00:00;2;0.0;3;17;16;40;0.0;8.8;1004;0.0
23/03/2015;1:00:00;1;0.0;3;16;15;40;0.0;8.4;1004;0.0
23/03/2015;2:00:00;2;0.0;3;15;18;40;0.0;8.4;1004;0.0
23/03/2015;3:00:00;2;0.0;4;15;14;40;0.0;9.1;1004;0.1
23/03/2015;4:00:00;2;0.0;2;15;31;40;0.0;10.6;1004;0.2
23/03/2015;5:00:00;1;0.0;2;15;32;40;0.0;11.2;1004;0.2
23/03/2015;6:00:00;2;0.0;2;15;28;40;0.0;10.8;1004;0.2
23/03/2015;7:00:00;1;0.0;3;15;28;40;0.0;10.8;1004;0.2
23/03/2015;8:00:00;2;0.5;13;15;16;40;0.0;10.4;1003;0.2
23/03/2015;9:00:00;2;2.5;12;16;40;40;0.0;11.4;1003;0.2
23/03/2015;10:00:00;2;0.1;8;16;73;96;0.3;12.7;1003;0.2
23/03/2015;11:00:00;2;0.0;6;15;74;90;0.7;14.5;1003;0.2
23/03/2015;12:00:00;2;0.1;10;16;75;110;0.4;14.5;1003;0.2
23/03/2015;13:00:00;2;0.1;7;16;81;128;0.7;15.7;1003;0.2
23/03/2015;14:00:00;2;0.2;5;17;81;136;0.8;16.1;1002;0.2
23/03/2015;15:00:00;2;0.0;5;17;82;136;0.8;16.2;1001;0.2
23/03/2015;16:00:00;2;1.5;8;18;81;128;0.5;16.5;1000;0.2
23/03/2015;17:00:00;2;0.8;9;20;81;127;0.5;15.8;999;0.2
23/03/2015;18:00:00;2;0.9;7;23;78;127;0.7;14.4;999;0.2
23/03/2015;19:00:00;1;0.3;10;25;72;116;0.2;13.7;999;0.2
23/03/2015;20:00:00;1;0.0;9;28;72;93;0.1;13.0;998;0.2
23/03/2015;21:00:00;1;0.0;5;28;79;119;0.4;13.2;999;0.2
23/03/2015;22:00:00;2;0.0;8;30;76;141;0.5;13.4;999;0.2
23/03/2015;23:00:00;2;0.0;5;33;70;232;0.3;13.2;999;0.2
23/03/2015;0:00:00;1;0.0;5;38;72;164;0.2;12.8;998;0.2
24/03/2015;1:00:00;1;0.0;2;40;88;129;0.4;13.1;998;0.2
24/03/2015;2:00:00;2;0.0;4;41;75;69;0.1;13.2;997;0.0
24/03/2015;3:00:00;1;0.0;2;42;79;67;0.2;13.3;997;0.0
24/03/2015;4:00:00;1;0.0;2;43;80;81;0.2;13.4;996;0.0
24/03/2015;5:00:00;1;0.0;2;42;73;108;0.2;13.1;995;0.0
24/03/2015;6:00:00;1;0.0;2;41;79;95;0.4;13.1;995;0.0
24/03/2015;7:00:00;1;0.0;4;40;74;63;0.1;13.2;995;0.0
24/03/2015;8:00:00;2;0.0;9;37;69;95;0.2;13.0;995;0.2
24/03/2015;9:00:00;1;0.3;14;35;61;78;0.3;13.1;995;0.4
24/03/2015;10:00:00;1;0.1;12;34;64;90;0.4;13.2;995;0.4
24/03/2015;11:00:00;1;0.0;9;33;69;88;0.4;13.1;995;2.7
24/03/2015;12:00:00;1;0.5;12;32;66;84;0.3;13.3;995;2.8
24/03/2015;13:00:00;79;19.8;28;36;42;104;0.6;13.3;995;3.0
24/03/2015;14:00:00;2;2.3;14;31;68;99;0.4;13.2;994;3.2
24/03/2015;15:00:00;1;1.5;11;30;70;114;0.6;13.2;993;3.2
24/03/2015;16:00:00;1;1.4;11;29;69;108;0.7;13.0;993;3.2
24/03/2015;17:00:00;1;1.3;10;29;73;117;0.7;12.8;993;3.3
24/03/2015;18:00:00;1;1.1;10;29;73;107;0.6;12.7;993;3.6
24/03/2015;19:00:00;2;1.1;11;29;71;145;0.4;12.8;993;3.6
24/03/2015;20:00:00;2;1.0;10;30;69;160;0.2;12.7;993;4.1
24/03/2015;21:00:00;2;0.8;8;29;76;88;0.3;12.5;993;4.7
24/03/2015;22:00:00;1;0.6;5;29;80;142;0.5;12.4;993;5.2
24/03/2015;23:00:00;1;0.6;5;29;81;110;0.4;12.5;993;6.8
24/03/2015;0:00:00;1;0.5;4;28;78;136;0.3;12.6;992;8.8
25/03/2015;1:00:00;2;0.4;4;26;76;124;0.5;12.5;992;11.0
25/03/2015;2:00:00;1;0.4;4;25;85;141;1.1;12.2;991;1.3
25/03/2015;3:00:00;1;0.4;3;23;88;135;1.7;12.2;991;3.8
25/03/2015;4:00:00;1;0.3;4;22;81;147;2.6;10.8;991;6.3
25/03/2015;5:00:00;2;0.2;4;21;83;149;2.6;9.8;991;9.1
25/03/2015;6:00:00;1;0.2;3;20;85;153;2.6;9.6;991;12.3
25/03/2015;7:00:00;1;0.2;4;19;85;160;2.8;9.2;991;16.7
25/03/2015;8:00:00;1;0.2;4;19;84;150;2.4;8.7;992;22.1
25/03/2015;9:00:00;1;0.4;5;18;83;132;3.1;8.5;992;28.9
25/03/2015;10:00:00;2;0.1;4;16;85;141;3.2;8.5;992;35.0
25/03/2015;11:00:00;1;0.1;4;16;85;144;3.5;8.2;993;39.0
25/03/2015;12:00:00;2;0.1;4;15;84;126;3.3;8.1;993;42.9
25/03/2015;13:00:00;2;0.4;5;14;85;131;3.1;8.0;994;46.1
25/03/2015;14:00:00;2;0.3;4;14;86;143;2.6;7.9;994;48.6
25/03/2015;15:00:00;2;0.2;4;13;86;136;2.6;8.1;994;50.3
25/03/2015;16:00:00;1;0.7;6;12;85;132;2.8;8.3;994;52.2
25/03/2015;17:00:00;2;0.4;5;12;83;128;1.9;8.4;995;53.6
25/03/2015;18:00:00;2;0.3;6;11;82;150;1.4;8.2;995;54.7
25/03/2015;19:00:00;2;0.3;5;10;86;139;1.8;9.0;996;54.9
25/03/2015;20:00:00;1;0.3;5;10;82;252;0.5;9.0;997;55.4
25/03/2015;21:00:00;2;0.2;5;9;74;226;0.3;8.9;998;55.8
25/03/2015;22:00:00;1;0.2;4;9;67;315;0.2;8.7;999;56.0
25/03/2015;23:00:00;1;0.1;4;8;55;344;0.0;8.3;1000;56.4
25/03/2015;0:00:00;2;0.2;4;8;46;344;0.0;8.1;1000;56.6
26/03/2015;1:00:00;1;0.2;4;7;43;344;0.0;8.2;1001;
26/03/2015;2:00:00;2;0.2;5;6;37;344;0.0;8.2;1001;
26/03/2015;3:00:00;2;0.3;5;6;39;110;0.1;8.1;1001;
26/03/2015;4:00:00;2;0.2;4;6;29;83;0.0;8.0;1001;
26/03/2015;5:00:00;1;0.5;9;6;38;290;0.0;8.0;1001;
26/03/2015;6:00:00;2;0.4;6;6;29;290;0.0;7.8;1002;
26/03/2015;7:00:00;2;0.5;12;6;28;290;0.0;7.5;1003;
26/03/2015;8:00:00;1;1.0;9;6;29;284;0.1;7.3;1003;
26/03/2015;9:00:00;1;1.3;8;6;55;229;0.4;9.6;1004;
26/03/2015;10:00:00;1;2.9;9;5;65;217;0.5;11.8;1004;
26/03/2015;11:00:00;2;2.4;14;4;61;125;0.1;12.8;1005;
26/03/2015;12:00:00;2;2.1;12;6;65;114;0.4;12.4;1005;
26/03/2015;13:00:00;1;1.8;9;7;76;112;0.6;12.6;1005;
26/03/2015;14:00:00;2;1.1;8;8;77;145;0.3;12.9;1005;
26/03/2015;15:00:00;2;0.8;15;8;77;147;0.3;14.1;1005;
26/03/2015;16:00:00;2;1.4;19;10;74;76;0.4;12.8;1005;
26/03/2015;17:00:00;1;1.0;12;10;84;179;0.6;13.4;1005;
26/03/2015;18:00:00;2;0.9;9;9;89;199;0.7;13.8;1005;
26/03/2015;19:00:00;2;3.0;43;9;80;152;0.4;11.9;1005;
26/03/2015;20:00:00;2;0.1;13;10;70;313;0.3;9.8;1006;
26/03/2015;21:00:00;2;0.1;10;10;59;321;0.2;7.5;1006;
26/03/2015;22:00:00;1;0.2;13;10;62;309;0.2;7.6;1007;
26/03/2015;23:00:00;2;0.1;8;9;67;266;0.3;8.8;1007;
26/03/2015;0:00:00;2;0.2;19;9;54;349;0.1;8.8;1007;
27/03/2015;1:00:00;2;0.2;6;10;48;332;0.2;8.0;1008;0.2
27/03/2015;2:00:00;2;0.3;12;9;48;306;0.3;7.3;1008;0.0
27/03/2015;3:00:00;2;0.3;39;9;40;293;0.3;7.4;1008;0.0
27/03/2015;4:00:00;2;0.3;17;8;41;309;0.3;7.7;1008;0.0
27/03/2015;5:00:00;2;0.0;12;8;34;304;0.3;7.6;1008;0.0
27/03/2015;6:00:00;2;0.0;3;8;30;289;0.4;7.6;1008;0.0
27/03/2015;7:00:00;2;0.2;30;7;27;316;0.2;7.8;1009;0.0
27/03/2015;8:00:00;2;4.9;29;7;23;252;0.3;8.3;1009;0.0
27/03/2015;9:00:00;2;2.6;38;6;50;244;0.8;12.8;1010;0.0
27/03/2015;10:00:00;2;0.5;7;5;61;257;2.0;15.3;1011;0.0
27/03/2015;11:00:00;2;0.1;28;4;68;240;1.5;16.2;1011;0.0
27/03/2015;12:00:00;2;1.4;26;4;76;163;1.0;16.5;1012;0.0
27/03/2015;13:00:00;2;0.2;6;5;81;194;1.3;17.1;1012;0.0
27/03/2015;14:00:00;2;9.3;15;5;84;233;1.9;18.4;1011;0.0
27/03/2015;15:00:00;2;0.0;1;5;87;239;2.3;18.9;1011;0.0
27/03/2015;16:00:00;2;0.0;1;5;90;250;2.2;18.8;1011;0.0
27/03/2015;17:00:00;2;0.2;2;5;89;182;1.1;19.1;1011;0.0
27/03/2015;18:00:00;2;0.0;1;6;96;219;2.4;18.1;1011;0.0
27/03/2015;19:00:00;2;0.0;1;7;99;253;1.9;16.3;1011;0.0
27/03/2015;20:00:00;2;0.0;1;8;97;210;0.9;15.7;1012;0.0
27/03/2015;21:00:00;2;0.0;5;8;85;237;0.5;15.2;1012;0.0
27/03/2015;22:00:00;2;0.0;3;8;69;202;0.4;13.2;1012;0.0
27/03/2015;23:00:00;2;0.0;2;8;77;214;0.7;14.9;1012;0.0
27/03/2015;0:00:00;2;0.0;2;7;69;187;0.4;16.0;1012;0.0
28/03/2015;1:00:00;2;0.0;2;8;65;216;0.7;15.5;1013;0.0
28/03/2015;2:00:00;2;0.0;5;9;56;92;0.4;14.2;1013;0.0
28/03/2015;3:00:00;2;0.0;4;9;33;288;0.1;11.3;1013;0.0
28/03/2015;4:00:00;2;0.0;2;10;27;338;0.0;9.9;1012;0.0
28/03/2015;5:00:00;2;0.0;2;9;23;338;0.1;9.5;1012;0.0
28/03/2015;6:00:00;1;0.0;2;9;27;300;0.1;9.1;1013;0.0
28/03/2015;7:00:00;2;0.1;3;8;31;308;0.1;9.3;1013;0.0
28/03/2015;8:00:00;2;0.4;9;8;35;352;0.1;10.6;1013;0.0
28/03/2015;9:00:00;2;0.1;8;7;49;217;0.3;14.5;1014;0.0
28/03/2015;10:00:00;2;1.5;13;6;51;219;0.8;16.0;1015;0.0
28/03/2015;11:00:00;4;1.2;10;7;59;214;0.9;17.2;1015;0.0
28/03/2015;12:00:00;3;0.2;5;8;65;194;0.8;19.0;1014;0.0
28/03/2015;13:00:00;2;0.1;4;8;70;223;0.8;20.6;1014;0.0
28/03/2015;14:00:00;3;1.1;10;9;71;115;1.1;20.8;1014;0.0
28/03/2015;15:00:00;3;0.1;6;11;74;121;0.7;20.3;1013;0.0
28/03/2015;16:00:00;4;0.1;7;11;74;137;0.4;20.8;1013;0.0
28/03/2015;17:00:00;3;0.0;3;11;74;174;0.5;21.9;1013;0.0
28/03/2015;18:00:00;3;0.0;3;10;68;262;0.7;21.8;1013;0.0
28/03/2015;19:00:00;3;0.0;5;11;57;147;0.2;19.0;1013;0.0
28/03/2015;20:00:00;2;0.0;2;13;41;208;0.0;15.2;1014;0.0
28/03/2015;21:00:00;2;0.0;2;13;37;303;0.0;12.9;1014;0.0
28/03/2015;22:00:00;2;0.0;3;13;37;304;0.0;12.1;1015;0.0
28/03/2015;23:00:00;2;0.0;3;12;33;305;0.1;11.5;1015;0.0
28/03/2015;0:00:00;2;0.0;2;12;35;308;0.0;11.0;1015;0.0
29/03/2015;1:00:00;2;0.0;3;11;34;318;0.1;10.8;1014;0.0
29/03/2015;2:00:00;2;0.0;6;11;32;319;0.1;10.7;1014;0.0
29/03/2015;3:00:00;1;0.0;5;11;29;221;0.1;10.4;1013;0.0
29/03/2015;4:00:00;1;0.0;4;11;18;305;0.1;9.6;1012;0.0
29/03/2015;5:00:00;1;0.1;5;10;19;236;0.1;9.5;1012;0.0
29/03/2015;6:00:00;2;0.0;5;10;15;352;0.1;9.0;1012;0.0
29/03/2015;7:00:00;1;0.0;8;10;14;228;0.1;8.6;1013;0.0
29/03/2015;8:00:00;1;0.7;7;10;22;80;0.3;9.9;1013;0.2
29/03/2015;9:00:00;2;0.3;5;11;51;94;0.3;14.6;1013;0.2
29/03/2015;10:00:00;3;2.3;12;10;52;159;0.3;16.7;1014;0.2
29/03/2015;11:00:00;4;0.2;5;9;58;225;0.5;17.5;1014;0.2
29/03/2015;12:00:00;3;0.1;4;8;61;181;0.5;18.8;1014;0.2
29/03/2015;13:00:00;2;0.6;5;9;65;157;0.4;19.9;1013;0.2
29/03/2015;14:00:00;3;0.0;5;10;71;179;0.9;20.2;1013;0.2
29/03/2015;15:00:00;3;0.1;4;11;73;152;0.6;19.6;1012;0.2
29/03/2015;16:00:00;2;0.0;1;9;76;245;1.3;21.0;1012;0.2
29/03/2015;17:00:00;2;0.0;1;9;79;213;1.6;20.3;1012;0.2
29/03/2015;18:00:00;2;0.0;1;9;79;225;0.6;18.8;1012;0.2
29/03/2015;19:00:00;2;0.0;2;9;77;117;0.5;17.9;1013;0.2
29/03/2015;20:00:00;2;0.0;1;9;81;215;0.9;17.2;1013;0.2
29/03/2015;21:00:00;2;0.0;1;9;77;299;0.5;17.2;1013;0.2
29/03/2015;22:00:00;2;0.0;3;9;63;291;0.2;15.7;1013;0.2
29/03/2015;23:00:00;2;0.0;2;9;54;325;0.1;14.3;1013;0.2
29/03/2015;0:00:00;2;0.0;3;9;47;316;0.2;13.7;1013;0.2
30/03/2015;1:00:00;2;0.0;7;10;43;314;0.2;13.0;1013;0.0
30/03/2015;2:00:00;2;0.0;7;10;44;296;0.3;13.1;1012;0.0
30/03/2015;3:00:00;2;0.0;5;9;74;174;1.3;17.3;1011;0.0
30/03/2015;4:00:00;2;0.0;1;7;84;192;1.8;19.6;1011;0.0
30/03/2015;5:00:00;2;0.0;1;6;86;167;2.0;19.9;1010;0.0
30/03/2015;6:00:00;2;0.0;1;6;86;166;2.3;19.9;1010;0.0
30/03/2015;7:00:00;2;0.1;3;6;84;174;2.2;20.1;1010;0.0
30/03/2015;8:00:00;2;0.5;5;6;80;170;1.8;20.4;1010;0.0
30/03/2015;9:00:00;2;0.2;4;6;81;157;2.2;20.4;1010;0.0
30/03/2015;10:00:00;2;0.1;2;6;83;170;2.3;20.4;1010;0.0
30/03/2015;11:00:00;2;0.2;3;6;85;183;2.8;20.3;1011;0.0
30/03/2015;12:00:00;2;0.0;2;6;85;215;3.4;20.4;1011;0.0
30/03/2015;13:00:00;2;0.1;2;6;87;193;4.1;20.5;1011;0.0
30/03/2015;14:00:00;2;0.7;5;6;88;168;1.9;20.7;1011;0.0
30/03/2015;15:00:00;3;0.1;4;6;93;205;1.4;22.3;1011;0.0
30/03/2015;16:00:00;2;0.0;3;5;101;186;1.6;23.2;1010;0.0
30/03/2015;17:00:00;2;0.1;3;5;103;237;1.1;23.4;1010;0.0
30/03/2015;18:00:00;2;0.1;3;6;102;248;0.8;23.9;1010;0.0
30/03/2015;19:00:00;3;0.0;3;7;98;289;0.5;22.4;1011;0.0
30/03/2015;20:00:00;2;0.0;3;9;75;324;0.1;19.5;1011;0.0
30/03/2015;21:00:00;2;0.0;4;10;61;342;0.1;17.0;1012;0.0
