Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;LL;PRB;TMP;BEN;TOL;XIL
30/05/2015;5:00:00;9;2;17;4;71;n;n;n;n;n;n;n;n
30/05/2015;6:00:00;7;2;17;4;70;n;n;n;n;n;n;n;n
30/05/2015;7:00:00;9;2;25;7;55;n;n;n;n;n;n;n;n
30/05/2015;8:00:00;17;2;23;6;56;n;n;n;n;n;n;n;n
30/05/2015;9:00:00;8;2;17;6;72;n;n;n;n;n;n;n;n
30/05/2015;10:00:00;7;2;29;9;74;n;n;n;n;n;n;n;n
30/05/2015;11:00:00;5;2;26;10;83;n;n;n;n;n;n;n;n
30/05/2015;12:00:00;6;2;30;9;82;n;n;n;n;n;n;n;n
30/05/2015;13:00:00;12;2;27;7;93;n;n;n;n;n;n;n;n
30/05/2015;14:00:00;10;2;26;7;97;n;n;n;n;n;n;n;n
30/05/2015;15:00:00;9;2;22;3;106;n;n;n;n;n;n;n;n
30/05/2015;16:00:00;13;2;19;3;107;n;n;n;n;n;n;n;n
30/05/2015;17:00:00;11;2;21;4;98;n;n;n;n;n;n;n;n
30/05/2015;18:00:00;8;2;21;2;107;n;n;n;n;n;n;n;n
30/05/2015;19:00:00;4;2;21;2;108;n;n;n;n;n;n;n;n
30/05/2015;20:00:00;8;2;22;3;108;n;n;n;n;n;n;n;n
30/05/2015;21:00:00;12;2;21;2;106;n;n;n;n;n;n;n;n
30/05/2015;22:00:00;10;11;25;3;89;n;n;n;n;n;n;n;n
30/05/2015;23:00:00;11;18;23;3;83;n;n;n;n;n;n;n;n
30/05/2015;0:00:00;4;2;22;3;68;n;n;n;n;n;n;n;n
31/05/2015;1:00:00;2;2;24;5;59;n;n;n;n;n;n;n;n
31/05/2015;2:00:00;2;2;21;6;58;n;n;n;n;n;n;n;n
31/05/2015;3:00:00;5;2;19;6;57;n;n;n;n;n;n;n;n
31/05/2015;4:00:00;6;2;17;7;57;n;n;n;n;n;n;n;n
31/05/2015;5:00:00;2;2;18;8;51;n;n;n;n;n;n;n;n
31/05/2015;6:00:00;2;2;18;8;50;n;n;n;n;n;n;n;n
31/05/2015;7:00:00;6;2;22;11;39;n;n;n;n;n;n;n;n
31/05/2015;8:00:00;5;2;22;10;35;n;n;n;n;n;n;n;n
31/05/2015;9:00:00;5;2;19;10;42;n;n;n;n;n;n;n;n
31/05/2015;10:00:00;9;2;18;10;75;n;n;n;n;n;n;n;n
31/05/2015;11:00:00;11;2;17;8;79;n;n;n;n;n;n;n;n
31/05/2015;12:00:00;10;2;18;6;81;n;n;n;n;n;n;n;n
31/05/2015;13:00:00;8;2;17;6;83;n;n;n;n;n;n;n;n
31/05/2015;14:00:00;11;2;19;5;87;n;n;n;n;n;n;n;n
31/05/2015;15:00:00;15;2;17;3;88;n;n;n;n;n;n;n;n
31/05/2015;16:00:00;12;24;22;3;89;n;n;n;n;n;n;n;n
31/05/2015;17:00:00;8;6;16;3;91;n;n;n;n;n;n;n;n
31/05/2015;18:00:00;4;17;18;3;86;n;n;n;n;n;n;n;n
31/05/2015;19:00:00;5;4;17;2;84;n;n;n;n;n;n;n;n
31/05/2015;20:00:00;11;29;20;4;79;n;n;n;n;n;n;n;n
31/05/2015;21:00:00;10;3;18;3;82;n;n;n;n;n;n;n;n
31/05/2015;22:00:00;10;26;36;4;57;n;n;n;n;n;n;n;n
31/05/2015;23:00:00;12;5;34;4;53;n;n;n;n;n;n;n;n
31/05/2015;0:00:00;12;2;32;6;44;n;n;n;n;n;n;n;n
01/09/2015;1:00:00;3;3;18;2;52;n;n;n;n;n;n;n;n
01/09/2015;2:00:00;6;3;25;4;43;n;n;n;n;n;n;n;n
01/09/2015;3:00:00;5;9;18;3;44;n;n;n;n;n;n;n;n
01/09/2015;4:00:00;5;3;18;3;41;n;n;n;n;n;n;n;n
01/09/2015;5:00:00;18;2;17;3;40;n;n;n;n;n;n;n;n
01/09/2015;6:00:00;7;2;21;4;34;n;n;n;n;n;n;n;n
01/09/2015;7:00:00;8;3;28;7;25;n;n;n;n;n;n;n;n
01/09/2015;8:00:00;8;2;33;7;21;n;n;n;n;n;n;n;n
01/09/2015;9:00:00;17;2;49;18;10;n;n;n;n;n;n;n;n
01/09/2015;10:00:00;32;2;41;12;27;n;n;n;n;n;n;n;n
01/09/2015;11:00:00;18;3;33;6;50;n;n;n;n;n;n;n;n
01/09/2015;12:00:00;8;5;21;4;65;n;n;n;n;n;n;n;n
01/09/2015;13:00:00;5;5;25;6;67;n;n;n;n;n;n;n;n
01/09/2015;14:00:00;24;8;26;6;71;n;n;n;n;n;n;n;n
01/09/2015;15:00:00;43;9;17;3;73;n;n;n;n;n;n;n;n
01/09/2015;16:00:00;19;11;15;3;77;n;n;n;n;n;n;n;n
01/09/2015;17:00:00;2;13;17;4;77;n;n;n;n;n;n;n;n
01/09/2015;18:00:00;4;14;17;3;79;n;n;n;n;n;n;n;n
01/09/2015;19:00:00;8;14;24;6;71;n;n;n;n;n;n;n;n
01/09/2015;20:00:00;4;13;31;8;64;n;n;n;n;n;n;n;n
01/09/2015;21:00:00;4;11;28;8;72;n;n;n;n;n;n;n;n
01/09/2015;22:00:00;9;9;34;7;57;n;n;n;n;n;n;n;n
01/09/2015;23:00:00;12;7;25;5;62;n;n;n;n;n;n;n;n
01/09/2015;0:00:00;11;6;16;3;73;n;n;n;n;n;n;n;n
02/09/2015;1:00:00;5;5;16;3;72;n;n;n;n;n;n;n;n
02/09/2015;2:00:00;4;6;18;4;64;n;n;n;n;n;n;n;n
02/09/2015;3:00:00;8;6;15;2;65;n;n;n;n;n;n;n;n
02/09/2015;4:00:00;10;4;14;3;69;n;n;n;n;n;n;n;n
02/09/2015;5:00:00;11;5;15;2;66;n;n;n;n;n;n;n;n
02/09/2015;6:00:00;11;4;18;3;55;n;n;n;n;n;n;n;n
02/09/2015;7:00:00;11;4;19;3;52;n;n;n;n;n;n;n;n
02/09/2015;8:00:00;5;5;38;5;31;n;n;n;n;n;n;n;n
02/09/2015;9:00:00;2;5;60;28;16;n;n;n;n;n;n;n;n
02/09/2015;10:00:00;19;7;51;9;42;n;n;n;n;n;n;n;n
02/09/2015;11:00:00;14;8;27;4;74;n;n;n;n;n;n;n;n
02/09/2015;12:00:00;9;6;26;5;70;n;n;n;n;n;n;n;n
02/09/2015;13:00:00;8;9;16;4;75;n;n;n;n;n;n;n;n
02/09/2015;14:00:00;10;6;18;4;73;n;n;n;n;n;n;n;n
02/09/2015;15:00:00;3;7;14;3;76;n;n;n;n;n;n;n;n
02/09/2015;16:00:00;4;8;15;3;79;n;n;n;n;n;n;n;n
02/09/2015;17:00:00;7;12;17;3;80;n;n;n;n;n;n;n;n
02/09/2015;18:00:00;2;13;19;4;84;n;n;n;n;n;n;n;n
02/09/2015;19:00:00;0;21;28;6;76;n;n;n;n;n;n;n;n
02/09/2015;20:00:00;0;17;27;6;77;n;n;n;n;n;n;n;n
02/09/2015;21:00:00;34;10;37;8;67;n;n;n;n;n;n;n;n
02/09/2015;22:00:00;57;6;31;6;64;n;n;n;n;n;n;n;n
02/09/2015;23:00:00;33;3;21;4;74;n;n;n;n;n;n;n;n
02/09/2015;0:00:00;42;3;16;3;76;n;n;n;n;n;n;n;n
03/09/2015;1:00:00;40;4;16;3;73;n;n;n;n;n;n;n;n
03/09/2015;2:00:00;35;3;18;4;61;n;n;n;n;n;n;n;n
03/09/2015;3:00:00;28;4;15;2;62;n;n;n;n;n;n;n;n
03/09/2015;4:00:00;20;6;13;2;64;n;n;n;n;n;n;n;n
03/09/2015;5:00:00;25;5;13;3;64;n;n;n;n;n;n;n;n
03/09/2015;6:00:00;13;7;13;3;62;n;n;n;n;n;n;n;n
03/09/2015;7:00:00;17;6;16;3;58;n;n;n;n;n;n;n;n
03/09/2015;8:00:00;35;7;24;6;47;n;n;n;n;n;n;n;n
03/09/2015;9:00:00;72;5;38;12;37;n;n;n;n;n;n;n;n
03/09/2015;10:00:00;12;6;32;8;48;n;n;n;n;n;n;n;n
03/09/2015;11:00:00;19;26;25;7;56;n;n;n;n;n;n;n;n
03/09/2015;12:00:00;0;5;23;6;61;n;n;n;n;n;n;n;n
03/09/2015;13:00:00;7;7;17;4;68;n;n;n;n;n;n;n;n
03/09/2015;14:00:00;54;8;22;7;66;n;n;n;n;n;n;n;n
03/09/2015;15:00:00;19;6;16;5;72;n;n;n;n;n;n;n;n
03/09/2015;16:00:00;13;6;19;5;73;n;n;n;n;n;n;n;n
03/09/2015;17:00:00;12;7;16;4;81;n;n;n;n;n;n;n;n
03/09/2015;18:00:00;11;6;22;6;77;n;n;n;n;n;n;n;n
03/09/2015;19:00:00;9;6;23;6;75;n;n;n;n;n;n;n;n
03/09/2015;20:00:00;10;7;28;7;72;n;n;n;n;n;n;n;n
03/09/2015;21:00:00;9;10;31;8;69;n;n;n;n;n;n;n;n
03/09/2015;22:00:00;10;11;26;5;73;n;n;n;n;n;n;n;n
03/09/2015;23:00:00;8;10;20;4;72;n;n;n;n;n;n;n;n
03/09/2015;0:00:00;3;12;16;2;67;n;n;n;n;n;n;n;n
04/09/2015;1:00:00;5;10;16;2;63;n;n;n;n;n;n;n;n
04/09/2015;2:00:00;8;8;16;2;57;n;n;n;n;n;n;n;n
04/09/2015;3:00:00;10;8;16;3;55;n;n;n;n;n;n;n;n
04/09/2015;4:00:00;11;15;12;2;56;n;n;n;n;n;n;n;n
04/09/2015;5:00:00;9;7;12;2;56;n;n;n;n;n;n;n;n
04/09/2015;6:00:00;8;7;13;3;53;n;n;n;n;n;n;n;n
04/09/2015;7:00:00;6;8;19;3;41;n;n;n;n;n;n;n;n
04/09/2015;8:00:00;3;7;31;4;27;n;n;n;n;n;n;n;n
04/09/2015;9:00:00;5;8;50;14;29;n;n;n;n;n;n;n;n
04/09/2015;10:00:00;41;7;40;9;50;n;n;n;n;n;n;n;n
04/09/2015;11:00:00;73;7;32;8;61;n;n;n;n;n;n;n;n
04/09/2015;12:00:00;34;9;29;7;65;n;n;n;n;n;n;n;n
04/09/2015;13:00:00;16;9;27;7;72;n;n;n;n;n;n;n;n
04/09/2015;14:00:00;9;9;24;6;76;n;n;n;n;n;n;n;n
04/09/2015;15:00:00;8;8;22;5;79;n;n;n;n;n;n;n;n
04/09/2015;16:00:00;9;8;16;4;82;n;n;n;n;n;n;n;n
04/09/2015;17:00:00;11;8;18;4;82;n;n;n;n;n;n;n;n
04/09/2015;18:00:00;11;6;23;5;80;n;n;n;n;n;n;n;n
04/09/2015;19:00:00;6;6;28;7;75;n;n;n;n;n;n;n;n
04/09/2015;20:00:00;6;5;27;6;73;n;n;n;n;n;n;n;n
04/09/2015;21:00:00;11;6;32;8;69;n;n;n;n;n;n;n;n
04/09/2015;22:00:00;8;8;28;5;69;n;n;n;n;n;n;n;n
04/09/2015;23:00:00;9;9;21;4;77;n;n;n;n;n;n;n;n
04/09/2015;0:00:00;13;8;19;3;74;n;n;n;n;n;n;n;n
05/09/2015;1:00:00;16;8;18;3;72;n;n;n;n;n;n;n;n
05/09/2015;2:00:00;11;8;17;2;66;n;n;n;n;n;n;n;n
05/09/2015;3:00:00;10;7;19;4;59;n;n;n;n;n;n;n;n
05/09/2015;4:00:00;12;7;16;2;57;n;n;n;n;n;n;n;n
05/09/2015;5:00:00;12;7;16;2;62;n;n;n;n;n;n;n;n
05/09/2015;6:00:00;11;7;14;2;61;n;n;n;n;n;n;n;n
05/09/2015;7:00:00;8;7;25;6;47;n;n;n;n;n;n;n;n
05/09/2015;8:00:00;7;6;31;3;36;n;n;n;n;n;n;n;n
05/09/2015;9:00:00;9;5;30;3;37;n;n;n;n;n;n;n;n
05/09/2015;10:00:00;9;6;35;4;44;n;n;n;n;n;n;n;n
05/09/2015;11:00:00;11;12;37;5;73;n;n;n;n;n;n;n;n
05/09/2015;12:00:00;13;24;38;5;75;n;n;n;n;n;n;n;n
05/09/2015;13:00:00;14;12;16;3;78;n;n;n;n;n;n;n;n
05/09/2015;14:00:00;10;13;21;3;79;n;n;n;n;n;n;n;n
05/09/2015;15:00:00;8;20;17;4;84;n;n;n;n;n;n;n;n
05/09/2015;16:00:00;9;6;16;3;78;n;n;n;n;n;n;n;n
05/09/2015;17:00:00;10;4;17;3;77;n;n;n;n;n;n;n;n
05/09/2015;18:00:00;11;4;15;4;77;n;n;n;n;n;n;n;n
05/09/2015;19:00:00;16;7;15;2;78;n;n;n;n;n;n;n;n
05/09/2015;20:00:00;4;8;13;2;77;n;n;n;n;n;n;n;n
05/09/2015;21:00:00;5;9;14;2;75;n;n;n;n;n;n;n;n
05/09/2015;22:00:00;5;17;22;3;63;n;n;n;n;n;n;n;n
05/09/2015;23:00:00;4;12;26;3;54;n;n;n;n;n;n;n;n
05/09/2015;0:00:00;16;25;23;3;55;n;n;n;n;n;n;n;n
06/09/2015;1:00:00;7;12;20;3;58;n;n;n;n;n;n;n;n
06/09/2015;2:00:00;9;12;20;3;53;n;n;n;n;n;n;n;n
06/09/2015;3:00:00;8;9;21;2;49;n;n;n;n;n;n;n;n
06/09/2015;4:00:00;8;6;22;3;42;n;n;n;n;n;n;n;n
06/09/2015;5:00:00;10;7;26;4;39;n;n;n;n;n;n;n;n
06/09/2015;6:00:00;11;6;23;3;41;n;n;n;n;n;n;n;n
06/09/2015;7:00:00;7;6;25;3;41;n;n;n;n;n;n;n;n
06/09/2015;8:00:00;4;5;25;3;40;n;n;n;n;n;n;n;n
06/09/2015;9:00:00;5;4;24;2;40;n;n;n;n;n;n;n;n
06/09/2015;10:00:00;8;7;24;4;47;n;n;n;n;n;n;n;n
06/09/2015;11:00:00;8;33;26;5;58;n;n;n;n;n;n;n;n
06/09/2015;12:00:00;7;26;23;3;68;n;n;n;n;n;n;n;n
06/09/2015;13:00:00;7;55;25;3;76;n;n;n;n;n;n;n;n
06/09/2015;14:00:00;6;47;21;4;76;n;n;n;n;n;n;n;n
06/09/2015;15:00:00;7;96;17;2;78;n;n;n;n;n;n;n;n
06/09/2015;16:00:00;11;17;18;3;77;n;n;n;n;n;n;n;n
06/09/2015;17:00:00;8;16;16;3;81;n;n;n;n;n;n;n;n
06/09/2015;18:00:00;2;11;15;2;79;n;n;n;n;n;n;n;n
06/09/2015;19:00:00;3;9;15;2;80;n;n;n;n;n;n;n;n
06/09/2015;20:00:00;6;9;23;4;73;n;n;n;n;n;n;n;n
06/09/2015;21:00:00;3;10;18;3;69;n;n;n;n;n;n;n;n
06/09/2015;22:00:00;2;7;16;3;62;n;n;n;n;n;n;n;n
06/09/2015;23:00:00;5;11;20;3;54;n;n;n;n;n;n;n;n
06/09/2015;0:00:00;9;13;17;2;57;n;n;n;n;n;n;n;n
07/09/2015;1:00:00;9;7;14;3;60;n;n;n;n;n;n;n;n
07/09/2015;2:00:00;6;6;16;2;56;n;n;n;n;n;n;n;n
07/09/2015;3:00:00;6;11;15;2;53;n;n;n;n;n;n;n;n
07/09/2015;4:00:00;5;3;16;2;48;n;n;n;n;n;n;n;n
07/09/2015;5:00:00;6;3;16;2;54;n;n;n;n;n;n;n;n
07/09/2015;6:00:00;7;4;15;2;58;n;n;n;n;n;n;n;n
07/09/2015;7:00:00;4;3;23;4;42;n;n;n;n;n;n;n;n
07/09/2015;8:00:00;3;3;27;4;29;n;n;n;n;n;n;n;n
07/09/2015;9:00:00;7;3;35;10;19;n;n;n;n;n;n;n;n
07/09/2015;10:00:00;9;2;29;7;24;n;n;n;n;n;n;n;n
07/09/2015;11:00:00;27;2;32;7;28;n;n;n;n;n;n;n;n
07/09/2015;12:00:00;12;2;29;6;35;n;n;n;n;n;n;n;n
07/09/2015;13:00:00;13;2;20;4;51;n;n;n;n;n;n;n;n
07/09/2015;14:00:00;17;5;17;3;63;n;n;n;n;n;n;n;n
07/09/2015;15:00:00;18;6;14;3;72;n;n;n;n;n;n;n;n
07/09/2015;16:00:00;23;4;13;3;78;n;n;n;n;n;n;n;n
07/09/2015;17:00:00;12;68;20;4;85;n;n;n;n;n;n;n;n
07/09/2015;18:00:00;25;13;18;3;82;n;n;n;n;n;n;n;n
07/09/2015;19:00:00;3;7;19;5;71;n;n;n;n;n;n;n;n
07/09/2015;20:00:00;7;106;26;4;61;n;n;n;n;n;n;n;n
07/09/2015;21:00:00;7;12;26;5;56;n;n;n;n;n;n;n;n
07/09/2015;22:00:00;7;10;34;5;45;n;n;n;n;n;n;n;n
07/09/2015;23:00:00;10;24;28;3;40;n;n;n;n;n;n;n;n
07/09/2015;0:00:00;16;11;26;3;35;n;n;n;n;n;n;n;n
08/09/2015;1:00:00;4;8;25;3;33;n;n;n;n;n;n;n;n
08/09/2015;2:00:00;4;6;21;3;30;n;n;n;n;n;n;n;n
08/09/2015;3:00:00;7;4;20;3;28;n;n;n;n;n;n;n;n
08/09/2015;4:00:00;17;4;24;3;22;n;n;n;n;n;n;n;n
08/09/2015;5:00:00;13;3;27;3;18;n;n;n;n;n;n;n;n
08/09/2015;6:00:00;11;3;28;3;15;n;n;n;n;n;n;n;n
08/09/2015;7:00:00;6;3;25;4;14;n;n;n;n;n;n;n;n
08/09/2015;8:00:00;3;3;30;7;10;n;n;n;n;n;n;n;n
08/09/2015;9:00:00;10;3;33;11;9;n;n;n;n;n;n;n;n
08/09/2015;10:00:00;12;4;28;11;17;n;n;n;n;n;n;n;n
08/09/2015;11:00:00;7;10;37;6;51;n;n;n;n;n;n;n;n
08/09/2015;12:00:00;21;42;30;6;51;n;n;n;n;n;n;n;n
08/09/2015;13:00:00;18;60;28;5;86;n;n;n;n;n;n;n;n
08/09/2015;14:00:00;20;40;28;3;96;n;n;n;n;n;n;n;n
08/09/2015;15:00:00;17;19;19;3;87;n;n;n;n;n;n;n;n
08/09/2015;16:00:00;11;18;18;3;91;n;n;n;n;n;n;n;n
08/09/2015;17:00:00;13;16;17;2;93;n;n;n;n;n;n;n;n
08/09/2015;18:00:00;9;14;17;3;92;n;n;n;n;n;n;n;n
08/09/2015;19:00:00;6;10;19;3;91;n;n;n;n;n;n;n;n
08/09/2015;20:00:00;8;10;24;4;85;n;n;n;n;n;n;n;n
08/09/2015;21:00:00;11;11;28;3;75;n;n;n;n;n;n;n;n
08/09/2015;22:00:00;10;11;35;2;54;n;n;n;n;n;n;n;n
08/09/2015;23:00:00;4;13;24;3;56;n;n;n;n;n;n;n;n
08/09/2015;0:00:00;4;12;26;3;51;n;n;n;n;n;n;n;n
09/09/2015;1:00:00;9;13;26;3;46;n;n;n;n;n;n;n;n
09/09/2015;2:00:00;10;13;25;5;41;n;n;n;n;n;n;n;n
09/09/2015;3:00:00;12;13;32;5;34;n;n;n;n;n;n;n;n
09/09/2015;4:00:00;9;12;24;2;34;n;n;n;n;n;n;n;n
09/09/2015;5:00:00;8;11;23;3;28;n;n;n;n;n;n;n;n
09/09/2015;6:00:00;12;12;24;3;27;n;n;n;n;n;n;n;n
09/09/2015;7:00:00;10;11;32;5;25;n;n;n;n;n;n;n;n
09/09/2015;8:00:00;5;11;42;7;15;n;n;n;n;n;n;n;n
09/09/2015;9:00:00;2;10;60;25;10;n;n;n;n;n;n;n;n
09/09/2015;10:00:00;7;8;65;30;17;n;n;n;n;n;n;n;n
09/09/2015;11:00:00;15;9;47;15;46;n;n;n;n;n;n;n;n
09/09/2015;12:00:00;19;10;44;10;60;n;n;n;n;n;n;n;n
09/09/2015;13:00:00;16;12;28;6;79;n;n;n;n;n;n;n;n
09/09/2015;14:00:00;37;35;27;6;84;n;n;n;n;n;n;n;n
09/09/2015;15:00:00;13;11;25;5;82;n;n;n;n;n;n;n;n
09/09/2015;16:00:00;11;8;21;5;87;n;n;n;n;n;n;n;n
09/09/2015;17:00:00;9;7;26;7;81;n;n;n;n;n;n;n;n
09/09/2015;18:00:00;10;11;23;4;82;n;n;n;n;n;n;n;n
09/09/2015;19:00:00;14;13;27;6;83;n;n;n;n;n;n;n;n
09/09/2015;20:00:00;13;9;34;7;76;n;n;n;n;n;n;n;n
09/09/2015;21:00:00;11;8;39;6;65;n;n;n;n;n;n;n;n
09/09/2015;22:00:00;8;20;40;3;51;n;n;n;n;n;n;n;n
09/09/2015;23:00:00;9;11;41;3;41;n;n;n;n;n;n;n;n
09/09/2015;0:00:00;7;12;32;3;50;n;n;n;n;n;n;n;n
10/09/2015;1:00:00;7;10;22;2;55;n;n;n;n;n;n;n;n
10/09/2015;2:00:00;11;10;21;3;51;n;n;n;n;n;n;n;n
10/09/2015;3:00:00;3;11;21;2;48;n;n;n;n;n;n;n;n
10/09/2015;4:00:00;4;11;18;2;51;n;n;n;n;n;n;n;n
10/09/2015;5:00:00;14;10;18;2;51;n;n;n;n;n;n;n;n
10/09/2015;6:00:00;7;9;18;2;53;n;n;n;n;n;n;n;n
10/09/2015;7:00:00;16;10;27;5;42;n;n;n;n;n;n;n;n
10/09/2015;8:00:00;10;11;37;8;30;n;n;n;n;n;n;n;n
10/09/2015;9:00:00;10;16;57;27;13;n;n;n;n;n;n;n;n
10/09/2015;10:00:00;20;33;69;31;11;n;n;n;n;n;n;n;n
10/09/2015;11:00:00;0;0;0;0;0;n;n;n;n;n;n;n;n
10/09/2015;12:00:00;0;0;0;0;0;n;n;n;n;n;n;n;n
10/09/2015;13:00:00;22;18;24;7;83;n;n;n;n;n;n;n;n
10/09/2015;14:00:00;7;16;25;6;82;n;n;n;n;n;n;n;n
10/09/2015;15:00:00;11;10;18;4;80;n;n;n;n;n;n;n;n
10/09/2015;16:00:00;10;8;17;4;84;n;n;n;n;n;n;n;n
10/09/2015;17:00:00;7;7;19;5;83;n;n;n;n;n;n;n;n
10/09/2015;18:00:00;5;8;23;6;75;n;n;n;n;n;n;n;n
10/09/2015;19:00:00;3;10;25;5;76;n;n;n;n;n;n;n;n
10/09/2015;20:00:00;6;7;28;6;74;n;n;n;n;n;n;n;n
10/09/2015;21:00:00;7;5;29;6;67;n;n;n;n;n;n;n;n
10/09/2015;22:00:00;3;5;25;5;60;n;n;n;n;n;n;n;n
10/09/2015;23:00:00;2;6;22;4;48;n;n;n;n;n;n;n;n
10/09/2015;0:00:00;8;8;17;2;45;n;n;n;n;n;n;n;n
11/09/2015;1:00:00;7;8;22;6;43;n;n;n;n;n;n;n;n
11/09/2015;2:00:00;7;7;17;3;38;n;n;n;n;n;n;n;n
11/09/2015;3:00:00;3;6;20;3;35;n;n;n;n;n;n;n;n
11/09/2015;4:00:00;2;7;16;2;35;n;n;n;n;n;n;n;n
11/09/2015;5:00:00;4;168;18;3;31;n;n;n;n;n;n;n;n
11/09/2015;6:00:00;4;7;18;3;27;n;n;n;n;n;n;n;n
11/09/2015;7:00:00;5;7;24;6;20;n;n;n;n;n;n;n;n
11/09/2015;8:00:00;6;12;30;7;14;n;n;n;n;n;n;n;n
11/09/2015;9:00:00;7;8;38;9;11;n;n;n;n;n;n;n;n
11/09/2015;10:00:00;8;74;47;19;23;n;n;n;n;n;n;n;n
11/09/2015;11:00:00;20;76;31;7;50;n;n;n;n;n;n;n;n
11/09/2015;12:00:00;7;15;16;4;68;n;n;n;n;n;n;n;n
11/09/2015;13:00:00;17;15;18;7;67;n;n;n;n;n;n;n;n
11/09/2015;14:00:00;16;23;13;6;64;n;n;n;n;n;n;n;n
11/09/2015;15:00:00;7;24;14;4;59;n;n;n;n;n;n;n;n
11/09/2015;16:00:00;10;3;13;3;62;n;n;n;n;n;n;n;n
11/09/2015;17:00:00;13;2;19;6;59;n;n;n;n;n;n;n;n
11/09/2015;18:00:00;9;3;19;5;57;n;n;n;n;n;n;n;n
11/09/2015;19:00:00;3;4;19;5;58;n;n;n;n;n;n;n;n
11/09/2015;20:00:00;4;4;24;7;50;n;n;n;n;n;n;n;n
11/09/2015;21:00:00;4;3;28;9;47;n;n;n;n;n;n;n;n
11/09/2015;22:00:00;2;6;26;3;51;n;n;n;n;n;n;n;n
11/09/2015;23:00:00;4;2;28;2;48;n;n;n;n;n;n;n;n
11/09/2015;0:00:00;5;7;20;3;57;n;n;n;n;n;n;n;n
12/09/2015;1:00:00;6;17;19;3;56;n;n;n;n;n;n;n;n
12/09/2015;2:00:00;9;3;20;4;48;n;n;n;n;n;n;n;n
12/09/2015;3:00:00;5;3;26;3;41;n;n;n;n;n;n;n;n
12/09/2015;4:00:00;3;16;21;3;39;n;n;n;n;n;n;n;n
12/09/2015;5:00:00;16;2;20;2;42;n;n;n;n;n;n;n;n
12/09/2015;6:00:00;7;2;19;2;44;n;n;n;n;n;n;n;n
12/09/2015;7:00:00;5;2;29;4;32;n;n;n;n;n;n;n;n
12/09/2015;8:00:00;6;2;32;4;31;n;n;n;n;n;n;n;n
12/09/2015;9:00:00;9;2;31;4;32;n;n;n;n;n;n;n;n
12/09/2015;10:00:00;9;2;27;4;43;n;n;n;n;n;n;n;n
12/09/2015;11:00:00;13;2;23;4;72;n;n;n;n;n;n;n;n
12/09/2015;12:00:00;11;2;28;6;75;n;n;n;n;n;n;n;n
12/09/2015;13:00:00;7;2;24;6;80;n;n;n;n;n;n;n;n
12/09/2015;14:00:00;4;2;24;5;81;n;n;n;n;n;n;n;n
12/09/2015;15:00:00;4;2;19;3;86;n;n;n;n;n;n;n;n
12/09/2015;16:00:00;6;2;16;3;84;n;n;n;n;n;n;n;n
12/09/2015;17:00:00;8;2;15;2;77;n;n;n;n;n;n;n;n
12/09/2015;18:00:00;8;49;16;3;73;n;n;n;n;n;n;n;n
12/09/2015;19:00:00;9;2;19;4;73;n;n;n;n;n;n;n;n
12/09/2015;20:00:00;10;2;22;4;72;n;n;n;n;n;n;n;n
12/09/2015;21:00:00;9;2;24;4;71;n;n;n;n;n;n;n;n
12/09/2015;22:00:00;7;7;29;3;61;n;n;n;n;n;n;n;n
12/09/2015;23:00:00;4;2;25;4;62;n;n;n;n;n;n;n;n
12/09/2015;0:00:00;5;11;21;3;66;n;n;n;n;n;n;n;n
13/09/2015;1:00:00;7;5;21;2;62;n;n;n;n;n;n;n;n
13/09/2015;2:00:00;10;2;15;2;69;n;n;n;n;n;n;n;n
13/09/2015;3:00:00;12;2;15;2;73;n;n;n;n;n;n;n;n
13/09/2015;4:00:00;10;2;15;3;59;n;n;n;n;n;n;n;n
13/09/2015;5:00:00;11;2;14;2;54;n;n;n;n;n;n;n;n
13/09/2015;6:00:00;6;2;15;2;53;n;n;n;n;n;n;n;n
13/09/2015;7:00:00;2;2;15;2;55;n;n;n;n;n;n;n;n
13/09/2015;8:00:00;5;2;18;3;45;n;n;n;n;n;n;n;n
13/09/2015;9:00:00;8;2;19;5;45;n;n;n;n;n;n;n;n
13/09/2015;10:00:00;7;2;19;4;50;n;n;n;n;n;n;n;n
13/09/2015;11:00:00;10;2;23;6;51;n;n;n;n;n;n;n;n
13/09/2015;12:00:00;9;2;18;5;55;n;n;n;n;n;n;n;n
13/09/2015;13:00:00;7;2;17;3;62;n;n;n;n;n;n;n;n
13/09/2015;14:00:00;8;3;18;4;72;n;n;n;n;n;n;n;n
13/09/2015;15:00:00;7;3;14;2;77;n;n;n;n;n;n;n;n
13/09/2015;16:00:00;7;3;13;3;79;n;n;n;n;n;n;n;n
13/09/2015;17:00:00;4;3;12;3;80;n;n;n;n;n;n;n;n
13/09/2015;18:00:00;6;2;12;3;79;n;n;n;n;n;n;n;n
13/09/2015;19:00:00;7;2;13;3;75;n;n;n;n;n;n;n;n
13/09/2015;20:00:00;2;2;15;4;72;n;n;n;n;n;n;n;n
13/09/2015;21:00:00;2;3;18;6;67;n;n;n;n;n;n;n;n
13/09/2015;22:00:00;8;3;19;4;62;n;n;n;n;n;n;n;n
13/09/2015;23:00:00;7;3;22;4;53;n;n;n;n;n;n;n;n
13/09/2015;0:00:00;2;2;17;2;49;n;n;n;n;n;n;n;n
14/09/2015;1:00:00;3;2;14;3;56;n;n;n;n;n;n;n;n
