Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;LL;PRB;TMP;BEN;TOL;XIL
09/08/2015;1:00:00;26;2;27;5;44;n;n;n;n;n;n;n;n
09/08/2015;2:00:00;18;7;22;4;45;n;n;n;n;n;n;n;n
09/08/2015;3:00:00;14;2;22;4;41;n;n;n;n;n;n;n;n
09/08/2015;4:00:00;19;2;23;6;38;n;n;n;n;n;n;n;n
09/08/2015;5:00:00;20;2;22;5;38;n;n;n;n;n;n;n;n
09/08/2015;6:00:00;20;2;25;5;29;n;n;n;n;n;n;n;n
09/08/2015;7:00:00;15;2;24;6;25;n;n;n;n;n;n;n;n
09/08/2015;8:00:00;17;11;27;6;34;n;n;n;n;n;n;n;n
09/08/2015;9:00:00;19;2;22;7;39;n;n;n;n;n;n;n;n
09/08/2015;10:00:00;2;2;21;7;43;n;n;n;n;n;n;n;n
09/08/2015;11:00:00;5;3;25;7;52;n;n;n;n;n;n;n;n
09/08/2015;12:00:00;25;5;25;6;61;n;n;n;n;n;n;n;n
09/08/2015;13:00:00;12;41;31;3;80;n;n;n;n;n;n;n;n
09/08/2015;14:00:00;12;22;25;3;88;n;n;n;n;n;n;n;n
09/08/2015;15:00:00;20;47;17;3;84;n;n;n;n;n;n;n;n
09/08/2015;16:00:00;20;37;16;3;74;n;n;n;n;n;n;n;n
09/08/2015;17:00:00;20;3;15;3;67;n;n;n;n;n;n;n;n
09/08/2015;18:00:00;10;3;18;3;67;n;n;n;n;n;n;n;n
09/08/2015;19:00:00;11;3;19;4;61;n;n;n;n;n;n;n;n
09/08/2015;20:00:00;18;2;17;4;54;n;n;n;n;n;n;n;n
09/08/2015;21:00:00;20;2;19;6;54;n;n;n;n;n;n;n;n
09/08/2015;22:00:00;7;2;21;5;47;n;n;n;n;n;n;n;n
09/08/2015;23:00:00;9;2;19;5;44;n;n;n;n;n;n;n;n
09/08/2015;0:00:00;7;2;20;5;40;n;n;n;n;n;n;n;n
10/08/2015;1:00:00;6;2;17;5;43;n;n;n;n;n;n;n;n
10/08/2015;2:00:00;12;3;17;5;42;n;n;n;n;n;n;n;n
10/08/2015;3:00:00;13;2;14;5;43;n;n;n;n;n;n;n;n
10/08/2015;4:00:00;12;2;14;5;47;n;n;n;n;n;n;n;n
10/08/2015;5:00:00;13;2;13;4;44;n;n;n;n;n;n;n;n
10/08/2015;6:00:00;13;4;17;6;36;n;n;n;n;n;n;n;n
10/08/2015;7:00:00;12;67;22;8;33;n;n;n;n;n;n;n;n
10/08/2015;8:00:00;13;2;30;6;26;n;n;n;n;n;n;n;n
10/08/2015;9:00:00;13;2;45;15;15;n;n;n;n;n;n;n;n
10/08/2015;10:00:00;18;2;43;17;27;n;n;n;n;n;n;n;n
10/08/2015;11:00:00;11;2;46;20;50;n;n;n;n;n;n;n;n
10/08/2015;12:00:00;19;2;36;13;62;n;n;n;n;n;n;n;n
10/08/2015;13:00:00;15;2;28;9;60;n;n;n;n;n;n;n;n
10/08/2015;14:00:00;20;2;25;6;64;n;n;n;n;n;n;n;n
10/08/2015;15:00:00;17;14;19;4;66;n;n;n;n;n;n;n;n
10/08/2015;16:00:00;17;54;17;5;66;n;n;n;n;n;n;n;n
10/08/2015;17:00:00;14;8;18;4;65;n;n;n;n;n;n;n;n
10/08/2015;18:00:00;17;5;18;5;69;n;n;n;n;n;n;n;n
10/08/2015;19:00:00;17;2;24;6;63;n;n;n;n;n;n;n;n
10/08/2015;20:00:00;19;2;26;8;69;n;n;n;n;n;n;n;n
10/08/2015;21:00:00;32;7;34;9;61;n;n;n;n;n;n;n;n
10/08/2015;22:00:00;22;2;27;5;55;n;n;n;n;n;n;n;n
10/08/2015;23:00:00;14;2;20;5;63;n;n;n;n;n;n;n;n
10/08/2015;0:00:00;14;2;15;4;73;n;n;n;n;n;n;n;n
11/08/2015;1:00:00;20;2;13;3;80;n;n;n;n;n;n;n;n
11/08/2015;2:00:00;26;86;17;5;63;n;n;n;n;n;n;n;n
11/08/2015;3:00:00;17;2;11;3;57;n;n;n;n;n;n;n;n
11/08/2015;4:00:00;19;2;12;4;51;n;n;n;n;n;n;n;n
11/08/2015;5:00:00;21;5;12;3;46;n;n;n;n;n;n;n;n
11/08/2015;6:00:00;19;4;12;4;46;n;n;n;n;n;n;n;n
11/08/2015;7:00:00;9;4;17;5;42;n;n;n;n;n;n;n;n
11/08/2015;8:00:00;10;3;26;7;37;n;n;n;n;n;n;n;n
11/08/2015;9:00:00;9;2;26;7;36;n;n;n;n;n;n;n;n
11/08/2015;10:00:00;10;0;0;0;0;n;n;n;n;n;n;n;n
11/08/2015;11:00:00;22;0;0;0;0;n;n;n;n;n;n;n;n
11/08/2015;12:00:00;114;0;0;0;0;n;n;n;n;n;n;n;n
11/08/2015;13:00:00;45;86;18;7;54;n;n;n;n;n;n;n;n
11/08/2015;14:00:00;45;6;20;7;52;n;n;n;n;n;n;n;n
11/08/2015;15:00:00;25;2;16;6;54;n;n;n;n;n;n;n;n
11/08/2015;16:00:00;19;15;14;4;57;n;n;n;n;n;n;n;n
11/08/2015;17:00:00;13;17;15;6;57;n;n;n;n;n;n;n;n
11/08/2015;18:00:00;16;25;16;5;60;n;n;n;n;n;n;n;n
11/08/2015;19:00:00;15;17;21;7;60;n;n;n;n;n;n;n;n
11/08/2015;20:00:00;15;10;29;10;56;n;n;n;n;n;n;n;n
11/08/2015;21:00:00;18;3;34;11;58;n;n;n;n;n;n;n;n
11/08/2015;22:00:00;13;2;20;4;61;n;n;n;n;n;n;n;n
11/08/2015;23:00:00;13;2;16;3;64;n;n;n;n;n;n;n;n
11/08/2015;0:00:00;17;2;15;4;62;n;n;n;n;n;n;n;n
12/08/2015;1:00:00;10;2;16;3;59;n;n;n;n;n;n;n;n
12/08/2015;2:00:00;16;2;13;5;60;n;n;n;n;n;n;n;n
12/08/2015;3:00:00;18;2;13;3;56;n;n;n;n;n;n;n;n
12/08/2015;4:00:00;13;5;12;4;61;n;n;n;n;n;n;n;n
12/08/2015;5:00:00;18;3;12;4;57;n;n;n;n;n;n;n;n
12/08/2015;6:00:00;22;5;15;4;49;n;n;n;n;n;n;n;n
12/08/2015;7:00:00;23;7;21;4;41;n;n;n;n;n;n;n;n
12/08/2015;8:00:00;12;2;35;7;29;n;n;n;n;n;n;n;n
12/08/2015;9:00:00;18;59;50;19;24;n;n;n;n;n;n;n;n
12/08/2015;10:00:00;20;2;34;10;37;n;n;n;n;n;n;n;n
12/08/2015;11:00:00;19;2;20;8;68;n;n;n;n;n;n;n;n
12/08/2015;12:00:00;14;2;22;6;72;n;n;n;n;n;n;n;n
12/08/2015;13:00:00;20;3;28;7;72;n;n;n;n;n;n;n;n
12/08/2015;14:00:00;16;6;27;8;73;n;n;n;n;n;n;n;n
12/08/2015;15:00:00;9;9;22;7;68;n;n;n;n;n;n;n;n
12/08/2015;16:00:00;11;163;17;4;67;n;n;n;n;n;n;n;n
12/08/2015;17:00:00;11;42;18;4;62;n;n;n;n;n;n;n;n
12/08/2015;18:00:00;10;25;23;8;74;n;n;n;n;n;n;n;n
12/08/2015;19:00:00;13;14;22;5;77;n;n;n;n;n;n;n;n
12/08/2015;20:00:00;16;11;28;5;72;n;n;n;n;n;n;n;n
12/08/2015;21:00:00;15;4;33;8;62;n;n;n;n;n;n;n;n
12/08/2015;22:00:00;21;3;25;5;66;n;n;n;n;n;n;n;n
12/08/2015;23:00:00;11;3;18;4;67;n;n;n;n;n;n;n;n
12/08/2015;0:00:00;17;3;15;3;56;n;n;n;n;n;n;n;n
13/08/2015;1:00:00;8;2;16;4;46;n;n;n;n;n;n;n;n
13/08/2015;2:00:00;11;2;16;5;43;n;n;n;n;n;n;n;n
13/08/2015;3:00:00;16;2;13;4;40;n;n;n;n;n;n;n;n
13/08/2015;4:00:00;17;2;11;3;42;n;n;n;n;n;n;n;n
13/08/2015;5:00:00;9;2;13;3;43;n;n;n;n;n;n;n;n
13/08/2015;6:00:00;8;2;15;5;40;n;n;n;n;n;n;n;n
13/08/2015;7:00:00;10;2;17;6;42;n;n;n;n;n;n;n;n
13/08/2015;8:00:00;11;2;22;7;40;n;n;n;n;n;n;n;n
13/08/2015;9:00:00;11;4;29;12;38;n;n;n;n;n;n;n;n
13/08/2015;10:00:00;7;2;23;10;45;n;n;n;n;n;n;n;n
13/08/2015;11:00:00;2;2;23;9;51;n;n;n;n;n;n;n;n
13/08/2015;12:00:00;4;2;25;9;54;n;n;n;n;n;n;n;n
13/08/2015;13:00:00;7;3;23;8;63;n;n;n;n;n;n;n;n
13/08/2015;14:00:00;24;4;24;6;65;n;n;n;n;n;n;n;n
13/08/2015;15:00:00;16;3;17;4;68;n;n;n;n;n;n;n;n
13/08/2015;16:00:00;13;3;18;4;70;n;n;n;n;n;n;n;n
13/08/2015;17:00:00;17;2;14;3;75;n;n;n;n;n;n;n;n
13/08/2015;18:00:00;6;2;15;3;79;n;n;n;n;n;n;n;n
13/08/2015;19:00:00;8;2;19;5;77;n;n;n;n;n;n;n;n
13/08/2015;20:00:00;7;2;26;8;74;n;n;n;n;n;n;n;n
13/08/2015;21:00:00;7;2;22;6;76;n;n;n;n;n;n;n;n
13/08/2015;22:00:00;11;2;18;4;74;n;n;n;n;n;n;n;n
13/08/2015;23:00:00;12;3;17;5;68;n;n;n;n;n;n;n;n
13/08/2015;0:00:00;11;4;15;4;63;n;n;n;n;n;n;n;n
14/08/2015;1:00:00;9;3;14;3;58;n;n;n;n;n;n;n;n
14/08/2015;2:00:00;10;3;13;3;58;n;n;n;n;n;n;n;n
14/08/2015;3:00:00;9;2;11;4;60;n;n;n;n;n;n;n;n
14/08/2015;4:00:00;2;3;12;3;54;n;n;n;n;n;n;n;n
14/08/2015;5:00:00;4;2;12;4;52;n;n;n;n;n;n;n;n
14/08/2015;6:00:00;9;2;14;3;48;n;n;n;n;n;n;n;n
14/08/2015;7:00:00;9;2;20;8;41;n;n;n;n;n;n;n;n
14/08/2015;8:00:00;4;2;22;9;41;n;n;n;n;n;n;n;n
14/08/2015;9:00:00;2;2;28;11;31;n;n;n;n;n;n;n;n
14/08/2015;10:00:00;4;2;24;10;44;n;n;n;n;n;n;n;n
14/08/2015;11:00:00;7;11;19;8;52;n;n;n;n;n;n;n;n
14/08/2015;12:00:00;18;32;12;4;49;n;n;n;n;n;n;n;n
14/08/2015;13:00:00;11;7;18;5;55;n;n;n;n;n;n;n;n
14/08/2015;14:00:00;11;4;18;7;56;n;n;n;n;n;n;n;n
14/08/2015;15:00:00;8;2;17;5;60;n;n;n;n;n;n;n;n
14/08/2015;16:00:00;7;2;14;5;62;n;n;n;n;n;n;n;n
14/08/2015;17:00:00;7;3;14;4;64;n;n;n;n;n;n;n;n
14/08/2015;18:00:00;4;2;15;4;68;n;n;n;n;n;n;n;n
14/08/2015;19:00:00;6;2;21;6;66;n;n;n;n;n;n;n;n
14/08/2015;20:00:00;16;2;25;8;64;n;n;n;n;n;n;n;n
14/08/2015;21:00:00;7;2;25;9;67;n;n;n;n;n;n;n;n
14/08/2015;22:00:00;8;2;21;7;67;n;n;n;n;n;n;n;n
14/08/2015;23:00:00;5;2;21;5;67;n;n;n;n;n;n;n;n
14/08/2015;0:00:00;4;5;14;2;77;n;n;n;n;n;n;n;n
15/08/2015;1:00:00;4;3;17;4;64;n;n;n;n;n;n;n;n
15/08/2015;2:00:00;2;3;21;5;55;n;n;n;n;n;n;n;n
15/08/2015;3:00:00;7;3;16;4;60;n;n;n;n;n;n;n;n
15/08/2015;4:00:00;10;2;12;3;60;n;n;n;n;n;n;n;n
15/08/2015;5:00:00;6;2;12;3;59;n;n;n;n;n;n;n;n
15/08/2015;6:00:00;7;2;11;3;53;n;n;n;n;n;n;n;n
15/08/2015;7:00:00;10;2;16;4;44;n;n;n;n;n;n;n;n
15/08/2015;8:00:00;8;2;18;5;43;n;n;n;n;n;n;n;n
15/08/2015;9:00:00;9;2;17;5;43;n;n;n;n;n;n;n;n
15/08/2015;10:00:00;11;2;18;8;41;n;n;n;n;n;n;n;n
15/08/2015;11:00:00;6;2;18;8;44;n;n;n;n;n;n;n;n
15/08/2015;12:00:00;2;2;20;7;49;n;n;n;n;n;n;n;n
15/08/2015;13:00:00;9;2;16;5;54;n;n;n;n;n;n;n;n
15/08/2015;14:00:00;11;2;17;4;56;n;n;n;n;n;n;n;n
15/08/2015;15:00:00;6;2;14;4;63;n;n;n;n;n;n;n;n
15/08/2015;16:00:00;4;2;15;4;65;n;n;n;n;n;n;n;n
15/08/2015;17:00:00;3;2;13;3;65;n;n;n;n;n;n;n;n
15/08/2015;18:00:00;2;2;13;4;67;n;n;n;n;n;n;n;n
15/08/2015;19:00:00;4;2;15;5;68;n;n;n;n;n;n;n;n
15/08/2015;20:00:00;10;2;16;4;71;n;n;n;n;n;n;n;n
15/08/2015;21:00:00;6;2;19;5;67;n;n;n;n;n;n;n;n
15/08/2015;22:00:00;8;2;18;5;60;n;n;n;n;n;n;n;n
15/08/2015;23:00:00;8;2;19;4;56;n;n;n;n;n;n;n;n
15/08/2015;0:00:00;8;3;17;4;53;n;n;n;n;n;n;n;n
16/08/2015;1:00:00;12;3;14;3;59;n;n;n;n;n;n;n;n
16/08/2015;2:00:00;6;2;14;4;51;n;n;n;n;n;n;n;n
16/08/2015;3:00:00;6;2;13;4;48;n;n;n;n;n;n;n;n
16/08/2015;4:00:00;8;2;12;2;48;n;n;n;n;n;n;n;n
16/08/2015;5:00:00;7;2;12;4;41;n;n;n;n;n;n;n;n
16/08/2015;6:00:00;5;2;14;4;35;n;n;n;n;n;n;n;n
16/08/2015;7:00:00;19;2;17;6;30;n;n;n;n;n;n;n;n
16/08/2015;8:00:00;7;2;15;6;29;n;n;n;n;n;n;n;n
16/08/2015;9:00:00;10;2;18;8;28;n;n;n;n;n;n;n;n
16/08/2015;10:00:00;11;4;17;7;32;n;n;n;n;n;n;n;n
16/08/2015;11:00:00;8;5;15;6;39;n;n;n;n;n;n;n;n
16/08/2015;12:00:00;10;2;13;6;46;n;n;n;n;n;n;n;n
16/08/2015;13:00:00;11;2;19;9;50;n;n;n;n;n;n;n;n
16/08/2015;14:00:00;6;22;16;6;51;n;n;n;n;n;n;n;n
16/08/2015;15:00:00;5;5;14;4;51;n;n;n;n;n;n;n;n
16/08/2015;16:00:00;9;2;14;5;50;n;n;n;n;n;n;n;n
16/08/2015;17:00:00;9;2;13;4;55;n;n;n;n;n;n;n;n
16/08/2015;18:00:00;9;5;14;4;49;n;n;n;n;n;n;n;n
16/08/2015;19:00:00;10;2;15;6;43;n;n;n;n;n;n;n;n
16/08/2015;20:00:00;9;4;16;6;43;n;n;n;n;n;n;n;n
16/08/2015;21:00:00;11;10;16;6;42;n;n;n;n;n;n;n;n
16/08/2015;22:00:00;7;4;15;5;41;n;n;n;n;n;n;n;n
16/08/2015;23:00:00;4;18;17;4;43;n;n;n;n;n;n;n;n
16/08/2015;0:00:00;8;2;13;4;51;n;n;n;n;n;n;n;n
17/08/2015;1:00:00;7;2;14;4;50;n;n;n;n;n;n;n;n
17/08/2015;2:00:00;7;2;15;5;47;n;n;n;n;n;n;n;n
17/08/2015;3:00:00;12;2;13;4;39;n;n;n;n;n;n;n;n
17/08/2015;4:00:00;11;2;12;3;39;n;n;n;n;n;n;n;n
17/08/2015;5:00:00;4;2;13;5;39;n;n;n;n;n;n;n;n
17/08/2015;6:00:00;2;2;14;4;37;n;n;n;n;n;n;n;n
17/08/2015;7:00:00;2;2;19;6;32;n;n;n;n;n;n;n;n
17/08/2015;8:00:00;4;2;24;11;29;n;n;n;n;n;n;n;n
17/08/2015;9:00:00;7;2;32;16;24;n;n;n;n;n;n;n;n
17/08/2015;10:00:00;7;2;29;16;25;n;n;n;n;n;n;n;n
17/08/2015;11:00:00;5;2;25;13;33;n;n;n;n;n;n;n;n
17/08/2015;12:00:00;7;2;25;15;37;n;n;n;n;n;n;n;n
17/08/2015;13:00:00;12;2;26;14;41;n;n;n;n;n;n;n;n
17/08/2015;14:00:00;14;2;18;8;47;n;n;n;n;n;n;n;n
17/08/2015;15:00:00;10;2;19;8;55;n;n;n;n;n;n;n;n
17/08/2015;16:00:00;8;5;16;4;58;n;n;n;n;n;n;n;n
17/08/2015;17:00:00;4;2;17;5;56;n;n;n;n;n;n;n;n
17/08/2015;18:00:00;2;12;20;6;55;n;n;n;n;n;n;n;n
17/08/2015;19:00:00;2;84;22;6;59;n;n;n;n;n;n;n;n
17/08/2015;20:00:00;4;2;27;8;58;n;n;n;n;n;n;n;n
17/08/2015;21:00:00;10;2;25;6;63;n;n;n;n;n;n;n;n
17/08/2015;22:00:00;8;2;25;6;61;n;n;n;n;n;n;n;n
17/08/2015;23:00:00;5;2;19;4;62;n;n;n;n;n;n;n;n
17/08/2015;0:00:00;5;2;17;3;53;n;n;n;n;n;n;n;n
18/08/2015;1:00:00;3;2;19;6;53;n;n;n;n;n;n;n;n
18/08/2015;2:00:00;16;2;17;4;50;n;n;n;n;n;n;n;n
18/08/2015;3:00:00;5;2;15;4;49;n;n;n;n;n;n;n;n
18/08/2015;4:00:00;7;2;14;5;50;n;n;n;n;n;n;n;n
18/08/2015;5:00:00;8;3;14;4;50;n;n;n;n;n;n;n;n
18/08/2015;6:00:00;11;2;15;4;48;n;n;n;n;n;n;n;n
18/08/2015;7:00:00;11;2;24;7;34;n;n;n;n;n;n;n;n
18/08/2015;8:00:00;11;2;40;15;20;n;n;n;n;n;n;n;n
18/08/2015;9:00:00;13;2;61;33;8;n;n;n;n;n;n;n;n
18/08/2015;10:00:00;22;2;42;14;25;n;n;n;n;n;n;n;n
18/08/2015;11:00:00;25;2;31;10;46;n;n;n;n;n;n;n;n
18/08/2015;12:00:00;6;2;29;9;62;n;n;n;n;n;n;n;n
18/08/2015;13:00:00;4;2;28;8;64;n;n;n;n;n;n;n;n
18/08/2015;14:00:00;6;2;27;7;66;n;n;n;n;n;n;n;n
18/08/2015;15:00:00;4;2;20;4;71;n;n;n;n;n;n;n;n
18/08/2015;16:00:00;3;2;19;4;72;n;n;n;n;n;n;n;n
18/08/2015;17:00:00;5;9;23;6;71;n;n;n;n;n;n;n;n
18/08/2015;18:00:00;4;3;26;8;70;n;n;n;n;n;n;n;n
18/08/2015;19:00:00;5;3;23;7;73;n;n;n;n;n;n;n;n
18/08/2015;20:00:00;3;3;27;6;73;n;n;n;n;n;n;n;n
18/08/2015;21:00:00;5;46;26;6;74;n;n;n;n;n;n;n;n
18/08/2015;22:00:00;9;2;27;5;72;n;n;n;n;n;n;n;n
18/08/2015;23:00:00;4;4;27;4;68;n;n;n;n;n;n;n;n
18/08/2015;0:00:00;2;2;20;4;60;n;n;n;n;n;n;n;n
19/08/2015;1:00:00;5;2;18;3;56;n;n;n;n;n;n;n;n
19/08/2015;2:00:00;12;3;21;3;46;n;n;n;n;n;n;n;n
19/08/2015;3:00:00;13;3;16;3;59;n;n;n;n;n;n;n;n
19/08/2015;4:00:00;10;2;13;2;66;n;n;n;n;n;n;n;n
19/08/2015;5:00:00;7;2;13;3;58;n;n;n;n;n;n;n;n
19/08/2015;6:00:00;2;2;15;3;49;n;n;n;n;n;n;n;n
19/08/2015;7:00:00;3;2;22;4;40;n;n;n;n;n;n;n;n
19/08/2015;8:00:00;9;2;40;10;27;n;n;n;n;n;n;n;n
19/08/2015;9:00:00;9;2;61;48;11;n;n;n;n;n;n;n;n
19/08/2015;10:00:00;11;2;52;12;53;n;n;n;n;n;n;n;n
19/08/2015;11:00:00;12;2;23;7;68;n;n;n;n;n;n;n;n
19/08/2015;12:00:00;9;2;26;6;70;n;n;n;n;n;n;n;n
19/08/2015;13:00:00;8;2;28;7;79;n;n;n;n;n;n;n;n
19/08/2015;14:00:00;7;116;16;4;83;n;n;n;n;n;n;n;n
19/08/2015;15:00:00;9;7;15;3;87;n;n;n;n;n;n;n;n
19/08/2015;16:00:00;9;2;13;3;89;n;n;n;n;n;n;n;n
19/08/2015;17:00:00;7;2;14;4;84;n;n;n;n;n;n;n;n
19/08/2015;18:00:00;8;2;22;5;77;n;n;n;n;n;n;n;n
19/08/2015;19:00:00;6;2;26;4;72;n;n;n;n;n;n;n;n
19/08/2015;20:00:00;4;2;27;5;75;n;n;n;n;n;n;n;n
19/08/2015;21:00:00;8;2;35;8;74;n;n;n;n;n;n;n;n
19/08/2015;22:00:00;11;2;31;4;75;n;n;n;n;n;n;n;n
19/08/2015;23:00:00;7;2;30;6;69;n;n;n;n;n;n;n;n
19/08/2015;0:00:00;5;2;18;2;68;n;n;n;n;n;n;n;n
20/08/2015;1:00:00;8;2;21;3;62;n;n;n;n;n;n;n;n
20/08/2015;2:00:00;11;2;25;4;56;n;n;n;n;n;n;n;n
20/08/2015;3:00:00;10;2;17;3;60;n;n;n;n;n;n;n;n
20/08/2015;4:00:00;10;2;14;3;57;n;n;n;n;n;n;n;n
20/08/2015;5:00:00;12;2;14;3;50;n;n;n;n;n;n;n;n
20/08/2015;6:00:00;6;2;14;4;51;n;n;n;n;n;n;n;n
20/08/2015;7:00:00;2;2;25;8;41;n;n;n;n;n;n;n;n
20/08/2015;8:00:00;6;2;35;10;31;n;n;n;n;n;n;n;n
20/08/2015;9:00:00;10;2;55;18;17;n;n;n;n;n;n;n;n
20/08/2015;10:00:00;13;2;54;16;33;n;n;n;n;n;n;n;n
20/08/2015;11:00:00;11;2;39;10;60;n;n;n;n;n;n;n;n
20/08/2015;12:00:00;12;2;26;5;76;n;n;n;n;n;n;n;n
20/08/2015;13:00:00;10;2;27;5;80;n;n;n;n;n;n;n;n
20/08/2015;14:00:00;8;2;21;4;85;n;n;n;n;n;n;n;n
20/08/2015;15:00:00;10;2;18;2;81;n;n;n;n;n;n;n;n
20/08/2015;16:00:00;12;2;16;3;81;n;n;n;n;n;n;n;n
20/08/2015;17:00:00;6;2;19;3;79;n;n;n;n;n;n;n;n
20/08/2015;18:00:00;5;2;15;3;77;n;n;n;n;n;n;n;n
20/08/2015;19:00:00;7;2;31;6;66;n;n;n;n;n;n;n;n
20/08/2015;20:00:00;9;2;37;6;59;n;n;n;n;n;n;n;n
20/08/2015;21:00:00;12;2;26;3;69;n;n;n;n;n;n;n;n
20/08/2015;22:00:00;10;5;38;4;48;n;n;n;n;n;n;n;n
20/08/2015;23:00:00;18;4;23;3;55;n;n;n;n;n;n;n;n
20/08/2015;0:00:00;5;2;18;4;71;n;n;n;n;n;n;n;n
21/08/2015;1:00:00;5;2;15;3;68;n;n;n;n;n;n;n;n
21/08/2015;2:00:00;20;2;21;4;54;n;n;n;n;n;n;n;n
21/08/2015;3:00:00;2;2;16;3;56;n;n;n;n;n;n;n;n
21/08/2015;4:00:00;4;2;15;3;53;n;n;n;n;n;n;n;n
21/08/2015;5:00:00;4;2;14;3;53;n;n;n;n;n;n;n;n
21/08/2015;6:00:00;7;12;16;4;50;n;n;n;n;n;n;n;n
21/08/2015;7:00:00;9;5;25;4;42;n;n;n;n;n;n;n;n
21/08/2015;8:00:00;18;2;37;6;31;n;n;n;n;n;n;n;n
21/08/2015;9:00:00;9;2;38;7;32;n;n;n;n;n;n;n;n
21/08/2015;10:00:00;10;2;33;11;48;n;n;n;n;n;n;n;n
21/08/2015;11:00:00;13;2;29;7;59;n;n;n;n;n;n;n;n
21/08/2015;12:00:00;18;2;26;7;65;n;n;n;n;n;n;n;n
21/08/2015;13:00:00;17;19;23;5;75;n;n;n;n;n;n;n;n
21/08/2015;14:00:00;10;2;31;6;67;n;n;n;n;n;n;n;n
21/08/2015;15:00:00;11;2;18;5;65;n;n;n;n;n;n;n;n
21/08/2015;16:00:00;8;2;16;3;67;n;n;n;n;n;n;n;n
21/08/2015;17:00:00;9;3;19;5;67;n;n;n;n;n;n;n;n
21/08/2015;18:00:00;15;3;17;4;71;n;n;n;n;n;n;n;n
21/08/2015;19:00:00;13;5;26;6;70;n;n;n;n;n;n;n;n
21/08/2015;20:00:00;9;17;25;5;76;n;n;n;n;n;n;n;n
21/08/2015;21:00:00;6;8;30;7;74;n;n;n;n;n;n;n;n
21/08/2015;22:00:00;5;6;33;7;63;n;n;n;n;n;n;n;n
21/08/2015;23:00:00;8;3;39;4;50;n;n;n;n;n;n;n;n
21/08/2015;0:00:00;10;2;23;4;62;n;n;n;n;n;n;n;n
22/08/2015;1:00:00;9;3;23;3;59;n;n;n;n;n;n;n;n
22/08/2015;2:00:00;9;3;17;2;67;n;n;n;n;n;n;n;n
22/08/2015;3:00:00;11;22;15;3;70;n;n;n;n;n;n;n;n
22/08/2015;4:00:00;7;2;17;3;63;n;n;n;n;n;n;n;n
22/08/2015;5:00:00;3;4;15;2;66;n;n;n;n;n;n;n;n
22/08/2015;6:00:00;17;22;18;3;61;n;n;n;n;n;n;n;n
22/08/2015;7:00:00;9;2;17;3;58;n;n;n;n;n;n;n;n
22/08/2015;8:00:00;9;4;27;4;45;n;n;n;n;n;n;n;n
22/08/2015;9:00:00;10;5;26;6;48;n;n;n;n;n;n;n;n
22/08/2015;10:00:00;16;2;24;4;60;n;n;n;n;n;n;n;n
22/08/2015;11:00:00;10;2;27;8;63;n;n;n;n;n;n;n;n
22/08/2015;12:00:00;2;2;30;11;64;n;n;n;n;n;n;n;n
22/08/2015;13:00:00;16;2;27;7;68;n;n;n;n;n;n;n;n
22/08/2015;14:00:00;4;4;26;6;69;n;n;n;n;n;n;n;n
22/08/2015;15:00:00;3;4;21;5;72;n;n;n;n;n;n;n;n
22/08/2015;16:00:00;18;3;15;4;75;n;n;n;n;n;n;n;n
22/08/2015;17:00:00;15;6;15;3;73;n;n;n;n;n;n;n;n
22/08/2015;18:00:00;11;8;16;4;78;n;n;n;n;n;n;n;n
22/08/2015;19:00:00;15;10;15;3;77;n;n;n;n;n;n;n;n
22/08/2015;20:00:00;2;9;16;4;75;n;n;n;n;n;n;n;n
22/08/2015;21:00:00;2;4;17;4;75;n;n;n;n;n;n;n;n
22/08/2015;22:00:00;6;3;26;8;63;n;n;n;n;n;n;n;n
22/08/2015;23:00:00;9;3;17;4;63;n;n;n;n;n;n;n;n
22/08/2015;0:00:00;10;2;17;5;59;n;n;n;n;n;n;n;n
23/08/2015;1:00:00;10;2;14;4;52;n;n;n;n;n;n;n;n
23/08/2015;2:00:00;7;2;17;5;43;n;n;n;n;n;n;n;n
23/08/2015;3:00:00;6;2;12;4;39;n;n;n;n;n;n;n;n
23/08/2015;4:00:00;8;2;12;3;32;n;n;n;n;n;n;n;n
23/08/2015;5:00:00;11;2;12;3;30;n;n;n;n;n;n;n;n
23/08/2015;6:00:00;12;2;13;4;29;n;n;n;n;n;n;n;n
23/08/2015;7:00:00;7;2;15;6;26;n;n;n;n;n;n;n;n
23/08/2015;8:00:00;4;2;16;6;24;n;n;n;n;n;n;n;n
23/08/2015;9:00:00;2;2;15;7;25;n;n;n;n;n;n;n;n
23/08/2015;10:00:00;5;2;15;9;27;n;n;n;n;n;n;n;n
23/08/2015;11:00:00;7;2;16;9;28;n;n;n;n;n;n;n;n
23/08/2015;12:00:00;7;2;14;8;33;n;n;n;n;n;n;n;n
23/08/2015;13:00:00;10;2;15;7;46;n;n;n;n;n;n;n;n
23/08/2015;14:00:00;6;2;15;5;53;n;n;n;n;n;n;n;n
23/08/2015;15:00:00;10;3;15;4;58;n;n;n;n;n;n;n;n
23/08/2015;16:00:00;13;3;13;3;63;n;n;n;n;n;n;n;n
23/08/2015;17:00:00;12;3;13;3;63;n;n;n;n;n;n;n;n
23/08/2015;18:00:00;13;5;14;3;65;n;n;n;n;n;n;n;n
23/08/2015;19:00:00;9;4;14;4;62;n;n;n;n;n;n;n;n
23/08/2015;20:00:00;7;3;16;5;59;n;n;n;n;n;n;n;n
23/08/2015;21:00:00;6;4;15;5;57;n;n;n;n;n;n;n;n
