Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP
12/08/2015;23:00:00;23;3;7;2;62;296;1.2;26.5;0;0;27.1
12/08/2015;0:00:00;26;3;7;2;53;274;0.5;27.8;0;0;25.8
13/08/2015;1:00:00;25;3;4;2;51;261;2.4;30;0;0;25.1
13/08/2015;2:00:00;20;3;2;2;50;252;2.2;33.5;0;0;24.3
13/08/2015;3:00:00;22;3;2;2;60;272;3.4;50;0;0;22.8
13/08/2015;4:00:00;36;3;2;2;60;253;2.3;56;0;0;21.5
13/08/2015;5:00:00;25;3;2;2;66;266;3.4;58;0;0;20.3
13/08/2015;6:00:00;14;3;3;2;63;266;2.1;62;0;0;19
13/08/2015;7:00:00;21;3;7;2;58;276;2.5;65.3;0;0;17.9
13/08/2015;8:00:00;20;3;12;3;51;284;1.9;68.5;0;0;16.9
13/08/2015;9:00:00;22;3;11;3;54;288;1.8;67.5;0;0;17.2
13/08/2015;10:00:00;25;3;10;4;63;294;1.2;55.8;0;0;19.3
13/08/2015;11:00:00;18;3;7;3;73;278;1.2;48.3;0;0;20.7
13/08/2015;12:00:00;23;4;5;2;79;272;1.3;45.8;0;0;21.7
13/08/2015;13:00:00;21;4;4;2;84;290;0.9;39.3;0;0;23.4
13/08/2015;14:00:00;22;4;4;2;88;266;1.9;37;0;0;24.2
13/08/2015;15:00:00;17;4;5;2;90;275;1.9;33.3;0;0;25.6
13/08/2015;16:00:00;17;3;5;2;88;311;1.1;29;0;0;27.1
13/08/2015;17:00:00;24;6;4;2;91;270;1.6;27.3;0;0;27.8
13/08/2015;18:00:00;25;4;4;2;91;290;1.3;25.8;0;0;28.6
13/08/2015;19:00:00;15;4;7;2;91;288;1;27.3;0;0;27.2
13/08/2015;20:00:00;14;3;9;2;83;333;0.8;28;0;0;26.7
13/08/2015;21:00:00;13;4;12;2;77;321;0.7;28.8;0;0;26.1
13/08/2015;22:00:00;14;4;11;2;74;320;0.9;32.5;0;0;24.8
13/08/2015;23:00:00;25;4;20;2;55;334;0.6;36.5;0;0;23.1
13/08/2015;0:00:00;17;4;7;2;64;322;0.6;40.5;0;0;21.9
14/08/2015;1:00:00;13;3;3;2;66;322;1;44.5;0;0;21
14/08/2015;2:00:00;14;3;2;2;68;321;1.1;49.8;0;0;20.2
14/08/2015;3:00:00;14;2;2;2;67;318;1.8;53.5;0;0;19.3
14/08/2015;4:00:00;10;3;2;2;66;316;1.6;56.8;0;0;18.6
14/08/2015;5:00:00;11;3;3;2;63;313;1.6;58.5;0;0;18
14/08/2015;6:00:00;10;3;11;6;55;321;1;59.8;0;0;17.5
14/08/2015;7:00:00;8;3;19;4;48;323;0.4;59.8;0;0;17.1
14/08/2015;8:00:00;11;3;20;3;47;321;0.7;58.8;0;0;17.1
14/08/2015;9:00:00;19;3;14;4;51;336;1.9;56.5;0;0;17.7
14/08/2015;10:00:00;18;3;9;5;58;334;1.7;51.8;0;0;19.1
14/08/2015;11:00:00;15;2;8;4;63;316;1.5;46.5;0;0;20.6
14/08/2015;12:00:00;20;3;7;3;70;310;0.8;40.8;0;0;22.4
14/08/2015;13:00:00;18;4;4;2;79;271;0.9;37.3;0;0;23.7
14/08/2015;14:00:00;14;3;5;2;80;305;1;33.5;0;0;25
14/08/2015;15:00:00;17;4;4;2;81;305;1.1;31;0;0;26
14/08/2015;16:00:00;21;4;4;2;84;311;1.4;28.8;0;0;27
14/08/2015;17:00:00;8;4;5;2;89;301;1.7;21.8;0;0;26.8
