Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP;BEN;TOL;XIL
10/08/2015;3:00:00;22;2;10;3;41;67;0.2;40.6;0;937;23.3;1.18;3.25;1.45
10/08/2015;4:00:00;21;2;10;5;57;320;0.5;38.9;0;937;23.6;1.05;1.25;0.75
10/08/2015;5:00:00;25;2;8;5;86;270;0.7;41.4;0;936;22.8;3.43;2.13;1.28
10/08/2015;6:00:00;31;2;9;4;57;335;0.4;41.9;0;936;22.8;0.6;1.15;2.13
10/08/2015;7:00:00;32;2;18;5;47;312;0.9;42.4;0;936;22.5;0.93;2.1;0.35
10/08/2015;8:00:00;35;2;26;5;34;313;0.9;43.5;0;936;22;1.03;0.93;1
10/08/2015;9:00:00;40;2;33;10;33;275;0.5;43.7;0;936;22.2;3.18;1.8;0.65
10/08/2015;10:00:00;52;2;22;11;46;287;1.1;35.4;0;936;25;2.18;1.1;0.23
10/08/2015;11:00:00;98;2;12;4;85;272;2.2;28.7;0;936;27.7;1.73;0.83;0.78
10/08/2015;12:00:00;59;2;9;3;90;314;2.2;22.3;0;936;30.5;1.03;2.05;0.83
10/08/2015;13:00:00;77;2;8;2;95;294;2.8;20.7;0;936;31.6;3.4;0.95;0.45
10/08/2015;14:00:00;67;2;7;2;89;314;2.3;18.8;0;935;32.9;1.28;1.1;0.2
10/08/2015;15:00:00;66;2;5;2;86;180;2.5;18.4;0;935;33.8;2.53;1.43;1.78
10/08/2015;16:00:00;60;2;5;2;84;270;5;17.9;0;934;34.3;1.55;10.25;2.4
10/08/2015;17:00:00;67;2;5;2;84;256;5;17.8;0;934;34.3;1.7;2.45;0.75
10/08/2015;18:00:00;76;2;4;2;87;275;3.9;17.3;0;933;34.3;0.95;1.58;0.75
10/08/2015;19:00:00;64;2;4;2;87;271;4.3;17.9;0;933;34;1.53;1.68;1.2
10/08/2015;20:00:00;66;2;6;2;92;277;3.7;18.4;0;932;33.7;1.25;2.23;0.33
10/08/2015;21:00:00;68;2;4;2;91;243;3;20.6;0;932;32.4;1.1;1.7;0.48
10/08/2015;22:00:00;66;2;4;2;86;228;1.8;23.2;0;933;31.1;1.35;1.63;0.33
10/08/2015;23:00:00;64;2;5;2;87;251;3.1;25.2;0;933;30.5;0.9;1.5;0.88
10/08/2015;0:00:00;68;2;4;2;93;275;2.3;30;0;933;29.3;0.8;1.23;0.83
11/08/2015;1:00:00;63;2;5;2;100;290;2.9;35.5;0;934;28.2;2.03;1.95;0.38
11/08/2015;2:00:00;68;2;3;2;90;255;2.2;36.6;0;934;26.6;0.85;1.03;0.25
11/08/2015;3:00:00;64;2;5;3;77;280;1;35.2;0;934;25.3;2.2;1.9;0.88
11/08/2015;4:00:00;70;2;5;3;67;311;1;34;0;933;24.6;1.68;1.55;0.8
11/08/2015;5:00:00;72;2;5;4;63;243;0.4;37.4;0;933;23.2;0.65;0.9;0.43
11/08/2015;6:00:00;62;2;6;3;58;120;0.3;39.4;0;932;22.5;2.28;1.9;0.3
11/08/2015;7:00:00;53;3;12;4;65;98;0.4;43.7;0;932;21.5;1.9;1.35;1
11/08/2015;8:00:00;53;3;16;4;51;83;0.8;43.6;0;932;21.7;1.15;2.03;0.7
11/08/2015;9:00:00;59;4;22;7;53;113;0.6;44.8;0;933;22.2;1.65;1.35;0.48
11/08/2015;10:00:00;62;3;17;8;70;155;2.2;49;0;933;24.1;1.2;1.48;0.6
11/08/2015;11:00:00;62;3;6;3;0;224;3.3;41.6;0;933;26.2;1.68;2.65;3.83
11/08/2015;12:00:00;71;2;8;5;68;255;4.6;32.9;0;933;27.7;2.13;0.43;0.43
11/08/2015;13:00:00;125;2;9;5;65;266;4.8;27.1;0.32;933;28.7;1.1;0.63;0.58
11/08/2015;14:00:00;90;2;3;2;72;263;4.5;29.1;0;934;29;1.28;0.83;0.75
11/08/2015;15:00:00;0;2;3;2;71;264;5.3;24.5;0;934;30.4;0.6;1.9;0.28
11/08/2015;16:00:00;82;2;3;2;72;287;5;22.1;0;933;31.7;2.58;1.63;1.3
11/08/2015;17:00:00;70;2;4;2;71;272;4.8;19.7;0;932;32.3;1.63;1.55;0.95
11/08/2015;18:00:00;70;2;3;2;79;271;5.1;19.6;0;932;32.2;0.85;1.03;0.78
11/08/2015;19:00:00;56;2;3;2;82;271;4.6;17.9;0;932;32.5;1.4;1.55;0.73
11/08/2015;20:00:00;67;2;4;2;83;288;3.6;17.5;0;932;32.4;6.75;1.88;0.83
11/08/2015;21:00:00;53;2;4;2;87;242;4.4;25.5;0;932;30.4;1.1;1.6;0.5
11/08/2015;22:00:00;71;2;3;2;86;239;3.2;28.9;0;933;28.5;1.65;2.65;0.73
11/08/2015;23:00:00;69;2;4;2;84;265;1.6;30;0;934;27.5;1.28;1.98;0.83
11/08/2015;0:00:00;65;2;5;2;81;292;1.7;30.7;0;934;27.1;0.83;0.28;0.75
12/08/2015;1:00:00;65;2;5;3;76;294;1.8;31.9;0;935;26.2;1.25;0.6;1.15
12/08/2015;2:00:00;60;2;4;2;76;291;1.8;33.7;0;935;25.3;0.6;0.7;0.5
12/08/2015;3:00:00;65;2;5;3;75;291;1;35.8;0;935;24.1;1.03;1.08;0.35
12/08/2015;4:00:00;57;2;5;3;78;286;1.2;37.9;0;935;22.7;0.35;1.85;0.48
12/08/2015;5:00:00;55;2;6;4;78;317;0.8;40.1;0;935;22.6;1.35;1.3;0.75
12/08/2015;6:00:00;51;2;9;7;66;17;0.2;45.2;0;935;20.9;1.1;3.08;1.03
12/08/2015;7:00:00;51;3;23;9;43;196;0.2;50.4;0;935;19.2;1.45;2.7;0.73
12/08/2015;8:00:00;55;3;34;8;37;264;0.9;51.2;0;936;19.2;0.9;0.83;0.53
12/08/2015;9:00:00;69;3;39;15;34;15;0.4;46.8;0;936;20.8;1.78;1.48;0.6
12/08/2015;10:00:00;81;3;35;18;47;224;0.5;40.8;0;936;22.9;2.6;2;1.25
12/08/2015;11:00:00;95;4;15;9;89;202;0.8;28.7;0;937;26.4;1.4;2.08;0.48
12/08/2015;12:00:00;61;3;9;4;96;188;1.7;22.5;0;937;28.3;0.88;1.18;0.65
12/08/2015;13:00:00;49;2;7;3;100;237;2.2;16.5;0;937;29.7;1.2;1.5;0.9
12/08/2015;14:00:00;39;2;4;2;100;285;2.4;13.8;0;936;31.4;1.18;1.03;1.93
12/08/2015;15:00:00;41;2;4;2;92;300;3;12.5;0;935;32.6;0.9;0.95;0.25
12/08/2015;16:00:00;42;2;4;2;85;268;3.5;13.1;0;935;33.4;1.15;0.65;0.23
12/08/2015;17:00:00;54;2;4;2;81;268;3.9;13.7;0;935;33.4;0.93;0.85;0.38
12/08/2015;18:00:00;51;2;3;2;98;312;4.1;13.5;0;935;33.1;2.1;1.15;0.4
12/08/2015;19:00:00;45;2;5;2;100;311;3.7;13.9;0;935;32.8;0.85;0.68;0.33
12/08/2015;20:00:00;95;2;5;2;99;309;3.2;15.3;0;935;32.2;1.25;1;0.78
12/08/2015;21:00:00;43;2;7;2;92;312;2.5;17.5;0;935;30.8;1.28;0.88;1.6
12/08/2015;22:00:00;52;2;9;2;88;318;2.6;21.7;0;935;28.9;1.43;1.8;1
12/08/2015;23:00:00;41;2;9;2;80;320;3.5;22.9;0;937;26.6;0.88;0.8;0.98
12/08/2015;0:00:00;48;2;5;2;69;313;3.2;25.2;0;937;25;0.9;1.3;1.15
13/08/2015;1:00:00;26;2;5;2;57;289;3;28.3;0;937;23.9;1.2;1.28;0.7
13/08/2015;2:00:00;18;2;4;2;53;291;2.5;31;0;937;22.9;1.2;0.65;0.63
13/08/2015;3:00:00;15;2;3;3;48;276;2.9;38.8;0;937;21.5;1.6;1.75;0.78
13/08/2015;4:00:00;18;2;3;3;51;290;2.3;52.1;0;937;20.4;2.13;1.08;0.4
13/08/2015;5:00:00;17;2;4;3;53;288;2.4;60.4;0;937;19.4;1.65;31.4;1.25
13/08/2015;6:00:00;20;2;5;4;51;284;2.7;66.2;0;938;18.3;1.18;1;1.25
13/08/2015;7:00:00;16;2;6;3;52;278;2;70.4;0;938;16.9;2.75;4.78;0.65
13/08/2015;8:00:00;14;2;7;4;54;275;2.8;71.5;0;938;16;1.28;2.03;0.65
13/08/2015;9:00:00;19;2;7;3;58;306;2.1;62.7;0;939;16.7;1.78;0.9;1.35
13/08/2015;10:00:00;26;2;7;4;59;268;4;57.8;0;939;17.2;1.7;2.08;0.63
13/08/2015;11:00:00;20;2;4;2;68;264;3.8;48.4;0;939;18.7;0.75;2.38;0.53
13/08/2015;12:00:00;15;2;4;2;74;262;4.1;36.4;0;939;20.7;1.45;1.15;0.48
13/08/2015;13:00:00;14;2;5;2;77;266;5;27.2;0;938;22.6;1.03;0.45;1.35
13/08/2015;14:00:00;19;2;5;2;81;267;5.6;23.2;0;938;23.9;0.93;0.78;1.18
13/08/2015;15:00:00;24;2;6;2;82;267;6.4;20.1;0;938;24.7;0.95;0.93;0.65
13/08/2015;16:00:00;26;2;6;2;84;269;6.3;16.2;0;937;25.8;2.18;1;0.35
13/08/2015;17:00:00;32;2;4;2;92;313;5.3;12.5;0;937;25.9;1;0.9;0.63
13/08/2015;18:00:00;17;2;4;2;96;307;5.1;13;0;936;26;1.48;1.3;0.85
13/08/2015;19:00:00;19;2;5;2;98;300;4.4;12.9;0;936;25.8;1.95;0.8;1.3
13/08/2015;20:00:00;12;2;7;2;97;280;5.3;14;0;936;24.6;0.55;2.15;1.08
13/08/2015;21:00:00;20;2;6;2;96;308;4.1;19;0;936;23.6;0.78;1.4;0.43
13/08/2015;22:00:00;15;2;7;2;89;307;3.5;22.9;0;936;22.4;0.8;0.75;1.18
13/08/2015;23:00:00;26;2;8;2;82;307;2.8;25.3;0;937;21.5;0.93;0.75;2.48
13/08/2015;0:00:00;23;2;7;3;78;305;2.3;26.2;0;936;20.6;2;1.45;0.65
14/08/2015;1:00:00;18;2;5;3;72;271;1.7;29.8;0;936;18.7;0.65;0.68;1
14/08/2015;2:00:00;19;2;5;4;71;270;1.7;31.8;0;936;17.6;0.73;1.88;0.48
14/08/2015;3:00:00;18;2;5;4;73;273;2.1;33.9;0;936;17.2;1.55;1.15;0.7
14/08/2015;4:00:00;17;2;5;5;66;270;1.8;38.5;0;936;15.4;1.2;1.55;0.58
14/08/2015;5:00:00;22;3;7;7;61;263;1.5;44.8;0;936;14.4;1.75;1.15;1.48
14/08/2015;6:00:00;22;2;7;6;60;312;1.6;48.7;0;936;14.8;0.7;0.48;0.9
14/08/2015;7:00:00;21;2;8;7;58;291;1;53.5;0;935;14.5;1.33;1.6;0.93
14/08/2015;8:00:00;22;2;10;7;53;290;1.7;63.3;0;936;14;1.45;1.25;0.58
14/08/2015;9:00:00;21;2;11;3;50;277;2.2;63.5;0;936;14.6;1.15;0.75;0.48
14/08/2015;10:00:00;63;2;6;3;60;273;3;55.3;0;936;16.5;1.53;0.63;0.95
14/08/2015;11:00:00;60;2;5;3;66;271;3.3;49.8;0;936;17.8;3.43;1.43;1.4
14/08/2015;12:00:00;22;2;6;3;69;335;2.2;44.5;0;936;19.3;1.28;1.03;0.33
14/08/2015;13:00:00;15;2;5;2;71;281;2.6;38.7;0;936;21.1;1.1;1.4;0.48
14/08/2015;14:00:00;13;2;5;2;73;268;3.8;34.7;0;936;22.3;2.35;1.48;0.85
14/08/2015;15:00:00;29;2;4;2;76;274;3.8;31.5;0;936;23.3;1.93;0.88;0.55
14/08/2015;16:00:00;9;2;3;2;78;334;3;27.5;0;935;24.3;0.85;1.5;0.25
14/08/2015;17:00:00;8;2;4;2;81;316;3.1;23.5;0;934;25.4;0.83;3.1;2.08
14/08/2015;18:00:00;8;2;4;2;87;301;3.3;21.8;0;934;25.8;1.53;1.7;0.28
14/08/2015;19:00:00;6;2;6;2;88;270;4.2;26.3;0;933;25.4;1.7;1.25;0.55
14/08/2015;20:00:00;23;2;6;2;87;271;4.8;28;0;933;24.2;1.08;3.98;1.13
14/08/2015;21:00:00;20;2;6;2;85;274;4.3;27.9;0;934;23.2;0.9;1.68;1.38
14/08/2015;22:00:00;24;2;6;2;83;291;3.1;28.6;0;934;22.3;0.8;1.05;0.45
14/08/2015;23:00:00;21;2;6;2;85;289;2.6;25.5;0;935;21.4;0.7;0.85;0.6
14/08/2015;0:00:00;18;2;6;2;89;309;3.1;21.4;0;934;21.1;1.18;1.05;1.35
15/08/2015;1:00:00;20;2;5;3;82;272;2;24;0;934;19.1;0.5;1.68;0.78
15/08/2015;2:00:00;27;2;5;3;79;277;1.3;25.1;0;934;18.4;0.8;1.05;0.6
15/08/2015;3:00:00;18;2;5;4;78;277;1.6;24.6;0;933;18.5;1.28;0.58;0.63
15/08/2015;4:00:00;17;2;5;4;76;274;1.7;24.7;0;933;18.5;1.15;1.15;0.58
15/08/2015;5:00:00;15;2;5;5;71;280;2.2;28.5;0;933;18.5;0.93;1.7;0.28
15/08/2015;6:00:00;19;2;5;4;65;285;1.8;34.8;0;933;17.8;1.05;1.2;0.58
15/08/2015;7:00:00;17;2;6;4;58;270;1.6;40.6;0;933;16.7;1.15;1.55;0.73
15/08/2015;8:00:00;17;2;8;5;53;289;1.4;43.6;0;933;16.3;2.1;0.5;0.73
15/08/2015;9:00:00;18;2;7;5;53;267;1.8;43.4;0;933;16.9;1.05;2.33;0.48
15/08/2015;10:00:00;28;2;7;5;54;268;2.2;40.3;0;933;18.5;1.2;1.08;1.03
15/08/2015;11:00:00;20;2;6;4;57;332;2.2;38;0;933;20.1;1;0.95;0.48
15/08/2015;12:00:00;14;2;5;3;63;313;2.6;33.1;0;933;21.3;1.33;1.25;0.58
15/08/2015;13:00:00;10;2;4;2;68;316;3.5;30.4;0;933;22.4;1.1;0.8;0.88
15/08/2015;14:00:00;14;2;4;2;72;293;2.7;28.5;0;933;23.3;2;1.9;0.33
15/08/2015;15:00:00;12;2;3;2;77;314;2.7;24.9;0;933;24.7;0.88;1.6;0.53
15/08/2015;16:00:00;12;2;3;2;81;300;3;22.7;0;932;25.9;1.3;1.1;0.95
15/08/2015;17:00:00;9;2;3;2;80;313;3;21.3;0;932;26.6;2.65;1.1;0.8
15/08/2015;18:00:00;16;2;4;2;83;319;4;20;0;932;26.9;0.88;0.58;0.5
15/08/2015;19:00:00;12;2;3;2;86;299;3.5;20.8;0;931;26.8;0.78;2.48;1.6
15/08/2015;20:00:00;15;2;4;2;88;307;3.8;21.2;0;932;26.2;1.18;1.23;0.63
15/08/2015;21:00:00;17;2;5;2;84;276;4.1;23.9;0;932;25.3;2.55;1.3;0.83
15/08/2015;22:00:00;22;2;5;2;76;286;3.1;25.1;0;933;23.8;2.03;0.98;0.35
15/08/2015;23:00:00;26;2;5;2;70;287;2.8;26;0;933;22.8;1.25;1.5;0.48
15/08/2015;0:00:00;14;2;6;3;65;309;3;28.2;0;933;21.5;1.1;1.5;1.15
16/08/2015;1:00:00;16;2;5;3;69;307;2.5;26.8;0;933;22.4;0.88;2.28;0.6
16/08/2015;2:00:00;12;2;5;3;63;274;1.6;31.9;0;933;20.1;0.95;1.7;0.43
16/08/2015;3:00:00;19;2;4;4;61;285;1.3;37.1;0;933;18.9;0.7;0.83;1.75
16/08/2015;4:00:00;17;2;5;5;58;270;2.2;43.8;0;933;18.5;0.43;2.45;0.55
16/08/2015;5:00:00;21;2;4;6;51;276;2.6;50.5;0;933;17.9;0.5;1.7;0.9
16/08/2015;6:00:00;22;2;5;4;48;298;1.9;54.1;0;933;17.6;1.3;0.83;0.48
16/08/2015;7:00:00;19;3;5;6;41;291;1.7;62.2;0;933;16.3;1.7;1.4;1.05
16/08/2015;8:00:00;17;3;6;6;39;291;1.3;65.9;0;933;15.9;0.95;1.1;1.3
16/08/2015;9:00:00;16;3;6;7;38;278;1.5;67.6;0;933;16.8;0.75;1.38;0.73
16/08/2015;10:00:00;19;3;6;8;44;285;1.2;57.7;0;933;19;1.18;0.6;0.3
16/08/2015;11:00:00;17;2;8;8;51;151;1.1;44.9;0;933;21.7;2.28;1.38;0.88
16/08/2015;12:00:00;15;2;7;6;59;220;2;34.5;0;933;23.7;0.88;2.1;0.68
16/08/2015;13:00:00;16;2;4;3;64;270;2.9;29.5;0;933;25.1;2.3;1.45;0.45
16/08/2015;14:00:00;15;2;5;3;65;267;2.9;27.6;0;933;26.2;1.03;1.03;0.43
16/08/2015;15:00:00;15;2;3;2;64;289;3.7;29.4;0;932;26.6;0.53;0.85;0.28
16/08/2015;16:00:00;17;2;3;2;64;274;4.3;28.5;0;932;27.3;2.4;1.5;0.6
16/08/2015;17:00:00;9;2;3;2;71;274;4.3;28.7;0;931;27.8;0.48;1.53;0.73
16/08/2015;18:00:00;19;2;3;2;65;270;4.1;29.6;0;931;27.5;0.85;1.03;0.58
16/08/2015;19:00:00;16;2;4;2;55;272;4.6;33.1;0;931;26.5;1.23;0.45;1.03
16/08/2015;20:00:00;21;2;3;3;54;267;4.9;34.5;0;931;26.1;0.38;0.78;0.9
16/08/2015;21:00:00;14;2;4;2;53;288;4.1;36.4;0;931;25.7;1.13;1.7;0.83
16/08/2015;22:00:00;19;2;6;2;51;297;3.8;38.7;0;931;24.7;1.23;1.73;0.93
16/08/2015;23:00:00;18;2;6;2;52;311;2.7;41.2;0;932;23.9;0.8;1.78;0.25
16/08/2015;0:00:00;18;2;4;2;61;309;2.6;42.8;0;932;23.5;1.1;0.38;0.58
17/08/2015;1:00:00;9;2;5;3;63;294;1.7;43.1;0;932;23.3;1.25;0.93;0.85
17/08/2015;2:00:00;13;2;3;3;62;272;1.6;44.9;0;932;22.9;1.48;1;0.35
17/08/2015;3:00:00;12;2;3;3;48;291;2.4;50.1;0;932;22;0.38;2.38;0.55
17/08/2015;4:00:00;16;2;3;3;48;289;1.4;54.6;0;932;20.9;1.35;1.55;0.8
17/08/2015;5:00:00;11;2;3;4;50;291;1.7;57.1;0;932;20.3;1.45;3.18;0.98
17/08/2015;6:00:00;10;2;7;5;45;270;1.1;60.8;0;932;19.5;0.73;1.25;0.93
17/08/2015;7:00:00;13;2;5;4;44;266;1.9;65.9;0;932;18.8;1.65;1.93;0.8
17/08/2015;8:00:00;18;2;7;5;42;291;1.6;66.7;0;932;18.8;0.9;2.08;0.9
17/08/2015;9:00:00;22;2;10;5;39;288;2;66.8;0;932;18.7;0.88;0.75;0.65
17/08/2015;10:00:00;44;2;9;6;42;267;1.8;61.3;0;932;20;1.83;3.05;0.33
17/08/2015;11:00:00;39;2;7;6;51;267;1.8;50.1;0;932;22.5;1.13;1.33;0.73
17/08/2015;12:00:00;24;2;4;4;55;269;2.3;44.6;0;932;23.4;1.23;1.85;1.38
17/08/2015;13:00:00;23;2;3;3;59;274;2.9;39.6;0;932;24.5;2;1.38;0.58
17/08/2015;14:00:00;16;2;4;3;64;274;2.8;33.4;0;932;25.8;1.08;1.5;0.55
17/08/2015;15:00:00;11;2;3;2;71;285;3.6;28.9;0;931;27;1;1.03;0.63
17/08/2015;16:00:00;15;2;3;2;74;298;3.3;27.5;0;931;27.7;1.28;3.15;0.28
17/08/2015;17:00:00;11;2;4;3;74;270;4.6;26.4;0;930;28.2;1.03;0.95;0.88
17/08/2015;18:00:00;10;2;4;2;78;256;4;25.4;0;930;28.6;0.9;0.85;1.55
17/08/2015;19:00:00;15;2;4;2;81;295;3.6;24.8;0;930;28.6;1.5;0.58;0.68
17/08/2015;20:00:00;14;2;5;2;82;312;2.6;25.9;0;930;28.1;1.78;2.28;0.75
17/08/2015;21:00:00;24;2;5;2;84;320;2.6;27.2;0;930;27.2;1.55;1.35;1.08
17/08/2015;22:00:00;18;2;9;2;78;323;2.4;28.6;0;930;25.4;1.55;0.58;0.5
17/08/2015;23:00:00;31;2;11;2;76;311;2.3;30.7;0;931;24.7;1.03;1.18;0.48
17/08/2015;0:00:00;19;2;7;3;72;315;1.5;33.2;0;931;23.4;0.75;0.9;0.5
18/08/2015;1:00:00;14;2;10;3;68;297;1.5;35.6;0;931;22.3;2.53;2.85;0.58
18/08/2015;2:00:00;19;2;5;3;69;286;1.5;38.8;0;931;21;1.3;2.55;0.85
18/08/2015;3:00:00;20;2;5;4;70;279;2;42.1;0;930;20.4;0.9;1.48;1.3
18/08/2015;4:00:00;15;2;5;4;71;291;1.5;44.7;0;930;20.3;1.08;2.58;0.7
18/08/2015;5:00:00;13;2;6;6;63;120;0.3;51.2;0;930;18.1;0.85;0.73;0.75
18/08/2015;6:00:00;18;2;8;5;63;317;0.3;51.7;0;930;18.7;1.28;2.28;0.58
18/08/2015;7:00:00;14;2;33;9;31;8;0.4;56.2;0;930;17.4;0.8;1.05;0.6
18/08/2015;8:00:00;22;3;33;20;31;152;0.2;61.4;0;931;15.7;1.2;0.68;1.1
18/08/2015;9:00:00;30;3;30;15;31;251;0.4;52.6;0;931;18.4;2.23;1.63;0.5
18/08/2015;10:00:00;58;3;26;18;47;194;0.4;43.6;0;931;21.4;4.2;0.8;0.4
18/08/2015;11:00:00;59;2;15;9;70;278;1;33.7;0;931;24.5;1.93;1.98;0.58
18/08/2015;12:00:00;48;2;10;5;86;78;1.5;26.4;0;932;26.7;0.23;1.78;0.33
18/08/2015;13:00:00;23;2;7;3;90;185;2.3;23.1;0;932;27.7;0.7;0.83;0.58
18/08/2015;14:00:00;119;2;6;2;90;240;2.7;22;0;931;28.2;1.88;1.1;0.65
18/08/2015;15:00:00;22;2;5;2;94;266;3.2;19.4;0;931;29;2.25;0.68;1.2
18/08/2015;16:00:00;21;2;4;2;93;272;2.8;19.6;0;931;29.6;1.5;2.75;1.45
18/08/2015;17:00:00;17;2;4;2;95;266;2.9;17.5;0;931;30.3;0.38;1.05;0.58
18/08/2015;18:00:00;20;2;4;2;98;291;2.9;16.1;0;930;30.5;1.45;1.25;0.58
18/08/2015;19:00:00;10;2;4;2;99;319;2.3;17;0;930;30.7;1.45;2.23;0.73
18/08/2015;20:00:00;13;2;5;2;99;315;3.1;17.3;0;931;30;1.2;2.58;0.63
18/08/2015;21:00:00;31;2;6;2;100;335;2.9;17.7;0;931;28.7;0.4;1.33;1.13
18/08/2015;22:00:00;15;2;7;2;99;338;1.8;17.7;0;931;27;1.08;2.13;0.65
18/08/2015;23:00:00;37;2;8;2;95;345;1.4;18.4;0;932;25.9;1.2;1.65;0.3
18/08/2015;0:00:00;25;2;11;3;79;295;1.1;21.5;0;932;24.1;2;1.38;1.23
19/08/2015;1:00:00;23;2;26;4;62;297;0.9;23.5;0;933;23.2;1.08;1.65;0.78
19/08/2015;2:00:00;21;2;11;4;76;293;1.3;26.5;0;933;22.4;1.65;1.93;1.3
19/08/2015;3:00:00;18;2;9;3;78;313;1.5;27.7;0;933;21.9;1;1.25;0.48
19/08/2015;4:00:00;19;2;10;6;70;20;0.3;31.3;0;933;20;0.83;1.28;0.33
19/08/2015;5:00:00;16;2;9;6;76;346;0.3;31.7;0;933;19.8;1.65;0.55;1.08
19/08/2015;6:00:00;14;2;11;8;69;254;0.4;33.9;0;933;19.3;1.95;0.98;0.3
19/08/2015;7:00:00;12;2;29;8;47;230;0.5;36.7;0;933;18.4;1.88;1.65;1.18
19/08/2015;8:00:00;22;3;48;9;20;266;0.6;39.6;0;934;16.9;3.9;1.38;0.68
19/08/2015;9:00:00;37;2;47;14;20;87;0.4;36.3;0;934;18.5;5.93;1.43;0.75
19/08/2015;10:00:00;107;3;41;16;55;137;0.9;32.9;0;935;21.9;2.48;1.35;1.33
19/08/2015;11:00:00;81;3;16;7;81;136;1.7;31.8;0;935;24.9;5.08;1.9;1.08
19/08/2015;12:00:00;30;3;9;3;94;137;2.2;28.1;0;935;26.9;0.45;2.05;0.98
19/08/2015;13:00:00;24;2;8;3;99;179;2.6;24.4;0;935;28.4;2.08;1.23;0.53
19/08/2015;14:00:00;19;2;7;3;99;256;1.9;22.1;0;935;29.8;1.45;2.08;0.88
19/08/2015;15:00:00;27;2;4;2;108;285;2.3;20.8;0;935;30;1.43;1.18;1.23
19/08/2015;16:00:00;23;2;4;2;109;236;2.6;18.5;0;935;31.1;0.93;1.43;0.45
19/08/2015;17:00:00;22;2;5;2;108;123;2.6;16.6;0;934;32.6;1.48;1.8;0.88
19/08/2015;18:00:00;22;2;5;2;108;263;2.3;16.1;0;934;32.4;2.15;1.38;0.35
19/08/2015;19:00:00;22;2;5;2;109;245;2.8;16.7;0;934;32.1;0.53;1.6;0.95
19/08/2015;20:00:00;20;2;4;2;110;84;1.4;17.8;0;934;31.9;1.13;0.8;0.53
19/08/2015;21:00:00;21;2;7;2;111;315;1.3;16;0;934;31.3;1.5;1.28;0.95
19/08/2015;22:00:00;21;2;16;2;96;330;1.2;18.2;0;934;29.3;1.03;1.3;0.83
19/08/2015;23:00:00;22;2;18;3;88;331;0.9;20.9;0;935;27.4;3.15;1.05;0.4
19/08/2015;0:00:00;35;2;9;3;88;251;0.8;23.7;0;936;25.4;3.03;2.23;0.55
20/08/2015;1:00:00;30;2;15;3;88;315;1.5;23.2;0;936;25.9;1.43;0.8;0.48
20/08/2015;2:00:00;24;2;15;4;80;334;0.6;25.4;0;936;24.1;0.85;0.7;0.75
20/08/2015;3:00:00;22;2;14;4;77;302;1.4;27.7;0;936;23.5;0.73;2.18;0.3
20/08/2015;4:00:00;21;2;8;4;88;318;0.8;30.6;0;937;23.3;1.08;0.83;0.48
20/08/2015;5:00:00;25;2;6;4;84;301;1;33.4;0;937;22.2;2.1;0.63;0.83
20/08/2015;6:00:00;25;2;10;5;73;84;0.3;36.9;0;937;20.8;1.68;0.83;0.28
20/08/2015;7:00:00;26;2;23;6;54;95;0.3;40.5;0;937;19.5;1;0.4;0.35
20/08/2015;8:00:00;22;3;49;8;30;64;0.2;42;0;937;19.5;1.13;2.23;0.25
20/08/2015;9:00:00;33;3;44;7;39;205;0.8;39.5;0;938;20.8;5.03;2.5;0.78
20/08/2015;10:00:00;72;2;31;6;62;265;0.5;33.2;0;939;23.5;2.8;0.48;0.55
20/08/2015;11:00:00;118;2;16;6;92;107;0.5;27.7;0;939;26.9;3.25;3.23;0.48
20/08/2015;12:00:00;30;2;10;3;105;271;1;26.4;0;939;28.3;1.25;1.4;0.43
20/08/2015;13:00:00;32;3;8;3;106;212;1.9;24.2;0;939;30.1;0.9;3.2;0.55
20/08/2015;14:00:00;29;6;8;2;108;134;1.5;20.7;0;938;31.8;1.53;1.2;0.35
20/08/2015;15:00:00;27;6;8;3;103;156;2.8;19.8;0;938;32.4;1.43;0.63;1
20/08/2015;16:00:00;27;4;4;2;102;257;3;19.3;0;938;32.4;1.63;2.15;0.58
20/08/2015;17:00:00;22;3;5;2;104;133;1.2;20.7;0;937;32.4;2.1;1.58;0.93
20/08/2015;18:00:00;21;3;6;2;102;137;2;20.6;0;936;33.2;0.88;1.13;0.85
20/08/2015;19:00:00;28;27;10;3;105;130;1.4;20;0;936;33.6;1.43;0.93;0.5
20/08/2015;20:00:00;27;10;7;3;103;244;0.9;21.4;0;936;32.2;0.8;1.25;0.9
20/08/2015;21:00:00;23;2;14;3;90;271;0.4;22.1;0;936;31.6;2.33;1.6;1.18
20/08/2015;22:00:00;32;2;32;3;63;314;0.6;25.4;0;937;29.5;1.03;1.03;0.3
20/08/2015;23:00:00;34;2;32;3;57;317;1.7;27.4;0;937;28.1;1.18;2.43;2.15
20/08/2015;0:00:00;52;2;8;2;88;302;1.9;25.3;0;938;28.3;0.78;1.6;0.65
21/08/2015;1:00:00;36;2;10;4;83;293;1.2;29.6;0;938;27;2.33;0.6;0.7
21/08/2015;2:00:00;34;2;9;3;80;296;0.8;32.2;0;938;25.8;1.63;1.25;0.55
21/08/2015;3:00:00;39;3;10;3;71;307;0.9;35.1;0;938;24.5;1.83;0.53;0.25
21/08/2015;4:00:00;39;2;5;3;73;299;1.8;39.1;0;938;24.1;1.18;1.68;0.38
