Fecha;Hora;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP
17/08/2015;22:00:00;2;24;2;77;266;0.5;25.2;0;933;27.7
17/08/2015;23:00:00;2;8;2;86;39;1.8;44.3;0;935;24.2
17/08/2015;0:00:00;2;3;2;71;30;1.9;55.9;0;935;21.2
18/08/2015;1:00:00;2;3;2;67;32;1.8;57.7;0;935;19.9
18/08/2015;2:00:00;2;3;2;65;35;1.8;57.2;0;935;19.5
18/08/2015;3:00:00;2;2;2;64;28;1.3;57.6;0;935;19
18/08/2015;4:00:00;2;2;2;63;29;1;57.2;0;935;18.9
18/08/2015;5:00:00;2;3;2;62;27;1.3;58.3;0;935;18.7
18/08/2015;6:00:00;2;3;2;58;31;1;60.3;0;935;18.2
18/08/2015;7:00:00;2;6;2;55;30;1;61.6;0;935;17.7
18/08/2015;8:00:00;2;8;2;50;47;0.8;63;0;935;17.2
18/08/2015;9:00:00;2;15;8;43;43;0.8;60.6;0;936;18.2
18/08/2015;10:00:00;2;12;6;48;46;0.9;54.6;0;936;20.2
18/08/2015;11:00:00;2;13;7;53;40;0.7;49.8;0;936;22.8
18/08/2015;12:00:00;2;15;6;69;110;0.6;47.1;0;936;25.4
18/08/2015;13:00:00;2;7;2;92;340;0.9;39.2;0;936;27.2
18/08/2015;14:00:00;2;5;2;109;131;1.1;26.6;0;936;29
18/08/2015;15:00:00;2;4;2;112;244;1.3;22.3;0;936;30.4
18/08/2015;16:00:00;2;3;2;116;304;1.7;20.1;0;936;31
18/08/2015;17:00:00;2;5;2;135;222;1.6;19.1;0;935;31.5
18/08/2015;18:00:00;2;6;2;148;291;1.5;19.7;0;935;30.8
18/08/2015;19:00:00;2;7;2;153;20;0.5;19.1;0;935;31.3
18/08/2015;20:00:00;2;12;2;144;337;0.9;18.9;0;935;30.9
18/08/2015;21:00:00;2;10;2;116;7;1.2;19.8;0;935;29.5
18/08/2015;22:00:00;2;8;2;92;36;1.2;24.6;0;936;27.3
18/08/2015;23:00:00;2;7;2;87;38;1.5;30.4;0;937;24.9
18/08/2015;0:00:00;2;5;2;82;40;1.5;37.4;0;938;22.8
19/08/2015;1:00:00;2;4;2;77;32;1.8;41.5;0;939;21.1
19/08/2015;2:00:00;2;3;2;77;31;1.5;44.3;0;939;19.7
19/08/2015;3:00:00;2;3;2;76;34;1.4;46.9;0;939;18.7
19/08/2015;4:00:00;2;3;2;76;35;1.2;48.5;0;939;18.2
19/08/2015;5:00:00;2;3;2;74;30;1.1;49.6;0;939;17.8
19/08/2015;6:00:00;2;4;2;71;39;0.9;50.2;0;939;17.6
19/08/2015;7:00:00;2;6;2;68;40;0.8;51.3;0;940;17.3
19/08/2015;8:00:00;2;10;2;58;51;0.6;54.4;0;940;16.4
19/08/2015;9:00:00;2;10;2;60;41;0.8;52.1;0;940;17.3
19/08/2015;10:00:00;2;8;2;65;41;0.9;47.4;0;941;19.1
19/08/2015;11:00:00;2;8;2;67;40;0.6;44;0;941;21.4
19/08/2015;12:00:00;2;13;3;74;318;0.7;44.9;0;941;24.9
19/08/2015;13:00:00;2;22;5;72;161;0.9;42.2;0;941;26.7
19/08/2015;14:00:00;0;0;0;0;289;1.2;36.1;0;941;28.4
19/08/2015;15:00:00;0;0;0;0;182;1.6;30.6;0;940;30
19/08/2015;16:00:00;2;5;2;131;304;1.7;25.8;0;940;30.6
19/08/2015;17:00:00;2;5;2;139;216;1.7;23;0;940;31.4
19/08/2015;18:00:00;2;5;2;149;242;1.4;21.4;0;939;31.6
19/08/2015;19:00:00;2;7;2;150;145;1.3;20.4;0;939;32
19/08/2015;20:00:00;2;10;2;145;226;1.2;19.6;0;939;31.7
19/08/2015;21:00:00;2;19;2;133;135;0.9;21.1;0;939;30.3
19/08/2015;22:00:00;2;41;2;103;316;0.2;24.8;0;939;28.1
19/08/2015;23:00:00;2;60;2;59;181;0;28.6;0;940;26
19/08/2015;0:00:00;2;31;2;76;46;0.4;29;0;941;24.4
20/08/2015;1:00:00;2;9;2;88;45;0.7;25.1;0;941;23.9
20/08/2015;2:00:00;2;4;2;83;41;1.2;29.2;0;942;22.6
20/08/2015;3:00:00;2;5;2;77;41;0.9;32.6;0;942;21.5
20/08/2015;4:00:00;2;4;2;73;48;0.6;34.4;0;942;20.4
20/08/2015;5:00:00;2;4;2;68;39;0.5;36.4;0;943;19.5
20/08/2015;6:00:00;2;9;2;61;48;0.3;37.9;0;943;19.1
20/08/2015;7:00:00;2;15;2;54;51;0.2;43.6;0;943;18.9
20/08/2015;8:00:00;2;24;2;46;48;0.4;42.3;0;944;18.3
20/08/2015;9:00:00;2;13;2;56;47;0.5;43.2;0;944;19.5
20/08/2015;10:00:00;2;12;2;58;45;0.5;50;0;944;21.9
20/08/2015;11:00:00;2;7;2;71;40;0.4;52.5;0;944;24.8
20/08/2015;12:00:00;2;18;4;70;75;0.4;48.8;0;944;27.1
20/08/2015;13:00:00;2;25;6;78;316;0.7;41.7;0;944;29.3
20/08/2015;14:00:00;2;7;2;112;299;0.9;33.9;0;944;31.3
20/08/2015;15:00:00;2;6;2;133;317;1.5;26.6;0;943;32.7
20/08/2015;16:00:00;3;5;2;138;225;1.9;15.8;0;943;33.7
20/08/2015;17:00:00;2;5;2;151;216;1.9;14.4;0;942;34.4
20/08/2015;18:00:00;2;6;2;165;221;1.9;14.9;0;942;34
20/08/2015;19:00:00;2;9;2;174;244;1.2;15.4;0;942;34.2
20/08/2015;20:00:00;2;13;2;171;217;1.3;15;0;941;33.6
20/08/2015;21:00:00;2;32;2;138;206;0.7;14.5;0;941;32.6
20/08/2015;22:00:00;2;64;2;82;312;0;18.8;0;941;29.6
20/08/2015;23:00:00;2;99;6;22;5;0;23.2;0;942;27.3
20/08/2015;0:00:00;2;71;3;26;184;0;24.8;0;942;25.7
21/08/2015;1:00:00;2;35;2;67;61;0.8;26.8;0;942;24.5
21/08/2015;2:00:00;2;18;2;80;72;0.6;31.7;0;943;23.8
21/08/2015;3:00:00;2;10;2;84;24;0.3;33.8;0;943;24.1
21/08/2015;4:00:00;2;8;2;74;46;0.3;39.7;0;943;22.9
21/08/2015;5:00:00;2;8;2;67;48;0.4;42.2;0;943;21.6
21/08/2015;6:00:00;2;11;2;61;41;0.3;45.6;0;943;20.8
21/08/2015;7:00:00;2;20;2;47;44;0.2;51.1;0;943;20.5
21/08/2015;8:00:00;2;38;2;27;43;0.3;53.5;0;943;20.3
21/08/2015;9:00:00;2;26;2;41;48;0.3;53.9;0;943;21.2
21/08/2015;10:00:00;2;14;2;62;28;0.3;53.2;0;943;23.7
21/08/2015;11:00:00;2;7;2;82;40;0.4;50.7;0;943;26
21/08/2015;12:00:00;2;14;2;85;174;0.6;43.4;0;943;28.4
21/08/2015;13:00:00;2;15;2;91;332;1.1;37;0;943;30.3
21/08/2015;14:00:00;2;13;3;93;222;1.5;30.9;0;942;32.3
21/08/2015;15:00:00;2;9;2;103;207;1.7;28.4;0;942;32.5
21/08/2015;16:00:00;3;7;2;117;203;2.1;24.9;0;941;33.3
21/08/2015;17:00:00;2;16;3;113;190;2.8;23.9;0;940;32.3
21/08/2015;18:00:00;4;10;2;117;207;2.1;20.9;0;939;32
21/08/2015;19:00:00;3;9;2;115;218;2.2;19.5;0;939;33.1
21/08/2015;20:00:00;3;10;2;113;231;2.1;24.8;0;940;30.8
21/08/2015;21:00:00;2;6;2;119;354;2.6;31.4;0;941;26.7
21/08/2015;22:00:00;2;5;2;107;45;2.3;45.7;0;942;24.3
21/08/2015;23:00:00;2;5;2;104;43;2.1;50.8;0;942;22.9
21/08/2015;0:00:00;2;6;2;103;64;1.5;50.8;0;942;22.2
22/08/2015;1:00:00;2;5;2;106;47;1.2;47.7;0;942;22.4
22/08/2015;2:00:00;2;4;2;108;73;0.8;49.9;0;941;21.8
22/08/2015;3:00:00;2;5;2;97;75;0.9;54.2;0;941;21
22/08/2015;4:00:00;2;8;2;74;5;0.3;63.1;0;941;19.6
22/08/2015;5:00:00;2;10;2;73;13;1.8;69.7;2.6;941;19.1
22/08/2015;6:00:00;2;10;2;61;356;1.2;82.1;0;941;18.1
22/08/2015;7:00:00;2;10;3;65;41;0.6;80.5;0;940;18
22/08/2015;8:00:00;2;16;2;46;68;0.1;85.3;0;939;17.4
22/08/2015;9:00:00;2;15;2;55;90;0.5;74.8;0;939;18.7
22/08/2015;10:00:00;2;12;2;68;240;0.6;65;0;939;20.9
22/08/2015;11:00:00;2;8;2;89;313;0.7;48.9;0;938;24.1
22/08/2015;12:00:00;2;12;2;95;19;0.7;43.7;0;938;26.1
22/08/2015;13:00:00;2;11;2;102;176;1.4;38.8;0;938;27.7
22/08/2015;14:00:00;2;7;2;117;220;2.2;29.9;0;937;28.8
22/08/2015;15:00:00;2;6;2;126;251;2.3;25.8;0;936;30.1
22/08/2015;16:00:00;2;4;2;133;230;2.9;23.5;0;936;30.2
22/08/2015;17:00:00;3;4;2;139;244;2.7;22.4;0;935;30.8
22/08/2015;18:00:00;2;5;2;138;266;2.3;22.9;0;934;30.7
22/08/2015;19:00:00;2;5;2;138;277;2.3;22.8;0;934;30.2
22/08/2015;20:00:00;0;0;0;0;-9999;-9999;0;0;0;0
22/08/2015;21:00:00;0;0;0;0;-9999;-9999;0;0;0;0
22/08/2015;22:00:00;0;0;0;0;-9999;-9999;0;0;0;0
22/08/2015;23:00:00;0;0;0;0;-9999;-9999;0;0;0;0
22/08/2015;0:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;1:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;2:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;3:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;4:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;5:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;6:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;7:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;8:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;9:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;10:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;11:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;12:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;13:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;14:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;15:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;16:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;17:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;18:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;19:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;20:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;21:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;22:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;23:00:00;0;0;0;0;-9999;-9999;0;0;0;0
23/08/2015;0:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;1:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;2:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;3:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;4:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;5:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;6:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;7:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;8:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;9:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;10:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;11:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;12:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;13:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;14:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;15:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;16:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;17:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;18:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;19:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;20:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;21:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;22:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;23:00:00;0;0;0;0;-9999;-9999;0;0;0;0
24/08/2015;0:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;1:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;2:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;3:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;4:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;5:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;6:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;7:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;8:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;9:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;10:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;11:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;12:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;13:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;14:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;15:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;16:00:00;0;0;0;0;-9999;-9999;0;0;0;0
25/08/2015;17:00:00;2;5;2;135;158;1.3;17.3;0;941;29.3
25/08/2015;18:00:00;2;6;2;138;296;1;16.5;0;941;29.5
25/08/2015;19:00:00;2;7;2;139;318;1;16.4;0;940;29.6
25/08/2015;20:00:00;2;10;2;137;266;1;16.1;0;940;29.4
25/08/2015;21:00:00;2;19;2;123;310;0.6;17.9;0;940;27.7
25/08/2015;22:00:00;2;43;2;81;314;0.1;21.8;0;940;25.1
25/08/2015;23:00:00;2;84;6;30;118;0.1;25.4;0;940;23
25/08/2015;0:00:00;2;58;3;30;6;0;27.7;0;940;21.2
26/08/2015;1:00:00;2;49;2;36;44;0.2;31.1;0;940;19.8
26/08/2015;2:00:00;2;49;3;31;353;0.9;37.1;0;941;18.9
26/08/2015;3:00:00;2;43;2;51;287;0.6;51.4;0;940;20.7
26/08/2015;4:00:00;2;24;2;64;268;0.6;60.3;0;940;20.5
26/08/2015;5:00:00;2;7;2;83;68;0.6;62;0;940;20.1
26/08/2015;6:00:00;2;9;2;72;47;0.6;61.2;0;940;19
26/08/2015;7:00:00;2;19;2;46;47;0.4;59.8;0;940;16.4
26/08/2015;8:00:00;2;30;2;37;31;0.3;60.2;0;940;15.9
26/08/2015;9:00:00;2;29;4;35;45;0.5;59.1;0;940;17
26/08/2015;10:00:00;2;19;3;52;45;0.5;56;0;940;19.7
26/08/2015;11:00:00;2;10;2;77;178;0.4;51.5;0;940;23
26/08/2015;12:00:00;2;13;3;84;214;0.9;42.9;0;940;25.4
26/08/2015;13:00:00;2;7;2;99;245;1.7;35;0;940;27.2
26/08/2015;14:00:00;3;7;2;115;249;1.9;25.9;0;940;29.3
26/08/2015;15:00:00;3;6;2;125;276;2.2;20.9;0;939;30.5
26/08/2015;16:00:00;3;6;2;134;250;2.1;18.7;0;939;31.3
26/08/2015;17:00:00;2;6;2;140;233;2.3;16.5;0;938;31.8
26/08/2015;18:00:00;2;7;2;133;239;2.3;15.6;0;938;31.5
26/08/2015;19:00:00;2;10;2;133;261;2;15.8;0;938;30.6
26/08/2015;20:00:00;2;10;2;131;272;1.8;15.1;0;937;30.8
26/08/2015;21:00:00;2;14;2;116;270;1.4;16.4;0;937;28.8
26/08/2015;22:00:00;2;25;2;88;296;0.3;19.7;0;938;26.4
26/08/2015;23:00:00;2;35;2;68;229;0.4;21.8;0;938;25.3
26/08/2015;0:00:00;2;91;6;17;206;0.4;24.8;0;939;24.1
27/08/2015;1:00:00;2;41;2;41;6;0.1;28.8;0;939;22.2
27/08/2015;2:00:00;2;46;2;25;131;0;31.6;0;939;21.2
27/08/2015;3:00:00;2;30;2;34;30;0;34;0;939;19.5
27/08/2015;4:00:00;2;21;2;38;25;0.1;38.4;0;939;18.1
27/08/2015;5:00:00;2;21;2;36;4;0.3;41.4;0;939;16.7
27/08/2015;6:00:00;2;20;2;33;28;0.3;42.9;0;939;16.2
27/08/2015;7:00:00;2;24;2;29;24;0.3;45.7;0;939;15.4
27/08/2015;8:00:00;2;27;2;26;124;0.4;47.8;0;939;14.8
27/08/2015;9:00:00;2;36;8;21;28;0.3;44.9;0;940;16.3
27/08/2015;10:00:00;2;31;9;33;178;0.8;39.3;0;940;19.8
27/08/2015;11:00:00;2;29;10;52;247;1.1;38.7;0;940;23.3
27/08/2015;12:00:00;0;0;0;0;265;1.4;32.8;0;940;25.7
27/08/2015;13:00:00;0;0;0;0;228;2.2;29.2;0;940;26.8
27/08/2015;14:00:00;0;0;0;0;265;2.3;24;0;940;28.8
27/08/2015;15:00:00;0;0;0;0;233;2.3;21.3;0;939;30
27/08/2015;16:00:00;2;7;2;120;227;2.6;19;0;939;30.4
27/08/2015;17:00:00;2;7;2;122;230;2.8;16.8;0;938;31.1
27/08/2015;18:00:00;2;7;2;112;246;2.6;11.7;0;938;31.5
27/08/2015;19:00:00;2;9;2;117;240;2.5;12.4;0;938;31.1
27/08/2015;20:00:00;2;11;2;119;243;2.3;14.2;0;938;30.8
27/08/2015;21:00:00;2;17;2;106;242;1.5;15.2;0;938;29.3
27/08/2015;22:00:00;2;37;2;68;267;0.6;20;0;939;26.8
27/08/2015;23:00:00;2;56;4;34;0;0;24.5;0;939;24.6
27/08/2015;0:00:00;2;51;3;21;25;0;26.9;0;939;22.7
28/08/2015;1:00:00;2;44;8;15;94;0;29;0;939;21.3
28/08/2015;2:00:00;2;38;2;21;6;0;31.2;0;939;20.3
28/08/2015;3:00:00;2;24;2;36;37;0.3;33.1;0;939;18.8
28/08/2015;4:00:00;2;11;2;47;29;0.5;34.7;0;940;17.8
28/08/2015;5:00:00;2;10;2;48;32;0.4;37.1;0;940;16.9
28/08/2015;6:00:00;2;14;2;40;41;0.5;41.5;0;940;16
28/08/2015;7:00:00;2;20;2;33;41;0.5;43.2;0;940;15.4
28/08/2015;8:00:00;2;29;3;24;33;0.4;47;0;941;14.8
28/08/2015;9:00:00;2;22;3;36;39;0.5;43.2;0;941;16.4
28/08/2015;10:00:00;2;25;6;41;45;0.5;37.3;0;941;19.8
28/08/2015;11:00:00;2;14;2;54;27;0.5;31.1;0;941;23.7
28/08/2015;12:00:00;2;22;5;59;300;0.9;27.7;0;941;27.1
28/08/2015;13:00:00;3;14;3;80;252;1;23.2;0;941;29.5
28/08/2015;14:00:00;3;8;2;103;248;1.2;19;0;941;31.4
28/08/2015;15:00:00;2;7;2;116;275;1.8;17.9;0;941;32.5
28/08/2015;16:00:00;2;6;2;131;229;1.6;16.7;0;940;33.4
28/08/2015;17:00:00;2;6;2;142;294;1.3;15.3;0;940;34.3
28/08/2015;18:00:00;2;7;2;148;235;1.7;14.7;0;939;33.9
28/08/2015;19:00:00;2;11;2;141;286;1.4;14;0;939;33.1
28/08/2015;20:00:00;2;20;2;130;274;1.2;15.3;0;939;32.1
28/08/2015;21:00:00;2;26;2;112;321;0.4;17;0;938;30.9
28/08/2015;22:00:00;3;95;14;27;90;0;21.2;0;939;28.4
28/08/2015;23:00:00;2;72;5;27;6;0.1;23.4;0;939;25.9
28/08/2015;0:00:00;2;56;2;43;113;1;25.2;0;940;24.7
29/08/2015;1:00:00;2;38;2;59;181;0.1;28;0;940;24.4
29/08/2015;2:00:00;2;13;2;88;146;2.1;35;0;940;25.8
29/08/2015;3:00:00;2;7;2;86;16;0.3;38.5;0;940;24.7
29/08/2015;4:00:00;2;5;2;93;43;0.3;37.2;0;941;24.4
29/08/2015;5:00:00;2;2;2;101;131;1.2;33.7;0;941;24.4
29/08/2015;6:00:00;2;6;2;90;62;0.3;35.9;0;941;23.1
29/08/2015;7:00:00;2;9;2;74;51;0.5;42.5;0;941;21
29/08/2015;8:00:00;2;8;2;70;38;0.6;46.9;0;941;19.6
29/08/2015;9:00:00;2;8;2;65;41;0.5;46.4;0;942;20.1
29/08/2015;10:00:00;2;7;2;72;50;0.8;39.9;0;942;22.6
29/08/2015;11:00:00;2;7;2;88;43;0.6;31.6;0;942;25.8
29/08/2015;12:00:00;2;7;2;98;47;0.5;26.4;0;942;28.8
29/08/2015;13:00:00;3;21;3;92;283;1;23.7;0;942;30.8
29/08/2015;14:00:00;5;13;3;105;199;1.6;21.6;0;941;32.4
29/08/2015;15:00:00;3;5;2;122;221;1.3;20.1;0;940;33.9
29/08/2015;16:00:00;3;5;2;129;227;1.4;18.8;0;940;34.7
29/08/2015;17:00:00;5;15;3;115;178;2.2;17.5;0;939;34.8
29/08/2015;18:00:00;8;24;6;106;179;2.2;16.1;0;939;35
29/08/2015;19:00:00;6;12;2;116;183;2.2;16.1;0;938;34.8
29/08/2015;20:00:00;3;8;2;120;182;2.6;17.1;0;938;33.8
29/08/2015;21:00:00;3;14;2;108;182;2;19.2;0;938;32.1
29/08/2015;22:00:00;4;35;3;75;172;2.5;22.6;0;939;30.4
29/08/2015;23:00:00;5;18;2;95;154;2.3;26.2;0;939;28.8
29/08/2015;0:00:00;3;5;2;104;154;2.8;28.6;0;939;27.5
30/08/2015;1:00:00;2;5;2;103;95;0.9;30;0;940;26.3
30/08/2015;2:00:00;4;14;2;99;142;1.8;24.3;0;940;26.2
30/08/2015;3:00:00;3;4;2;106;134;1.2;21.6;0;941;25.7
30/08/2015;4:00:00;2;6;2;92;185;0.4;23.9;0;941;24.2
30/08/2015;5:00:00;2;6;2;87;107;0.5;29.3;0;940;22.5
30/08/2015;6:00:00;2;3;2;92;94;0.6;33.7;0;940;22.1
30/08/2015;7:00:00;2;6;2;77;44;0.1;35.9;0;940;21.1
30/08/2015;8:00:00;2;7;2;69;41;0.2;40.5;0;940;20.1
30/08/2015;9:00:00;2;8;2;71;40;0;42.8;0;941;21.1
30/08/2015;10:00:00;2;4;2;94;128;1.6;44.2;0;941;23.1
30/08/2015;11:00:00;2;2;2;93;46;0.4;42.2;0;941;24.7
30/08/2015;12:00:00;2;4;3;94;156;0.8;39.3;0;941;26.8
30/08/2015;13:00:00;2;15;4;85;202;1;35.3;0;941;28.8
30/08/2015;14:00:00;2;5;2;96;234;1.5;30.9;0;940;31
30/08/2015;15:00:00;2;5;2;99;209;1.3;27.7;0;940;32.7
30/08/2015;16:00:00;3;6;2;103;197;1.5;23.6;0;939;34.3
30/08/2015;17:00:00;4;6;2;106;197;1.9;20.5;0;938;35.2
30/08/2015;18:00:00;4;8;3;101;223;1.3;18.5;0;937;35.7
30/08/2015;19:00:00;5;19;3;88;186;1.8;19.5;0;936;34.5
30/08/2015;20:00:00;3;10;2;85;228;4.3;46.3;6.31;939;27
30/08/2015;21:00:00;2;9;2;54;318;2.2;96.7;5.93;940;19.9
30/08/2015;22:00:00;2;14;2;41;55;0.3;93.2;0;940;20.3
30/08/2015;23:00:00;2;9;2;49;94;1;73.1;0;941;21
30/08/2015;0:00:00;2;6;2;54;17;0.7;67.6;0;941;20.9
31/08/2015;1:00:00;2;4;2;68;22;0.8;59.4;0;940;21.3
31/08/2015;2:00:00;2;8;2;71;21;0.2;59.1;0;940;21.1
31/08/2015;3:00:00;2;7;2;61;25;0.2;65.2;0.37;939;20.2
31/08/2015;4:00:00;2;11;2;42;31;0.2;75.2;0;939;19
31/08/2015;5:00:00;2;10;2;32;39;0.2;81;0;939;18.3
31/08/2015;6:00:00;2;12;2;23;50;0.1;84.7;0;939;17.8
31/08/2015;7:00:00;2;20;3;17;47;0.1;85.4;0;938;17.4
31/08/2015;8:00:00;2;22;3;13;44;0.2;86.1;0;939;17
31/08/2015;9:00:00;2;21;5;15;38;0.2;83.4;0;939;17.6
31/08/2015;10:00:00;2;17;5;25;45;0.3;73.2;0;939;19.8
31/08/2015;11:00:00;2;23;7;35;305;0.6;58.9;0;939;22.8
31/08/2015;12:00:00;2;21;6;46;251;0.6;55.6;0;940;24.2
31/08/2015;13:00:00;2;20;4;65;233;1.2;49.9;0;940;25.3
31/08/2015;14:00:00;2;21;4;78;213;1.3;49.9;0;940;26.2
31/08/2015;15:00:00;2;18;2;88;250;1.4;48.8;0;939;26.4
31/08/2015;16:00:00;2;14;2;102;239;1.9;45.6;0;939;26.9
31/08/2015;17:00:00;2;9;2;116;270;1.4;39.9;0;938;27.8
31/08/2015;18:00:00;2;15;2;109;291;1.3;40.5;0;938;27.2
31/08/2015;19:00:00;2;23;3;78;137;1.5;67.9;2.23;938;21.7
31/08/2015;20:00:00;2;26;2;62;108;0.4;70.5;0;938;21
31/08/2015;21:00:00;2;35;2;54;88;0.4;68.1;0;938;21.1
31/08/2015;22:00:00;2;49;2;23;25;0;78.1;0;938;19.9
31/08/2015;23:00:00;2;36;2;33;50;0.2;77.1;0;939;19.1
31/08/2015;0:00:00;2;27;2;36;68;0.2;78;0;939;18.2
13/02/2015;1:00:00;2.25;5;5.5;12.5;n;n;92.2;0;943.75;2.8
13/02/2015;2:00:00;2.5;5.5;8.25;5.5;n;n;95.55;0;943;1.775
13/02/2015;3:00:00;2;3.75;5.75;7.75;n;n;98.725;0;943;1.175
13/02/2015;4:00:00;2;3.25;5.25;8;n;n;100;0;943;0.8
13/02/2015;5:00:00;2;3.5;5;6.5;n;n;100;0;943;0.8
13/02/2015;6:00:00;2;2.5;6;7.25;n;n;100;0;943;0.9
13/02/2015;7:00:00;3.25;4.5;12;2.5;n;n;100;0;943;1.275
13/02/2015;8:00:00;4;4;18.75;1.75;n;n;100;0;943;1.325
13/02/2015;9:00:00;5.5;8.75;26.5;1.25;n;n;100;0;944;1.725
13/02/2015;10:00:00;6.5;9.5;30.25;2.5;n;n;99.55;0;944;2.9
13/02/2015;11:00:00;6;5.5;10;21.75;n;n;96.9;0;944;3.725
13/02/2015;12:00:00;5.25;2;6.75;37.25;n;n;86.95;0;944;5.325
13/02/2015;13:00:00;6.75;4.75;10.75;34.5;n;n;74.7;0;944;7.45
13/02/2015;14:00:00;5.25;4.25;9;46;n;n;62.45;0;943.5;9.4
13/02/2015;15:00:00;5;7;9.25;47.5;n;n;55.175;0;942.5;10.275
13/02/2015;16:00:00;3.5;2.75;4.75;70;n;n;45.65;0;942;11.375
13/02/2015;17:00:00;3;3.5;4;67.75;n;n;45.3;0;942;10.575
13/02/2015;18:00:00;3;4.75;4.75;66.75;n;n;46.35;0;941.75;10.625
13/02/2015;19:00:00;3;4.75;4.25;63;n;n;51.125;0;942;9.925
13/02/2015;20:00:00;3;6.75;6.75;45.25;n;n;57.45;0;942;9.225
13/02/2015;21:00:00;3.75;6.5;7;35.5;n;n;61.725;0;942;8.575
13/02/2015;22:00:00;3.25;7.25;6;41.25;n;n;63.825;0;942;8.1
13/02/2015;23:00:00;3;4.5;4.25;50;n;n;68.875;0;942;7.325
13/02/2015;0:00:00;3;2.5;3.25;56.25;n;n;71.975;0;942;7.1
