Fecha;Hora;SO2;NO;NO2;PM10;O3;dd;vv;TMP;PRB
22/02/2015;12:00:00;1;1.6;0;4;90;111;3.5;11.0;1006
22/02/2015;13:00:00;1;1.1;0;4;90;137;3.3;11.2;1006
22/02/2015;14:00:00;0;1.1;0;4;91;185;2.9;11.3;1006
22/02/2015;15:00:00;1;1.1;1;4;92;267;3.7;11.7;1006
22/02/2015;16:00:00;1;1.1;2;5;93;299;3.9;12.0;1007
22/02/2015;17:00:00;0;1.1;1;6;93;114;3.6;11.5;1008
22/02/2015;18:00:00;0;1.1;0;7;93;59;4.2;11.2;1009
22/02/2015;19:00:00;0;1.1;0;8;92;54;2.9;10.5;1010
22/02/2015;20:00:00;1;2.2;0;9;92;55;2.1;10.4;1011
22/02/2015;21:00:00;1;2.5;1;11;89;59;0.8;10.0;1011
22/02/2015;22:00:00;2;4.4;15;14;68;168;1.0;9.0;1012
22/02/2015;23:00:00;5;4.5;25;17;48;249;0.8;8.0;1012
22/02/2015;0:00:00;6;7.5;30;20;38;287;0.9;6.7;1012
23/02/2015;1:00:00;7;5.9;27;22;37;206;1.0;6.0;1013
23/02/2015;2:00:00;5;4.5;18;20;50;269;1.8;6.2;1012
23/02/2015;3:00:00;5;6.2;26;19;44;260;2.2;6.6;1012
23/02/2015;4:00:00;4;4.2;23;19;45;251;1.8;7.0;1011
23/02/2015;5:00:00;4;4.5;30;18;38;161;0.4;6.3;1011
23/02/2015;6:00:00;4;6.2;42;17;37;267;1.0;7.5;1011
23/02/2015;7:00:00;7;11.2;49;16;40;187;0.7;8.3;1011
23/02/2015;8:00:00;12;10.7;49;16;44;281;1.2;9.0;1010
23/02/2015;9:00:00;4;10.0;42;14;49;236;1.4;10.1;1011
23/02/2015;10:00:00;5;7.7;32;13;58;248;0.7;11.4;1011
23/02/2015;11:00:00;5;9.7;26;11;58;213;1.0;14.2;1011
23/02/2015;12:00:00;17;7.3;19;10;57;306;2.3;17.7;1010
23/02/2015;13:00:00;23;6.5;18;10;58;306;3.1;18.8;1010
23/02/2015;14:00:00;15;1.9;8;10;64;302;2.8;18.8;1010
23/02/2015;15:00:00;4;0.2;3;9;70;133;1.7;18.8;1009
23/02/2015;16:00:00;3;7.2;24;11;61;208;1.7;19.4;1008
23/02/2015;17:00:00;2;0.0;8;11;66;113;1.4;17.3;1008
23/02/2015;18:00:00;4;22.4;52;22;41;261;2.6;17.3;1008
23/02/2015;19:00:00;8;17.6;47;27;45;267;3.0;16.1;1008
23/02/2015;20:00:00;6;10.4;49;31;37;265;1.5;14.3;1008
23/02/2015;21:00:00;5;2.0;27;27;45;143;0.7;13.3;1008
23/02/2015;22:00:00;5;2.2;20;29;45;250;2.3;12.9;1008
23/02/2015;23:00:00;5;3.1;21;29;40;255;1.7;12.5;1008
23/02/2015;0:00:00;5;2.1;19;27;42;194;1.2;12.5;1007
24/02/2015;1:00:00;5;1.9;10;22;53;281;3.9;13.2;1007
24/02/2015;2:00:00;2;1.3;1;19;82;198;3.2;11.9;1008
24/02/2015;3:00:00;1;2.1;0;21;89;66;3.7;10.7;1009
24/02/2015;4:00:00;1;2.4;0;20;90;66;3.0;9.2;1011
24/02/2015;5:00:00;1;2.4;0;18;87;69;1.1;9.3;1011
24/02/2015;6:00:00;1;2.6;3;17;78;55;0.4;9.2;1012
24/02/2015;7:00:00;13;28.5;65;17;37;310;1.0;9.3;1013
24/02/2015;8:00:00;10;6.4;26;15;64;293;3.0;9.9;1013
24/02/2015;9:00:00;10;5.9;13;14;73;315;7.1;11.3;1013
24/02/2015;10:00:00;19;8.8;20;15;71;314;5.3;11.8;1014
24/02/2015;11:00:00;16;5.0;11;12;76;313;5.8;12.0;1015
24/02/2015;12:00:00;18;6.6;16;13;76;310;5.5;12.5;1016
24/02/2015;13:00:00;13;3.2;9;13;70;310;5.6;12.8;1016
24/02/2015;14:00:00;19;23.4;44;7;90;308;5.6;13.2;1016
24/02/2015;15:00:00;5;0.8;5;5;84;308;6.0;13.5;1015
24/02/2015;16:00:00;4;1.8;7;5;85;311;6.1;13.5;1015
24/02/2015;17:00:00;3;1.2;4;4;87;314;6.7;13.1;1015
24/02/2015;18:00:00;3;1.5;6;4;86;316;6.3;12.9;1015
24/02/2015;19:00:00;3;2.0;7;4;84;312;6.7;12.4;1015
24/02/2015;20:00:00;2;1.5;5;4;85;310;6.5;12.3;1015
24/02/2015;21:00:00;2;1.4;3;4;84;306;6.2;12.1;1015
24/02/2015;22:00:00;2;1.6;3;4;82;314;5.4;11.9;1016
24/02/2015;23:00:00;2;1.6;2;5;82;310;5.1;11.6;1016
24/02/2015;0:00:00;1;1.5;4;5;80;312;4.7;11.3;1016
25/02/2015;1:00:00;1;1.7;3;4;80;303;3.9;11.2;1017
25/02/2015;2:00:00;1;1.2;3;4;80;304;4.3;11.0;1017
25/02/2015;3:00:00;1;1.2;2;4;80;314;5.4;10.7;1017
25/02/2015;4:00:00;1;1.2;1;4;81;313;5.1;10.5;1016
25/02/2015;5:00:00;1;1.5;1;4;82;320;4.6;10.3;1016
25/02/2015;6:00:00;1;1.4;0;4;83;311;4.4;10.3;1016
25/02/2015;7:00:00;3;2.7;4;4;80;310;5.1;10.4;1016
25/02/2015;8:00:00;5;3.0;7;4;78;303;5.3;10.7;1016
25/02/2015;9:00:00;2;2.6;8;4;78;265;4.0;11.3;1016
25/02/2015;10:00:00;1;2.4;5;4;81;230;3.8;12.3;1016
25/02/2015;11:00:00;1;2.2;6;4;79;277;4.1;12.9;1017
25/02/2015;12:00:00;3;2.1;7;5;80;300;5.0;13.6;1017
25/02/2015;13:00:00;2;1.0;7;6;80;289;4.8;13.6;1017
25/02/2015;14:00:00;3;1.1;7;7;82;304;5.0;13.7;1016
25/02/2015;15:00:00;3;1.2;7;8;81;304;4.3;13.5;1016
25/02/2015;16:00:00;2;1.2;8;9;82;310;4.2;13.5;1016
25/02/2015;17:00:00;2;1.2;8;9;79;310;3.8;13.7;1015
25/02/2015;18:00:00;2;0.6;9;9;80;307;3.2;14.4;1015
25/02/2015;19:00:00;3;0.6;15;10;74;315;1.9;13.4;1016
25/02/2015;20:00:00;4;1.0;14;12;76;212;1.0;13.3;1016
25/02/2015;21:00:00;4;1.1;7;13;80;68;0.2;13.0;1016
25/02/2015;22:00:00;1;1.1;2;12;85;62;1.2;13.4;1016
25/02/2015;23:00:00;0;0.9;3;11;83;65;1.6;12.6;1016
25/02/2015;0:00:00;0;1.1;2;12;76;69;0.6;12.2;1017
26/02/2015;1:00:00;1;1.1;3;13;74;113;1.1;11.6;1016
26/02/2015;2:00:00;0;1.1;0;11;83;93;3.0;12.8;1016
26/02/2015;3:00:00;1;1.1;0;11;83;78;4.0;13.4;1016
26/02/2015;4:00:00;1;1.1;0;11;83;83;3.0;13.6;1016
26/02/2015;5:00:00;1;1.1;1;11;80;94;3.7;13.4;1016
26/02/2015;6:00:00;1;1.1;4;10;77;77;3.7;13.6;1016
26/02/2015;7:00:00;1;1.1;2;9;79;72;3.2;13.0;1017
26/02/2015;8:00:00;0;1.1;2;10;77;62;2.7;12.7;1017
26/02/2015;9:00:00;0;1.1;2;10;78;59;3.3;13.4;1018
26/02/2015;10:00:00;1;1.0;2;10;76;64;2.6;13.5;1018
26/02/2015;11:00:00;0;0.5;1;11;76;68;2.7;13.1;1018
26/02/2015;12:00:00;0;0.7;1;11;76;73;2.8;12.7;1018
26/02/2015;13:00:00;0;0.9;1;10;76;73;2.1;13.2;1018
26/02/2015;14:00:00;0;0.6;1;10;78;69;2.0;13.5;1018
26/02/2015;15:00:00;0;0.7;2;11;77;69;1.6;13.3;1017
26/02/2015;16:00:00;1;1.8;10;11;69;197;0.5;13.4;1017
26/02/2015;17:00:00;1;0.8;7;8;67;106;0.3;13.3;1017
26/02/2015;18:00:00;3;7.6;42;8;42;276;0.7;12.9;1017
26/02/2015;19:00:00;2;2.2;24;10;49;257;1.1;12.6;1017
26/02/2015;20:00:00;2;2.6;22;13;46;250;1.0;12.3;1017
26/02/2015;21:00:00;4;3.0;30;15;37;228;0.5;11.9;1017
26/02/2015;22:00:00;9;2.6;33;14;29;302;0.3;11.6;1017
26/02/2015;23:00:00;5;3.6;31;12;31;281;0.4;11.5;1017
26/02/2015;0:00:00;10;6.4;44;16;17;244;0.3;11.4;1016
27/02/2015;1:00:00;10;2.4;35;17;19;127;0.3;11.3;1016
27/02/2015;2:00:00;7;3.3;18;16;30;296;0.4;11.3;1016
27/02/2015;3:00:00;5;1.7;18;15;33;264;1.8;11.5;1015
27/02/2015;4:00:00;4;1.5;14;14;30;249;1.0;11.4;1014
27/02/2015;5:00:00;3;1.4;12;14;37;235;1.6;11.4;1013
27/02/2015;6:00:00;5;7.2;21;13;32;232;1.0;11.3;1013
27/02/2015;7:00:00;4;4.7;23;12;36;262;0.7;11.4;1012
27/02/2015;8:00:00;4;3.5;27;12;32;227;0.3;11.4;1012
27/02/2015;9:00:00;2;4.3;27;13;29;294;0.3;11.4;1012
27/02/2015;10:00:00;4;6.1;29;11;30;190;1.0;11.7;1012
27/02/2015;11:00:00;22;27.8;44;11;54;310;2.4;12.5;1012
27/02/2015;12:00:00;30;10.5;43;18;64;313;2.9;11.7;1012
27/02/2015;13:00:00;6;1.6;8;16;84;131;3.9;10.1;1013
27/02/2015;14:00:00;2;1.5;3;18;90;72;3.7;9.0;1014
27/02/2015;15:00:00;1;1.5;1;18;91;70;3.9;8.6;1015
27/02/2015;16:00:00;1;2.1;1;13;95;68;4.1;8.3;1016
27/02/2015;17:00:00;1;2.5;1;11;93;68;2.7;8.4;1016
27/02/2015;18:00:00;1;1.9;1;13;88;58;2.1;9.5;1016
27/02/2015;19:00:00;0;1.2;1;14;90;62;3.1;10.7;1017
27/02/2015;20:00:00;0;1.3;1;13;92;62;3.7;11.0;1018
27/02/2015;21:00:00;0;1.5;1;14;92;64;4.1;11.2;1018
27/02/2015;22:00:00;0;1.6;0;16;93;62;4.4;10.9;1019
27/02/2015;23:00:00;0;1.5;1;18;91;64;3.4;10.6;1020
27/02/2015;0:00:00;0;1.5;0;20;90;60;3.3;10.5;1020
28/02/2015;1:00:00;0;1.3;0;20;88;79;1.3;10.5;1020
28/02/2015;2:00:00;1;1.2;1;21;77;154;1.1;10.1;1020
28/02/2015;3:00:00;2;1.0;3;24;57;196;0.9;8.6;1020
28/02/2015;4:00:00;2;1.3;5;24;52;232;0.8;8.0;1020
28/02/2015;5:00:00;1;1.3;8;24;54;232;1.1;8.3;1020
28/02/2015;6:00:00;1;1.5;10;23;53;240;0.7;8.4;1020
28/02/2015;7:00:00;2;1.4;8;23;48;219;0.7;7.4;1020
28/02/2015;8:00:00;2;2.1;15;21;44;276;0.3;7.2;1020
28/02/2015;9:00:00;2;4.1;14;21;50;237;0.8;7.4;1021
28/02/2015;10:00:00;0;2.8;8;19;55;189;1.0;8.5;1021
28/02/2015;11:00:00;0;2.5;10;18;65;187;0.7;10.1;1021
28/02/2015;12:00:00;0;1.9;11;17;67;168;1.4;11.8;1021
28/02/2015;13:00:00;1;0.5;7;17;78;198;1.1;12.7;1021
28/02/2015;14:00:00;2;1.6;9;13;85;307;1.9;14.6;1020
28/02/2015;15:00:00;4;0.5;8;12;87;274;1.6;14.5;1020
28/02/2015;16:00:00;2;0.0;1;11;93;314;3.3;14.2;1019
28/02/2015;17:00:00;2;0.0;2;12;93;310;3.4;13.6;1019
28/02/2015;18:00:00;2;0.0;4;13;91;312;3.3;12.0;1019
28/02/2015;19:00:00;3;0.1;8;14;85;248;1.5;11.2;1020
28/02/2015;20:00:00;4;0.9;9;14;75;81;0.5;10.3;1020
28/02/2015;21:00:00;5;1.1;10;17;66;268;0.5;9.9;1021
28/02/2015;22:00:00;9;1.2;16;29;52;196;0.3;9.1;1021
28/02/2015;23:00:00;11;1.3;23;34;44;171;0.5;9.0;1021
28/02/2015;0:00:00;9;1.4;15;22;49;217;0.4;8.7;1021
01/03/2015;1:00:00;9;1.7;14;25;41;148;0.1;7.6;1021
01/03/2015;2:00:00;9;2.0;18;29;43;150;0.8;7.9;1021
01/03/2015;3:00:00;7;1.3;11;23;52;221;0.6;8.7;1021
01/03/2015;4:00:00;6;1.2;11;21;50;224;0.2;8.3;1020
01/03/2015;5:00:00;6;1.5;10;21;43;188;0.1;7.7;1020
01/03/2015;6:00:00;6;1.4;10;21;42;178;0.5;8.0;1020
01/03/2015;7:00:00;7;1.5;15;20;31;85;0.0;7.8;1021
01/03/2015;8:00:00;7;1.4;18;18;35;138;0.3;7.9;1021
01/03/2015;9:00:00;4;1.4;8;16;45;199;0.5;8.5;1022
01/03/2015;10:00:00;4;2.7;10;16;50;213;0.5;9.6;1022
01/03/2015;11:00:00;2;0.8;6;15;61;192;0.6;11.7;1022
01/03/2015;12:00:00;2;0.4;6;13;71;190;1.0;13.8;1022
01/03/2015;13:00:00;1;0.0;4;11;81;226;1.7;15.3;1021
01/03/2015;14:00:00;2;1.4;7;9;80;252;3.0;17.3;1021
01/03/2015;15:00:00;2;1.4;8;11;81;249;3.2;17.1;1020
01/03/2015;16:00:00;1;0.0;4;11;86;242;3.0;17.4;1020
01/03/2015;17:00:00;1;0.1;5;10;88;244;3.0;17.7;1019
01/03/2015;18:00:00;1;0.0;5;11;85;228;3.3;16.7;1019
01/03/2015;19:00:00;2;0.7;6;11;81;224;3.4;15.6;1020
01/03/2015;20:00:00;2;0.0;6;10;79;223;2.1;14.8;1020
01/03/2015;21:00:00;2;0.0;6;11;75;139;0.2;13.6;1021
01/03/2015;22:00:00;2;0.2;8;14;71;225;1.0;13.0;1021
01/03/2015;23:00:00;2;0.4;8;14;71;234;1.2;12.8;1021
01/03/2015;0:00:00;2;0.8;4;15;80;257;1.5;12.9;1021
02/03/2015;1:00:00;2;0.9;5;17;76;133;1.0;12.3;1020
02/03/2015;2:00:00;1;0.8;4;17;74;224;2.4;12.5;1020
02/03/2015;3:00:00;1;0.5;3;14;71;222;2.8;12.5;1020
02/03/2015;4:00:00;1;0.7;2;12;68;218;2.4;12.4;1019
02/03/2015;5:00:00;1;0.9;3;13;68;223;2.0;12.5;1019
02/03/2015;6:00:00;1;1.4;7;18;60;208;1.2;12.3;1019
02/03/2015;7:00:00;1;0.8;10;18;52;171;0.9;12.0;1019
02/03/2015;8:00:00;2;1.1;12;17;50;173;1.7;12.2;1019
02/03/2015;9:00:00;1;1.7;11;14;47;175;1.5;12.9;1020
02/03/2015;10:00:00;2;2.7;14;13;43;188;0.8;14.3;1020
02/03/2015;11:00:00;2;3.4;17;13;46;193;1.3;16.7;1020
02/03/2015;12:00:00;3;3.8;17;13;50;229;2.1;18.1;1020
02/03/2015;13:00:00;2;2.5;15;16;58;237;1.8;19.3;1020
02/03/2015;14:00:00;1;0.0;6;16;69;159;0.9;21.4;1020
02/03/2015;15:00:00;1;2.3;17;18;64;215;1.7;21.6;1019
02/03/2015;16:00:00;4;5.0;22;16;60;161;2.0;21.3;1019
02/03/2015;17:00:00;3;0.1;10;15;68;111;1.6;21.2;1019
02/03/2015;18:00:00;3;0.0;12;16;68;114;1.1;20.3;1019
02/03/2015;19:00:00;3;0.0;9;17;65;121;0.9;18.2;1020
02/03/2015;20:00:00;4;0.0;9;21;60;143;0.8;15.9;1021
02/03/2015;21:00:00;2;0.0;13;25;50;153;0.7;15.2;1021
02/03/2015;22:00:00;3;0.0;14;28;45;198;0.4;14.6;1022
02/03/2015;23:00:00;3;0.0;12;25;45;176;0.3;14.1;1022
02/03/2015;0:00:00;3;0.1;11;22;43;119;0.7;14.0;1023
03/03/2015;1:00:00;5;0.2;8;23;36;142;0.2;13.6;1023
03/03/2015;2:00:00;6;0.1;11;26;32;109;0.2;13.3;1023
03/03/2015;3:00:00;1;0.0;3;18;68;78;1.6;14.1;1023
03/03/2015;4:00:00;2;0.0;3;17;66;150;0.9;14.3;1023
03/03/2015;5:00:00;2;0.0;3;18;55;135;0.8;13.1;1023
03/03/2015;6:00:00;2;0.0;2;17;49;108;0.7;12.4;1023
03/03/2015;7:00:00;1;0.1;2;15;53;57;1.1;12.2;1023
03/03/2015;8:00:00;8;23.2;35;14;28;194;0.3;11.9;1023
03/03/2015;9:00:00;6;7.9;22;12;60;113;1.4;13.5;1024
03/03/2015;10:00:00;2;0.2;3;10;75;115;2.0;17.4;1025
03/03/2015;11:00:00;0;0.0;2;11;78;114;2.0;18.0;1025
03/03/2015;12:00:00;0;0.0;2;11;80;114;2.3;18.1;1025
03/03/2015;13:00:00;0;0.0;2;10;82;114;2.5;18.0;1025
03/03/2015;14:00:00;0;0.0;1;8;85;112;3.0;18.4;1024
03/03/2015;15:00:00;0;0.1;2;6;84;111;3.4;17.9;1023
03/03/2015;16:00:00;0;0.0;0;6;84;109;3.2;17.0;1023
03/03/2015;17:00:00;0;0.0;4;6;78;110;2.5;16.3;1023
03/03/2015;18:00:00;0;0.0;2;6;78;113;2.1;16.9;1023
03/03/2015;19:00:00;0;0.0;4;9;72;121;1.1;15.3;1023
03/03/2015;20:00:00;1;0.1;6;15;70;188;1.6;14.6;1023
03/03/2015;21:00:00;2;0.0;4;19;67;201;1.3;13.9;1023
03/03/2015;22:00:00;1;0.0;5;16;67;223;1.0;13.6;1024
03/03/2015;23:00:00;2;0.0;6;18;66;202;1.4;13.4;1024
03/03/2015;0:00:00;3;0.1;6;21;58;173;1.2;13.0;1023
04/03/2015;1:00:00;3;0.3;5;20;53;233;1.4;12.6;1024
04/03/2015;2:00:00;2;0.4;4;19;51;195;0.9;12.1;1023
04/03/2015;3:00:00;2;0.0;4;19;51;207;1.3;12.0;1023
04/03/2015;4:00:00;2;0.0;6;17;42;220;1.5;11.3;1022
04/03/2015;5:00:00;4;0.6;13;23;27;207;0.4;11.4;1022
04/03/2015;6:00:00;4;0.1;9;20;29;104;0.4;11.5;1022
04/03/2015;7:00:00;4;1.1;13;16;23;250;0.7;11.5;1022
04/03/2015;8:00:00;4;0.9;13;15;23;213;1.2;11.2;1022
04/03/2015;9:00:00;4;2.4;12;15;25;210;0.3;11.2;1022
04/03/2015;10:00:00;4;2.8;10;15;26;193;0.4;11.8;1023
04/03/2015;11:00:00;2;0.2;8;8;62;118;1.4;13.3;1023
04/03/2015;12:00:00;1;0.0;4;6;74;79;1.8;13.8;1023
04/03/2015;13:00:00;1;0.0;3;7;80;67;2.4;13.3;1023
04/03/2015;14:00:00;0;0.0;3;8;76;71;2.4;12.9;1023
04/03/2015;15:00:00;1;0.0;3;11;79;58;3.5;11.8;1023
04/03/2015;16:00:00;0;0.0;1;13;94;60;5.3;10.9;1024
04/03/2015;17:00:00;0;0.5;2;14;91;61;4.6;9.4;1025
04/03/2015;18:00:00;0;1.0;2;15;89;61;4.8;8.9;1025
04/03/2015;19:00:00;0;1.1;1;13;95;61;5.7;8.5;1026
04/03/2015;20:00:00;0;1.0;1;11;95;62;5.1;8.4;1026
04/03/2015;21:00:00;1;1.0;3;9;90;144;2.0;7.5;1026
04/03/2015;22:00:00;3;1.1;13;10;71;107;0.9;7.6;1026
04/03/2015;23:00:00;2;1.3;7;9;82;162;2.0;8.8;1026
04/03/2015;0:00:00;1;0.7;4;6;88;278;2.5;10.2;1026
05/03/2015;1:00:00;2;4.0;24;9;66;313;1.1;8.6;1026
05/03/2015;2:00:00;2;3.1;18;8;72;291;3.1;9.9;1026
05/03/2015;3:00:00;1;0.7;2;7;84;280;4.5;10.7;1025
05/03/2015;4:00:00;0;0.8;1;7;85;286;5.3;10.6;1025
05/03/2015;5:00:00;0;0.7;1;7;85;289;5.0;10.4;1024
05/03/2015;6:00:00;1;1.0;1;7;86;231;4.4;10.4;1024
05/03/2015;7:00:00;1;0.9;2;7;85;228;4.5;10.3;1024
05/03/2015;8:00:00;0;0.6;2;7;86;205;3.8;10.4;1025
05/03/2015;9:00:00;1;1.0;5;8;84;197;3.7;10.7;1025
05/03/2015;10:00:00;1;0.6;1;8;88;85;4.4;11.1;1026
05/03/2015;11:00:00;1;0.3;1;8;89;66;6.0;11.5;1026
05/03/2015;12:00:00;0;0.0;1;8;89;64;6.7;11.9;1026
05/03/2015;13:00:00;0;0.0;1;9;89;65;5.6;12.1;1027
05/03/2015;14:00:00;0;0.0;0;9;92;73;5.1;12.8;1026
05/03/2015;15:00:00;0;0.0;0;9;93;74;5.1;13.5;1026
05/03/2015;16:00:00;0;0.0;0;10;95;62;5.2;13.7;1025
05/03/2015;17:00:00;0;0.0;0;11;96;67;5.1;13.8;1025
05/03/2015;18:00:00;0;0.0;0;11;95;71;4.1;13.6;1026
05/03/2015;19:00:00;0;0.0;0;12;94;63;3.8;12.8;1026
05/03/2015;20:00:00;0;0.0;0;13;93;60;3.9;12.9;1026
05/03/2015;21:00:00;0;0.0;0;13;93;63;4.3;13.1;1026
05/03/2015;22:00:00;0;0.0;0;13;91;63;3.9;12.9;1027
05/03/2015;23:00:00;0;0.1;0;12;91;60;5.6;13.0;1027
05/03/2015;0:00:00;0;0.0;0;13;91;65;5.4;12.9;1027
06/03/2015;1:00:00;0;0.2;0;14;90;62;6.0;12.7;1027
06/03/2015;2:00:00;0;0.0;0;15;89;65;6.5;12.4;1027
06/03/2015;3:00:00;0;0.0;0;16;88;65;5.6;12.1;1027
06/03/2015;4:00:00;0;0.0;0;16;88;63;6.4;11.9;1027
06/03/2015;5:00:00;0;0.0;0;17;86;62;5.5;11.6;1028
06/03/2015;6:00:00;0;0.0;1;18;86;63;5.4;11.3;1028
06/03/2015;7:00:00;0;0.0;1;18;85;61;5.7;11.2;1029
06/03/2015;8:00:00;0;0.1;1;17;84;60;5.0;11.0;1029
06/03/2015;9:00:00;0;0.4;3;17;82;59;4.7;11.2;1030
06/03/2015;10:00:00;0;0.1;3;16;82;60;4.0;11.8;1031
06/03/2015;11:00:00;1;0.0;1;15;85;63;3.7;12.4;1031
06/03/2015;12:00:00;0;0.0;2;15;87;88;2.8;12.9;1031
06/03/2015;13:00:00;0;0.0;1;15;90;95;3.0;13.1;1031
06/03/2015;14:00:00;0;0.0;1;15;91;83;2.4;13.5;1030
06/03/2015;15:00:00;0;0.0;1;15;94;129;2.4;13.5;1030
06/03/2015;16:00:00;0;0.0;1;15;96;89;2.2;13.4;1030
06/03/2015;17:00:00;0;0.0;1;15;96;89;1.9;13.4;1030
06/03/2015;18:00:00;0;0.0;1;16;98;79;1.7;12.8;1030
06/03/2015;19:00:00;0;0.0;2;16;95;73;1.0;11.7;1030
06/03/2015;20:00:00;1;0.0;6;17;85;59;0.3;10.4;1030
06/03/2015;21:00:00;4;0.1;11;20;72;39;0.7;9.2;1031
06/03/2015;22:00:00;3;1.0;10;19;70;70;0.6;8.5;1031
06/03/2015;23:00:00;6;0.8;7;19;65;91;0.3;8.0;1031
06/03/2015;0:00:00;7;2.2;27;23;40;277;0.5;7.7;1031
07/03/2015;1:00:00;7;1.1;24;21;43;299;0.3;7.5;1030
07/03/2015;2:00:00;5;0.8;14;20;48;312;0.3;7.2;1030
07/03/2015;3:00:00;6;0.7;17;23;40;226;0.6;6.4;1030
07/03/2015;4:00:00;5;1.0;20;23;38;210;0.4;6.0;1029
07/03/2015;5:00:00;6;1.1;26;22;31;163;0.4;5.8;1028
07/03/2015;6:00:00;4;1.1;17;21;46;226;0.5;6.1;1029
07/03/2015;7:00:00;4;1.1;15;20;41;266;0.3;5.5;1029
07/03/2015;8:00:00;5;2.4;30;20;31;234;0.7;5.7;1028
07/03/2015;9:00:00;5;7.3;29;18;42;236;0.6;6.9;1028
07/03/2015;10:00:00;3;3.8;20;15;58;245;0.8;10.0;1028
07/03/2015;11:00:00;4;2.4;18;15;69;195;0.7;13.4;1028
07/03/2015;12:00:00;4;1.4;15;13;82;214;0.6;17.1;1028
07/03/2015;13:00:00;2;0.0;5;12;99;87;1.7;17.5;1028
07/03/2015;14:00:00;1;0.0;1;11;107;64;2.1;17.6;1027
07/03/2015;15:00:00;0;0.0;1;12;109;112;1.7;18.5;1026
07/03/2015;16:00:00;0;0.0;1;12;108;141;3.1;16.5;1025
07/03/2015;17:00:00;0;0.0;2;12;108;100;1.9;16.7;1025
07/03/2015;18:00:00;0;0.0;2;12;110;88;1.9;15.2;1024
07/03/2015;19:00:00;0;0.0;2;13;112;114;2.0;13.8;1024
07/03/2015;20:00:00;0;0.0;4;14;111;106;2.6;13.1;1024
07/03/2015;21:00:00;1;0.0;2;14;112;69;2.2;12.5;1024
07/03/2015;22:00:00;0;0.0;3;15;105;54;2.0;11.9;1024
07/03/2015;23:00:00;1;0.1;5;16;94;70;0.9;11.2;1024
07/03/2015;0:00:00;1;0.4;7;18;86;52;0.5;10.6;1024
08/03/2015;1:00:00;1;0.4;6;20;84;46;1.1;9.7;1024
08/03/2015;2:00:00;1;0.6;5;20;78;34;0.7;9.3;1024
08/03/2015;3:00:00;1;0.5;3;18;83;57;0.9;9.1;1024
08/03/2015;4:00:00;1;0.3;2;18;86;43;0.9;10.3;1023
08/03/2015;5:00:00;1;0.2;2;16;93;49;1.0;10.3;1023
08/03/2015;6:00:00;0;0.1;2;16;92;55;1.2;10.5;1023
08/03/2015;7:00:00;0;0.0;3;16;89;59;1.3;10.9;1023
08/03/2015;8:00:00;1;0.0;4;16;82;65;0.6;10.4;1023
08/03/2015;9:00:00;1;0.0;3;15;89;97;1.1;11.7;1023
08/03/2015;10:00:00;0;0.0;3;15;87;86;2.0;13.5;1024
08/03/2015;11:00:00;0;0.0;2;15;90;101;2.7;14.5;1024
08/03/2015;12:00:00;0;0.0;2;16;92;105;2.4;14.5;1024
08/03/2015;13:00:00;0;0.0;2;16;95;105;2.8;15.3;1024
08/03/2015;14:00:00;0;0.0;2;16;101;73;1.9;14.4;1024
08/03/2015;15:00:00;0;0.0;2;15;104;71;2.0;14.3;1023
08/03/2015;16:00:00;0;0.0;2;16;105;66;1.7;13.9;1023
08/03/2015;17:00:00;0;0.0;2;15;108;66;2.0;13.8;1023
08/03/2015;18:00:00;0;0.0;2;14;109;81;1.5;13.7;1023
08/03/2015;19:00:00;0;0.0;3;15;105;47;1.0;12.6;1023
08/03/2015;20:00:00;1;0.0;5;17;90;58;0.5;10.9;1023
08/03/2015;21:00:00;3;0.0;7;19;86;87;0.3;9.6;1023
08/03/2015;22:00:00;5;0.0;7;20;87;103;0.4;9.8;1024
08/03/2015;23:00:00;7;0.0;5;20;78;123;0.5;9.0;1024
08/03/2015;0:00:00;5;0.0;6;20;79;50;0.9;8.5;1024
09/03/2015;1:00:00;3;0.0;3;18;79;92;0.6;8.3;1024
09/03/2015;2:00:00;5;0.6;13;21;46;283;0.6;7.7;1023
09/03/2015;3:00:00;5;0.0;7;19;63;148;0.8;7.1;1024
09/03/2015;4:00:00;2;0.0;2;16;76;160;0.8;7.3;1024
09/03/2015;5:00:00;5;0.9;20;18;39;280;0.4;7.7;1023
09/03/2015;6:00:00;6;0.3;21;18;40;222;0.9;7.5;1023
09/03/2015;7:00:00;4;1.7;18;17;39;271;0.3;7.3;1024
09/03/2015;8:00:00;7;12.6;41;18;20;231;0.3;6.5;1024
09/03/2015;9:00:00;15;42.3;64;19;17;269;0.4;7.7;1024
09/03/2015;10:00:00;10;11.2;44;18;41;294;0.6;10.6;1024
09/03/2015;11:00:00;9;6.7;42;24;73;222;1.2;13.1;1025
09/03/2015;12:00:00;3;0.0;7;16;104;151;1.7;13.6;1025
09/03/2015;13:00:00;1;0.1;6;13;107;144;2.1;13.6;1024
09/03/2015;14:00:00;1;0.0;3;13;111;141;2.4;13.9;1024
09/03/2015;15:00:00;0;0.0;2;13;115;131;3.7;14.9;1023
09/03/2015;16:00:00;0;0.0;1;12;114;120;2.9;16.2;1023
09/03/2015;17:00:00;0;0.0;1;11;113;106;1.7;16.6;1023
09/03/2015;18:00:00;0;0.0;2;12;115;78;1.4;14.6;1023
