Fecha;Hora;NO;NO2;O3;PM10;TMP;HR;PRB;LL
15/05/2015;8:00:00;4.8;4;82;21;18.6;62;1013;0.0
15/05/2015;9:00:00;3.4;4;85;31;19.0;62;1014;0.0
15/05/2015;10:00:00;2.9;2;88;31;19.0;63;1015;0.0
15/05/2015;11:00:00;14.6;12;83;23;19.0;64;1015;0.0
15/05/2015;12:00:00;1.8;3;88;23;18.7;69;1016;0.0
15/05/2015;13:00:00;1.6;2;93;25;19.3;61;1015;0.0
15/05/2015;14:00:00;2.0;2;94;29;20.1;57;1015;0.0
15/05/2015;15:00:00;2.0;3;99;27;20.4;56;1015;0.0
15/05/2015;16:00:00;2.3;4;97;26;20.4;57;1015;0.0
15/05/2015;17:00:00;2.0;4;93;;20.4;61;1015;0.0
15/05/2015;18:00:00;;;;;;;;
15/05/2015;19:00:00;;;;;19.4;69;1016;0.0
15/05/2015;20:00:00;1.3;2;91;36;19.0;71;1017;0.0
15/05/2015;21:00:00;1.5;1;97;30;18.5;57;1018;0.0
15/05/2015;22:00:00;1.7;2;90;17;18.1;60;1018;0.0
15/05/2015;23:00:00;1.5;1;90;13;18.3;59;1018;0.0
15/05/2015;0:00:00;1.3;1;95;17;18.9;57;1018;0.0
16/05/2015;1:00:00;1.4;1;96;28;19.0;63;1018;0.0
16/05/2015;2:00:00;1.5;1;94;31;19.1;65;1018;0.0
16/05/2015;3:00:00;1.5;1;91;21;18.8;67;1018;0.0
16/05/2015;4:00:00;1.4;1;93;28;18.5;67;1018;0.0
16/05/2015;5:00:00;2.0;3;88;14;17.3;79;1019;1.8
16/05/2015;6:00:00;2.0;3;81;26;16.9;81;1019;0.0
16/05/2015;7:00:00;4.1;6;83;18;17.9;72;1020;0.0
16/05/2015;8:00:00;3.6;6;85;27;18.3;73;1020;0.0
16/05/2015;9:00:00;2.5;4;90;22;19.1;68;1020;0.0
16/05/2015;10:00:00;2.1;3;95;31;19.3;66;1020;0.0
16/05/2015;11:00:00;1.9;3;97;29;19.9;62;1021;0.0
16/05/2015;12:00:00;2.0;3;99;26;20.2;61;1021;0.0
16/05/2015;13:00:00;2.1;3;102;18;20.4;61;1021;0.0
16/05/2015;14:00:00;1.9;3;101;26;20.4;61;1021;0.0
16/05/2015;15:00:00;1.8;3;101;18;20.6;60;1021;0.0
16/05/2015;16:00:00;1.8;3;102;23;20.5;61;1021;0.0
16/05/2015;17:00:00;1.8;2;104;24;20.4;62;1020;0.0
16/05/2015;18:00:00;1.8;3;104;28;20.2;64;1021;0.0
16/05/2015;19:00:00;1.7;3;101;30;19.8;67;1021;0.0
16/05/2015;20:00:00;1.9;3;98;37;19.3;71;1021;0.0
16/05/2015;21:00:00;1.6;3;94;29;19.1;75;1022;0.0
16/05/2015;22:00:00;1.3;4;97;40;19.1;77;1023;0.0
16/05/2015;23:00:00;1.6;4;93;29;19.1;74;1022;0.0
16/05/2015;0:00:00;1.4;3;98;26;19.1;72;1022;0.0
17/05/2015;1:00:00;1.5;2;101;31;19.3;79;1022;0.0
17/05/2015;2:00:00;1.4;3;98;29;19.0;80;1021;0.0
17/05/2015;3:00:00;1.8;3;95;25;19.0;80;1021;0.0
17/05/2015;4:00:00;1.4;2;93;24;18.8;81;1021;0.0
17/05/2015;5:00:00;1.8;2;94;33;18.8;72;1021;0.0
17/05/2015;6:00:00;1.7;2;92;14;19.6;64;1021;0.0
17/05/2015;7:00:00;2.0;2;87;11;19.9;64;1021;0.0
17/05/2015;8:00:00;1.8;1;82;20;20.0;67;1021;0.0
17/05/2015;9:00:00;1.8;1;80;19;20.4;66;1021;0.0
17/05/2015;10:00:00;1.9;1;80;16;20.7;64;1021;0.0
17/05/2015;11:00:00;1.9;1;80;22;21.0;62;1021;0.0
17/05/2015;12:00:00;2.0;1;79;18;21.4;60;1020;0.0
17/05/2015;13:00:00;1.8;1;77;19;21.6;60;1020;0.0
17/05/2015;14:00:00;1.9;1;81;13;21.5;60;1020;0.0
17/05/2015;15:00:00;1.9;1;85;27;21.3;64;1020;0.0
17/05/2015;16:00:00;1.7;1;95;13;21.4;62;1019;0.0
17/05/2015;17:00:00;1.7;1;91;15;21.4;62;1019;0.0
17/05/2015;18:00:00;2.0;1;88;13;21.2;60;1019;0.0
17/05/2015;19:00:00;1.9;2;85;13;20.8;61;1019;0.0
17/05/2015;20:00:00;1.7;2;86;11;20.3;61;1019;0.0
17/05/2015;21:00:00;1.6;2;88;17;20.1;65;1019;0.0
17/05/2015;22:00:00;1.5;3;75;20;19.7;76;1019;0.0
17/05/2015;23:00:00;1.2;3;65;24;18.8;82;1019;0.0
17/05/2015;0:00:00;1.5;2;71;15;18.8;81;1019;0.0
18/05/2015;1:00:00;1.5;2;74;20;19.1;80;1019;0.0
18/05/2015;2:00:00;1.5;2;75;11;18.8;83;1018;0.0
18/05/2015;3:00:00;1.7;3;76;19;18.6;83;1018;0.0
18/05/2015;4:00:00;4.6;11;53;13;18.3;84;1017;0.0
18/05/2015;5:00:00;6.1;12;41;13;17.5;86;1018;0.0
18/05/2015;6:00:00;9.9;21;42;24;18.8;85;1018;0.0
18/05/2015;7:00:00;4.7;14;79;16;20.8;79;1017;0.0
18/05/2015;8:00:00;4.4;9;91;19;21.5;72;1017;0.0
18/05/2015;9:00:00;1.8;3;101;17;21.9;68;1017;0.0
18/05/2015;10:00:00;2.7;4;98;21;22.9;60;1017;0.0
18/05/2015;11:00:00;2.4;4;102;17;23.3;59;1016;0.0
18/05/2015;12:00:00;2.9;4;103;16;23.6;60;1016;0.0
18/05/2015;13:00:00;2.3;3;106;14;23.2;60;1015;0.0
18/05/2015;14:00:00;2.6;4;107;18;22.9;55;1015;0.0
18/05/2015;15:00:00;1.9;4;113;23;22.4;66;1014;0.0
18/05/2015;16:00:00;2.1;4;105;25;22.7;61;1013;0.0
18/05/2015;17:00:00;2.1;5;104;16;22.5;59;1013;0.0
18/05/2015;18:00:00;1.9;3;102;8;21.9;62;1012;0.0
18/05/2015;19:00:00;1.3;2;100;7;21.0;69;1012;0.0
18/05/2015;20:00:00;1.9;4;90;15;20.3;75;1012;0.0
18/05/2015;21:00:00;1.8;3;87;22;19.8;81;1012;0.0
18/05/2015;22:00:00;1.5;2;84;18;19.4;84;1012;0.0
18/05/2015;23:00:00;1.5;3;74;13;19.0;85;1012;0.0
18/05/2015;0:00:00;1.5;2;62;10;18.6;87;1011;0.0
19/05/2015;1:00:00;2.5;3;65;15;18.3;87;1011;0.0
19/05/2015;2:00:00;1.4;1;63;6;17.9;87;1010;0.0
19/05/2015;3:00:00;1.2;2;58;9;17.8;87;1010;0.0
19/05/2015;4:00:00;1.7;3;48;11;17.2;88;1010;0.0
19/05/2015;5:00:00;6.2;10;37;20;16.8;87;1010;0.0
19/05/2015;6:00:00;6.7;11;43;19;17.5;84;1010;0.0
19/05/2015;7:00:00;9.9;11;62;22;20.1;72;1010;0.0
19/05/2015;8:00:00;4.2;10;88;19;21.7;58;1010;0.0
19/05/2015;9:00:00;5.3;9;94;15;22.2;54;1010;0.0
19/05/2015;10:00:00;2.8;3;95;15;21.2;68;1011;0.0
19/05/2015;11:00:00;2.1;2;89;32;20.9;69;1011;0.0
19/05/2015;12:00:00;2.4;3;88;25;19.8;72;1011;0.0
19/05/2015;13:00:00;1.9;1;88;24;19.5;72;1012;0.0
19/05/2015;14:00:00;2.8;2;90;23;19.2;72;1012;0.0
19/05/2015;15:00:00;2.5;2;87;26;18.4;79;1011;0.0
19/05/2015;16:00:00;4.0;3;86;21;18.6;77;1010;0.0
19/05/2015;17:00:00;2.2;2;84;32;18.7;76;1011;0.0
19/05/2015;18:00:00;1.9;1;79;29;18.2;80;1011;0.0
19/05/2015;19:00:00;1.6;1;77;22;18.1;79;1012;0.0
19/05/2015;20:00:00;1.7;1;74;22;18.2;77;1012;0.0
19/05/2015;21:00:00;1.5;1;70;24;17.7;81;1013;0.0
19/05/2015;22:00:00;1.3;0;73;16;17.6;79;1013;0.0
19/05/2015;23:00:00;1.6;1;79;23;17.6;78;1014;0.0
19/05/2015;0:00:00;1.5;2;78;15;17.0;81;1015;0.6
20/05/2015;1:00:00;1.4;1;78;22;16.6;84;1013;0.0
20/05/2015;2:00:00;1.5;1;80;24;16.5;84;1014;0.2
20/05/2015;3:00:00;1.4;1;79;22;16.3;80;1013;0.0
20/05/2015;4:00:00;1.4;1;80;26;17.0;71;1014;0.0
20/05/2015;5:00:00;2.0;2;81;20;17.1;66;1014;0.0
20/05/2015;6:00:00;2.0;1;85;18;17.1;65;1015;0.0
20/05/2015;7:00:00;3.0;3;86;17;17.2;66;1015;0.0
20/05/2015;8:00:00;2.6;3;85;22;17.6;65;1016;0.0
20/05/2015;9:00:00;2.8;2;85;10;17.9;63;1016;0.0
20/05/2015;10:00:00;2.1;2;85;25;18.1;61;1017;0.0
20/05/2015;11:00:00;2.8;2;85;17;18.3;60;1017;0.0
20/05/2015;12:00:00;2.1;2;85;13;18.5;61;1017;0.0
20/05/2015;13:00:00;1.9;2;86;19;18.6;62;1017;0.0
20/05/2015;14:00:00;2.4;2;88;19;18.6;64;1017;0.0
20/05/2015;15:00:00;2.7;2;88;20;18.8;63;1018;0.0
20/05/2015;16:00:00;2.6;3;90;14;18.4;64;1018;0.0
20/05/2015;17:00:00;2.1;2;93;19;17.9;65;1018;0.0
20/05/2015;18:00:00;2.2;2;92;20;18.0;64;1018;0.0
20/05/2015;19:00:00;2.0;2;89;26;17.6;65;1018;0.0
20/05/2015;20:00:00;1.7;4;79;24;17.0;68;1019;0.0
20/05/2015;21:00:00;1.4;7;65;26;16.7;71;1020;0.0
20/05/2015;22:00:00;1.8;7;60;26;16.5;72;1021;0.0
20/05/2015;23:00:00;1.7;10;27;10;15.7;74;1021;0.0
20/05/2015;0:00:00;1.7;7;27;12;15.0;78;1021;0.0
21/05/2015;1:00:00;1.6;4;32;20;15.5;80;1021;0.0
21/05/2015;2:00:00;1.5;2;55;24;16.1;78;1021;0.0
21/05/2015;3:00:00;1.6;1;90;20;16.8;67;1021;0.0
21/05/2015;4:00:00;1.5;1;91;6;17.2;59;1020;0.0
21/05/2015;5:00:00;2.5;3;87;6;16.9;60;1021;0.0
21/05/2015;6:00:00;2.8;3;86;9;16.9;59;1021;0.0
21/05/2015;7:00:00;3.1;4;85;17;17.0;59;1022;0.0
21/05/2015;8:00:00;17.2;16;79;15;17.4;57;1022;0.0
21/05/2015;9:00:00;12.6;8;84;16;18.0;55;1022;0.0
21/05/2015;10:00:00;2.3;3;89;10;18.4;55;1022;0.0
21/05/2015;11:00:00;6.6;7;88;26;18.9;54;1022;0.0
21/05/2015;12:00:00;2.9;3;91;26;19.0;55;1022;0.0
21/05/2015;13:00:00;5.7;7;90;19;19.1;56;1022;0.0
21/05/2015;14:00:00;3.5;5;93;17;19.4;55;1022;0.0
21/05/2015;15:00:00;3.0;4;95;18;19.7;55;1022;0.0
21/05/2015;16:00:00;2.4;3;96;22;19.6;57;1022;0.0
21/05/2015;17:00:00;2.5;4;95;8;19.7;60;1021;0.0
21/05/2015;18:00:00;1.9;2;97;18;19.3;64;1022;0.0
21/05/2015;19:00:00;1.4;2;96;12;18.7;66;1022;0.0
21/05/2015;20:00:00;1.5;1;90;20;18.3;69;1023;0.0
21/05/2015;21:00:00;1.3;2;91;24;18.4;69;1023;0.0
21/05/2015;22:00:00;1.5;2;94;20;18.4;68;1023;0.0
21/05/2015;23:00:00;1.4;1;94;20;18.4;66;1023;0.0
21/05/2015;0:00:00;1.5;1;90;26;18.3;64;1023;0.0
22/05/2015;1:00:00;1.6;1;92;19;17.6;70;1023;0.6
22/05/2015;2:00:00;1.4;1;91;29;16.1;71;1023;0.0
22/05/2015;3:00:00;1.4;2;91;24;17.4;61;1022;0.0
22/05/2015;4:00:00;1.5;1;95;9;17.7;56;1021;0.0
22/05/2015;5:00:00;1.9;3;94;18;17.8;55;1021;0.0
22/05/2015;6:00:00;3.2;5;95;16;18.1;55;1021;0.0
22/05/2015;7:00:00;2.8;4;101;17;18.5;52;1021;0.0
22/05/2015;8:00:00;4.0;7;103;29;18.8;52;1020;0.0
22/05/2015;9:00:00;3.5;5;100;22;19.0;56;1021;0.0
22/05/2015;10:00:00;3.9;5;106;17;19.5;51;1021;0.0
22/05/2015;11:00:00;3.4;5;106;9;20.1;48;1021;0.0
22/05/2015;12:00:00;2.7;5;108;24;20.4;50;1021;0.0
22/05/2015;13:00:00;2.0;3;108;21;20.6;52;1020;0.0
22/05/2015;14:00:00;2.4;4;107;20;20.5;54;1020;0.0
22/05/2015;15:00:00;2.9;5;107;22;20.7;54;1019;0.0
22/05/2015;16:00:00;2.0;3;108;10;20.8;55;1019;0.0
22/05/2015;17:00:00;1.9;3;109;26;20.3;57;1019;0.0
22/05/2015;18:00:00;1.6;3;109;5;19.8;60;1019;0.0
22/05/2015;19:00:00;;;;;;;;
22/05/2015;20:00:00;;;;;;;;
22/05/2015;21:00:00;;;;;18.6;74;1019;0.0
22/05/2015;22:00:00;;;;35;17.8;76;1019;0.0
22/05/2015;23:00:00;;;;21;17.7;79;1019;0.0
22/05/2015;0:00:00;;;;27;17.9;81;1019;0.0
23/05/2015;1:00:00;;;;19;18.0;81;1018;0.0
23/05/2015;2:00:00;;;;29;17.8;82;1018;0.0
23/05/2015;3:00:00;;;;33;18.4;81;1017;0.0
23/05/2015;4:00:00;;;;32;18.2;78;1017;0.0
23/05/2015;5:00:00;;;;23;18.3;78;1017;0.0
23/05/2015;6:00:00;;;;24;18.7;75;1017;0.0
23/05/2015;7:00:00;;;;30;19.2;74;1017;0.0
23/05/2015;8:00:00;;;;21;19.4;74;1017;0.0
23/05/2015;9:00:00;;;;19;20.0;70;1017;0.0
23/05/2015;10:00:00;;;;18;21.0;56;1016;0.0
23/05/2015;11:00:00;;;;16;21.4;53;1016;0.0
23/05/2015;12:00:00;;;;18;22.0;52;1016;0.0
23/05/2015;13:00:00;;;;25;21.7;51;1015;0.0
23/05/2015;14:00:00;;;;18;21.5;55;1016;0.0
23/05/2015;15:00:00;;;;13;21.5;56;1016;0.0
23/05/2015;16:00:00;;;;20;21.3;61;1015;0.0
23/05/2015;17:00:00;;;;17;21.1;63;1015;0.0
23/05/2015;18:00:00;;;;16;20.8;62;1015;0.0
23/05/2015;19:00:00;;;;21;19.9;70;1016;0.0
23/05/2015;20:00:00;;;;32;19.3;74;1016;0.0
23/05/2015;21:00:00;;;;33;19.1;75;1017;0.0
23/05/2015;22:00:00;;;;37;18.7;77;1017;0.0
23/05/2015;23:00:00;;;;32;18.3;79;1017;0.0
23/05/2015;0:00:00;;;;34;18.1;80;1017;0.0
24/05/2015;1:00:00;;;;20;18.1;81;1016;0.0
24/05/2015;2:00:00;;;;17;17.5;82;1016;0.0
24/05/2015;3:00:00;;;;25;16.8;84;1015;0.0
24/05/2015;4:00:00;;;;19;17.8;84;1015;0.0
24/05/2015;5:00:00;;;;13;18.0;83;1016;0.0
24/05/2015;6:00:00;;;;16;19.2;81;1016;0.0
24/05/2015;7:00:00;;;;20;20.2;72;1016;0.0
24/05/2015;8:00:00;;;;21;20.8;70;1016;0.0
24/05/2015;9:00:00;;;;11;21.2;65;1016;0.0
24/05/2015;10:00:00;;;;16;22.1;56;1016;0.0
24/05/2015;11:00:00;;;;17;22.1;54;1017;0.0
24/05/2015;12:00:00;;;;13;21.9;57;1017;0.0
24/05/2015;13:00:00;;;;22;21.8;57;1017;0.0
24/05/2015;14:00:00;1.7;3;112;21;21.3;58;1017;0.0
24/05/2015;15:00:00;1.9;3;109;20;21.0;57;1016;0.0
24/05/2015;16:00:00;2.0;3;109;20;21.1;58;1016;0.0
24/05/2015;17:00:00;1.9;3;111;24;21.0;58;1016;0.0
24/05/2015;18:00:00;1.7;3;113;16;20.7;60;1016;0.0
24/05/2015;19:00:00;1.9;4;108;23;19.9;65;1016;0.0
24/05/2015;20:00:00;2.3;7;90;29;19.2;70;1016;0.0
24/05/2015;21:00:00;1.8;5;77;32;18.7;73;1017;0.0
24/05/2015;22:00:00;1.8;3;77;28;18.3;74;1017;0.0
24/05/2015;23:00:00;1.4;2;77;32;17.8;78;1016;0.0
24/05/2015;0:00:00;1.5;2;72;16;17.6;80;1016;0.0
25/05/2015;1:00:00;1.5;2;73;27;17.9;81;1016;0.0
25/05/2015;2:00:00;1.4;1;88;24;18.3;80;1016;0.0
25/05/2015;3:00:00;1.8;3;75;21;18.2;80;1016;0.0
25/05/2015;4:00:00;1.7;3;82;27;18.6;83;1016;0.0
25/05/2015;5:00:00;3.8;8;71;23;18.3;85;1015;0.0
25/05/2015;6:00:00;2.3;6;84;15;19.1;80;1016;0.0
25/05/2015;7:00:00;2.8;5;92;25;20.4;71;1015;0.0
25/05/2015;8:00:00;;;;;21.0;66;1015;0.2
25/05/2015;9:00:00;;;;;21.0;68;1016;0.0
25/05/2015;10:00:00;;;;33;21.2;69;1016;0.0
25/05/2015;11:00:00;;;;21;21.6;68;1016;0.0
25/05/2015;12:00:00;;;;24;21.7;67;1016;0.0
25/05/2015;13:00:00;;;;26;22.0;65;1015;0.0
25/05/2015;14:00:00;;;;25;21.5;66;1015;0.0
25/05/2015;15:00:00;1.4;2;;17;21.5;65;1014;0.0
25/05/2015;16:00:00;1.5;2;65;27;21.6;65;1014;0.0
25/05/2015;17:00:00;1.7;1;83;22;21.1;67;1014;0.0
25/05/2015;18:00:00;1.7;1;83;25;20.9;67;1014;0.0
25/05/2015;19:00:00;1.8;1;82;25;20.4;69;1015;0.0
25/05/2015;20:00:00;1.8;2;71;22;19.8;71;1015;0.0
25/05/2015;21:00:00;2.4;4;64;38;19.6;72;1015;0.0
25/05/2015;22:00:00;1.3;2;69;24;19.9;72;1015;0.0
25/05/2015;23:00:00;1.4;1;71;30;20.2;72;1015;0.0
25/05/2015;0:00:00;1.3;2;71;26;20.2;75;1015;0.0
26/05/2015;1:00:00;1.5;2;74;30;20.0;78;1015;0.0
26/05/2015;2:00:00;1.4;2;73;27;20.0;79;1015;0.0
26/05/2015;3:00:00;1.5;3;69;27;19.9;78;1015;0.0
26/05/2015;4:00:00;1.4;4;69;22;19.9;77;1014;0.0
26/05/2015;5:00:00;1.5;7;63;26;20.2;76;1014;0.0
26/05/2015;6:00:00;8.1;16;38;33;20.1;78;1015;0.0
26/05/2015;7:00:00;8.2;17;63;31;20.6;79;1015;0.0
26/05/2015;8:00:00;5.6;15;74;19;20.9;77;1016;0.0
26/05/2015;9:00:00;3.6;12;90;38;21.4;76;1016;0.0
26/05/2015;10:00:00;2.5;7;97;37;21.6;74;1016;0.0
26/05/2015;11:00:00;3.6;6;87;23;22.7;60;1015;0.0
26/05/2015;12:00:00;2.7;3;81;20;21.8;67;1016;0.0
26/05/2015;13:00:00;2.7;2;77;16;21.4;60;1015;0.0
26/05/2015;14:00:00;4.3;4;94;25;21.7;54;1015;0.0
26/05/2015;15:00:00;2.0;1;100;13;21.1;54;1015;0.0
26/05/2015;16:00:00;2.1;2;98;23;20.6;59;1015;0.0
26/05/2015;17:00:00;2.3;2;96;24;20.9;59;1015;0.0
26/05/2015;18:00:00;1.8;2;96;24;20.7;59;1016;0.0
26/05/2015;19:00:00;1.6;1;96;29;20.4;62;1016;0.0
26/05/2015;20:00:00;1.8;1;96;33;20.2;63;1016;0.0
26/05/2015;21:00:00;1.6;1;95;30;20.4;63;1017;0.0
26/05/2015;22:00:00;1.7;1;93;28;20.1;64;1017;0.0
26/05/2015;23:00:00;1.6;1;87;28;20.0;68;1017;0.0
26/05/2015;0:00:00;1.5;1;93;49;19.9;70;1018;0.0
27/05/2015;1:00:00;1.5;1;90;27;19.8;65;1017;0.0
27/05/2015;2:00:00;1.4;1;89;32;19.5;70;1016;0.0
27/05/2015;3:00:00;1.5;1;92;28;19.7;75;1017;0.0
27/05/2015;4:00:00;1.4;2;87;41;19.2;74;1017;0.0
27/05/2015;5:00:00;2.1;3;86;24;18.9;66;1017;0.0
27/05/2015;6:00:00;2.4;3;88;26;18.9;65;1017;0.0
27/05/2015;7:00:00;9.0;8;84;23;19.1;66;1018;0.0
27/05/2015;8:00:00;4.5;8;87;32;19.5;65;1018;0.0
27/05/2015;9:00:00;2.4;3;93;28;20.0;63;1019;0.0
27/05/2015;10:00:00;2.6;3;97;25;20.1;62;1019;0.0
27/05/2015;11:00:00;2.5;3;100;28;20.4;61;1019;0.0
27/05/2015;12:00:00;2.0;2;104;29;20.4;59;1019;0.0
27/05/2015;13:00:00;2.0;2;107;24;20.4;58;1019;0.0
27/05/2015;14:00:00;3.1;4;106;31;20.5;56;1019;0.0
27/05/2015;15:00:00;3.1;3;108;28;20.4;55;1019;0.0
27/05/2015;16:00:00;4.9;9;103;29;20.4;54;1019;0.0
27/05/2015;17:00:00;2.5;3;106;18;20.1;52;1019;0.0
27/05/2015;18:00:00;1.8;2;108;23;20.2;49;1019;0.0
27/05/2015;19:00:00;2.0;5;104;18;20.2;47;1019;0.0
27/05/2015;20:00:00;1.7;7;90;24;20.0;48;1019;0.0
27/05/2015;21:00:00;1.6;12;50;40;18.1;57;1020;0.0
27/05/2015;22:00:00;57.2;45;29;38;17.2;60;1020;0.0
27/05/2015;23:00:00;1.7;16;47;22;17.8;64;1019;0.0
27/05/2015;0:00:00;1.6;2;104;30;19.4;67;1019;0.0
28/05/2015;1:00:00;1.4;1;103;25;19.5;72;1019;0.0
28/05/2015;2:00:00;1.3;2;93;36;19.4;79;1019;0.0
28/05/2015;3:00:00;1.5;6;74;33;18.9;83;1019;0.0
28/05/2015;4:00:00;1.5;4;72;38;18.9;84;1019;0.0
28/05/2015;5:00:00;7.1;12;46;38;18.5;85;1020;0.0
28/05/2015;6:00:00;4.8;14;74;29;19.8;86;1020;0.0
28/05/2015;7:00:00;7.4;16;81;38;20.7;83;1020;0.0
28/05/2015;8:00:00;3.2;7;91;31;21.0;79;1021;0.0
28/05/2015;9:00:00;2.8;6;93;28;21.2;77;1021;0.0
28/05/2015;10:00:00;2.6;4;93;34;22.1;73;1020;0.0
28/05/2015;11:00:00;2.6;4;95;24;22.4;70;1020;0.0
28/05/2015;12:00:00;1.8;1;97;36;22.7;69;1020;0.0
28/05/2015;13:00:00;1.9;1;100;27;23.4;63;1020;0.0
28/05/2015;14:00:00;1.9;2;108;20;24.3;48;1019;0.0
28/05/2015;15:00:00;1.9;3;107;17;23.5;53;1019;0.0
28/05/2015;16:00:00;2.0;4;99;19;22.5;66;1019;0.0
28/05/2015;17:00:00;2.2;5;97;28;22.1;72;1019;0.0
28/05/2015;18:00:00;1.7;3;105;24;22.0;66;1018;0.0
28/05/2015;19:00:00;1.6;1;103;22;21.3;70;1018;0.0
28/05/2015;20:00:00;1.5;2;91;25;20.6;77;1018;0.0
28/05/2015;21:00:00;1.6;2;81;40;19.7;81;1018;0.0
28/05/2015;22:00:00;1.9;3;76;22;19.3;84;1018;0.0
28/05/2015;23:00:00;1.6;2;74;28;19.2;85;1018;0.0
28/05/2015;0:00:00;2.1;3;72;43;19.0;86;1018;0.0
29/05/2015;1:00:00;1.6;2;69;26;18.7;87;1018;0.0
29/05/2015;2:00:00;1.5;1;66;36;18.6;88;1017;0.0
29/05/2015;3:00:00;2.7;3;62;39;18.3;89;1017;0.0
29/05/2015;4:00:00;2.6;4;60;35;18.0;89;1016;0.0
29/05/2015;5:00:00;4.6;8;37;27;17.2;90;1016;0.0
29/05/2015;6:00:00;10.9;12;28;28;18.0;90;1016;0.0
29/05/2015;7:00:00;11.0;21;61;27;20.2;88;1016;0.0
29/05/2015;8:00:00;3.9;8;91;35;21.6;71;1017;0.0
29/05/2015;9:00:00;4.5;8;101;27;23.3;48;1016;0.0
29/05/2015;10:00:00;4.0;10;114;23;23.7;40;1016;0.0
29/05/2015;11:00:00;4.2;10;114;21;24.2;42;1015;0.0
29/05/2015;12:00:00;2.2;4;121;19;24.0;45;1016;0.0
29/05/2015;13:00:00;6.6;12;116;25;23.7;41;1015;0.0
29/05/2015;14:00:00;2.1;4;123;18;23.9;39;1015;0.0
29/05/2015;15:00:00;2.2;5;123;22;23.3;40;1014;0.0
29/05/2015;16:00:00;2.2;4;120;24;23.4;40;1013;0.0
29/05/2015;17:00:00;2.3;4;117;18;22.4;58;1013;0.0
29/05/2015;18:00:00;1.8;4;116;15;22.8;51;1013;0.0
29/05/2015;19:00:00;1.8;5;114;16;22.0;50;1014;0.0
29/05/2015;20:00:00;1.7;3;112;17;21.0;59;1015;0.0
29/05/2015;21:00:00;1.6;8;77;18;20.0;64;1016;0.0
29/05/2015;22:00:00;1.6;6;66;37;18.5;67;1016;0.0
29/05/2015;23:00:00;1.8;7;62;19;18.1;71;1016;0.0
29/05/2015;0:00:00;1.5;5;63;22;17.6;74;1015;0.0
30/05/2015;1:00:00;1.4;2;71;21;17.5;80;1015;0.0
30/05/2015;2:00:00;1.4;3;76;17;17.0;80;1015;0.0
30/05/2015;3:00:00;2.8;9;65;23;17.0;77;1015;0.0
30/05/2015;4:00:00;2.2;4;49;21;15.8;80;1015;0.0
30/05/2015;5:00:00;4.3;9;46;22;15.6;81;1015;0.0
30/05/2015;6:00:00;7.1;23;46;46;17.7;79;1016;0.0
30/05/2015;7:00:00;4.4;9;88;97;19.9;70;1012;0.0
30/05/2015;8:00:00;2.6;5;103;20;22.0;63;1016;0.0
30/05/2015;9:00:00;3.3;5;104;9;22.0;71;1017;0.0
30/05/2015;10:00:00;2.1;1;112;11;22.1;68;1017;0.0
30/05/2015;11:00:00;2.4;2;117;23;22.8;56;1017;0.0
30/05/2015;12:00:00;2.7;2;118;27;23.0;48;1017;0.0
30/05/2015;13:00:00;1.8;1;119;18;23.4;46;1017;0.0
30/05/2015;14:00:00;1.6;1;117;17;23.3;46;1017;0.0
30/05/2015;15:00:00;1.7;1;117;14;23.2;47;1017;0.0
30/05/2015;16:00:00;1.7;1;117;18;23.2;50;1017;0.0
30/05/2015;17:00:00;1.6;1;117;20;23.6;52;1016;0.0
30/05/2015;18:00:00;1.6;3;121;11;23.1;53;1017;0.0
30/05/2015;19:00:00;1.5;1;115;20;21.9;63;1017;0.0
30/05/2015;20:00:00;1.6;3;106;16;21.0;66;1018;0.0
30/05/2015;21:00:00;1.6;4;94;26;20.5;69;1019;0.0
30/05/2015;22:00:00;1.5;3;96;23;20.1;73;1019;0.0
30/05/2015;23:00:00;1.6;3;92;20;19.8;77;1019;0.0
30/05/2015;0:00:00;1.4;3;87;26;19.5;79;1019;0.0
31/05/2015;1:00:00;2.5;6;88;21;19.3;80;1018;0.0
31/05/2015;2:00:00;1.5;1;89;23;19.3;82;1018;0.0
31/05/2015;3:00:00;2.6;9;74;24;18.8;84;1017;0.0
31/05/2015;4:00:00;2.0;4;52;24;18.2;85;1017;0.0
31/05/2015;5:00:00;3.6;14;34;25;17.8;86;1017;0.0
31/05/2015;6:00:00;2.0;5;68;25;19.5;86;1017;0.0
31/05/2015;7:00:00;4.7;10;89;26;20.2;83;1018;0.0
31/05/2015;8:00:00;3.4;7;95;18;20.8;76;1018;0.0
31/05/2015;9:00:00;1.9;4;107;25;21.3;68;1018;0.0
31/05/2015;10:00:00;1.8;3;111;11;21.7;62;1019;0.0
31/05/2015;11:00:00;1.6;1;113;22;22.9;56;1019;0.0
