Fecha;Hora;NO;NO2;O3;PM10;TMP;HR;PRB;LL
12/02/2015;22:00:00;2.6;5;60;29;13.3;84;1022;0.0
12/02/2015;23:00:00;2.6;3;62;18;13.3;85;1021;0.0
12/02/2015;0:00:00;2.3;2;59;25;12.9;85;1018;0.0
13/02/2015;1:00:00;2.5;2;57;14;13.4;86;1021;0.0
13/02/2015;2:00:00;2.5;2;57;12;13.3;87;1021;0.0
13/02/2015;3:00:00;2.4;2;47;;13.3;88;1021;0.0
13/02/2015;4:00:00;2.4;2;53;;13.8;89;1021;0.0
13/02/2015;5:00:00;2.5;3;50;11;12.1;86;1011;0.0
13/02/2015;6:00:00;5.7;18;45;26;14.4;90;1021;0.0
13/02/2015;7:00:00;11.9;23;53;26;14.7;90;1021;0.0
13/02/2015;8:00:00;11.9;13;52;18;14.4;89;1021;0.0
13/02/2015;9:00:00;4.8;6;64;24;11.9;83;1002;0.0
13/02/2015;10:00:00;4.7;7;82;36;15.8;85;1022;0.0
13/02/2015;11:00:00;5.3;6;85;27;16.1;81;1021;0.0
13/02/2015;12:00:00;3.9;7;84;31;17.1;75;1021;0.0
13/02/2015;13:00:00;3.1;5;87;23;17.1;75;1020;0.0
13/02/2015;14:00:00;2.8;3;93;28;17.1;75;1020;0.0
13/02/2015;15:00:00;3.1;3;92;20;16.8;75;1020;0.0
13/02/2015;16:00:00;2.7;3;94;26;16.2;77;1020;0.0
13/02/2015;17:00:00;3.1;5;88;19;15.8;78;1020;0.0
13/02/2015;18:00:00;2.6;8;80;23;15.2;79;1020;0.0
13/02/2015;19:00:00;4.1;13;46;27;14.4;82;1020;0.0
13/02/2015;20:00:00;4.8;21;25;31;13.5;84;1020;0.0
13/02/2015;21:00:00;3.0;14;43;29;13.1;86;1019;0.0
13/02/2015;22:00:00;2.8;7;60;31;13.0;86;1019;0.0
13/02/2015;23:00:00;3.3;8;41;19;12.5;87;1019;0.0
13/02/2015;0:00:00;2.6;4;65;21;12.9;89;1019;0.0
14/02/2015;1:00:00;2.5;4;70;15;13.0;89;1018;0.0
14/02/2015;2:00:00;2.5;3;72;27;12.7;89;1018;0.0
14/02/2015;3:00:00;6.1;9;66;30;12.5;88;1017;0.0
14/02/2015;4:00:00;3.3;5;64;28;12.3;89;1016;0.0
14/02/2015;5:00:00;2.5;3;70;13;12.5;89;1016;0.0
14/02/2015;6:00:00;12.1;18;40;23;12.3;89;1016;0.0
14/02/2015;7:00:00;5.1;19;42;22;12.7;90;1016;0.0
14/02/2015;8:00:00;10.9;30;42;18;13.6;90;1016;0.0
14/02/2015;9:00:00;5.0;15;52;88;15.0;89;1016;0.0
14/02/2015;10:00:00;6.7;17;54;43;15.7;84;1016;0.0
14/02/2015;11:00:00;4.5;10;69;32;16.7;71;1015;0.0
14/02/2015;12:00:00;3.8;9;77;35;16.7;70;1015;0.0
14/02/2015;13:00:00;3.1;7;82;26;16.7;70;1014;0.0
14/02/2015;14:00:00;2.7;5;82;37;16.4;72;1014;0.0
14/02/2015;15:00:00;2.6;4;84;28;16.3;69;1013;0.0
14/02/2015;16:00:00;2.5;3;82;13;16.3;72;1013;0.0
14/02/2015;17:00:00;2.5;4;76;20;16.0;76;1012;0.0
14/02/2015;18:00:00;2.4;4;75;18;15.4;75;1013;0.0
14/02/2015;19:00:00;2.5;3;77;24;15.2;74;1013;0.0
14/02/2015;20:00:00;2.4;3;77;21;15.0;75;1013;0.0
14/02/2015;21:00:00;2.5;4;77;11;15.1;73;1013;0.0
14/02/2015;22:00:00;2.5;5;75;21;15.2;70;1013;0.0
14/02/2015;23:00:00;2.5;7;68;20;15.4;72;1012;0.0
14/02/2015;0:00:00;2.5;6;68;28;15.5;72;1012;0.0
15/02/2015;1:00:00;2.4;4;76;25;15.5;69;1011;0.0
15/02/2015;2:00:00;2.4;3;80;12;15.4;69;1011;0.0
15/02/2015;3:00:00;2.5;4;72;16;15.5;75;1010;0.0
15/02/2015;4:00:00;2.5;4;66;24;15.4;80;1009;0.0
15/02/2015;5:00:00;2.6;7;51;21;14.7;82;1009;0.0
15/02/2015;6:00:00;2.7;6;43;7;14.4;83;1009;0.0
15/02/2015;7:00:00;2.9;5;41;19;14.1;85;1009;0.0
15/02/2015;8:00:00;3.3;9;39;17;14.8;86;1009;0.0
15/02/2015;9:00:00;3.8;7;50;22;15.7;86;1009;0.0
15/02/2015;10:00:00;2.7;4;64;35;16.1;84;1009;0.0
15/02/2015;11:00:00;2.8;4;63;29;16.5;78;1009;0.0
15/02/2015;12:00:00;2.9;4;70;28;17.0;69;1009;0.0
15/02/2015;13:00:00;3.2;5;69;29;17.0;70;1008;0.0
15/02/2015;14:00:00;2.6;2;79;22;17.4;72;1008;0.0
15/02/2015;15:00:00;2.3;2;83;25;17.1;74;1008;0.0
15/02/2015;16:00:00;2.5;2;82;23;16.6;77;1008;0.0
15/02/2015;17:00:00;2.6;2;81;17;16.2;80;1009;0.0
15/02/2015;18:00:00;2.6;4;74;34;15.8;80;1009;0.0
15/02/2015;19:00:00;2.5;3;67;11;15.0;81;1010;0.0
15/02/2015;20:00:00;2.9;3;58;19;14.4;80;1010;0.0
15/02/2015;21:00:00;2.6;3;53;19;13.7;83;1011;0.0
15/02/2015;22:00:00;2.6;3;57;22;13.4;84;1012;0.0
15/02/2015;23:00:00;2.5;2;80;10;14.0;80;1012;0.0
15/02/2015;0:00:00;2.5;1;86;8;13.1;77;1012;1.2
16/02/2015;1:00:00;;;;10;12.7;81;1012;0.6
16/02/2015;2:00:00;;;;19;12.7;80;1012;0.6
16/02/2015;3:00:00;;;;23;13.3;71;1012;0.0
16/02/2015;4:00:00;;;;12;13.3;69;1012;0.0
16/02/2015;5:00:00;2.4;1;80;17;13.1;67;1011;0.0
16/02/2015;6:00:00;2.6;2;81;16;13.4;64;1013;0.0
16/02/2015;7:00:00;3.2;2;81;23;13.3;63;1013;0.0
16/02/2015;8:00:00;3.9;3;80;15;13.4;64;1014;0.0
16/02/2015;9:00:00;3.8;4;79;22;13.7;63;1013;0.0
16/02/2015;10:00:00;4.0;3;78;30;14.2;62;1014;0.0
16/02/2015;11:00:00;3.7;3;76;25;13.7;68;1015;0.0
16/02/2015;12:00:00;3.7;3;77;16;13.8;69;1014;0.0
16/02/2015;13:00:00;3.3;3;80;18;14.2;69;1014;0.0
16/02/2015;14:00:00;3.4;3;82;24;14.6;68;1014;0.0
16/02/2015;15:00:00;3.3;3;82;27;14.4;71;1014;0.0
16/02/2015;16:00:00;3.3;3;84;15;14.3;73;1014;0.0
16/02/2015;17:00:00;3.5;4;86;19;14.5;71;1015;0.0
16/02/2015;18:00:00;3.3;4;88;20;14.7;71;1015;0.0
16/02/2015;19:00:00;2.8;3;90;22;14.9;70;1015;0.0
16/02/2015;20:00:00;2.8;2;89;14;15.0;70;1016;0.0
16/02/2015;21:00:00;2.5;2;88;21;15.1;70;1016;0.0
16/02/2015;22:00:00;2.4;2;88;16;15.1;68;1016;0.0
16/02/2015;23:00:00;2.4;2;84;22;15.0;70;1016;0.0
16/02/2015;0:00:00;2.4;3;84;18;15.1;70;1016;0.0
17/02/2015;1:00:00;2.4;2;85;19;15.0;73;1016;0.0
17/02/2015;2:00:00;2.3;2;92;16;14.8;75;1016;0.0
17/02/2015;3:00:00;2.4;2;92;20;14.7;78;1016;0.0
17/02/2015;4:00:00;2.4;2;91;12;14.6;77;1016;0.0
17/02/2015;5:00:00;2.5;2;91;10;14.6;76;1016;0.0
17/02/2015;6:00:00;3.0;3;87;29;14.6;80;1017;0.0
17/02/2015;7:00:00;2.9;3;85;15;14.4;85;1017;0.0
17/02/2015;8:00:00;3.0;3;82;22;14.7;86;1018;0.0
17/02/2015;9:00:00;2.9;3;79;17;15.4;84;1019;0.0
17/02/2015;10:00:00;3.2;3;81;13;15.5;84;1020;0.2
17/02/2015;11:00:00;3.1;3;81;19;15.7;85;1021;0.0
17/02/2015;12:00:00;2.9;2;86;31;16.2;80;1021;0.0
17/02/2015;13:00:00;2.8;3;90;23;16.4;78;1021;0.0
17/02/2015;14:00:00;2.7;3;92;25;15.8;83;1022;0.0
17/02/2015;15:00:00;2.4;3;96;33;15.7;84;1022;0.0
17/02/2015;16:00:00;2.5;4;94;38;15.3;84;1023;0.0
17/02/2015;17:00:00;2.7;5;77;25;14.8;83;1023;0.0
17/02/2015;18:00:00;2.6;6;77;23;14.7;82;1024;0.0
17/02/2015;19:00:00;2.6;6;74;24;14.7;81;1025;0.0
17/02/2015;20:00:00;2.5;4;77;33;14.6;79;1026;0.0
17/02/2015;21:00:00;2.6;3;80;25;14.6;78;1027;0.0
17/02/2015;22:00:00;2.4;3;80;25;14.7;78;1027;0.0
17/02/2015;23:00:00;2.4;3;77;21;14.8;76;1028;0.0
17/02/2015;0:00:00;2.4;4;78;26;14.5;74;1027;0.0
18/02/2015;1:00:00;2.5;5;70;32;14.3;76;1027;0.0
18/02/2015;2:00:00;2.4;5;69;27;14.0;74;1027;0.0
18/02/2015;3:00:00;2.6;4;71;30;13.9;73;1027;0.0
18/02/2015;4:00:00;2.4;3;71;31;13.9;73;1027;0.0
18/02/2015;5:00:00;2.5;3;74;30;13.9;73;1027;0.0
18/02/2015;6:00:00;2.8;3;76;25;13.9;73;1027;0.0
18/02/2015;7:00:00;2.8;3;73;27;13.8;75;1027;0.0
18/02/2015;8:00:00;2.9;4;73;28;14.0;78;1028;0.0
18/02/2015;9:00:00;3.1;4;74;28;14.3;78;1028;0.0
18/02/2015;10:00:00;3.1;4;77;27;14.6;78;1029;0.0
18/02/2015;11:00:00;3.2;4;80;32;14.6;79;1029;0.0
18/02/2015;12:00:00;3.2;4;80;37;14.6;80;1029;0.0
18/02/2015;13:00:00;3.2;4;84;38;14.8;80;1029;0.0
18/02/2015;14:00:00;2.9;4;87;38;15.0;80;1028;0.0
18/02/2015;15:00:00;3.2;4;90;23;15.0;81;1028;0.0
18/02/2015;16:00:00;2.9;5;90;31;14.4;82;1026;0.0
18/02/2015;17:00:00;3.1;6;89;28;14.4;82;1029;0.0
18/02/2015;18:00:00;2.8;5;89;58;14.2;83;1029;0.0
18/02/2015;19:00:00;2.7;4;100;27;14.2;81;1030;0.0
18/02/2015;20:00:00;2.5;3;110;43;13.9;73;1029;0.0
18/02/2015;21:00:00;2.4;3;109;28;14.0;71;1031;0.0
18/02/2015;22:00:00;2.5;3;107;34;13.7;70;1031;0.0
18/02/2015;23:00:00;2.5;3;103;27;13.6;72;1031;0.0
18/02/2015;0:00:00;2.5;2;93;16;13.4;75;1031;0.0
19/02/2015;1:00:00;2.4;2;79;34;12.1;78;1029;0.0
19/02/2015;2:00:00;2.5;2;95;27;13.5;79;1030;0.0
19/02/2015;3:00:00;2.5;2;96;37;13.8;79;1030;0.0
19/02/2015;4:00:00;2.5;2;94;;13.7;79;1030;0.0
19/02/2015;5:00:00;2.5;2;89;33;13.2;80;1028;0.0
19/02/2015;6:00:00;3.1;4;86;27;13.3;82;1029;0.0
19/02/2015;7:00:00;5.2;9;77;34;13.3;83;1030;0.0
19/02/2015;8:00:00;11.8;22;62;36;13.5;83;1031;0.0
19/02/2015;9:00:00;6.0;7;88;33;15.0;79;1031;0.0
19/02/2015;10:00:00;6.7;8;94;33;15.7;72;1031;0.0
19/02/2015;11:00:00;3.8;4;98;33;16.2;67;1030;0.0
19/02/2015;12:00:00;3.9;4;100;27;16.2;66;1030;0.0
19/02/2015;13:00:00;3.1;3;103;31;16.0;64;1029;0.0
19/02/2015;14:00:00;3.1;4;101;28;16.1;66;1029;0.0
19/02/2015;15:00:00;3.2;4;103;29;16.4;59;1028;0.0
19/02/2015;16:00:00;3.1;4;100;30;15.5;68;1028;0.0
19/02/2015;17:00:00;3.2;5;95;26;14.9;70;1028;0.0
19/02/2015;18:00:00;4.0;7;82;28;13.9;73;1028;0.0
19/02/2015;19:00:00;3.5;7;74;41;13.3;76;1028;0.0
19/02/2015;20:00:00;2.9;6;69;34;12.4;80;1028;0.0
19/02/2015;21:00:00;2.7;7;59;30;11.6;82;1028;0.0
19/02/2015;22:00:00;2.7;7;57;36;11.4;84;1028;0.0
19/02/2015;23:00:00;2.7;7;46;29;11.0;85;1028;0.0
19/02/2015;0:00:00;2.6;4;40;26;10.7;86;1027;0.0
20/02/2015;1:00:00;2.5;2;41;21;10.4;86;1027;0.0
20/02/2015;2:00:00;2.5;2;53;23;10.7;87;1027;0.0
20/02/2015;3:00:00;2.4;2;59;29;10.4;87;1026;0.0
20/02/2015;4:00:00;2.5;2;53;13;10.5;88;1026;0.0
20/02/2015;5:00:00;2.7;3;62;26;10.9;88;1025;0.0
20/02/2015;6:00:00;3.1;5;67;15;11.1;88;1025;0.0
20/02/2015;7:00:00;4.2;5;60;22;10.9;89;1024;0.0
20/02/2015;8:00:00;17.9;18;44;27;11.8;89;1025;0.0
20/02/2015;9:00:00;8.2;9;76;33;14.4;87;1024;0.0
20/02/2015;10:00:00;7.2;11;86;30;15.8;78;1024;0.0
20/02/2015;11:00:00;4.4;7;85;48;16.5;72;1022;0.0
20/02/2015;12:00:00;5.2;9;86;20;16.9;70;1023;0.0
20/02/2015;13:00:00;3.0;4;93;17;17.0;68;1021;0.0
20/02/2015;14:00:00;3.3;4;91;21;17.3;67;1020;0.0
20/02/2015;15:00:00;4.7;7;85;20;16.6;74;1019;0.0
20/02/2015;16:00:00;3.9;8;79;26;16.3;78;1019;0.0
20/02/2015;17:00:00;2.7;6;73;30;15.8;84;1018;0.0
20/02/2015;18:00:00;4.2;12;60;24;15.4;85;1018;0.0
20/02/2015;19:00:00;3.1;9;57;33;15.3;85;1018;0.0
20/02/2015;20:00:00;3.7;7;44;32;14.5;86;1018;0.0
20/02/2015;21:00:00;2.8;9;40;64;13.9;87;1017;0.0
20/02/2015;22:00:00;2.6;5;48;35;13.5;88;1017;0.0
20/02/2015;23:00:00;3.3;7;31;27;12.7;88;1015;0.0
20/02/2015;0:00:00;2.5;4;37;28;12.0;89;1015;0.0
21/02/2015;1:00:00;2.4;4;37;38;11.9;89;1014;0.0
21/02/2015;2:00:00;2.7;3;44;17;11.8;89;1013;0.0
21/02/2015;3:00:00;2.3;2;48;29;11.8;89;1012;0.0
21/02/2015;4:00:00;2.3;3;44;46;11.8;89;1010;0.0
21/02/2015;5:00:00;2.8;4;32;27;11.3;88;1010;0.0
21/02/2015;6:00:00;7.5;13;27;31;11.5;89;1009;0.0
21/02/2015;7:00:00;16.1;17;48;13;12.4;88;1008;0.0
21/02/2015;8:00:00;3.0;11;63;16;13.5;86;1008;0.0
21/02/2015;9:00:00;3.1;8;78;22;14.7;80;1007;0.0
21/02/2015;10:00:00;3.2;7;83;22;15.1;75;1006;0.0
21/02/2015;11:00:00;3.6;8;81;29;15.4;76;1006;0.0
21/02/2015;12:00:00;3.0;5;85;22;15.5;76;1005;0.0
21/02/2015;13:00:00;2.6;4;88;22;15.4;75;1003;0.0
21/02/2015;14:00:00;2.6;4;94;21;15.0;69;1002;0.0
21/02/2015;15:00:00;2.4;3;89;10;13.7;81;1002;0.8
21/02/2015;16:00:00;2.5;3;83;18;13.7;83;1001;0.2
21/02/2015;17:00:00;2.6;4;83;17;13.4;85;1001;0.2
21/02/2015;18:00:00;2.5;2;87;22;12.6;80;1001;0.0
21/02/2015;19:00:00;2.5;2;89;9;13.0;74;1001;0.0
21/02/2015;20:00:00;2.4;2;83;15;13.1;75;1001;0.0
21/02/2015;21:00:00;2.4;2;83;13;13.3;71;1001;0.2
21/02/2015;22:00:00;2.5;2;84;12;13.1;73;1001;0.0
21/02/2015;23:00:00;2.4;2;84;17;12.9;70;1001;0.0
21/02/2015;0:00:00;2.4;2;87;15;12.6;70;1002;0.0
22/02/2015;1:00:00;2.5;2;88;12;12.3;63;1002;0.0
22/02/2015;2:00:00;2.4;1;88;26;12.1;64;1002;0.0
22/02/2015;3:00:00;2.4;1;88;17;12.4;60;1002;0.0
22/02/2015;4:00:00;2.4;1;88;25;12.5;56;1002;0.0
22/02/2015;5:00:00;2.4;2;87;11;12.4;59;1002;0.0
22/02/2015;6:00:00;2.5;2;86;23;12.2;60;1002;0.0
22/02/2015;7:00:00;2.6;2;86;16;12.2;58;1003;0.0
22/02/2015;8:00:00;2.6;2;87;20;11.9;53;1004;0.2
22/02/2015;9:00:00;2.7;2;86;18;12.1;54;1004;0.0
22/02/2015;10:00:00;3.2;2;86;12;12.0;52;1005;0.0
22/02/2015;11:00:00;2.8;2;86;13;12.4;53;1005;0.0
22/02/2015;12:00:00;3.0;2;86;16;12.5;55;1006;0.0
22/02/2015;13:00:00;2.7;2;87;16;12.8;54;1005;0.0
22/02/2015;14:00:00;2.6;2;87;14;12.5;55;1006;0.0
22/02/2015;15:00:00;2.6;2;89;18;12.3;56;1007;0.0
22/02/2015;16:00:00;2.5;2;90;16;12.5;57;1007;0.0
22/02/2015;17:00:00;2.6;2;90;19;12.7;58;1008;0.0
22/02/2015;18:00:00;2.6;2;91;20;12.9;58;1009;0.0
22/02/2015;19:00:00;2.6;2;91;;13.0;58;1010;0.0
22/02/2015;20:00:00;2.5;2;90;18;13.1;56;1011;0.0
22/02/2015;21:00:00;2.6;2;91;22;13.2;52;1011;0.0
22/02/2015;22:00:00;2.6;2;91;19;13.2;54;1012;0.0
22/02/2015;23:00:00;2.4;1;87;18;12.7;57;1012;0.0
22/02/2015;0:00:00;2.3;1;83;30;12.2;58;1012;0.0
23/02/2015;1:00:00;2.4;3;71;24;11.4;62;1012;0.0
23/02/2015;2:00:00;2.5;3;55;29;10.3;67;1012;0.0
23/02/2015;3:00:00;2.5;2;87;19;13.0;60;1011;0.0
23/02/2015;4:00:00;2.4;2;90;23;13.5;65;1011;0.0
23/02/2015;5:00:00;2.4;3;82;15;13.7;72;1011;0.0
23/02/2015;6:00:00;2.6;5;78;19;13.6;74;1011;0.0
23/02/2015;7:00:00;3.4;12;69;19;13.8;77;1011;0.0
23/02/2015;8:00:00;4.3;12;75;11;14.5;76;1011;0.0
23/02/2015;9:00:00;4.8;13;76;22;15.2;73;1011;0.0
23/02/2015;10:00:00;4.3;10;76;24;15.7;74;1011;0.0
23/02/2015;11:00:00;3.8;6;75;22;17.1;72;1011;0.0
23/02/2015;12:00:00;3.4;5;77;17;17.6;69;1011;0.0
23/02/2015;13:00:00;3.2;4;76;8;17.7;68;1011;0.0
23/02/2015;14:00:00;2.8;3;75;9;17.9;66;1010;0.0
23/02/2015;15:00:00;2.7;2;70;17;18.0;66;1009;0.0
23/02/2015;16:00:00;2.8;4;70;11;17.2;71;1009;0.0
23/02/2015;17:00:00;3.3;10;66;16;16.9;72;1009;0.0
23/02/2015;18:00:00;3.6;11;57;26;16.3;74;1009;0.0
23/02/2015;19:00:00;3.2;7;57;28;15.3;75;1009;0.0
23/02/2015;20:00:00;2.9;6;60;20;15.3;76;1009;0.0
23/02/2015;21:00:00;2.8;8;51;21;15.0;81;1008;0.0
23/02/2015;22:00:00;3.0;7;44;36;14.6;83;1008;0.0
23/02/2015;23:00:00;5.2;8;45;20;14.8;84;1008;0.0
23/02/2015;0:00:00;2.4;4;45;28;15.0;85;1007;0.0
24/02/2015;1:00:00;2.5;2;84;18;13.8;85;1009;0.6
24/02/2015;2:00:00;2.4;1;89;22;12.0;85;1008;0.6
24/02/2015;3:00:00;2.4;1;90;22;12.3;80;1009;0.0
24/02/2015;4:00:00;2.4;1;88;10;12.6;77;1010;0.0
24/02/2015;5:00:00;2.5;1;87;15;13.0;74;1011;0.0
24/02/2015;6:00:00;3.2;3;82;19;13.1;76;1011;0.0
24/02/2015;7:00:00;4.2;7;76;10;13.1;79;1013;0.0
24/02/2015;8:00:00;3.1;4;80;12;13.5;75;1013;0.0
24/02/2015;9:00:00;2.9;2;82;21;14.2;63;1013;0.0
24/02/2015;10:00:00;3.4;3;78;18;14.6;67;1014;0.0
24/02/2015;11:00:00;3.6;5;75;18;15.0;65;1015;0.0
24/02/2015;12:00:00;3.8;6;77;24;14.8;64;1015;0.0
24/02/2015;13:00:00;2.7;2;88;17;14.9;63;1015;0.0
24/02/2015;14:00:00;2.7;2;92;25;15.2;61;1015;0.0
24/02/2015;15:00:00;2.9;2;93;23;15.4;59;1014;0.0
24/02/2015;16:00:00;2.6;2;94;27;15.1;58;1014;0.0
24/02/2015;17:00:00;2.6;2;94;25;14.9;58;1014;0.0
24/02/2015;18:00:00;2.5;3;94;21;14.7;59;1014;0.0
24/02/2015;19:00:00;2.3;2;91;23;14.7;59;1015;0.0
24/02/2015;20:00:00;2.6;2;92;33;13.3;62;1016;0.0
24/02/2015;21:00:00;2.5;2;86;22;13.3;70;1016;0.4
24/02/2015;22:00:00;2.5;2;86;20;12.7;72;1016;0.0
24/02/2015;23:00:00;2.4;1;89;21;13.1;66;1016;0.0
24/02/2015;0:00:00;2.3;1;90;24;13.2;64;1016;0.0
25/02/2015;1:00:00;2.4;1;90;25;13.1;64;1016;0.0
25/02/2015;2:00:00;2.5;2;89;14;13.1;63;1016;0.0
25/02/2015;3:00:00;2.4;2;88;14;13.0;62;1015;0.0
25/02/2015;4:00:00;2.5;2;88;14;13.2;60;1015;0.0
25/02/2015;5:00:00;2.5;3;85;21;13.3;58;1015;0.0
25/02/2015;6:00:00;2.9;3;88;24;13.3;56;1015;0.0
25/02/2015;7:00:00;3.3;3;87;17;12.9;64;1015;0.0
25/02/2015;8:00:00;3.8;3;87;17;13.2;60;1016;0.0
25/02/2015;9:00:00;3.7;3;86;23;13.9;56;1016;0.0
25/02/2015;10:00:00;5.0;4;85;30;14.4;53;1016;0.4
25/02/2015;11:00:00;3.4;2;86;30;14.7;53;1016;0.0
25/02/2015;12:00:00;3.9;3;87;32;15.1;53;1016;0.0
25/02/2015;13:00:00;3.0;3;90;24;15.7;55;1016;0.0
25/02/2015;14:00:00;3.0;3;88;22;15.9;57;1015;0.0
25/02/2015;15:00:00;3.0;4;86;17;15.6;59;1015;0.0
25/02/2015;16:00:00;2.7;3;87;19;15.7;61;1015;0.0
25/02/2015;17:00:00;2.9;4;87;16;15.5;60;1015;0.0
25/02/2015;18:00:00;2.8;4;84;25;15.2;67;1016;0.0
25/02/2015;19:00:00;2.8;3;85;29;14.9;68;1016;0.2
25/02/2015;20:00:00;2.6;3;84;16;14.4;71;1016;0.0
25/02/2015;21:00:00;2.5;2;84;22;14.2;77;1016;0.0
25/02/2015;22:00:00;2.5;3;80;15;14.7;78;1016;0.0
25/02/2015;23:00:00;2.5;2;82;16;15.0;74;1016;0.0
25/02/2015;0:00:00;2.5;2;80;23;15.0;74;1016;0.0
26/02/2015;1:00:00;2.5;2;78;23;14.8;75;1016;0.0
26/02/2015;2:00:00;2.4;2;77;16;14.7;75;1015;0.0
26/02/2015;3:00:00;2.5;2;76;21;14.7;75;1015;0.0
26/02/2015;4:00:00;2.4;2;78;22;14.7;73;1015;0.0
26/02/2015;5:00:00;2.4;2;77;20;14.6;71;1016;0.0
26/02/2015;6:00:00;2.8;2;77;18;14.6;71;1016;0.0
26/02/2015;7:00:00;2.8;2;76;21;14.6;70;1016;0.0
26/02/2015;8:00:00;3.0;2;76;16;15.0;69;1017;0.0
26/02/2015;9:00:00;2.9;2;76;26;15.2;69;1018;0.0
26/02/2015;10:00:00;3.0;2;75;23;15.5;69;1018;0.0
26/02/2015;11:00:00;3.1;2;77;8;15.6;68;1018;0.0
26/02/2015;12:00:00;3.4;2;77;17;15.7;69;1018;0.0
26/02/2015;13:00:00;3.6;3;78;15;15.9;70;1017;0.0
26/02/2015;14:00:00;3.3;2;81;23;16.3;69;1017;0.0
26/02/2015;15:00:00;3.3;2;83;18;15.5;72;1017;0.2
26/02/2015;16:00:00;3.5;4;82;15;14.8;80;1017;0.0
26/02/2015;17:00:00;4.1;5;75;17;14.3;86;1017;0.0
26/02/2015;18:00:00;5.2;10;62;14;14.5;88;1017;0.2
26/02/2015;19:00:00;3.2;10;56;29;14.8;89;1017;0.0
26/02/2015;20:00:00;2.5;6;65;28;14.7;89;1017;0.0
26/02/2015;21:00:00;2.5;4;65;25;14.9;89;1017;0.2
26/02/2015;22:00:00;2.4;2;73;26;14.9;88;1017;0.2
26/02/2015;23:00:00;2.5;2;68;9;14.9;88;1017;0.0
26/02/2015;0:00:00;2.5;2;55;15;14.7;88;1016;0.0
27/02/2015;1:00:00;2.4;2;46;23;14.8;88;1016;0.2
27/02/2015;2:00:00;2.4;2;45;17;14.8;89;1015;0.0
27/02/2015;3:00:00;2.4;2;47;18;14.8;89;1015;0.0
27/02/2015;4:00:00;2.6;6;42;15;14.7;89;1014;0.0
27/02/2015;5:00:00;2.8;7;48;8;14.7;89;1013;0.0
27/02/2015;6:00:00;6.6;15;48;21;14.6;88;1013;0.0
27/02/2015;7:00:00;4.8;25;36;21;14.8;86;1013;0.0
27/02/2015;8:00:00;5.6;21;46;11;15.2;84;1013;0.0
27/02/2015;9:00:00;3.8;10;53;13;15.0;86;1013;0.4
27/02/2015;10:00:00;6.0;10;55;26;14.6;88;1013;0.6
27/02/2015;11:00:00;3.0;3;90;23;12.7;88;1013;0.4
27/02/2015;12:00:00;2.9;2;89;;12.6;81;1013;1.4
27/02/2015;13:00:00;;;;;11.8;78;1014;1.2
27/02/2015;14:00:00;;;;;12.7;69;1014;0.0
27/02/2015;15:00:00;2.8;2;90;;13.0;64;1015;0.0
27/02/2015;16:00:00;3.1;2;90;;13.2;66;1015;0.0
27/02/2015;17:00:00;2.9;2;90;;13.2;66;1015;0.0
27/02/2015;18:00:00;3.0;3;89;;13.1;65;1016;0.0
27/02/2015;19:00:00;2.6;2;89;;13.1;64;1017;0.0
27/02/2015;20:00:00;2.5;3;89;;13.2;63;1018;0.0
27/02/2015;21:00:00;2.5;2;90;;13.0;60;1018;0.0
27/02/2015;22:00:00;2.3;2;89;;12.8;60;1019;0.0
27/02/2015;23:00:00;2.4;2;89;;12.8;60;1019;0.0
27/02/2015;0:00:00;2.4;2;89;;12.8;61;1019;0.0
28/02/2015;1:00:00;2.5;2;89;;12.8;60;1019;0.0
28/02/2015;2:00:00;2.4;2;89;;12.9;60;1019;0.0
28/02/2015;3:00:00;2.4;2;88;;12.8;60;1019;0.0
28/02/2015;4:00:00;2.5;2;88;;12.8;60;1019;0.0
28/02/2015;5:00:00;2.4;2;88;;12.7;61;1019;0.0
28/02/2015;6:00:00;2.8;2;88;;12.8;62;1020;0.0
28/02/2015;7:00:00;2.8;2;88;;12.8;62;1020;0.0
28/02/2015;8:00:00;2.8;2;86;25;12.9;63;1019;0.0
28/02/2015;9:00:00;3.5;4;85;18;13.2;63;1021;0.0
28/02/2015;10:00:00;3.4;4;86;30;13.7;62;1021;0.0
28/02/2015;11:00:00;3.9;4;86;30;14.4;61;1021;0.0
28/02/2015;12:00:00;2.7;3;91;28;14.9;60;1022;0.0
28/02/2015;13:00:00;2.6;2;94;18;15.0;60;1020;0.0
28/02/2015;14:00:00;2.5;2;96;27;14.8;64;1020;0.0
28/02/2015;15:00:00;2.6;2;97;19;14.9;60;1020;0.0
28/02/2015;16:00:00;2.4;2;96;9;14.8;60;1019;0.0
28/02/2015;17:00:00;2.4;2;97;10;14.1;65;1020;0.0
28/02/2015;18:00:00;2.3;2;96;19;13.5;69;1020;0.0
28/02/2015;19:00:00;2.5;2;96;19;13.6;70;1021;0.0
28/02/2015;20:00:00;2.4;2;95;15;13.6;68;1021;0.0
28/02/2015;21:00:00;2.6;2;93;18;13.5;67;1021;0.0
28/02/2015;22:00:00;2.5;2;90;20;13.5;69;1022;0.0
28/02/2015;23:00:00;2.5;3;73;14;13.0;71;1022;0.0
28/02/2015;0:00:00;2.6;6;44;32;12.0;73;1022;0.0
01/03/2015;1:00:00;2.8;7;37;28;11.7;75;1021;0.0
01/03/2015;2:00:00;2.5;5;32;30;11.1;78;1021;0.0
