Fecha;Hora;SO2;NO;NO2;dd;vv;TMP;O3
15/02/2015;11:00:00;0;0.7;6;179;1.0;15.3;65
15/02/2015;12:00:00;1;0.0;4;256;2.7;16.1;75
15/02/2015;13:00:00;0;0.1;3;299;2.7;16.1;78
15/02/2015;14:00:00;1;0.0;2;309;3.2;16.4;81
15/02/2015;15:00:00;0;0.0;2;314;3.4;16.3;83
15/02/2015;16:00:00;0;0.0;2;290;2.3;16.7;84
15/02/2015;17:00:00;0;1.9;14;294;1.7;16.5;68
15/02/2015;18:00:00;0;1.3;15;281;1.1;15.5;65
15/02/2015;19:00:00;1;0.6;9;288;1.9;14.9;71
15/02/2015;20:00:00;1;0.0;2;302;1.2;14.5;79
15/02/2015;21:00:00;0;0.0;4;326;0.7;14.0;75
15/02/2015;22:00:00;1;0.0;8;293;0.9;13.4;68
15/02/2015;23:00:00;1;2.0;15;280;0.9;12.8;59
15/02/2015;0:00:00;1;0.0;3;308;4.4;14.0;78
16/02/2015;1:00:00;1;0.0;2;307;6.5;14.1;85
16/02/2015;2:00:00;1;0.0;2;305;4.6;13.3;88
16/02/2015;3:00:00;1;0.0;2;286;3.1;12.8;87
16/02/2015;4:00:00;1;0.0;5;96;3.0;10.7;80
16/02/2015;5:00:00;1;0.0;3;135;1.2;9.8;79
16/02/2015;6:00:00;1;0.0;3;167;0.2;9.6;74
16/02/2015;7:00:00;1;0.4;6;;;;68
16/02/2015;8:00:00;1;3.0;20;;;;46
16/02/2015;9:00:00;1;12.7;27;;;;32
16/02/2015;10:00:00;1;16.1;29;274;0.6;9.7;29
16/02/2015;11:00:00;1;1.6;15;109;0.5;9.7;56
16/02/2015;12:00:00;1;3.3;15;229;1.2;11.6;59
16/02/2015;13:00:00;1;0.6;5;148;2.7;12.6;85
16/02/2015;14:00:00;1;0.5;4;178;2.2;13.6;88
16/02/2015;15:00:00;1;0.4;4;193;2.7;14.0;91
16/02/2015;16:00:00;1;0.5;5;286;3.2;13.7;93
16/02/2015;17:00:00;1;1.8;6;222;2.7;13.7;92
16/02/2015;18:00:00;1;0.7;3;309;3.5;12.8;94
16/02/2015;19:00:00;1;0.6;4;310;3.5;12.1;93
16/02/2015;20:00:00;1;0.4;8;205;1.4;11.9;89
16/02/2015;21:00:00;1;0.0;8;177;1.4;11.7;89
16/02/2015;22:00:00;1;0.0;7;233;1.8;11.4;90
16/02/2015;23:00:00;1;0.0;2;310;1.8;11.6;97
16/02/2015;0:00:00;1;0.0;2;311;2.8;11.5;99
17/02/2015;1:00:00;1;3.0;13;306;2.2;11.5;84
17/02/2015;2:00:00;1;0.0;8;258;0.3;11.3;85
17/02/2015;3:00:00;1;0.0;6;254;1.2;11.2;84
17/02/2015;4:00:00;1;0.0;2;217;2.9;12.3;94
17/02/2015;5:00:00;1;0.0;2;210;3.4;12.9;92
17/02/2015;6:00:00;1;0.0;2;204;2.5;13.1;93
17/02/2015;7:00:00;1;0.4;3;137;3.4;13.4;95
17/02/2015;8:00:00;1;0.1;4;109;3.5;13.1;91
17/02/2015;9:00:00;1;1.0;7;200;3.6;11.9;83
17/02/2015;10:00:00;1;1.0;6;182;4.3;12.0;82
17/02/2015;11:00:00;1;1.3;6;197;3.0;12.1;76
17/02/2015;12:00:00;1;1.8;7;217;3.1;12.5;76
17/02/2015;13:00:00;1;0.9;8;228;1.7;12.6;74
17/02/2015;14:00:00;0;0.7;5;250;2.2;12.8;76
17/02/2015;15:00:00;0;0.7;6;160;3.8;12.8;81
17/02/2015;16:00:00;0;0.5;6;107;2.8;13.1;85
17/02/2015;17:00:00;0;0.3;4;75;4.7;13.5;90
17/02/2015;18:00:00;0;0.4;6;108;3.4;13.4;87
17/02/2015;19:00:00;0;0.5;7;103;3.2;13.0;84
17/02/2015;20:00:00;0;0.4;6;150;3.8;12.9;88
17/02/2015;21:00:00;0;0.0;5;125;2.8;12.9;89
17/02/2015;22:00:00;0;0.0;4;102;2.1;12.7;88
17/02/2015;23:00:00;0;0.0;3;108;2.2;12.4;87
17/02/2015;0:00:00;0;0.0;2;147;2.8;12.6;90
18/02/2015;1:00:00;0;0.0;2;110;4.2;12.6;91
18/02/2015;2:00:00;0;0.0;2;100;3.7;12.4;88
18/02/2015;3:00:00;0;0.0;2;79;3.7;12.4;84
18/02/2015;4:00:00;0;0.0;2;78;3.5;12.2;83
18/02/2015;5:00:00;0;0.0;2;65;4.1;12.1;82
18/02/2015;6:00:00;0;0.0;2;59;4.7;11.9;82
18/02/2015;7:00:00;0;0.0;2;71;4.4;11.8;84
18/02/2015;8:00:00;0;0.1;4;63;4.2;11.7;84
18/02/2015;9:00:00;0;0.5;6;61;3.9;11.8;82
18/02/2015;10:00:00;0;0.7;5;67;4.4;12.5;83
18/02/2015;11:00:00;0;0.8;6;77;6.9;13.4;88
18/02/2015;12:00:00;0;0.8;6;83;7.5;13.5;91
18/02/2015;13:00:00;3;0.5;5;79;6.3;13.1;89
18/02/2015;14:00:00;1;0.7;6;80;6.1;12.8;91
18/02/2015;15:00:00;0;0.8;6;78;5.5;12.9;94
18/02/2015;16:00:00;1;1.2;8;78;5.5;13.9;98
18/02/2015;17:00:00;1;1.0;10;79;4.8;14.1;98
18/02/2015;18:00:00;1;0.3;6;81;3.6;13.5;102
18/02/2015;19:00:00;1;0.1;9;81;1.6;12.7;99
18/02/2015;20:00:00;1;0.1;13;68;1.6;11.7;91
18/02/2015;21:00:00;1;0.1;12;106;0.9;11.2;92
18/02/2015;22:00:00;1;0.0;11;258;0.6;10.7;90
18/02/2015;23:00:00;1;0.0;5;277;1.0;10.3;94
18/02/2015;0:00:00;1;0.0;4;230;0.6;10.3;94
19/02/2015;1:00:00;1;0.0;6;216;0.3;9.9;85
19/02/2015;2:00:00;1;0.6;11;254;1.2;9.5;79
19/02/2015;3:00:00;1;0.0;2;326;1.8;8.9;89
19/02/2015;4:00:00;1;0.0;3;246;0.8;8.6;88
19/02/2015;5:00:00;1;0.0;6;241;0.7;8.2;78
19/02/2015;6:00:00;1;2.0;19;340;0.2;8.9;59
19/02/2015;7:00:00;1;0.4;7;132;0.9;8.9;75
19/02/2015;8:00:00;1;0.5;13;206;0.3;8.8;71
19/02/2015;9:00:00;1;9.1;33;320;0.3;9.0;44
19/02/2015;10:00:00;1;5.0;24;104;1.5;11.8;71
19/02/2015;11:00:00;1;1.2;8;84;3.5;13.7;98
19/02/2015;12:00:00;1;1.1;8;92;3.6;14.4;100
19/02/2015;13:00:00;1;1.1;6;99;3.3;15.0;104
19/02/2015;14:00:00;1;1.0;6;93;3.4;15.6;106
19/02/2015;15:00:00;1;1.0;7;102;2.6;15.9;107
19/02/2015;16:00:00;1;1.0;9;101;2.5;14.7;102
19/02/2015;17:00:00;1;0.6;8;98;2.8;14.2;102
19/02/2015;18:00:00;1;0.7;11;96;2.8;13.9;97
19/02/2015;19:00:00;1;0.3;13;85;1.8;12.7;91
19/02/2015;20:00:00;1;0.3;13;68;1.2;11.8;90
19/02/2015;21:00:00;1;0.2;21;32;0.2;11.4;76
19/02/2015;22:00:00;2;74.0;63;308;0.5;10.0;16
19/02/2015;23:00:00;2;29.8;37;291;1.0;9.1;41
19/02/2015;0:00:00;1;7.5;19;299;0.8;7.9;50
20/02/2015;1:00:00;1;11.6;14;324;0.8;7.3;57
20/02/2015;2:00:00;1;12.8;19;310;0.7;7.2;50
20/02/2015;3:00:00;1;0.3;6;341;0.4;6.6;56
20/02/2015;4:00:00;2;57.1;26;306;0.6;6.5;39
20/02/2015;5:00:00;1;9.9;15;295;0.6;6.0;43
20/02/2015;6:00:00;1;11.9;19;295;0.7;5.8;43
20/02/2015;7:00:00;1;24.3;32;295;0.8;6.0;30
20/02/2015;8:00:00;1;0.9;15;295;0.8;5.9;51
20/02/2015;9:00:00;2;19.5;42;300;0.6;7.0;30
20/02/2015;10:00:00;1;7.7;27;113;0.9;10.3;58
20/02/2015;11:00:00;2;2.6;16;100;1.4;12.7;84
20/02/2015;12:00:00;2;1.4;11;106;1.5;14.4;91
20/02/2015;13:00:00;1;1.0;7;110;1.2;15.1;96
20/02/2015;14:00:00;1;0.5;5;121;1.5;15.9;99
20/02/2015;15:00:00;1;0.7;6;147;0.9;17.2;99
20/02/2015;16:00:00;1;0.4;7;156;0.8;17.7;99
20/02/2015;17:00:00;1;10.0;36;214;0.6;15.7;61
20/02/2015;18:00:00;2;17.3;56;293;0.3;14.6;36
20/02/2015;19:00:00;1;0.5;23;99;0.9;13.8;70
20/02/2015;20:00:00;1;0.1;17;96;0.6;12.2;77
20/02/2015;21:00:00;1;0.9;34;185;0.3;11.7;48
20/02/2015;22:00:00;1;0.4;30;309;0.2;11.4;42
20/02/2015;23:00:00;1;0.1;15;309;0.3;10.7;47
20/02/2015;0:00:00;1;0.0;7;309;0.4;9.8;55
21/02/2015;1:00:00;1;1.4;14;309;0.3;9.3;47
21/02/2015;2:00:00;1;4.8;13;307;0.9;8.8;43
21/02/2015;3:00:00;1;4.6;9;257;0.7;8.2;39
21/02/2015;4:00:00;1;11.1;16;336;0.5;8.3;30
21/02/2015;5:00:00;1;1.7;8;336;0.5;8.4;38
21/02/2015;6:00:00;2;28.1;29;336;0.6;8.7;20
21/02/2015;7:00:00;1;0.3;7;336;0.3;8.9;46
21/02/2015;8:00:00;1;16.5;25;336;0.2;9.3;23
21/02/2015;9:00:00;1;0.8;9;276;0.2;9.7;43
21/02/2015;10:00:00;1;2.6;15;119;0.2;10.8;47
21/02/2015;11:00:00;1;0.7;9;219;1.2;12.2;75
21/02/2015;12:00:00;1;0.0;4;253;1.9;12.5;88
21/02/2015;13:00:00;1;0.7;7;256;2.1;12.5;86
21/02/2015;14:00:00;1;1.0;8;274;2.5;11.3;84
21/02/2015;15:00:00;1;0.9;15;279;0.5;10.6;68
21/02/2015;16:00:00;1;0.8;9;250;1.8;11.1;74
21/02/2015;17:00:00;1;0.1;4;301;3.2;11.9;86
21/02/2015;18:00:00;1;0.2;5;300;3.0;12.0;87
21/02/2015;19:00:00;1;0.0;3;287;2.9;10.7;83
21/02/2015;20:00:00;1;0.0;4;228;2.8;10.4;84
21/02/2015;21:00:00;1;0.0;4;301;2.0;9.9;85
21/02/2015;22:00:00;1;0.0;3;320;1.6;9.9;84
21/02/2015;23:00:00;1;0.0;2;290;3.5;9.2;90
21/02/2015;0:00:00;1;0.0;1;314;4.8;6.9;96
22/02/2015;1:00:00;1;0.0;2;202;2.8;6.0;93
22/02/2015;2:00:00;1;0.0;3;132;1.1;5.8;85
22/02/2015;3:00:00;1;0.3;9;254;0.8;5.8;76
22/02/2015;4:00:00;1;0.6;9;273;0.7;5.2;69
22/02/2015;5:00:00;1;0.3;10;246;0.5;4.8;59
22/02/2015;6:00:00;1;0.0;3;301;3.5;7.2;84
22/02/2015;7:00:00;1;0.0;2;316;3.3;8.5;86
22/02/2015;8:00:00;1;0.0;2;316;4.2;9.0;85
22/02/2015;9:00:00;1;0.0;2;314;5.4;9.5;87
22/02/2015;10:00:00;1;0.0;2;311;4.8;9.7;86
22/02/2015;11:00:00;1;0.0;2;305;6.1;10.3;89
22/02/2015;12:00:00;1;0.0;2;311;5.9;10.7;90
22/02/2015;13:00:00;1;0.0;2;306;5.3;10.7;91
22/02/2015;14:00:00;1;0.0;2;294;5.3;10.6;93
22/02/2015;15:00:00;1;0.0;2;308;5.6;11.1;96
22/02/2015;16:00:00;1;0.0;2;308;6.1;11.6;98
22/02/2015;17:00:00;1;0.0;2;302;4.5;12.0;98
22/02/2015;18:00:00;1;0.0;2;304;3.5;12.0;101
22/02/2015;19:00:00;1;0.0;3;238;2.7;11.3;97
22/02/2015;20:00:00;1;0.0;4;60;0.8;9.9;88
22/02/2015;21:00:00;1;16.5;46;275;0.7;8.1;28
22/02/2015;22:00:00;1;10.7;28;322;1.0;6.1;37
22/02/2015;23:00:00;1;15.1;25;313;1.2;5.5;43
22/02/2015;0:00:00;1;5.0;11;319;0.9;5.1;57
23/02/2015;1:00:00;1;7.0;15;264;0.7;5.0;51
23/02/2015;2:00:00;1;22.6;31;285;0.6;5.4;31
23/02/2015;3:00:00;1;7.1;20;201;1.1;5.5;42
23/02/2015;4:00:00;1;7.4;35;284;1.2;8.0;38
23/02/2015;5:00:00;1;0.2;12;238;0.9;9.1;69
23/02/2015;6:00:00;1;1.0;16;288;1.1;8.2;58
23/02/2015;7:00:00;1;1.5;26;278;1.0;10.3;55
23/02/2015;8:00:00;1;2.7;15;343;1.3;7.8;50
23/02/2015;9:00:00;1;6.8;29;227;1.5;9.9;42
23/02/2015;10:00:00;1;2.3;12;291;1.7;14.8;60
23/02/2015;11:00:00;1;1.0;5;264;2.5;16.4;67
23/02/2015;12:00:00;1;2.2;9;272;2.4;17.1;64
23/02/2015;13:00:00;1;2.4;9;295;3.5;17.5;68
23/02/2015;14:00:00;1;1.0;3;302;3.1;18.0;71
23/02/2015;15:00:00;38;8.8;11;290;2.8;19.1;66
23/02/2015;16:00:00;1;0.3;4;252;2.9;18.7;76
23/02/2015;17:00:00;1;1.0;7;277;1.5;18.7;72
23/02/2015;18:00:00;1;0.5;7;277;1.2;17.2;71
23/02/2015;19:00:00;1;3.5;18;278;1.6;15.2;54
23/02/2015;20:00:00;1;4.7;30;232;0.6;14.0;35
23/02/2015;21:00:00;1;2.2;28;272;0.6;13.1;32
23/02/2015;22:00:00;1;1.0;23;198;0.4;12.4;34
23/02/2015;23:00:00;1;0.6;20;121;0.9;11.6;32
23/02/2015;0:00:00;1;0.1;14;222;1.2;12.2;40
24/02/2015;1:00:00;1;0.0;3;306;8.4;12.6;80
24/02/2015;2:00:00;1;0.0;2;309;10.2;12.1;91
24/02/2015;3:00:00;1;0.0;2;308;10.6;12.5;92
24/02/2015;4:00:00;1;0.0;2;309;9.1;12.2;89
24/02/2015;5:00:00;1;0.0;2;311;6.7;11.7;89
24/02/2015;6:00:00;1;0.0;2;309;5.3;10.8;90
24/02/2015;7:00:00;1;0.0;2;310;9.1;11.3;89
24/02/2015;8:00:00;1;0.0;2;309;9.6;11.4;89
24/02/2015;9:00:00;1;0.0;2;304;7.8;11.1;88
24/02/2015;10:00:00;1;0.0;2;305;7.2;11.2;89
24/02/2015;11:00:00;1;0.0;2;307;9.0;11.0;91
24/02/2015;12:00:00;1;0.0;2;309;8.8;11.0;92
24/02/2015;13:00:00;1;0.0;2;308;8.4;11.7;93
24/02/2015;14:00:00;1;0.0;2;304;8.8;12.2;94
24/02/2015;15:00:00;1;0.0;2;310;8.6;12.5;95
24/02/2015;16:00:00;1;0.0;2;309;8.6;12.8;97
24/02/2015;17:00:00;1;0.0;2;307;8.9;12.9;98
24/02/2015;18:00:00;1;0.1;2;306;8.9;12.4;96
24/02/2015;19:00:00;1;0.0;2;306;8.1;12.3;94
24/02/2015;20:00:00;1;0.0;2;305;8.4;12.2;92
24/02/2015;21:00:00;1;0.0;2;304;9.3;11.9;92
24/02/2015;22:00:00;1;0.0;2;308;11.8;11.5;92
24/02/2015;23:00:00;1;0.0;2;310;10.3;11.0;90
24/02/2015;0:00:00;0;0.0;2;309;9.8;10.7;89
25/02/2015;1:00:00;1;0.0;2;308;7.5;10.5;87
25/02/2015;2:00:00;1;0.0;2;312;5.4;10.4;86
25/02/2015;3:00:00;1;0.0;2;311;8.2;10.3;87
25/02/2015;4:00:00;1;0.0;2;309;8.2;10.0;88
25/02/2015;5:00:00;1;0.0;2;308;6.8;9.8;86
25/02/2015;6:00:00;1;0.0;2;308;7.1;9.9;87
25/02/2015;7:00:00;1;0.0;2;310;8.3;10.0;87
25/02/2015;8:00:00;1;0.0;2;309;9.4;10.1;87
25/02/2015;9:00:00;1;0.4;3;304;3.3;10.6;83
25/02/2015;10:00:00;1;0.3;3;296;4.7;11.4;83
25/02/2015;11:00:00;1;0.1;3;308;9.3;11.8;85
25/02/2015;12:00:00;1;0.1;3;308;10.1;12.3;87
25/02/2015;13:00:00;1;0.0;2;313;7.8;12.3;87
25/02/2015;14:00:00;1;0.0;2;310;8.4;12.3;89
25/02/2015;15:00:00;0;0.0;2;307;9.0;12.9;91
25/02/2015;16:00:00;1;0.0;2;308;9.2;13.4;90
25/02/2015;17:00:00;0;0.0;3;309;8.8;13.9;91
25/02/2015;18:00:00;1;0.1;2;307;6.3;13.9;93
25/02/2015;19:00:00;1;0.4;3;296;2.7;13.6;91
25/02/2015;20:00:00;1;0.3;3;313;3.7;13.5;91
25/02/2015;21:00:00;1;0.0;2;315;4.4;13.6;91
25/02/2015;22:00:00;1;0.0;3;319;5.1;13.4;88
25/02/2015;23:00:00;1;0.0;2;318;7.2;13.4;88
25/02/2015;0:00:00;1;0.0;2;275;4.6;13.3;87
26/02/2015;1:00:00;1;0.0;4;113;0.6;12.6;81
26/02/2015;2:00:00;1;0.2;9;143;0.4;11.8;68
26/02/2015;3:00:00;1;0.1;8;282;1.2;12.0;69
26/02/2015;4:00:00;1;0.0;2;223;1.5;12.4;80
26/02/2015;5:00:00;1;0.0;2;121;2.5;12.9;82
26/02/2015;6:00:00;1;0.0;2;259;1.9;13.8;84
26/02/2015;7:00:00;1;2.0;18;283;0.9;12.4;56
26/02/2015;8:00:00;1;8.5;24;283;1.8;11.9;48
26/02/2015;9:00:00;1;1.5;14;141;2.1;13.5;67
26/02/2015;10:00:00;1;2.1;23;179;0.6;12.7;55
26/02/2015;11:00:00;1;1.6;17;92;0.2;13.2;57
26/02/2015;12:00:00;1;1.2;12;136;0.5;13.8;63
26/02/2015;13:00:00;1;1.1;9;121;0.4;13.8;66
26/02/2015;14:00:00;1;0.7;9;130;0.0;14.0;65
26/02/2015;15:00:00;1;1.4;15;147;0.4;14.1;56
26/02/2015;16:00:00;1;3.3;26;207;0.6;13.8;46
26/02/2015;17:00:00;1;2.3;29;207;0.3;13.5;46
26/02/2015;18:00:00;1;1.5;30;210;0.2;12.9;40
26/02/2015;19:00:00;1;1.0;29;227;0.1;12.4;35
26/02/2015;20:00:00;1;3.7;34;228;0.2;12.1;19
26/02/2015;21:00:00;1;3.8;33;236;0.1;11.7;11
26/02/2015;22:00:00;1;3.1;27;275;0.8;11.5;12
26/02/2015;23:00:00;2;7.6;22;315;0.4;11.4;22
26/02/2015;0:00:00;1;5.8;24;315;0.1;11.2;13
27/02/2015;1:00:00;1;0.3;14;315;0.2;11.2;22
27/02/2015;2:00:00;1;0.0;7;315;0.7;10.9;28
27/02/2015;3:00:00;1;0.0;4;325;0.7;10.5;28
27/02/2015;4:00:00;2;43.0;19;331;0.5;10.3;18
27/02/2015;5:00:00;1;2.0;10;331;0.1;10.2;20
27/02/2015;6:00:00;1;0.0;10;179;0.3;10.2;27
27/02/2015;7:00:00;1;0.4;15;175;0.2;11.0;30
27/02/2015;8:00:00;1;1.4;10;305;1.8;12.7;56
27/02/2015;9:00:00;1;1.2;6;302;4.2;13.7;73
27/02/2015;10:00:00;1;0.0;3;302;6.7;13.7;94
27/02/2015;11:00:00;1;0.0;3;300;7.0;13.5;98
27/02/2015;12:00:00;1;0.1;3;308;7.8;13.5;99
27/02/2015;13:00:00;1;0.0;2;309;6.1;12.9;98
27/02/2015;14:00:00;1;0.1;5;189;3.4;11.7;90
27/02/2015;15:00:00;1;0.5;7;92;4.3;9.2;87
27/02/2015;16:00:00;1;0.2;6;174;2.3;8.7;85
27/02/2015;17:00:00;1;0.7;10;183;0.9;8.8;78
27/02/2015;18:00:00;1;1.1;13;196;0.7;9.3;71
27/02/2015;19:00:00;1;4.3;41;282;0.3;9.2;28
27/02/2015;20:00:00;1;31.6;34;294;1.0;7.9;28
27/02/2015;21:00:00;1;22.0;30;303;0.7;6.7;24
27/02/2015;22:00:00;1;21.2;32;240;0.8;6.1;21
27/02/2015;23:00:00;1;0.9;8;179;1.4;6.3;49
27/02/2015;0:00:00;1;20.4;22;296;0.9;6.3;34
28/02/2015;1:00:00;1;7.7;14;309;1.0;5.5;39
28/02/2015;2:00:00;1;2.5;8;291;0.8;5.7;45
28/02/2015;3:00:00;1;0.2;4;15;0.8;5.8;49
28/02/2015;4:00:00;2;49.8;24;13;0.8;5.9;26
28/02/2015;5:00:00;1;11.5;15;13;0.7;5.5;30
28/02/2015;6:00:00;1;27.8;27;13;0.6;5.3;21
28/02/2015;7:00:00;1;0.0;5;13;0.9;5.1;47
28/02/2015;8:00:00;1;10.8;10;13;0.7;4.9;39
28/02/2015;9:00:00;1;3.0;14;13;0.2;6.3;35
28/02/2015;10:00:00;1;1.5;9;207;1.7;9.9;67
28/02/2015;11:00:00;1;0.3;4;303;3.0;11.3;85
28/02/2015;12:00:00;1;0.0;2;305;3.3;11.4;89
28/02/2015;13:00:00;1;0.0;2;306;3.6;11.9;94
28/02/2015;14:00:00;1;2.1;7;301;3.4;12.3;90
28/02/2015;15:00:00;1;0.2;3;299;3.3;12.5;97
28/02/2015;16:00:00;1;0.5;4;297;3.0;12.7;97
28/02/2015;17:00:00;1;0.0;2;316;3.3;12.2;100
28/02/2015;18:00:00;1;0.0;2;322;1.9;11.5;95
28/02/2015;19:00:00;1;0.0;4;320;0.8;11.1;90
28/02/2015;20:00:00;1;1.0;18;233;0.3;10.3;59
28/02/2015;21:00:00;1;0.0;10;241;0.4;9.7;62
28/02/2015;22:00:00;1;0.2;7;241;0.4;8.6;54
28/02/2015;23:00:00;1;2.9;13;246;0.8;8.2;59
28/02/2015;0:00:00;1;14.5;20;150;0.4;8.0;42
01/03/2015;1:00:00;1;4.2;26;90;0.3;7.9;29
01/03/2015;2:00:00;1;0.0;20;306;0.4;8.1;44
01/03/2015;3:00:00;1;0.2;9;58;0.7;8.3;48
01/03/2015;4:00:00;1;0.1;5;34;0.7;7.9;54
01/03/2015;5:00:00;1;0.1;14;26;0.3;8.1;42
01/03/2015;6:00:00;1;2.7;15;26;0.7;8.1;36
01/03/2015;7:00:00;1;0.0;8;120;0.6;8.2;49
01/03/2015;8:00:00;1;0.0;3;334;0.5;8.4;54
01/03/2015;9:00:00;1;0.1;4;334;0.1;9.1;44
01/03/2015;10:00:00;1;1.0;6;334;0.3;10.3;39
01/03/2015;11:00:00;1;1.0;7;334;0.1;12.2;69
01/03/2015;12:00:00;1;1.3;10;306;0.1;14.3;75
01/03/2015;13:00:00;1;2.2;14;178;0.6;16.0;79
01/03/2015;14:00:00;1;1.5;12;166;0.8;17.3;83
01/03/2015;15:00:00;1;1.2;11;214;1.2;17.3;86
01/03/2015;16:00:00;1;1.1;11;198;1.8;17.4;87
01/03/2015;17:00:00;1;1.2;12;196;1.3;17.0;83
01/03/2015;18:00:00;1;1.1;13;201;1.1;17.3;78
01/03/2015;19:00:00;1;0.1;15;152;0.5;15.5;78
01/03/2015;20:00:00;1;0.0;19;121;0.5;13.7;63
01/03/2015;21:00:00;1;0.0;21;34;1.0;12.4;39
01/03/2015;22:00:00;1;0.0;13;338;1.3;11.9;49
01/03/2015;23:00:00;1;0.1;13;340;0.4;11.2;35
01/03/2015;0:00:00;1;0.0;11;340;0.5;10.3;25
02/03/2015;1:00:00;1;0.0;9;340;0.7;9.9;27
02/03/2015;2:00:00;1;0.0;7;340;0.9;10.2;37
02/03/2015;3:00:00;1;0.0;6;340;1.0;9.9;36
02/03/2015;4:00:00;1;0.0;6;340;0.5;9.7;34
02/03/2015;5:00:00;1;0.0;8;340;1.0;9.6;34
02/03/2015;6:00:00;1;0.0;7;340;0.4;9.6;29
02/03/2015;7:00:00;1;6.3;15;340;0.6;9.5;17
02/03/2015;8:00:00;1;7.1;21;340;0.3;9.3;12
02/03/2015;9:00:00;1;9.8;22;340;0.6;10.0;15
02/03/2015;10:00:00;1;6.5;20;268;0.6;12.0;33
02/03/2015;11:00:00;1;9.7;24;102;0.4;14.8;33
02/03/2015;12:00:00;1;13.3;30;102;0.4;17.9;33
02/03/2015;13:00:00;1;11.4;28;129;1.2;20.2;39
02/03/2015;14:00:00;1;9.0;24;87;1.5;21.3;43
02/03/2015;15:00:00;1;4.9;18;102;1.3;21.9;52
02/03/2015;16:00:00;1;5.0;19;106;1.1;22.0;51
02/03/2015;17:00:00;1;5.0;22;101;1.5;21.4;48
02/03/2015;18:00:00;1;4.0;26;113;1.4;18.9;43
02/03/2015;19:00:00;1;2.9;37;106;0.4;17.1;27
02/03/2015;20:00:00;1;2.7;39;95;0.4;15.1;17
02/03/2015;21:00:00;1;2.9;35;74;0.6;14.1;14
02/03/2015;22:00:00;1;6.6;35;64;0.0;13.6;9
02/03/2015;23:00:00;2;7.5;28;64;0.4;13.1;4
02/03/2015;0:00:00;1;0.4;22;331;0.9;12.9;18
03/03/2015;1:00:00;1;1.3;20;355;0.4;12.4;12
03/03/2015;2:00:00;1;2.1;27;110;1.8;12.7;9
03/03/2015;3:00:00;1;0.3;27;250;1.3;12.6;9
03/03/2015;4:00:00;1;0.0;19;289;1.1;12.4;15
03/03/2015;5:00:00;1;0.0;12;224;0.7;12.1;22
03/03/2015;6:00:00;1;0.0;9;211;0.7;11.7;23
03/03/2015;7:00:00;1;6.1;15;245;0.6;11.4;12
03/03/2015;8:00:00;1;14.6;24;329;0.5;11.9;16
03/03/2015;9:00:00;1;12.7;36;332;0.1;13.2;18
03/03/2015;10:00:00;1;3.1;20;118;0.8;14.8;56
03/03/2015;11:00:00;1;1.2;10;105;2.3;16.8;74
03/03/2015;12:00:00;1;1.3;9;103;1.9;18.2;76
03/03/2015;13:00:00;1;1.2;8;105;1.8;19.7;80
03/03/2015;14:00:00;1;1.2;8;121;1.6;20.3;81
03/03/2015;15:00:00;1;1.2;10;120;1.0;21.2;84
03/03/2015;16:00:00;1;2.6;20;174;0.3;21.6;71
03/03/2015;17:00:00;1;2.3;16;253;0.7;20.6;72
03/03/2015;18:00:00;2;3.9;31;198;0.8;18.6;48
03/03/2015;19:00:00;1;0.5;21;190;0.1;16.4;58
03/03/2015;20:00:00;1;0.3;29;190;0.0;15.5;45
03/03/2015;21:00:00;1;0.4;25;190;0.2;14.8;44
03/03/2015;22:00:00;2;0.2;24;190;0.1;14.0;39
03/03/2015;23:00:00;1;0.5;21;190;0.4;13.3;27
03/03/2015;0:00:00;1;0.0;16;209;0.4;12.5;25
04/03/2015;1:00:00;1;0.0;14;223;0.0;12.4;40
04/03/2015;2:00:00;1;0.0;9;245;0.2;12.0;35
04/03/2015;3:00:00;1;0.0;8;259;0.3;12.0;36
04/03/2015;4:00:00;1;0.0;8;317;1.0;11.4;28
04/03/2015;5:00:00;1;0.0;6;325;0.4;11.6;39
04/03/2015;6:00:00;1;0.0;4;325;0.1;11.7;53
04/03/2015;7:00:00;1;4.2;8;325;0.1;11.3;39
04/03/2015;8:00:00;1;3.9;17;325;0.1;11.3;25
04/03/2015;9:00:00;1;5.1;21;325;0.3;11.3;16
04/03/2015;10:00:00;1;8.7;24;278;0.2;12.0;20
04/03/2015;11:00:00;1;5.4;19;105;0.7;13.3;38
04/03/2015;12:00:00;1;5.6;19;105;1.3;14.0;35
04/03/2015;13:00:00;1;3.3;20;105;0.3;14.6;40
04/03/2015;14:00:00;1;1.7;19;94;0.4;14.4;40
04/03/2015;15:00:00;1;1.2;12;101;1.1;13.7;63
04/03/2015;16:00:00;1;0.2;4;213;5.1;13.1;83
04/03/2015;17:00:00;1;0.4;5;106;3.3;12.0;91
04/03/2015;18:00:00;1;0.4;7;88;3.2;11.2;84
04/03/2015;19:00:00;1;0.3;10;90;2.6;9.9;78
04/03/2015;20:00:00;1;0.3;11;87;1.9;8.9;76
04/03/2015;21:00:00;1;0.1;11;100;1.0;8.5;76
04/03/2015;22:00:00;1;0.1;6;108;1.2;8.0;83
04/03/2015;23:00:00;1;0.2;9;262;0.7;7.6;73
04/03/2015;0:00:00;1;2.0;11;264;1.5;7.7;69
05/03/2015;1:00:00;1;0.0;2;296;2.0;8.1;88
