Fecha;Hora;SO2;NO;NO2;dd;vv;TMP;O3
16/05/2015;6:00:00;2;0.0;2;307;2.6;16.3;95
16/05/2015;7:00:00;2;0.0;2;312;4.2;16.2;96
16/05/2015;8:00:00;1;0.0;2;313;3.7;16.6;97
16/05/2015;9:00:00;1;0.0;2;316;3.4;17.5;96
16/05/2015;10:00:00;1;0.0;2;316;3.1;17.9;98
16/05/2015;11:00:00;2;0.0;2;319;2.9;18.7;100
16/05/2015;12:00:00;2;0.0;4;302;2.3;18.9;100
16/05/2015;13:00:00;2;0.0;4;249;2.7;19.6;105
16/05/2015;14:00:00;2;0.0;4;193;3.6;20.8;115
16/05/2015;15:00:00;2;0.0;3;207;4.6;21.4;116
16/05/2015;16:00:00;1;0.0;4;178;2.8;22.4;116
16/05/2015;17:00:00;1;0.0;4;213;2.9;23.0;118
16/05/2015;18:00:00;1;0.0;3;247;3.0;22.9;122
16/05/2015;19:00:00;1;0.0;3;109;2.7;22.7;120
16/05/2015;20:00:00;1;0.0;4;149;1.2;22.2;117
16/05/2015;21:00:00;1;0.0;4;304;0.6;20.4;109
16/05/2015;22:00:00;2;0.0;5;253;0.8;18.9;112
16/05/2015;23:00:00;2;0.0;4;300;0.3;17.4;90
16/05/2015;0:00:00;1;0.0;4;316;1.2;16.4;94
17/05/2015;1:00:00;2;0.0;5;93;0.4;16.1;96
17/05/2015;2:00:00;2;0.0;2;336;0.4;16.2;101
17/05/2015;3:00:00;2;0.0;2;334;2.2;16.7;107
17/05/2015;4:00:00;2;0.0;2;326;3.2;17.5;111
17/05/2015;5:00:00;1;0.0;2;307;3.2;17.4;111
17/05/2015;6:00:00;1;0.0;3;301;0.7;17.0;105
17/05/2015;7:00:00;1;0.0;3;283;0.5;17.2;97
17/05/2015;8:00:00;2;0.0;3;306;1.8;19.1;106
17/05/2015;9:00:00;2;0.0;3;313;2.7;20.6;112
17/05/2015;10:00:00;2;0.0;3;269;1.4;22.7;110
17/05/2015;11:00:00;2;0.0;3;237;3.1;23.3;98
17/05/2015;12:00:00;1;0.0;3;217;1.4;24.2;97
17/05/2015;13:00:00;1;0.0;4;193;1.7;25.8;96
17/05/2015;14:00:00;2;0.1;4;218;1.6;26.8;100
17/05/2015;15:00:00;1;0.1;4;220;1.5;26.9;107
17/05/2015;16:00:00;1;0.0;5;227;1.7;27.0;115
17/05/2015;17:00:00;2;0.0;3;240;1.0;27.1;113
17/05/2015;18:00:00;1;0.5;7;230;2.0;25.3;111
17/05/2015;19:00:00;1;0.7;10;201;1.5;23.4;108
17/05/2015;20:00:00;2;0.0;11;127;0.9;22.1;106
17/05/2015;21:00:00;1;0.0;14;93;1.0;19.8;94
17/05/2015;22:00:00;1;0.0;7;336;1.1;18.7;96
17/05/2015;23:00:00;2;0.0;6;349;0.4;17.9;83
17/05/2015;0:00:00;1;0.0;6;349;0.2;16.8;71
18/05/2015;1:00:00;1;0.0;4;349;0.6;15.9;73
18/05/2015;2:00:00;2;0.0;4;349;0.2;15.2;65
18/05/2015;3:00:00;1;0.0;3;349;0.3;14.6;65
18/05/2015;4:00:00;2;0.0;3;349;0.3;14.3;68
18/05/2015;5:00:00;1;0.0;2;349;0.4;13.9;72
18/05/2015;6:00:00;1;0.0;4;349;0.4;13.6;70
18/05/2015;7:00:00;1;1.6;16;349;0.4;14.6;61
18/05/2015;8:00:00;2;2.8;21;350;;;67
18/05/2015;9:00:00;3;14.4;50;255;;;49
18/05/2015;10:00:00;39;9.7;27;165;0.7;23.0;82
18/05/2015;11:00:00;2;1.5;13;203;1.2;24.7;97
18/05/2015;12:00:00;2;1.1;9;222;1.8;25.4;
18/05/2015;13:00:00;1;1.1;8;221;2.4;25.8;
18/05/2015;14:00:00;2;1.3;10;218;2.5;25.7;
18/05/2015;15:00:00;2;1.2;10;221;2.0;25.8;
18/05/2015;16:00:00;2;1.3;12;225;2.2;25.6;
18/05/2015;17:00:00;2;1.6;14;221;1.8;25.3;
18/05/2015;18:00:00;1;1.3;11;228;1.5;24.7;
18/05/2015;19:00:00;2;0.5;9;230;1.0;24.1;
18/05/2015;20:00:00;1;0.1;10;222;0.6;22.6;
18/05/2015;21:00:00;1;0.0;9;217;0.1;20.3;
18/05/2015;22:00:00;1;0.0;11;249;0.6;19.0;
18/05/2015;23:00:00;1;0.0;6;302;0.6;17.8;
18/05/2015;0:00:00;1;0.0;6;302;0.3;17.1;
19/05/2015;1:00:00;1;0.0;6;301;0.5;16.3;
19/05/2015;2:00:00;2;0.0;6;301;0.4;15.4;
19/05/2015;3:00:00;1;0.0;4;301;0.6;14.9;
19/05/2015;4:00:00;1;0.0;3;294;0.9;15.1;
19/05/2015;5:00:00;1;0.0;3;287;0.9;15.1;
19/05/2015;6:00:00;2;0.0;2;294;0.9;14.9;
19/05/2015;7:00:00;1;0.5;8;291;0.7;15.9;
19/05/2015;8:00:00;1;1.4;14;311;0.4;19.3;
19/05/2015;9:00:00;2;2.1;16;168;0.8;23.4;
19/05/2015;10:00:00;2;1.5;14;99;1.6;23.6;
19/05/2015;11:00:00;5;1.9;19;102;2.8;23.7;
19/05/2015;12:00:00;4;1.1;14;105;3.3;22.9;
19/05/2015;13:00:00;4;1.1;10;103;3.3;23.4;
19/05/2015;14:00:00;3;0.7;7;108;4.5;23.1;
19/05/2015;15:00:00;2;0.4;5;99;6.1;22.1;
19/05/2015;16:00:00;2;0.5;7;102;4.6;21.5;
19/05/2015;17:00:00;1;0.8;7;96;4.9;20.3;
19/05/2015;18:00:00;1;0.3;6;;;;
19/05/2015;19:00:00;1;0.2;6;;;;
19/05/2015;20:00:00;1;0.2;8;;;;
19/05/2015;21:00:00;1;0.1;7;;;;
19/05/2015;22:00:00;1;0.0;5;;;;
19/05/2015;23:00:00;1;0.0;5;;;;
19/05/2015;0:00:00;1;0.0;6;;;;
20/05/2015;1:00:00;1;0.0;4;277;0.7;15.9;
20/05/2015;2:00:00;1;0.0;4;149;1.8;15.2;
20/05/2015;3:00:00;1;0.0;4;71;1.1;14.7;
20/05/2015;4:00:00;1;0.0;4;107;0.6;14.7;
20/05/2015;5:00:00;1;0.0;3;105;1.5;14.6;
20/05/2015;6:00:00;1;0.0;7;83;3.1;14.5;
20/05/2015;7:00:00;1;0.0;7;75;2.4;14.7;
20/05/2015;8:00:00;1;0.3;6;73;2.9;15.3;
20/05/2015;9:00:00;1;1.0;7;77;5.6;16.0;
20/05/2015;10:00:00;1;0.9;5;80;5.3;16.9;
20/05/2015;11:00:00;1;0.8;5;99;4.6;17.6;
20/05/2015;12:00:00;;0.5;6;100;3.4;17.0;80
20/05/2015;13:00:00;;0.8;6;102;2.8;17.5;81
20/05/2015;14:00:00;;0.6;6;113;1.9;18.4;82
20/05/2015;15:00:00;;0.2;6;189;1.2;18.0;79
20/05/2015;16:00:00;;0.6;6;133;0.9;17.2;79
20/05/2015;17:00:00;;0.1;5;216;1.5;17.6;81
20/05/2015;18:00:00;;0.0;2;318;2.5;16.5;79
20/05/2015;19:00:00;;0.0;2;315;1.6;17.0;80
20/05/2015;20:00:00;;0.0;5;217;0.9;17.2;75
20/05/2015;21:00:00;;0.0;10;103;0.8;15.9;66
20/05/2015;22:00:00;;0.0;11;95;0.1;15.3;60
20/05/2015;23:00:00;;0.0;8;95;0.1;15.1;45
20/05/2015;0:00:00;;0.0;8;94;0.3;14.4;33
21/05/2015;1:00:00;;0.0;8;133;0.7;13.7;33
21/05/2015;2:00:00;;0.0;6;318;0.7;13.6;32
21/05/2015;3:00:00;;0.0;6;298;0.1;13.4;22
21/05/2015;4:00:00;;0.1;5;298;0.4;13.0;28
21/05/2015;5:00:00;;0.0;5;298;0.3;13.4;32
21/05/2015;6:00:00;;0.0;5;310;0.8;13.7;45
21/05/2015;7:00:00;;0.3;7;170;2.6;13.1;55
21/05/2015;8:00:00;;0.4;10;83;3.2;11.9;69
21/05/2015;9:00:00;;1.7;11;135;0.6;13.1;63
21/05/2015;10:00:00;;1.4;7;116;2.4;15.6;68
21/05/2015;11:00:00;;1.2;7;110;3.5;17.3;76
21/05/2015;12:00:00;;0.6;6;106;3.0;18.0;82
21/05/2015;13:00:00;;0.4;6;176;1.3;18.9;84
21/05/2015;14:00:00;;0.4;6;174;1.4;18.6;84
21/05/2015;15:00:00;;0.2;5;254;2.2;17.1;82
21/05/2015;16:00:00;;0.4;5;231;1.1;18.5;84
21/05/2015;17:00:00;;0.6;8;226;1.3;18.9;83
21/05/2015;18:00:00;;1.1;9;232;1.4;19.3;81
21/05/2015;19:00:00;;0.1;4;231;1.7;18.2;87
21/05/2015;20:00:00;;0.0;3;226;1.4;17.1;87
21/05/2015;21:00:00;;0.0;5;226;0.3;15.7;81
21/05/2015;22:00:00;;0.0;11;267;0.6;14.6;60
21/05/2015;23:00:00;;0.0;6;330;1.3;13.6;57
21/05/2015;0:00:00;;0.0;5;331;0.4;12.9;50
22/05/2015;1:00:00;;0.0;3;308;1.0;12.3;48
22/05/2015;2:00:00;;0.0;2;303;1.4;12.3;53
22/05/2015;3:00:00;;0.0;2;324;0.7;12.3;53
22/05/2015;4:00:00;;0.0;2;319;0.7;11.8;43
22/05/2015;5:00:00;;0.0;3;65;0.4;11.8;40
22/05/2015;6:00:00;;0.3;6;19;0.3;11.8;34
22/05/2015;7:00:00;;2.4;16;19;0.8;12.6;22
22/05/2015;8:00:00;;2.3;16;5;0.5;13.9;37
22/05/2015;9:00:00;;1.8;15;10;0.1;15.4;54
22/05/2015;10:00:00;;1.5;10;168;0.6;18.1;79
22/05/2015;11:00:00;1;1.4;11;225;1.5;18.8;72
22/05/2015;12:00:00;1;1.7;14;223;2.1;18.5;80
22/05/2015;13:00:00;2;1.3;12;215;2.7;18.4;85
22/05/2015;14:00:00;2;0.4;6;240;2.1;20.2;92
22/05/2015;15:00:00;2;0.2;5;252;2.0;21.1;94
22/05/2015;16:00:00;2;0.1;4;296;2.4;20.6;98
22/05/2015;17:00:00;2;0.0;3;317;4.6;19.9;109
22/05/2015;18:00:00;2;0.0;3;315;3.9;19.6;109
22/05/2015;19:00:00;2;0.0;2;311;3.0;19.1;110
22/05/2015;20:00:00;2;0.0;4;323;1.7;18.3;107
22/05/2015;21:00:00;3;0.0;5;319;0.7;16.9;95
22/05/2015;22:00:00;3;0.0;5;298;1.2;15.3;77
22/05/2015;23:00:00;3;0.0;5;304;0.5;14.0;68
22/05/2015;0:00:00;3;0.0;3;304;0.6;13.4;62
23/05/2015;1:00:00;3;0.0;4;302;0.8;12.7;63
23/05/2015;2:00:00;3;0.0;4;298;1.2;12.4;67
23/05/2015;3:00:00;3;0.0;2;288;0.9;12.6;73
23/05/2015;4:00:00;3;0.0;2;301;1.0;12.7;77
23/05/2015;5:00:00;3;0.0;2;297;1.1;12.7;81
23/05/2015;6:00:00;3;0.0;2;300;1.0;12.6;81
23/05/2015;7:00:00;4;0.0;2;303;0.7;13.4;80
23/05/2015;8:00:00;4;0.5;6;256;1.4;16.5;83
23/05/2015;9:00:00;4;0.0;3;311;3.5;18.5;101
23/05/2015;10:00:00;3;0.0;5;304;2.6;19.8;99
23/05/2015;11:00:00;3;0.0;4;308;3.1;20.5;100
23/05/2015;12:00:00;3;0.0;3;294;2.7;21.5;103
23/05/2015;13:00:00;3;0.0;3;317;4.9;21.3;102
23/05/2015;14:00:00;3;0.0;2;315;5.0;21.4;102
23/05/2015;15:00:00;3;0.0;2;310;4.4;21.6;103
23/05/2015;16:00:00;3;0.0;3;307;3.6;21.9;101
23/05/2015;17:00:00;3;0.0;2;310;3.0;22.1;97
23/05/2015;18:00:00;3;0.0;2;301;2.9;22.1;97
23/05/2015;19:00:00;3;0.0;2;300;2.2;21.9;97
23/05/2015;20:00:00;3;0.0;3;231;1.8;20.9;96
23/05/2015;21:00:00;3;0.0;11;91;2.5;19.3;88
23/05/2015;22:00:00;3;0.0;7;79;1.7;17.9;92
23/05/2015;23:00:00;3;0.0;5;87;0.7;17.1;92
23/05/2015;0:00:00;3;0.0;8;51;0.5;15.2;68
24/05/2015;1:00:00;3;0.0;4;36;0.7;14.3;68
24/05/2015;2:00:00;3;0.0;2;155;1.0;13.8;70
24/05/2015;3:00:00;3;0.0;2;323;0.8;13.5;70
24/05/2015;4:00:00;4;0.0;2;315;0.9;13.4;70
24/05/2015;5:00:00;3;0.0;3;301;1.3;13.6;74
24/05/2015;6:00:00;3;0.0;2;304;0.6;13.4;76
24/05/2015;7:00:00;4;0.0;2;316;0.7;14.7;77
24/05/2015;8:00:00;4;0.0;3;318;0.1;17.5;81
24/05/2015;9:00:00;4;0.0;4;287;1.1;20.3;100
24/05/2015;10:00:00;4;0.1;5;259;0.8;21.7;100
24/05/2015;11:00:00;4;1.3;13;220;0.9;22.7;94
24/05/2015;12:00:00;3;0.5;8;205;1.0;23.3;103
24/05/2015;13:00:00;3;0.2;7;221;1.4;23.1;106
24/05/2015;14:00:00;3;0.0;5;225;1.6;22.2;107
24/05/2015;15:00:00;3;0.0;6;172;1.2;23.3;109
24/05/2015;16:00:00;4;0.1;6;178;1.0;23.9;111
24/05/2015;17:00:00;3;0.0;6;228;1.3;23.4;110
24/05/2015;18:00:00;3;0.0;6;217;1.0;22.6;110
24/05/2015;19:00:00;3;0.0;8;225;0.8;21.8;106
24/05/2015;20:00:00;3;0.0;6;220;0.4;20.5;105
24/05/2015;21:00:00;3;0.0;15;178;0.3;19.0;87
24/05/2015;22:00:00;3;0.0;9;329;1.2;17.4;78
24/05/2015;23:00:00;3;0.0;5;310;0.9;16.7;82
24/05/2015;0:00:00;3;0.0;6;144;0.9;15.5;69
25/05/2015;1:00:00;3;0.0;5;301;1.2;15.5;80
25/05/2015;2:00:00;4;0.0;4;322;0.7;15.0;76
25/05/2015;3:00:00;4;0.0;3;330;0.6;15.1;78
25/05/2015;4:00:00;4;0.0;2;332;2.2;18.0;104
25/05/2015;5:00:00;4;0.0;2;317;2.1;18.0;105
25/05/2015;6:00:00;4;0.0;2;338;1.4;17.3;103
25/05/2015;7:00:00;4;0.1;6;273;0.8;18.0;93
25/05/2015;8:00:00;4;2.1;19;89;0.3;20.1;74
25/05/2015;9:00:00;3;0.9;10;116;2.4;21.9;91
25/05/2015;10:00:00;57;0.1;5;115;3.9;22.5;96
25/05/2015;11:00:00;2;0.1;6;199;3.3;23.3;96
25/05/2015;12:00:00;2;0.2;6;126;1.9;24.3;98
25/05/2015;13:00:00;1;0.6;7;104;3.4;25.4;101
25/05/2015;14:00:00;2;0.6;7;91;2.8;25.0;99
25/05/2015;15:00:00;2;0.4;6;110;2.6;24.8;99
25/05/2015;16:00:00;2;0.2;6;114;3.2;25.0;97
25/05/2015;17:00:00;2;0.4;6;109;3.8;24.6;95
25/05/2015;18:00:00;1;0.4;5;101;4.4;24.1;88
25/05/2015;19:00:00;1;0.1;4;102;4.1;23.6;82
25/05/2015;20:00:00;1;0.1;5;102;3.0;22.1;79
25/05/2015;21:00:00;2;0.0;8;123;1.3;20.4;74
25/05/2015;22:00:00;2;0.0;7;176;0.3;19.2;72
25/05/2015;23:00:00;2;0.0;6;197;0.1;18.4;62
25/05/2015;0:00:00;2;0.0;6;228;0.6;17.2;55
26/05/2015;1:00:00;2;0.0;5;274;1.0;17.4;57
26/05/2015;2:00:00;2;0.0;4;279;0.9;17.8;61
26/05/2015;3:00:00;2;0.0;3;279;0.5;18.1;64
26/05/2015;4:00:00;2;0.0;3;279;0.1;17.9;54
26/05/2015;5:00:00;2;0.0;3;279;0.2;17.5;53
26/05/2015;6:00:00;2;0.0;5;279;0.2;17.3;50
26/05/2015;7:00:00;2;0.2;7;279;0.2;17.6;55
26/05/2015;8:00:00;2;0.3;9;287;0.9;19.2;79
26/05/2015;9:00:00;2;0.1;4;321;2.3;20.6;97
26/05/2015;10:00:00;2;0.0;4;307;2.3;21.1;87
26/05/2015;11:00:00;2;0.1;6;264;1.9;22.6;89
26/05/2015;12:00:00;2;0.1;5;260;2.8;24.6;97
26/05/2015;13:00:00;2;0.1;5;261;2.4;25.7;102
26/05/2015;14:00:00;2;0.0;3;314;4.4;23.9;99
26/05/2015;15:00:00;2;0.0;3;309;4.6;23.7;96
26/05/2015;16:00:00;1;0.2;5;266;4.4;23.7;94
26/05/2015;17:00:00;2;0.7;7;93;3.7;23.0;85
26/05/2015;18:00:00;2;0.7;6;100;3.4;22.9;85
26/05/2015;19:00:00;2;0.4;6;98;3.7;21.6;90
26/05/2015;20:00:00;1;0.1;5;104;2.6;20.5;92
26/05/2015;21:00:00;1;0.0;6;103;1.4;19.1;88
26/05/2015;22:00:00;1;0.0;6;97;1.1;18.2;84
26/05/2015;23:00:00;2;0.0;4;194;0.2;17.6;75
26/05/2015;0:00:00;2;0.0;5;281;1.0;16.5;67
27/05/2015;1:00:00;2;0.0;5;295;1.2;15.8;67
27/05/2015;2:00:00;2;0.0;3;291;1.0;15.5;67
27/05/2015;3:00:00;2;0.0;2;290;0.7;15.0;65
27/05/2015;4:00:00;2;0.0;2;;;;66
27/05/2015;5:00:00;2;0.0;2;;;;69
27/05/2015;6:00:00;2;0.0;2;;;;70
27/05/2015;7:00:00;2;0.5;7;;;;62
27/05/2015;8:00:00;2;0.7;8;;;;89
27/05/2015;9:00:00;2;0.4;6;;;;91
27/05/2015;10:00:00;2;0.6;7;223;1.3;21.9;91
27/05/2015;11:00:00;1;1.2;14;212;2.1;21.7;87
27/05/2015;12:00:00;1;1.0;9;231;2.1;21.7;93
27/05/2015;13:00:00;1;1.1;9;219;2.7;22.5;93
27/05/2015;14:00:00;1;1.2;8;221;2.6;23.1;93
27/05/2015;15:00:00;1;1.0;7;224;2.7;23.3;97
27/05/2015;16:00:00;1;0.9;8;223;2.8;22.7;94
27/05/2015;17:00:00;1;0.5;6;227;1.8;21.6;96
27/05/2015;18:00:00;1;0.6;7;229;1.9;21.0;95
27/05/2015;19:00:00;1;0.7;10;215;1.9;20.4;93
27/05/2015;20:00:00;1;0.1;9;229;1.3;19.9;90
27/05/2015;21:00:00;1;0.0;8;220;0.8;19.3;89
27/05/2015;22:00:00;1;0.0;4;221;0.3;19.0;88
27/05/2015;23:00:00;1;0.0;8;132;0.6;18.7;83
27/05/2015;0:00:00;2;0.0;9;90;0.2;18.4;78
28/05/2015;1:00:00;1;0.0;8;90;0.1;17.6;66
28/05/2015;2:00:00;1;0.0;6;181;0.6;16.4;62
28/05/2015;3:00:00;1;0.0;5;282;0.5;15.4;53
28/05/2015;4:00:00;1;0.0;7;305;0.6;14.8;45
28/05/2015;5:00:00;2;0.0;3;302;0.4;14.6;46
28/05/2015;6:00:00;1;0.0;2;302;0.5;14.1;41
28/05/2015;7:00:00;1;1.9;12;308;0.8;14.7;36
28/05/2015;8:00:00;1;1.4;9;317;0.2;18.0;64
28/05/2015;9:00:00;1;1.1;9;111;0.1;20.6;79
28/05/2015;10:00:00;1;5.4;28;150;0.5;22.9;67
28/05/2015;11:00:00;1;3.1;20;224;1.0;23.8;83
28/05/2015;12:00:00;1;2.3;16;219;1.6;24.1;90
28/05/2015;13:00:00;1;1.2;10;221;2.2;24.8;99
28/05/2015;14:00:00;1;0.9;7;232;2.0;24.8;101
28/05/2015;15:00:00;1;1.0;7;227;2.4;24.7;104
28/05/2015;16:00:00;1;1.0;8;227;2.5;24.3;107
28/05/2015;17:00:00;1;1.1;8;222;2.4;23.9;107
28/05/2015;18:00:00;1;0.9;8;231;1.3;23.7;105
28/05/2015;19:00:00;1;0.4;8;234;1.0;23.2;105
28/05/2015;20:00:00;1;0.0;6;235;0.5;21.9;106
28/05/2015;21:00:00;1;0.0;11;217;0.0;20.3;94
28/05/2015;22:00:00;1;0.0;14;217;0.4;18.5;70
28/05/2015;23:00:00;1;0.0;7;254;0.6;17.0;74
28/05/2015;0:00:00;1;0.0;9;314;0.7;15.9;68
29/05/2015;1:00:00;1;0.0;4;316;0.7;15.4;72
29/05/2015;2:00:00;1;0.0;7;308;1.0;15.1;66
29/05/2015;3:00:00;1;0.0;6;326;0.5;14.6;58
29/05/2015;4:00:00;1;0.0;6;325;0.8;14.1;62
29/05/2015;5:00:00;1;0.0;5;311;1.0;14.1;71
29/05/2015;6:00:00;1;0.0;7;323;0.4;13.6;63
29/05/2015;7:00:00;1;0.4;7;319;0.3;14.7;68
29/05/2015;8:00:00;1;1.6;14;23;0.1;18.0;68
29/05/2015;9:00:00;2;1.6;14;89;0.9;21.6;90
29/05/2015;10:00:00;1;0.7;8;107;1.5;23.6;106
29/05/2015;11:00:00;1;0.5;7;120;1.8;25.1;109
29/05/2015;12:00:00;1;1.6;13;231;1.4;25.3;103
29/05/2015;13:00:00;1;0.9;7;233;1.6;25.7;106
29/05/2015;14:00:00;1;0.6;6;237;2.1;25.7;106
29/05/2015;15:00:00;1;0.7;6;236;1.5;25.4;105
29/05/2015;16:00:00;1;1.1;12;210;0.7;26.1;99
29/05/2015;17:00:00;2;1.0;11;222;1.3;26.4;102
29/05/2015;18:00:00;1;0.1;6;231;1.9;23.0;104
29/05/2015;19:00:00;1;0.0;7;236;1.2;22.5;102
29/05/2015;20:00:00;1;0.0;10;246;0.6;21.9;99
29/05/2015;21:00:00;1;0.0;9;275;0.3;21.3;96
29/05/2015;22:00:00;1;0.0;6;275;0.3;20.9;90
29/05/2015;23:00:00;1;0.0;7;299;0.6;20.2;81
29/05/2015;0:00:00;1;0.0;6;315;0.5;19.9;82
30/05/2015;1:00:00;1;0.0;5;306;0.5;19.7;86
30/05/2015;2:00:00;1;0.0;8;152;0.8;18.5;75
30/05/2015;3:00:00;1;0.0;11;64;0.7;17.9;72
30/05/2015;4:00:00;1;0.0;4;32;0.8;17.4;81
30/05/2015;5:00:00;1;0.0;4;30;0.2;16.3;63
30/05/2015;6:00:00;1;0.0;3;24;0.4;15.7;71
30/05/2015;7:00:00;1;0.8;12;35;0.4;16.0;61
30/05/2015;8:00:00;1;1.2;13;73;0.8;19.2;84
30/05/2015;9:00:00;3;1.5;16;99;0.4;21.8;90
30/05/2015;10:00:00;3;1.1;10;120;0.6;24.0;101
30/05/2015;11:00:00;3;0.7;7;154;1.0;25.2;110
30/05/2015;12:00:00;2;0.5;8;168;0.8;26.9;115
30/05/2015;13:00:00;2;1.1;12;195;1.1;27.9;116
30/05/2015;14:00:00;7;1.7;18;204;2.0;27.9;112
30/05/2015;15:00:00;3;1.1;11;221;2.2;26.6;116
30/05/2015;16:00:00;1;0.7;8;229;2.1;25.3;112
30/05/2015;17:00:00;1;0.7;9;224;1.5;25.4;111
30/05/2015;18:00:00;1;1.0;11;217;1.3;25.5;112
30/05/2015;19:00:00;3;0.9;15;213;1.2;24.4;110
30/05/2015;20:00:00;1;0.0;6;212;0.9;22.5;118
30/05/2015;21:00:00;1;0.0;14;213;0.4;21.2;102
30/05/2015;22:00:00;1;0.0;11;207;0.4;20.1;89
30/05/2015;23:00:00;1;0.0;5;264;0.7;19.0;92
30/05/2015;0:00:00;1;0.0;4;271;0.5;18.4;91
31/05/2015;1:00:00;1;0.0;3;271;0.4;17.8;92
31/05/2015;2:00:00;1;0.0;5;321;0.6;16.5;78
31/05/2015;3:00:00;1;0.0;4;336;0.7;16.0;81
31/05/2015;4:00:00;1;0.0;3;332;0.8;16.0;87
31/05/2015;5:00:00;1;0.0;2;289;0.6;17.9;101
31/05/2015;6:00:00;1;0.0;2;41;0.3;17.4;93
31/05/2015;7:00:00;1;0.0;3;326;0.2;17.9;92
31/05/2015;8:00:00;1;2.0;16;340;0.3;19.6;77
31/05/2015;9:00:00;3;3.6;26;81;0.3;22.1;77
31/05/2015;10:00:00;2;0.7;8;191;1.0;23.6;108
31/05/2015;11:00:00;1;0.4;6;229;1.2;24.4;115
31/05/2015;12:00:00;1;0.1;5;225;0.9;25.4;116
31/05/2015;13:00:00;1;0.2;6;215;1.0;26.0;119
31/05/2015;14:00:00;1;0.4;6;225;1.2;26.8;121
31/05/2015;15:00:00;1;0.2;5;235;1.4;27.0;121
31/05/2015;16:00:00;1;0.1;5;242;1.3;27.4;121
31/05/2015;17:00:00;1;0.8;8;223;1.6;27.0;117
31/05/2015;18:00:00;1;0.7;7;215;1.7;25.6;117
31/05/2015;19:00:00;1;0.1;7;211;1.1;24.9;115
31/05/2015;20:00:00;1;0.0;10;184;0.7;23.8;111
31/05/2015;21:00:00;1;0.0;15;177;0.2;21.6;98
31/05/2015;22:00:00;1;0.0;16;177;0.1;20.5;81
31/05/2015;23:00:00;1;0.0;10;177;0.2;19.4;71
31/05/2015;0:00:00;1;0.0;10;236;0.6;18.2;70
01/06/2015;1:00:00;1;0.0;6;296;0.4;17.5;70
01/06/2015;2:00:00;1;0.0;7;317;0.7;17.0;70
01/06/2015;3:00:00;1;0.0;5;305;1.0;16.7;72
01/06/2015;4:00:00;1;0.0;3;308;0.7;16.3;75
01/06/2015;5:00:00;1;0.0;2;304;0.8;15.9;81
01/06/2015;6:00:00;1;0.0;2;292;0.7;15.6;85
01/06/2015;7:00:00;1;0.2;5;292;0.1;17.1;86
01/06/2015;8:00:00;1;1.1;11;264;0.2;20.5;89
01/06/2015;9:00:00;1;1.0;8;57;0.4;23.9;105
01/06/2015;10:00:00;1;1.8;16;145;0.6;26.0;103
01/06/2015;11:00:00;1;2.0;19;194;0.9;27.1;105
01/06/2015;12:00:00;1;1.2;13;220;1.5;27.2;113
01/06/2015;13:00:00;37;5.8;9;234;2.0;26.1;98
01/06/2015;14:00:00;1;1.1;8;236;1.5;26.6;116
01/06/2015;15:00:00;0;0.9;8;227;1.6;27.1;117
01/06/2015;16:00:00;1;0.6;6;240;2.0;26.3;121
01/06/2015;17:00:00;1;1.0;8;227;1.7;25.6;116
01/06/2015;18:00:00;1;1.1;10;220;1.2;25.7;121
01/06/2015;19:00:00;1;0.8;11;224;0.7;25.3;117
01/06/2015;20:00:00;1;0.0;8;212;0.4;24.2;119
01/06/2015;21:00:00;1;0.0;16;194;0.3;22.2;100
01/06/2015;22:00:00;1;0.0;11;308;0.5;20.4;90
01/06/2015;23:00:00;1;0.0;7;303;0.2;19.1;81
01/06/2015;0:00:00;1;0.0;6;303;0.2;17.8;73
02/06/2015;1:00:00;1;0.0;7;303;0.4;17.0;73
02/06/2015;2:00:00;1;0.0;7;301;0.8;16.9;80
02/06/2015;3:00:00;1;0.0;6;301;0.7;16.3;77
02/06/2015;4:00:00;1;0.0;5;301;0.3;15.7;75
02/06/2015;5:00:00;1;0.0;4;301;0.8;15.7;87
02/06/2015;6:00:00;1;0.0;6;301;0.4;15.2;70
02/06/2015;7:00:00;2;0.2;6;301;0.2;16.4;81
02/06/2015;8:00:00;2;1.1;12;301;0.0;20.4;92
02/06/2015;9:00:00;2;1.2;12;232;0.2;24.2;106
02/06/2015;10:00:00;2;2.3;21;162;0.6;26.0;107
02/06/2015;11:00:00;2;2.7;23;210;0.8;27.2;106
02/06/2015;12:00:00;1;2.2;20;222;1.2;27.7;109
02/06/2015;13:00:00;1;1.2;14;225;1.6;27.3;111
02/06/2015;14:00:00;2;1.7;15;229;1.9;27.1;106
02/06/2015;15:00:00;1;1.1;10;229;1.4;27.7;116
02/06/2015;16:00:00;1;1.1;10;231;1.6;28.4;117
02/06/2015;17:00:00;1;1.0;8;241;1.5;27.7;118
02/06/2015;18:00:00;1;0.9;8;227;1.2;27.0;119
02/06/2015;19:00:00;1;0.3;8;228;0.8;26.6;121
02/06/2015;20:00:00;1;0.0;11;215;0.4;25.4;118
02/06/2015;21:00:00;1;0.0;15;225;0.0;23.3;101
02/06/2015;22:00:00;1;0.0;15;268;0.6;21.6;89
02/06/2015;23:00:00;1;0.0;6;305;0.2;20.2;87
02/06/2015;0:00:00;1;0.0;6;304;0.4;18.8;79
03/06/2015;1:00:00;1;0.0;7;301;0.4;17.9;71
03/06/2015;2:00:00;1;0.0;6;301;0.3;17.5;75
