Fecha;CO;NO;NO2;O3;PM10;SH2;PM25;PST;SO2
01/01/2014;0.1;2;8;;4;;;;1
02/01/2014;0.1;4;19;;3;;;;1
03/01/2014;0.1;3;19;;5;;;;1
04/01/2014;0.1;2;11;;4;;;;1
05/01/2014;0.1;2;11;;5;;;;2
06/01/2014;0.1;2;8;;5;;;;3
07/01/2014;0.1;4;16;;3;;;;1
08/01/2014;0.1;7;24;;8;;;;1
09/01/2014;0.3;38;47;;18;;;;2
10/01/2014;0.4;82;58;;42;;;;4
11/01/2014;0.2;14;32;;32;;;;1
12/01/2014;0.2;15;23;;22;;;;2
13/01/2014;0.1;3;17;;5;;;;2
14/01/2014;0.1;4;26;;4;;;;1
15/01/2014;0.1;3;17;;4;;;;2
16/01/2014;0.1;3;18;;3;;;;3
17/01/2014;0.1;5;18;;6;;;;2
18/01/2014;0.2;4;18;;4;;;;1
19/01/2014;0.2;7;27;;6;;;;1
20/01/2014;0.2;18;30;;7;;;;2
21/01/2014;0.2;7;29;;8;;;;2
22/01/2014;0.2;5;21;;6;;;;1
23/01/2014;0.3;23;42;;12;;;;2
24/01/2014;0.3;13;42;;14;;;;3
25/01/2014;0.1;6;24;;7;;;;3
26/01/2014;0.1;3;16;;6;;;;2
27/01/2014;0.1;2;10;;6;;;;1
28/01/2014;0.1;3;16;;3;;;;1
29/01/2014;0.2;5;25;;6;;;;2
30/01/2014;0.2;5;24;;6;;;;3
31/01/2014;0.2;6;26;;7;;;;2
01/02/2014;0.1;1;8;;4;;;;2
02/02/2014;0.2;3;16;;6;;;;1
03/02/2014;0.2;5;22;;6;;;;5
04/02/2014;0.2;3;14;;4;;;;6
05/02/2014;0.1;3;14;;9;;;;1
06/02/2014;0.1;3;10;;4;;;;2
07/02/2014;0.2;3;15;;6;;;;1
08/02/2014;0.1;1;9;;5;;;;1
09/02/2014;0.1;2;8;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
10/02/2014;0.2;3;11;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;3
11/02/2014;0.3;8;29;;;;;;3
12/02/2014;0.2;4;20;;;;;;1
13/02/2014;0.2;2;14;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
14/02/2014;0.1;4;11;;6;;;;2
15/02/2014;0.2;3;19;;6;;;;3
16/02/2014;0.2;3;19;;7;;;;2
17/02/2014;0.3;8;26;;9;;;;1
18/02/2014;0.3;17;32;;17;;;;1
19/02/2014;0.4;31;41;;20;;;;2
20/02/2014;0.2;4;19;;7;;;;1
21/02/2014;0.2;3;18;;8;;;;1
22/02/2014;0.3;5;20;;9;;;;2
23/02/2014;0.2;4;18;;9;;;;2
24/02/2014;0.2;4;19;;9;;;;1
25/02/2014;0.2;3;17;;9;;;;2
26/02/2014;0.3;4;19;;7;;;;4
27/02/2014;0.3;8;28;;13;;;;3
28/02/2014;0.3;5;21;;9;;;;2
01/03/2014;0.2;2;16;;5;;;;2
02/03/2014;0.2;2;14;;6;;;;1
03/03/2014;0.2;2;8;;6;;;;2
04/03/2014;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;7;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
05/03/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;10;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
06/03/2014;;21;39;;14;;;;1
07/03/2014;;14;41;;23;;;;1
08/03/2014;;12;40;;26;;;;2
09/03/2014;;4;22;;17;;;;2
10/03/2014;;16;33;;25;;;;2
11/03/2014;;4;28;;23;;;;1
12/03/2014;;17;50;;45;;;;1
13/03/2014;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;18;58;;43;;;;4
14/03/2014;0.1;17;40;;38;;;;4
15/03/2014;0.1;3;23;;33;;;;2
16/03/2014;0.1;2;16;;30;;;;2
17/03/2014;0.1;31;46;;25;;;;3
18/03/2014;0.1;17;32;;36;;;;4
19/03/2014;0.1;9;27;;18;;;;4
20/03/2014;0.1;35;45;;28;;;;2
21/03/2014;0.1;4;20;;19;;;;1
22/03/2014;0.1;3;15;;5;;;;1
23/03/2014;0.1;3;17;;6;;;;1
24/03/2014;0.1;8;36;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
25/03/2014;0.1;4;14;;8;;;;2
26/03/2014;0.1;5;16;;8;;;;2
27/03/2014;0.1;8;30;;14;;;;2
28/03/2014;0.1;6;27;;16;;;;4
29/03/2014;0.1;4;21;;18;;;;6
30/03/2014;0.1;4;15;;20;;;;2
31/03/2014;0.1;6;21;;9;;;;2
01/04/2014;0.1;5;16;;10;;;;2
02/04/2014;0.1;7;26;;10;;;;2
03/04/2014;0.1;5;15;;5;;;;2
04/04/2014;0.1;6;22;;8;;;;2
05/04/2014;0.1;7;22;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;1
06/04/2014;0.1;14;30;;;;;;2
07/04/2014;0.1;9;23;;;;;;2
08/04/2014;0.1;4;15;;;;;;2
09/04/2014;0.1;14;32;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
10/04/2014;0.1;15;35;;27;;;;3
11/04/2014;0.1;2;13;;18;;;;2
12/04/2014;0.1;1;12;;26;;;;2
13/04/2014;0.1;1;14;;20;;;;2
