Fecha;CO;NO;NO2;O3;PM10;SH2;PM25;PST;SO2
14/04/2014;0.1;2;22;;21;;;;1
15/04/2014;0.1;10;41;;27;;;;2
16/04/2014;0.1;14;33;;32;;;;2
17/04/2014;0.1;2;23;;14;;;;2
18/04/2014;0.1;2;18;;12;;;;2
19/04/2014;0.1;2;14;;13;;;;1
20/04/2014;0.1;2;12;;8;;;;2
21/04/2014;0.1;2;14;;8;;;;2
22/04/2014;0.1;4;23;;11;;;;2
23/04/2014;0.1;2;14;;9;;;;2
24/04/2014;0.1;3;18;;11;;;;2
25/04/2014;0.1;2;14;;10;;;;2
26/04/2014;0.1;2;12;;9;;;;1
27/04/2014;0.1;1;8;;15;;;;1
28/04/2014;0.1;3;15;;12;;;;2
29/04/2014;0.1;4;18;;11;;;;2
30/04/2014;0.1;2;17;;8;;;;2
01/05/2014;0.1;1;7;;9;;;;2
02/05/2014;0.1;1;7;;6;;;;2
03/05/2014;0.1;1;7;;10;;;;2
04/05/2014;0.1;2;20;;16;;;;2
05/05/2014;0.2;19;45;;30;;;;1
06/05/2014;0.1;7;34;;20;;;;1
07/05/2014;0.1;2;14;;19;;;;2
08/05/2014;0.1;2;13;;18;;;;2
09/05/2014;0.1;2;12;;14;;;;2
10/05/2014;0.1;6;16;;23;;;;2
11/05/2014;0.1;1;7;;11;;;;2
12/05/2014;0.1;2;9;;18;;;;2
13/05/2014;0.1;1;8;;11;;;;3
14/05/2014;0.1;1;11;;13;;;;1
15/05/2014;0.1;1;12;;16;;;;2
16/05/2014;0.1;2;14;;15;;;;2
17/05/2014;0.1;1;11;;16;;;;3
18/05/2014;0.1;2;23;;17;;;;2
19/05/2014;0.1;2;22;;26;;;;2
20/05/2014;0.1;2;16;;12;;;;1
21/05/2014;0.1;2;14;;11;;;;2
22/05/2014;0.1;2;14;;7;;;;2
23/05/2014;0.1;2;13;;9;;;;1
24/05/2014;0.1;4;13;;14;;;;1
25/05/2014;0.1;1;8;;15;;;;2
26/05/2014;0.1;1;9;;10;;;;1
27/05/2014;0.1;2;16;;15;;;;2
28/05/2014;0.1;2;14;;10;;;;3
29/05/2014;0.1;6;24;;11;;;;3
30/05/2014;0.1;2;8;;8;;;;2
31/05/2014;0.1;1;6;;9;;;;2
01/06/2014;0.1;1;9;;13;;;;1
02/06/2014;0.1;2;14;;19;;;;1
03/06/2014;0.1;5;22;;19;;;;2
04/06/2014;0.1;3;18;;19;;;;2
05/06/2014;0.1;6;27;;17;;;;2
06/06/2014;0.1;2;13;;44;;;;1
07/06/2014;0.1;2;14;;11;;;;1
08/06/2014;0.1;2;19;;15;;;;1
09/06/2014;0.2;9;25;;19;;;;2
10/06/2014;0.1;2;11;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
11/06/2014;0.1;2;15;;;;;;2
12/06/2014;0.1;6;26;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;4
13/06/2014;0.1;3;21;;25;;;;1
14/06/2014;0.1;1;7;;20;;;;2
15/06/2014;0.1;1;4;;15;;;;2
16/06/2014;0.1;1;8;;18;;;;1
17/06/2014;0.1;1;12;;20;;;;1
18/06/2014;0.1;2;14;;19;;;;3
19/06/2014;0.1;2;16;;22;;;;3
20/06/2014;0.1;2;17;;27;;;;2
21/06/2014;0.1;3;15;;21;;;;2
22/06/2014;0.1;2;14;;17;;;;2
23/06/2014;0.1;2;14;;15;;;;2
24/06/2014;0.1;2;18;;18;;;;1
25/06/2014;0.1;2;13;;19;;;;1
26/06/2014;0.1;2;14;;14;;;;2
27/06/2014;0.1;4;16;;17;;;;2
28/06/2014;0.1;3;12;;14;;;;1
29/06/2014;0.1;2;5;;7;;;;3
30/06/2014;0.1;5;22;;12;;;;3
01/07/2014;0.1;5;16;;10;;;;2
02/07/2014;0.1;2;8;;9;;;;3
03/07/2014;0.1;2;12;;12;;;;3
04/07/2014;0.1;3;18;;16;;;;3
05/07/2014;0.1;3;16;;12;;;;2
06/07/2014;0.1;2;6;;7;;;;1
07/07/2014;0.1;2;7;;10;;;;1
08/07/2014;0.1;6;13;;14;;;;2
09/07/2014;0.1;2;4;;10;;;;2
10/07/2014;0.1;2;5;;10;;;;2
11/07/2014;0.1;2;6;;6;;;;1
12/07/2014;0.1;2;5;;8;;;;3
13/07/2014;0.1;2;8;;14;;;;4
14/07/2014;0.1;3;10;;14;;;;1
15/07/2014;0.1;3;14;;16;;;;3
16/07/2014;0.1;3;19;;28;;;;4
17/07/2014;0.1;7;28;;53;;;;3
18/07/2014;0.1;3;22;;49;;;;2
19/07/2014;0.1;2;11;;12;;;;2
20/07/2014;0.1;2;5;;11;;;;2
21/07/2014;0.1;3;11;;10;;;;2
22/07/2014;0.1;2;10;;13;;;;2
23/07/2014;0.1;2;11;;15;;;;3
24/07/2014;0.1;2;13;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;3
25/07/2014;0.1;2;9;;;;;;2
26/07/2014;0.1;1;6;;;;;;3
27/07/2014;0.1;1;6;;;;;;3
28/07/2014;0.1;2;8;;;;;;2
29/07/2014;0.1;2;7;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
30/07/2014;0.1;2;11;;15;;;;2
31/07/2014;0.1;4;18;;21;;;;3
01/08/2014;0.1;2;12;;22;;;;2
02/08/2014;0.1;2;11;;12;;;;2
03/08/2014;0.1;2;7;;8;;;;2
04/08/2014;0.1;2;9;;12;;;;2
05/08/2014;0.1;2;10;;15;;;;2
06/08/2014;0.1;3;16;;20;;;;2
07/08/2014;0.1;3;11;;16;;;;3
08/08/2014;0.1;5;13;;18;;;;5
09/08/2014;0.1;2;13;;12;;;;2
10/08/2014;0.1;1;6;;10;;;;2
11/08/2014;0.1;2;7;;10;;;;2
12/08/2014;0.1;3;10;;12;;;;2
13/08/2014;0.1;2;5;;8;;;;2
14/08/2014;0.1;3;11;;9;;;;1
15/08/2014;0.1;1;4;;11;;;;1
16/08/2014;0.1;1;4;;9;;;;2
17/08/2014;0.1;3;16;;10;;;;1
18/08/2014;0.1;3;15;;20;;;;2
19/08/2014;0.1;2;9;;12;;;;3
20/08/2014;0.1;2;8;;11;;;;3
21/08/2014;0.1;3;11;;12;;;;2
22/08/2014;0.1;3;13;;11;;;;1
23/08/2014;0.1;2;11;;7;;;;1
24/08/2014;0.1;4;14;;9;;;;3
25/08/2014;0.1;15;27;;16;;;;3
26/08/2014;0.1;3;9;;11;;;;4
27/08/2014;0.1;5;17;;14;;;;3
28/08/2014;0.1;10;21;;19;;;;1
29/08/2014;0.1;2;9;;10;;;;1
30/08/2014;0.1;2;7;;10;;;;1
31/08/2014;0.1;1;7;;11;;;;1
01/09/2014;0.1;3;16;;11;;;;3
02/09/2014;0.1;5;23;;14;;;;3
03/09/2014;0.1;13;33;;33;;;;4
04/09/2014;0.1;6;19;;19;;;;3
05/09/2014;0.1;3;20;;20;;;;2
06/09/2014;0.1;6;29;;25;;;;4
07/09/2014;0.1;3;18;;15;;;;2
08/09/2014;0.1;4;21;;10;;;;2
09/09/2014;0.1;9;33;;16;;;;2
10/09/2014;0.1;15;45;;28;;;;4
11/09/2014;0.1;4;20;;14;;;;1
12/09/2014;0.1;5;25;;16;;;;2
13/09/2014;0.1;5;22;;16;;;;3
14/09/2014;0.1;4;23;;16;;;;3
15/09/2014;0.1;11;29;;14;;;;4
16/09/2014;0.1;3;20;;11;;;;3
17/09/2014;0.1;5;19;;8;;;;3
18/09/2014;0.1;4;19;;6;;;;1
19/09/2014;0.1;6;23;;8;;;;2
20/09/2014;0.1;7;26;;12;;;;3
21/09/2014;0.1;3;16;;10;;;;1
22/09/2014;0.1;2;15;;8;;;;2
23/09/2014;0.1;2;12;;15;;;;2
24/09/2014;0.1;2;11;;31;;;;4
25/09/2014;0.1;2;16;;29;;;;3
26/09/2014;0.1;6;26;;20;;;;3
27/09/2014;0.1;10;29;;23;;;;3
28/09/2014;0.1;2;16;;19;;;;2
29/09/2014;0.1;9;27;;14;;;;5
30/09/2014;0.1;2;17;;15;;;;1
01/10/2014;0.1;2;15;;13;;;;2
02/10/2014;0.1;2;20;;12;;;;2
03/10/2014;0.1;11;40;;17;;;;2
04/10/2014;0.1;10;25;;18;;;;3
05/10/2014;0.1;2;11;;6;;;;4
06/10/2014;0.1;4;19;;13;;;;3
07/10/2014;0.1;3;17;;8;;;;2
08/10/2014;0.1;5;14;;6;;;;1
09/10/2014;0.1;5;19;;7;;;;2
10/10/2014;0.1;24;36;;24;;;;2
11/10/2014;0.1;4;20;;9;;;;3
12/10/2014;0.1;2;12;;4;;;;2
13/10/2014;0.1;2;14;;4;;;;2
14/10/2014;0.1;7;25;;8;;;;3
15/10/2014;0.1;6;19;;6;;;;2
16/10/2014;0.1;4;12;;9;;;;3
17/10/2014;0.1;5;19;;10;;;;4
18/10/2014;0.1;4;18;;22;;;;3
19/10/2014;0.1;9;32;;30;;;;3
20/10/2014;0.2;45;50;;54;;;;7
21/10/2014;0.2;35;31;;52;;;;2
22/10/2014;0.1;9;27;;18;;;;1
23/10/2014;0.2;40;53;;34;;;;4
24/10/2014;0.2;57;55;;63;;;;3
25/10/2014;0.1;21;37;;35;;;;2
26/10/2014;0.1;14;35;;36;;;;5
27/10/2014;0.1;30;40;;35;;;;3
28/10/2014;0.1;14;36;;31;;;;2
29/10/2014;0.1;32;49;;40;;;;4
30/10/2014;0.2;52;50;;42;;;;2
31/10/2014;0.1;16;29;;27;;;;2
01/11/2014;0.1;23;33;;28;;;;7
02/11/2014;0.1;5;22;;16;;;;3
03/11/2014;0.1;4;17;;8;;;;2
04/11/2014;0.1;5;19;;8;;;;2
05/11/2014;0.1;7;26;;6;;;;2
06/11/2014;0.1;8;29;;12;;;;3
07/11/2014;0.1;7;29;;10;;;;1
08/11/2014;0.1;4;19;;9;;;;3
09/11/2014;0.1;15;25;;14;;;;2
10/11/2014;0.1;9;29;;13;;;;3
11/11/2014;0.1;5;23;;6;;;;2
12/11/2014;0.1;5;23;;8;;;;4
13/11/2014;0.1;4;15;;5;;;;1
14/11/2014;0.1;5;24;;7;;;;4
15/11/2014;0.1;3;15;;6;;;;3
16/11/2014;0.1;2;11;;7;;;;4
17/11/2014;0.1;6;27;;8;;;;4
18/11/2014;0.1;10;39;;13;;;;3
19/11/2014;0.1;20;40;;20;;;;6
20/11/2014;0.1;7;25;;18;;;;1
21/11/2014;0.1;7;26;;20;;;;3
22/11/2014;0.1;7;24;;20;;;;2
23/11/2014;0.1;9;24;;71;;;;1
24/11/2014;0.1;4;22;;35;;;;3
25/11/2014;0.1;20;31;;27;;;;2
26/11/2014;0.1;12;40;;17;;;;2
27/11/2014;0.1;3;12;;9;;;;6
28/11/2014;0.1;4;20;;8;;;;2
29/11/2014;0.1;2;14;;7;;;;4
30/11/2014;0.1;2;8;;6;;;;2
01/12/2014;0.1;4;15;;11;;;;2
02/12/2014;0.1;5;16;;7;;;;2
03/12/2014;0.1;5;17;;6;;;;2
04/12/2014;0.2;16;35;;11;;;;3
05/12/2014;0.2;25;33;;12;;;;5
06/12/2014;0.1;3;13;;5;;;;2
07/12/2014;0.1;9;25;;6;;;;2
08/12/2014;0.1;6;29;;9;;;;4
09/12/2014;0.1;3;17;;5;;;;2
10/12/2014;0.2;48;54;;19;;;;3
11/12/2014;0.3;58;59;;25;;;;2
12/12/2014;0.1;8;31;;13;;;;1
13/12/2014;0.1;4;21;;11;;;;2
14/12/2014;0.1;3;21;;15;;;;4
15/12/2014;0.1;13;32;;9;;;;6
16/12/2014;0.1;9;26;;8;;;;2
17/12/2014;0.2;22;40;;14;;;;3
18/12/2014;0.2;38;45;;18;;;;2
19/12/2014;0.1;15;34;;12;;;;2
20/12/2014;0.2;28;38;;16;;;;4
21/12/2014;0.1;11;25;;7;;;;2
22/12/2014;0.4;121;65;;30;;;;5
23/12/2014;0.3;74;66;;22;;;;2
24/12/2014;0.2;39;44;;18;;;;2
25/12/2014;0.2;17;25;;14;;;;2
26/12/2014;0.1;6;23;;6;;;;1
27/12/2014;0.1;5;20;;17;;;;2
28/12/2014;0.1;3;9;;7;;;;2
29/12/2014;0.1;6;24;;12;;;;2
30/12/2014;0.2;7;33;;11;;;;2
31/12/2014;0.5;87;74;;29;;;;7
