Fecha;CO;NO;NO2;O3;PM10;SH2;PM25;PST;SO2
15/06/2014;;1;1;102;32;;;;1
16/06/2014;;1;3;96;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;1
17/06/2014;;2;4;101;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
18/06/2014;;2;4;92;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
19/06/2014;;1;6;96;31;;;;2
20/06/2014;;1;11;89;44;;;;1
21/06/2014;;1;5;75;23;;;;2
22/06/2014;;1;8;66;27;;;;2
23/06/2014;;2;7;72;29;;;;1
24/06/2014;;2;9;74;15;;;;1
25/06/2014;;3;9;100;25;;;;1
26/06/2014;;2;9;99;23;;;;1
27/06/2014;;2;9;80;22;;;;2
28/06/2014;;1;4;75;16;;;;2
29/06/2014;;1;2;80;10;;;;2
30/06/2014;;3;5;79;17;;;;1
01/07/2014;;1;3;79;12;;;;2
02/07/2014;;4;5;78;121;;;;2
03/07/2014;;4;10;80;41;;;;1
04/07/2014;;2;8;89;18;;;;2
05/07/2014;;1;5;66;14;;;;2
06/07/2014;;1;2;63;7;;;;1
07/07/2014;;2;4;80;14;;;;1
08/07/2014;;2;4;76;19;;;;2
09/07/2014;;3;4;73;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;1
10/07/2014;;2;3;76;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;1
11/07/2014;;3;4;63;24;;;;1
12/07/2014;;1;1;76;10;;;;1
13/07/2014;;1;2;83;15;;;;2
14/07/2014;;2;4;92;26;;;;2
15/07/2014;;2;8;91;29;;;;1
16/07/2014;;2;18;94;37;;;;2
17/07/2014;;2;17;77;65;;;;2
18/07/2014;;4;15;65;62;;;;2
19/07/2014;;1;7;58;15;;;;1
20/07/2014;;1;4;56;10;;;;2
21/07/2014;;1;5;60;15;;;;2
22/07/2014;;2;6;64;22;;;;1
23/07/2014;;1;7;87;20;;;;1
24/07/2014;;2;8;107;62;;;;1
25/07/2014;;1;5;107;33;;;;1
26/07/2014;;1;3;110;25;;;;1
27/07/2014;;1;3;116;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;1
28/07/2014;;1;4;98;;;;;1
29/07/2014;;1;3;71;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;1
30/07/2014;;1;5;81;32;;;;1
31/07/2014;;2;12;82;22;;;;2
01/08/2014;;1;6;81;26;;;;1
02/08/2014;;1;5;56;13;;;;2
03/08/2014;;1;6;59;12;;;;1
04/08/2014;;1;5;68;22;;;;1
05/08/2014;;1;6;79;23;;;;2
06/08/2014;;1;7;72;25;;;;1
07/08/2014;;2;10;57;25;;;;1
08/08/2014;;2;7;57;19;;;;1
09/08/2014;;1;6;58;17;;;;1
10/08/2014;;1;4;62;12;;;;1
11/08/2014;;1;4;61;21;;;;1
12/08/2014;;1;2;55;18;;;;2
13/08/2014;;1;3;65;13;;;;1
14/08/2014;;1;6;65;16;;;;1
15/08/2014;;1;2;75;15;;;;1
16/08/2014;;1;2;79;12;;;;1
17/08/2014;;1;12;66;13;;;;1
18/08/2014;;2;11;71;30;;;;1
19/08/2014;;1;5;82;19;;;;1
20/08/2014;;2;4;68;24;;;;1
21/08/2014;;2;7;63;17;;;;1
22/08/2014;;1;6;67;16;;;;1
23/08/2014;;1;7;72;14;;;;1
24/08/2014;;1;7;67;13;;;;2
25/08/2014;;6;15;60;20;;;;2
26/08/2014;;1;3;48;16;;;;1
27/08/2014;;2;7;42;16;;;;1
28/08/2014;;3;12;41;18;;;;2
29/08/2014;;1;2;67;12;;;;1
30/08/2014;;1;3;68;14;;;;1
31/08/2014;;1;3;65;11;;;;1
01/09/2014;;2;11;70;13;;;;2
02/09/2014;;2;10;68;20;;;;2
03/09/2014;;2;13;78;33;;;;1
04/09/2014;;1;11;63;29;;;;1
05/09/2014;;2;16;60;33;;;;1
06/09/2014;;2;12;45;25;;;;1
07/09/2014;;2;10;52;14;;;;1
08/09/2014;;3;18;45;15;;;;1
09/09/2014;;3;18;58;22;;;;1
10/09/2014;;4;19;66;30;;;;1
11/09/2014;;2;10;67;18;;;;1
12/09/2014;;2;13;52;22;;;;1
13/09/2014;;1;8;69;26;;;;1
14/09/2014;;1;11;50;20;;;;1
15/09/2014;;2;13;53;14;;;;1
16/09/2014;;2;12;56;21;;;;1
17/09/2014;;1;11;54;16;;;;1
18/09/2014;;1;10;60;16;;;;2
19/09/2014;;2;16;48;18;;;;1
20/09/2014;;2;18;41;13;;;;1
21/09/2014;;1;8;52;14;;;;2
22/09/2014;;1;8;65;13;;;;1
23/09/2014;;1;7;63;21;;;;1
24/09/2014;;1;5;74;39;;;;2
25/09/2014;;1;7;69;35;;;;1
26/09/2014;;2;16;55;32;;;;1
27/09/2014;;3;15;56;25;;;;1
28/09/2014;;1;9;61;17;;;;2
29/09/2014;;9;22;38;22;;;;2
30/09/2014;;2;11;58;20;;;;1
01/10/2014;;2;7;65;20;;;;1
02/10/2014;;2;9;65;27;;;;1
03/10/2014;;5;23;47;33;;;;1
04/10/2014;;4;16;50;36;;;;3
05/10/2014;;1;10;60;19;;;;2
06/10/2014;;3;13;40;22;;;;1
07/10/2014;;1;5;56;16;;;;2
08/10/2014;;1;5;42;11;;;;1
09/10/2014;;1;8;47;14;;;;1
10/10/2014;;7;23;30;22;;;;1
11/10/2014;;2;15;40;17;;;;2
12/10/2014;;1;6;61;12;;;;1
13/10/2014;;1;6;58;10;;;;1
14/10/2014;;3;15;48;12;;;;1
15/10/2014;;4;15;36;11;;;;1
16/10/2014;;2;5;45;14;;;;2
17/10/2014;;3;13;42;20;;;;1
20/10/2014;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;No cumple el anexo IV de la Decisión del Consejo 97/101/CE
21/10/2014;;13;21;24;77;;;;2
22/10/2014;;2;17;43;23;;;;1
23/10/2014;;20;29;20;47;;;;2
24/10/2014;;25;30;12;62;;;;6
25/10/2014;;15;24;19;51;;;;5
26/10/2014;;14;27;20;46;;;;2
27/10/2014;;18;29;19;55;;;;2
28/10/2014;;15;31;24;62;;;;1
29/10/2014;;21;34;23;64;;;;2
30/10/2014;;28;37;18;60;;;;3
31/10/2014;;23;35;19;58;;;;2
01/11/2014;;6;25;26;44;;;;1
02/11/2014;;2;9;49;23;;;;1
03/11/2014;;2;7;57;16;;;;1
04/11/2014;;3;8;55;12;;;;1
05/11/2014;;3;14;48;14;;;;1
06/11/2014;;3;11;49;15;;;;1
07/11/2014;;4;14;63;16;;;;2
08/11/2014;;2;11;63;15;;;;2
09/11/2014;;2;8;66;13;;;;2
10/11/2014;;6;20;44;19;;;;2
11/11/2014;;2;5;76;9;;;;1
12/11/2014;;2;7;69;15;;;;1
13/11/2014;;2;9;65;15;;;;1
14/11/2014;;2;7;77;9;;;;1
15/11/2014;;2;2;76;10;;;;1
16/11/2014;;1;1;80;13;;;;1
17/11/2014;;3;12;71;12;;;;1
18/11/2014;;10;34;32;26;;;;2
19/11/2014;;12;28;29;27;;;;2
20/11/2014;;17;25;37;21;;;;1
21/11/2014;;19;26;29;32;;;;1
22/11/2014;;9;19;34;37;;;;1
23/11/2014;;5;13;38;52;;;;1
24/11/2014;;5;10;39;34;;;;1
25/11/2014;;11;17;25;33;;;;1
26/11/2014;;5;21;43;24;;;;1
27/11/2014;;9;23;47;17;;;;2
28/11/2014;;7;17;67;12;;;;3
29/11/2014;;2;2;72;10;;;;2
30/11/2014;;2;1;70;9;;;;1
01/12/2014;;6;9;64;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;2
02/12/2014;;6;9;53;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;1
03/12/2014;;7;8;48;14;;;;2
04/12/2014;;5;12;42;11;;;;4
05/12/2014;;11;21;33;17;;;;3
06/12/2014;;3;8;58;12;;;;1
07/12/2014;;9;16;56;16;;;;1
08/12/2014;;7;19;34;20;;;;2
09/12/2014;;8;20;49;20;;;;3
10/12/2014;;25;30;31;25;;;;3
11/12/2014;;27;29;17;33;;;;2
12/12/2014;;8;22;34;20;;;;2
13/12/2014;;5;21;48;19;;;;4
14/12/2014;;3;6;55;15;;;;3
15/12/2014;;4;12;61;14;;;;2
16/12/2014;;8;18;43;15;;;;2
17/12/2014;;32;29;18;30;;;;4
18/12/2014;;8;17;32;26;;;;1
19/12/2014;;4;9;44;12;;;;1
20/12/2014;;3;5;47;15;;;;1
21/12/2014;;6;9;40;11;;;;2
22/12/2014;;9;11;27;14;;;;3
23/12/2014;;15;12;20;15;;;;3
24/12/2014;;13;18;23;21;;;;2
25/12/2014;;6;9;23;18;;;;2
26/12/2014;;5;8;45;12;;;;2
27/12/2014;;4;4;55;23;;;;4
28/12/2014;;2;2;74;20;;;;2
29/12/2014;;3;4;70;16;;;;3
30/12/2014;;8;17;53;17;;;;4
31/12/2014;;31;28;28;29;;;;5
