Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP
21/05/2015;9:00:00;12;2;5;4;75;160;2.3;65.1;0;942;7.8
21/05/2015;10:00:00;20;2;4;3;77;158;1.7;57.1;0;942;10.1
21/05/2015;11:00:00;12;2;2;2;87;178;1.5;48;0;942;12.6
21/05/2015;12:00:00;16;2;3;3;91;70;2;41.2;0;942;14.2
21/05/2015;13:00:00;9;2;3;4;95;62;2;35.2;0;942;16.2
21/05/2015;14:00:00;18;2;3;3;99;65;1.8;31.1;0;942;17.4
21/05/2015;15:00:00;17;2;3;4;99;88;2.2;27;0;941;18.7
21/05/2015;16:00:00;14;2;2;2;113;202;2;22.6;0;941;19.9
21/05/2015;17:00:00;16;2;2;2;114;111;2.6;20.8;0;940;20.9
21/05/2015;18:00:00;23;2;2;2;121;221;2.3;20.1;0;940;20.9
21/05/2015;19:00:00;18;2;3;2;118;186;2;20.1;0;940;20.8
21/05/2015;20:00:00;15;2;3;2;117;178;3.1;20.7;0;940;20.4
21/05/2015;21:00:00;19;2;5;2;107;172;3.4;24.8;0;940;19.1
21/05/2015;22:00:00;30;2;4;2;104;182;2.7;30;0;941;16.2
21/05/2015;23:00:00;21;2;2;2;109;202;3.5;33.7;0;941;14.4
21/05/2015;0:00:00;18;2;2;2;102;200;2.3;41.3;0;942;13.1
22/05/2015;1:00:00;26;2;2;2;95;202;2.2;49.4;0;942;11.7
22/05/2015;2:00:00;18;2;2;2;86;158;0.9;55.8;0;942;10.2
22/05/2015;3:00:00;18;2;2;2;80;207;1.5;60.8;0;942;9
22/05/2015;4:00:00;21;2;2;2;83;216;1.2;60.1;0;941;8.4
22/05/2015;5:00:00;21;2;2;2;62;355;0.6;69.7;0;941;7
22/05/2015;6:00:00;16;2;3;2;52;182;0.2;71.8;0;941;6.4
22/05/2015;7:00:00;17;2;9;2;35;22;0.2;72.5;0;940;5.9
22/05/2015;8:00:00;18;2;19;9;25;155;0.6;70.3;0;941;6
22/05/2015;9:00:00;40;2;9;5;55;159;0.9;62.6;0;941;7.3
22/05/2015;10:00:00;31;2;5;4;71;173;1;51.4;0;941;10.4
22/05/2015;11:00:00;21;2;7;5;74;68;0.8;43.9;0;941;13.1
22/05/2015;12:00:00;32;2;4;3;99;239;1;45.4;0;941;15.1
22/05/2015;13:00:00;19;2;3;2;111;82;1.5;38.5;0;940;16.7
22/05/2015;14:00:00;20;2;3;3;114;4;1.3;32.2;0;939;18.4
22/05/2015;15:00:00;24;2;5;3;114;29;2;30.9;0;939;19.1
22/05/2015;16:00:00;18;2;3;3;115;345;1.6;27.5;0;938;21
22/05/2015;17:00:00;19;2;4;4;114;61;1.8;24.9;0;937;21.2
22/05/2015;18:00:00;29;2;4;3;114;85;1.5;23.4;0;937;22.3
22/05/2015;19:00:00;20;2;4;2;117;71;1.6;24.2;0;936;22.6
22/05/2015;20:00:00;17;2;8;4;110;115;0.9;25.6;0;936;21.6
22/05/2015;21:00:00;26;2;8;3;102;325;1.5;25.9;0;936;22.6
22/05/2015;22:00:00;16;2;7;5;89;319;1.4;33.5;0;937;18.9
22/05/2015;23:00:00;22;2;2;2;106;231;3.6;34.8;0;938;16.4
22/05/2015;0:00:00;26;2;5;3;94;277;1.3;38.2;0;938;14.8
23/05/2015;1:00:00;28;2;2;2;100;279;1;42.2;0;939;13.5
23/05/2015;2:00:00;30;2;2;2;101;293;1.5;46.7;0;938;12.4
23/05/2015;3:00:00;31;2;2;2;95;273;1;51.2;0;938;11.4
23/05/2015;4:00:00;26;2;3;2;75;175;0.4;57.6;0;938;10.1
23/05/2015;5:00:00;23;2;2;2;89;221;1.6;58.1;0;937;9.8
23/05/2015;6:00:00;21;2;4;2;60;211;0.4;63.2;0;937;8.7
23/05/2015;7:00:00;17;2;3;2;54;214;0.2;66.9;0;937;7.9
23/05/2015;8:00:00;20;2;8;3;40;99;0.9;66.6;0;937;8.1
23/05/2015;9:00:00;23;2;6;3;56;174;1.6;57.1;0;937;10.7
23/05/2015;10:00:00;28;2;4;3;76;176;0.7;50;0;937;12.8
23/05/2015;11:00:00;25;2;4;3;80;94;0.7;41.6;0;937;15.8
23/05/2015;12:00:00;22;2;4;3;95;155;0.8;36.4;0;937;17.7
23/05/2015;13:00:00;24;2;3;2;112;59;1.3;36.1;0;937;19.1
23/05/2015;14:00:00;32;2;3;3;112;273;1.5;30.1;0;936;21.4
23/05/2015;15:00:00;19;2;3;2;111;25;0.9;29.3;0;935;21.1
23/05/2015;16:00:00;29;2;2;2;114;186;1;26.8;0;935;22.2
23/05/2015;17:00:00;18;2;2;2;113;47;2;27.2;0;935;21.9
23/05/2015;18:00:00;16;2;2;2;111;115;1.4;25.3;0;934;22.2
23/05/2015;19:00:00;20;2;2;2;107;85;1.2;25.8;0;934;21.5
23/05/2015;20:00:00;15;2;3;3;102;88;1;25.2;0;934;22.1
23/05/2015;21:00:00;21;2;7;4;93;69;1;26.2;0;934;21.8
23/05/2015;22:00:00;28;2;13;4;77;65;0.4;30.2;0;934;20.1
23/05/2015;23:00:00;31;2;10;3;69;92;1.5;38.6;0;935;18
23/05/2015;0:00:00;25;2;3;2;87;279;0.9;44;0;935;17.2
24/05/2015;1:00:00;20;2;3;2;100;268;0.7;52.1;0;936;15.9
24/05/2015;2:00:00;33;2;2;2;91;287;1.5;52.5;0;936;14.5
24/05/2015;3:00:00;23;2;2;2;86;337;1.2;56.9;0;935;13.5
24/05/2015;4:00:00;26;2;3;2;80;324;0.4;59.1;0;935;12.7
24/05/2015;5:00:00;25;2;2;2;78;18;0.2;60.9;0;935;12
24/05/2015;6:00:00;22;2;3;2;70;85;0.4;64.2;0;935;11.4
24/05/2015;7:00:00;25;2;3;2;60;87;0;69.3;0;935;10.7
24/05/2015;8:00:00;31;2;8;2;51;142;0.1;67.6;0;935;11.1
24/05/2015;9:00:00;26;2;4;2;70;157;0.2;56.7;0;936;13.7
24/05/2015;10:00:00;28;2;3;2;78;140;0.4;51;0;936;15.5
24/05/2015;11:00:00;17;2;2;2;98;343;2;40;0;936;17.3
24/05/2015;12:00:00;12;2;2;2;98;337;1.5;36.2;0;936;19.5
24/05/2015;13:00:00;29;2;2;2;102;345;1.4;33.4;0;936;21.2
24/05/2015;14:00:00;18;2;4;3;100;35;1.4;34.6;0;935;20.1
24/05/2015;15:00:00;23;2;2;2;99;235;2.1;51;0.88;936;17.5
24/05/2015;16:00:00;31;2;2;2;94;228;2.5;63.2;0.29;935;15.2
24/05/2015;17:00:00;16;2;3;2;81;175;1;59.2;0;935;16.5
24/05/2015;18:00:00;25;2;2;2;82;217;3.6;59.4;0;935;16.8
24/05/2015;19:00:00;16;2;2;2;80;198;1.4;54.1;0;934;18.2
24/05/2015;20:00:00;16;2;5;2;75;182;1.3;52.8;0;935;18.2
24/05/2015;21:00:00;15;2;3;2;100;273;1.5;53.4;0.58;936;16.4
24/05/2015;22:00:00;20;2;18;3;59;130;0.4;70.1;0;936;14.9
24/05/2015;23:00:00;20;2;9;2;81;322;0.4;62.2;0;936;15.2
24/05/2015;0:00:00;16;2;3;2;100;274;0.8;59.5;0;937;15
25/05/2015;1:00:00;21;2;3;2;89;318;0.3;61.8;0;937;14.6
25/05/2015;2:00:00;16;2;2;2;91;219;0.8;63.7;0;937;13.6
25/05/2015;3:00:00;24;2;2;2;70;181;1;75.5;0;937;12.3
25/05/2015;4:00:00;14;2;2;2;58;174;0.7;80.8;0;937;11.5
