Fecha;Hora;SO2;NO;NO2;dd;vv;TMP;O3
07/01/2015;0:00:00;5;2.8;7;49;1.3;9.7;41
08/01/2015;1:00:00;6;1.0;4;48;0.9;9.6;45
08/01/2015;2:00:00;6;0.9;4;55;1.2;10.0;48
08/01/2015;3:00:00;5;1.7;8;42;0.9;10.6;47
08/01/2015;4:00:00;4;7.5;12;43;1.1;10.3;39
08/01/2015;5:00:00;7;1.6;7;41;1.6;10.2;45
08/01/2015;6:00:00;4;1.7;6;47;1.3;9.5;40
08/01/2015;7:00:00;9;1.9;8;64;1.4;10.0;43
08/01/2015;8:00:00;6;1.6;9;50;1.2;9.0;35
08/01/2015;9:00:00;3;1.0;11;46;0.8;10.1;42
08/01/2015;10:00:00;3;8.0;28;45;1.2;11.0;29
08/01/2015;11:00:00;1;20.6;33;54;1.5;13.4;25
08/01/2015;12:00:00;6;5.9;18;61;1.7;15.8;45
08/01/2015;13:00:00;6;2.8;9;133;1.4;16.8;58
08/01/2015;14:00:00;4;1.6;6;174;1.5;15.8;64
08/01/2015;15:00:00;6;2.1;7;197;1.9;15.8;64
08/01/2015;16:00:00;8;0.9;4;210;2.4;15.9;73
08/01/2015;17:00:00;6;0.9;8;106;3.9;15.8;69
08/01/2015;18:00:00;3;1.2;12;68;3.4;14.1;60
08/01/2015;19:00:00;4;1.2;13;86;3.4;13.0;53
08/01/2015;20:00:00;5;13.6;31;116;3.5;12.4;35
08/01/2015;21:00:00;0;8.0;37;108;3.6;11.4;21
08/01/2015;22:00:00;0;0.3;15;72;3.0;10.3;27
08/01/2015;23:00:00;0;0.3;10;53;3.0;10.1;36
08/01/2015;0:00:00;0;0.3;6;63;2.4;9.9;43
09/01/2015;1:00:00;0;0.3;5;64;1.6;10.0;42
09/01/2015;2:00:00;1;0.3;2;231;0.0;10.8;58
09/01/2015;3:00:00;0;0.3;4;178;0.0;9.6;43
09/01/2015;4:00:00;0;0.3;1;59;4.8;16.3;52
09/01/2015;5:00:00;0;0.3;1;52;2.9;9.8;58
09/01/2015;6:00:00;0;0.3;1;49;2.8;9.2;46
09/01/2015;7:00:00;0;2.1;10;57;1.9;9.5;34
09/01/2015;8:00:00;0;0.6;5;68;2.6;9.8;41
09/01/2015;9:00:00;0;0.8;10;77;2.5;10.1;45
09/01/2015;10:00:00;0;0.6;7;105;2.7;10.4;48
09/01/2015;11:00:00;0;0.7;12;200;2.5;13.0;48
09/01/2015;12:00:00;0;2.3;15;207;1.5;14.6;47
09/01/2015;13:00:00;0;0.3;5;213;1.3;15.2;62
09/01/2015;14:00:00;0;0.3;5;219;1.2;15.5;67
09/01/2015;15:00:00;0;0.3;3;212;1.3;15.7;73
09/01/2015;16:00:00;0;0.3;3;222;1.4;15.4;79
09/01/2015;17:00:00;0;0.3;2;221;1.3;14.9;83
09/01/2015;18:00:00;0;0.3;3;220;1.2;14.0;79
09/01/2015;19:00:00;0;0.3;8;219;1.3;12.9;70
09/01/2015;20:00:00;0;2.8;18;213;0.9;12.3;57
09/01/2015;21:00:00;1;0.3;5;217;1.3;11.9;67
09/01/2015;22:00:00;4;0.4;14;239;2.2;12.0;60
09/01/2015;23:00:00;2;0.5;7;221;1.5;11.6;64
09/01/2015;0:00:00;2;0.6;6;222;1.6;11.7;63
10/01/2015;1:00:00;1;0.5;4;229;1.6;12.0;66
10/01/2015;2:00:00;1;0.5;3;232;1.6;12.1;67
10/01/2015;3:00:00;3;0.5;2;224;1.7;12.1;69
10/01/2015;4:00:00;6;0.4;2;223;1.8;12.2;72
10/01/2015;5:00:00;4;0.7;3;227;1.7;12.4;71
10/01/2015;6:00:00;4;0.5;3;225;1.7;12.6;67
10/01/2015;7:00:00;2;0.4;5;223;1.5;12.4;57
10/01/2015;8:00:00;1;0.5;10;240;1.5;12.2;50
10/01/2015;9:00:00;2;0.3;9;248;2.1;12.2;52
10/01/2015;10:00:00;2;1.0;12;237;2.2;12.0;52
10/01/2015;11:00:00;2;1.0;8;221;1.5;14.3;61
10/01/2015;12:00:00;3;0.9;6;222;1.9;14.9;67
10/01/2015;13:00:00;2;0.4;5;223;2.1;15.2;74
10/01/2015;14:00:00;2;0.5;4;225;2.0;15.4;78
10/01/2015;15:00:00;2;0.8;3;222;2.1;15.4;81
10/01/2015;16:00:00;3;0.4;3;223;2.3;15.1;84
10/01/2015;17:00:00;3;0.5;3;220;1.9;14.7;83
10/01/2015;18:00:00;3;0.5;4;223;1.2;14.2;81
10/01/2015;19:00:00;2;0.3;6;218;1.5;13.5;78
10/01/2015;20:00:00;3;0.7;4;215;1.5;13.0;75
10/01/2015;21:00:00;0;0.5;5;213;1.6;12.6;71
10/01/2015;22:00:00;0;0.4;3;217;1.7;12.5;68
10/01/2015;23:00:00;1;0.5;4;220;1.7;12.8;68
10/01/2015;0:00:00;1;0.7;3;221;1.8;12.9;69
11/01/2015;1:00:00;0;0.4;3;230;1.7;13.1;72
11/01/2015;2:00:00;1;0.4;4;229;1.6;13.4;68
11/01/2015;3:00:00;1;0.4;4;219;1.5;13.2;61
11/01/2015;4:00:00;0;0.4;5;247;1.5;12.8;56
11/01/2015;5:00:00;0;1.0;10;218;2.4;11.5;48
11/01/2015;6:00:00;0;0.7;8;70;1.8;11.2;45
11/01/2015;7:00:00;1;1.1;11;168;2.5;12.1;44
11/01/2015;8:00:00;1;2.5;14;56;2.0;10.9;32
11/01/2015;9:00:00;0;4.9;16;59;1.4;11.6;32
11/01/2015;10:00:00;0;10.6;18;49;1.5;11.3;28
11/01/2015;11:00:00;0;2.9;13;49;1.2;13.9;36
11/01/2015;12:00:00;0;6.0;19;70;1.2;16.2;41
11/01/2015;13:00:00;0;4.8;16;59;1.7;17.1;47
11/01/2015;14:00:00;1;2.5;12;167;2.2;18.1;54
11/01/2015;15:00:00;0;1.1;9;171;3.0;17.8;59
11/01/2015;16:00:00;0;0.9;7;133;4.0;18.1;62
11/01/2015;17:00:00;0;3.0;14;85;1.5;16.3;53
11/01/2015;18:00:00;0;2.0;13;52;3.0;15.3;52
11/01/2015;19:00:00;0;1.6;22;91;5.5;14.4;39
11/01/2015;20:00:00;1;20.4;20;45;4.6;13.2;34
11/01/2015;21:00:00;1;3.9;20;55;4.0;12.4;30
11/01/2015;22:00:00;2;5.8;18;48;1.8;11.3;26
11/01/2015;23:00:00;3;0.3;7;47;0.9;12.2;43
11/01/2015;0:00:00;4;2.5;11;48;0.9;12.5;40
12/01/2015;1:00:00;4;0.4;6;75;0.9;12.8;47
12/01/2015;2:00:00;2;0.3;2;122;1.0;13.9;60
12/01/2015;3:00:00;2;0.3;3;226;1.1;13.8;67
12/01/2015;4:00:00;1;0.3;3;255;0.9;13.8;69
12/01/2015;5:00:00;2;0.3;4;125;0.6;13.6;67
12/01/2015;6:00:00;3;0.3;19;173;0.0;12.7;42
12/01/2015;7:00:00;5;2.6;26;73;1.2;12.1;35
12/01/2015;8:00:00;3;1.2;14;104;1.8;11.8;52
12/01/2015;9:00:00;0;1.6;19;53;1.6;10.9;35
12/01/2015;10:00:00;5;3.8;28;57;0.0;11.5;35
12/01/2015;11:00:00;19;16.9;41;38;0.0;15.3;28
12/01/2015;12:00:00;3;0.4;9;142;1.1;17.7;64
12/01/2015;13:00:00;5;0.3;7;134;2.1;17.1;68
12/01/2015;14:00:00;5;0.6;6;121;1.4;16.9;70
12/01/2015;15:00:00;5;0.3;3;124;1.3;17.1;74
12/01/2015;16:00:00;7;0.3;3;126;0.4;17.0;74
12/01/2015;17:00:00;5;0.3;4;165;0.3;16.3;74
12/01/2015;18:00:00;8;0.3;4;190;0.7;14.7;73
12/01/2015;19:00:00;4;0.3;4;178;1.0;13.4;76
12/01/2015;20:00:00;9;2.9;23;125;1.1;12.6;52
12/01/2015;21:00:00;9;0.4;17;143;1.4;12.5;56
12/01/2015;22:00:00;3;2.4;13;90;2.3;11.8;45
12/01/2015;23:00:00;9;0.6;27;148;2.1;11.4;38
12/01/2015;0:00:00;5;0.3;14;161;2.0;11.9;51
13/01/2015;1:00:00;10;0.4;5;232;1.7;12.9;69
13/01/2015;2:00:00;12;0.3;3;202;1.4;13.3;76
13/01/2015;3:00:00;9;0.3;4;212;1.7;13.5;74
13/01/2015;4:00:00;7;0.3;3;178;1.7;13.6;75
13/01/2015;5:00:00;6;0.3;4;177;1.8;13.6;76
13/01/2015;6:00:00;6;0.3;3;159;1.9;13.6;77
13/01/2015;7:00:00;5;0.3;3;157;1.5;13.7;78
13/01/2015;8:00:00;9;0.3;6;166;2.0;13.8;75
13/01/2015;9:00:00;6;0.3;5;203;1.9;13.7;75
13/01/2015;10:00:00;5;0.3;5;192;1.2;13.9;75
13/01/2015;11:00:00;7;0.3;7;182;1.8;14.6;71
13/01/2015;12:00:00;8;0.4;6;180;1.6;15.7;73
13/01/2015;13:00:00;6;0.4;4;189;1.7;16.8;76
13/01/2015;14:00:00;7;0.4;5;201;6.3;16.9;75
13/01/2015;15:00:00;7;0.4;6;216;1.8;16.5;76
13/01/2015;16:00:00;5;0.3;3;210;1.8;16.3;80
13/01/2015;17:00:00;4;0.4;5;219;1.6;15.6;80
13/01/2015;18:00:00;3;0.3;5;219;1.3;14.5;77
13/01/2015;19:00:00;6;0.3;8;216;0.8;13.5;68
13/01/2015;20:00:00;4;0.4;9;219;1.0;13.1;63
13/01/2015;21:00:00;4;0.4;13;248;1.0;13.0;59
13/01/2015;22:00:00;1;4.9;31;217;0.0;11.9;19
13/01/2015;23:00:00;1;0.3;11;143;0.0;11.6;44
13/01/2015;0:00:00;3;0.3;7;240;0.9;12.1;55
14/01/2015;1:00:00;2;0.2;2;243;1.7;12.6;65
14/01/2015;2:00:00;0;0.3;1;244;1.5;12.5;65
14/01/2015;3:00:00;2;0.3;1;241;1.5;12.4;64
14/01/2015;4:00:00;2;0.2;1;225;1.4;12.6;61
14/01/2015;5:00:00;3;0.2;1;216;1.1;13.5;58
14/01/2015;6:00:00;2;0.3;1;208;1.2;14.7;55
14/01/2015;7:00:00;3;0.3;2;221;1.4;14.9;56
14/01/2015;8:00:00;2;0.3;5;219;3.1;15.1;53
14/01/2015;9:00:00;2;0.3;19;254;2.9;15.1;41
14/01/2015;10:00:00;0;0.5;13;211;2.7;15.5;47
14/01/2015;11:00:00;2;0.7;11;223;3.2;17.0;49
14/01/2015;12:00:00;3;2.8;17;144;2.2;17.5;48
14/01/2015;13:00:00;4;16.4;21;164;1.5;17.6;45
14/01/2015;14:00:00;4;22.9;28;164;2.5;18.2;45
14/01/2015;15:00:00;3;0.4;10;151;3.5;18.6;63
14/01/2015;16:00:00;5;0.3;7;190;5.4;18.1;65
14/01/2015;17:00:00;2;0.3;10;188;2.4;17.3;63
14/01/2015;18:00:00;1;0.3;6;149;7.4;22.3;68
14/01/2015;19:00:00;1;10.5;39;91;5.9;14.4;32
14/01/2015;20:00:00;1;12.4;26;94;5.9;13.5;40
14/01/2015;21:00:00;1;1.7;22;80;6.1;12.6;41
14/01/2015;22:00:00;1;4.7;23;101;6.2;12.6;32
14/01/2015;23:00:00;1;0.3;8;182;6.2;13.2;60
14/01/2015;0:00:00;1;0.4;7;221;6.1;13.0;59
15/01/2015;1:00:00;2;0.3;6;223;4.5;12.7;61
15/01/2015;2:00:00;5;0.3;2;220;2.5;12.9;68
15/01/2015;3:00:00;2;0.3;1;219;2.0;13.0;68
15/01/2015;4:00:00;0;0.3;1;217;1.8;12.8;70
15/01/2015;5:00:00;0;0.3;1;219;1.6;12.7;73
15/01/2015;6:00:00;0;0.3;1;219;1.1;12.6;72
15/01/2015;7:00:00;0;0.3;1;220;1.0;12.6;70
15/01/2015;8:00:00;4;0.3;1;219;0.8;12.6;70
15/01/2015;9:00:00;0;0.3;6;217;0.8;12.9;65
15/01/2015;10:00:00;2;0.3;7;215;0.8;13.3;62
15/01/2015;11:00:00;1;0.3;1;212;1.2;14.5;69
15/01/2015;12:00:00;1;0.3;1;219;7.0;20.3;76
15/01/2015;13:00:00;1;0.2;1;215;1.7;15.4;77
15/01/2015;14:00:00;2;0.3;1;217;1.6;15.5;77
15/01/2015;15:00:00;3;0.3;2;218;1.4;15.7;80
15/01/2015;16:00:00;1;0.3;2;215;1.7;15.0;80
15/01/2015;17:00:00;1;0.3;2;216;1.7;14.6;82
15/01/2015;18:00:00;2;0.3;1;217;1.7;14.0;82
15/01/2015;19:00:00;0;0.2;1;217;1.8;13.9;80
15/01/2015;20:00:00;3;0.3;1;219;2.0;14.2;82
15/01/2015;21:00:00;10;0.2;1;216;2.3;14.3;84
15/01/2015;22:00:00;7;0.3;1;217;2.4;14.1;79
15/01/2015;23:00:00;6;1.0;2;210;2.4;14.1;81
15/01/2015;0:00:00;7;0.7;2;215;2.6;14.3;84
16/01/2015;1:00:00;8;0.6;4;215;2.3;14.5;73
16/01/2015;2:00:00;5;0.7;4;216;2.3;14.7;72
16/01/2015;3:00:00;6;0.6;4;211;2.1;14.8;64
16/01/2015;4:00:00;6;0.6;4;222;2.1;14.8;64
16/01/2015;5:00:00;6;0.8;3;222;2.1;14.4;65
16/01/2015;6:00:00;7;0.8;4;225;2.0;14.5;60
16/01/2015;7:00:00;10;0.8;3;215;2.2;14.4;65
16/01/2015;8:00:00;7;0.7;3;216;2.2;14.7;67
16/01/2015;9:00:00;2;0.5;2;223;2.0;14.8;67
16/01/2015;10:00:00;3;0.9;3;219;2.1;14.8;67
16/01/2015;11:00:00;1;0.8;2;219;2.2;15.6;72
16/01/2015;12:00:00;4;1.0;4;229;2.1;15.8;65
16/01/2015;13:00:00;4;1.4;5;236;1.9;16.4;60
16/01/2015;14:00:00;5;0.8;5;254;1.5;15.7;68
16/01/2015;15:00:00;9;0.8;4;263;1.4;14.5;69
16/01/2015;16:00:00;9;0.6;3;263;1.6;14.4;70
16/01/2015;17:00:00;9;0.9;4;264;1.6;14.1;71
16/01/2015;18:00:00;7;1.0;3;257;1.6;13.8;71
16/01/2015;19:00:00;6;0.8;4;255;1.5;13.6;70
16/01/2015;20:00:00;5;0.8;5;254;1.5;13.5;70
16/01/2015;21:00:00;5;0.9;5;271;1.6;13.8;69
16/01/2015;22:00:00;6;1.0;4;254;1.3;13.4;68
16/01/2015;23:00:00;3;1.7;2;263;1.4;13.2;67
16/01/2015;0:00:00;4;1.8;3;280;1.4;13.0;68
17/01/2015;1:00:00;8;2.1;2;277;1.3;12.8;68
17/01/2015;2:00:00;4;2.0;2;276;1.8;12.2;68
17/01/2015;3:00:00;7;2.0;1;279;2.4;11.7;65
17/01/2015;4:00:00;8;1.9;1;288;2.3;11.5;63
17/01/2015;5:00:00;6;2.5;1;287;1.7;11.4;63
17/01/2015;6:00:00;11;1.5;1;271;1.3;11.5;64
17/01/2015;7:00:00;5;2.2;1;237;1.2;11.3;63
17/01/2015;8:00:00;7;2.2;4;213;1.8;10.9;60
17/01/2015;9:00:00;3;2.4;9;173;3.0;10.8;57
17/01/2015;10:00:00;3;4.0;16;98;2.3;10.8;49
17/01/2015;11:00:00;3;3.7;7;156;1.3;12.5;66
17/01/2015;12:00:00;7;4.8;9;130;1.6;12.4;67
17/01/2015;13:00:00;5;3.2;4;174;1.4;12.5;72
17/01/2015;14:00:00;4;3.4;6;149;1.2;12.7;73
17/01/2015;15:00:00;4;2.5;2;145;1.2;12.2;75
17/01/2015;16:00:00;3;2.6;2;181;1.2;12.3;76
17/01/2015;17:00:00;2;3.5;8;72;5.1;11.8;68
17/01/2015;18:00:00;2;2.8;7;64;2.0;11.5;67
17/01/2015;19:00:00;4;2.2;17;137;0.4;10.6;53
17/01/2015;20:00:00;6;3.9;39;261;3.4;9.9;27
17/01/2015;21:00:00;3;15.9;31;214;6.5;8.7;32
17/01/2015;22:00:00;3;3.0;17;62;6.6;7.7;40
17/01/2015;23:00:00;2;1.1;13;255;6.3;8.6;48
17/01/2015;0:00:00;1;1.2;5;145;6.5;7.7;55
18/01/2015;1:00:00;2;1.2;4;264;1.9;9.1;60
18/01/2015;2:00:00;4;1.3;4;253;3.4;8.8;59
18/01/2015;3:00:00;4;1.1;2;203;6.5;7.8;57
18/01/2015;4:00:00;2;1.1;2;55;6.3;7.3;59
18/01/2015;5:00:00;1;1.6;1;83;6.0;7.0;58
18/01/2015;6:00:00;0;1.2;1;52;5.8;7.0;59
18/01/2015;7:00:00;0;1.1;1;71;5.6;7.2;59
18/01/2015;8:00:00;0;1.7;3;75;5.6;7.4;57
18/01/2015;9:00:00;0;1.4;3;83;5.4;7.1;53
18/01/2015;10:00:00;0;1.5;4;69;5.1;9.1;59
18/01/2015;11:00:00;1;2.3;3;212;11.1;18.3;64
18/01/2015;12:00:00;2;1.6;1;200;1.6;13.5;73
18/01/2015;13:00:00;1;1.2;1;201;1.6;13.6;75
18/01/2015;14:00:00;1;1.4;1;198;1.5;14.1;75
