Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;LL
16/01/2015;9:00:00;3;4.5;6;;68;214;6.2;15.1;0.0
16/01/2015;10:00:00;3;1.5;5;;69;210;6.7;15.3;0.0
16/01/2015;11:00:00;4;2.8;7;;69;213;6.9;15.5;0.0
16/01/2015;12:00:00;4;0.3;2;;76;218;7.3;15.8;0.0
16/01/2015;13:00:00;4;1.1;7;;72;220;7.2;15.9;0.0
16/01/2015;14:00:00;4;1.2;6;;72;228;7.1;15.9;0.0
16/01/2015;15:00:00;4;0.8;7;;70;240;7.0;15.4;0.0
16/01/2015;16:00:00;4;0.8;4;;81;241;7.1;14.9;0.0
16/01/2015;17:00:00;4;0.6;4;;82;252;5.6;14.6;0.0
16/01/2015;18:00:00;4;0.3;5;;78;255;4.6;14.4;0.0
16/01/2015;19:00:00;4;0.9;18;;62;297;3.0;13.6;0.0
16/01/2015;20:00:00;4;0.5;12;;68;271;2.4;13.4;0.0
16/01/2015;21:00:00;4;0.7;15;;63;279;1.3;12.8;0.0
16/01/2015;22:00:00;4;1.1;30;;48;272;1.2;12.5;0.0
16/01/2015;23:00:00;8;33.5;58;;16;264;0.9;10.3;0.0
16/01/2015;0:00:00;6;3.9;23;;53;301;2.2;11.5;0.0
17/01/2015;1:00:00;5;0.3;10;;65;304;1.7;11.7;0.0
17/01/2015;2:00:00;4;1.6;12;;54;239;1.7;10.5;0.0
17/01/2015;3:00:00;4;11.4;31;;8;95;1.1;5.7;0.0
17/01/2015;4:00:00;5;2.8;26;;19;65;1.1;5.3;0.0
17/01/2015;5:00:00;5;5.5;27;;15;76;1.1;4.4;0.0
17/01/2015;6:00:00;5;31.2;47;;3;146;1.1;4.4;0.0
17/01/2015;7:00:00;5;76.2;49;;4;58;1.1;4.0;0.0
17/01/2015;8:00:00;6;117.7;55;;3;48;1.1;3.5;0.0
17/01/2015;9:00:00;6;121.3;69;;2;214;1.1;4.3;0.0
17/01/2015;10:00:00;5;86.8;56;;6;119;1.2;6.8;0.0
17/01/2015;11:00:00;5;23.0;42;;25;131;0.9;11.3;0.0
17/01/2015;12:00:00;5;2.1;13;;64;317;2.6;14.0;0.0
17/01/2015;13:00:00;5;1.3;8;;69;304;2.3;14.7;0.0
17/01/2015;14:00:00;5;1.1;8;;69;301;1.8;15.4;0.0
17/01/2015;15:00:00;4;0.7;3;;78;245;2.4;14.4;0.0
17/01/2015;16:00:00;4;1.0;2;;82;234;3.1;14.0;0.0
17/01/2015;17:00:00;4;0.4;3;;81;240;2.6;13.5;0.0
17/01/2015;18:00:00;4;1.0;16;;65;306;2.2;12.2;0.0
17/01/2015;19:00:00;4;1.1;29;;49;315;1.9;10.4;0.0
17/01/2015;20:00:00;5;1.2;26;;52;305;1.6;10.0;0.0
17/01/2015;21:00:00;6;36.7;62;;21;243;1.1;8.8;0.0
17/01/2015;22:00:00;7;68.0;78;;7;269;1.2;6.8;0.0
17/01/2015;23:00:00;8;42.2;56;;7;131;1.2;5.2;0.0
17/01/2015;0:00:00;8;38.4;56;;6;161;1.7;5.1;0.0
18/01/2015;1:00:00;7;22.4;46;;4;66;1.7;4.4;0.0
18/01/2015;2:00:00;7;16.5;41;;6;55;1.9;4.0;0.0
18/01/2015;3:00:00;6;8.4;31;;8;44;2.0;3.6;0.0
18/01/2015;4:00:00;5;1.8;18;;20;249;1.2;3.9;0.0
18/01/2015;5:00:00;4;2.4;18;;16;144;1.5;3.0;0.0
18/01/2015;6:00:00;4;5.9;25;;10;85;1.3;2.7;0.0
18/01/2015;7:00:00;5;34.3;39;;4;182;1.4;2.7;0.0
18/01/2015;8:00:00;4;33.9;39;;3;77;1.8;2.4;0.0
18/01/2015;9:00:00;4;34.5;42;;5;205;1.7;2.8;0.0
18/01/2015;10:00:00;4;18.9;39;;19;224;1.5;6.0;0.0
18/01/2015;11:00:00;5;11.2;28;;36;232;1.1;9.0;0.0
18/01/2015;12:00:00;5;3.3;14;;54;181;1.2;12.8;0.0
18/01/2015;13:00:00;4;0.2;2;;75;198;2.6;13.7;0.0
18/01/2015;14:00:00;5;0.2;2;;81;223;3.3;14.0;0.0
18/01/2015;15:00:00;4;0.1;2;;85;214;4.5;14.0;0.0
18/01/2015;16:00:00;4;0.3;2;;87;211;4.7;13.5;0.0
18/01/2015;17:00:00;4;0.3;2;;87;206;4.6;13.2;0.0
18/01/2015;18:00:00;4;0.0;2;;87;199;4.8;12.4;0.0
18/01/2015;19:00:00;4;0.0;2;;88;199;4.5;12.4;0.0
18/01/2015;20:00:00;4;0.0;2;;88;190;4.7;12.6;0.0
18/01/2015;21:00:00;4;0.1;2;;88;179;5.0;12.8;0.0
18/01/2015;22:00:00;4;0.0;2;;89;179;5.2;12.9;0.0
18/01/2015;23:00:00;3;0.1;2;;89;170;5.5;12.9;0.0
18/01/2015;0:00:00;3;0.1;2;;89;180;6.6;13.2;0.0
19/01/2015;1:00:00;4;0.0;2;;89;181;6.6;12.9;0.0
19/01/2015;2:00:00;4;0.0;2;;89;175;5.6;12.9;0.0
19/01/2015;3:00:00;4;0.0;2;;85;142;3.1;12.5;0.0
19/01/2015;4:00:00;4;0.4;7;;65;74;1.4;11.0;0.0
19/01/2015;5:00:00;4;0.5;5;;62;72;1.8;10.2;0.0
19/01/2015;6:00:00;4;1.2;12;;52;59;1.9;9.8;0.0
19/01/2015;7:00:00;4;1.9;19;;58;78;2.8;10.8;0.0
19/01/2015;8:00:00;4;13.9;52;;30;91;2.2;10.7;0.0
19/01/2015;9:00:00;5;48.2;77;;10;127;1.8;10.5;0.0
19/01/2015;10:00:00;4;18.1;48;;23;47;2.9;10.5;0.0
19/01/2015;11:00:00;4;13.0;38;;33;54;2.7;11.6;0.0
19/01/2015;12:00:00;4;9.4;39;;36;74;2.2;12.4;0.0
19/01/2015;13:00:00;4;12.1;43;;37;210;1.5;11.6;1.3
19/01/2015;14:00:00;4;4.3;37;;41;321;1.7;10.5;3.2
19/01/2015;15:00:00;4;5.5;40;;39;322;2.1;10.4;4.3
19/01/2015;16:00:00;5;5.1;34;;42;317;2.7;10.6;4.7
19/01/2015;17:00:00;5;19.6;55;;19;317;2.0;10.6;4.8
19/01/2015;18:00:00;5;5.6;51;;17;319;2.1;10.3;4.8
19/01/2015;19:00:00;5;4.6;50;;21;314;2.0;10.1;4.8
19/01/2015;20:00:00;5;26.9;72;;8;220;1.6;9.9;4.9
19/01/2015;21:00:00;5;12.5;57;;19;266;1.9;9.9;5.0
19/01/2015;22:00:00;5;21.9;56;;18;185;1.3;9.7;5.0
19/01/2015;23:00:00;6;18.7;58;;13;256;1.3;9.4;5.0
19/01/2015;0:00:00;5;3.4;40;;25;314;1.9;9.4;5.0
20/01/2015;1:00:00;6;4.2;35;;29;320;1.5;9.5;5.0
20/01/2015;2:00:00;5;1.8;21;;31;324;1.7;9.2;0.0
20/01/2015;3:00:00;5;2.4;12;;43;310;1.5;8.9;0.0
20/01/2015;4:00:00;4;1.1;17;;40;240;1.0;8.8;0.0
20/01/2015;5:00:00;4;1.0;17;;50;259;2.1;9.6;0.0
20/01/2015;6:00:00;4;1.2;24;;45;171;2.3;9.9;0.0
20/01/2015;7:00:00;3;4.4;43;;27;254;1.6;9.9;0.0
20/01/2015;8:00:00;4;18.0;61;;14;298;1.7;9.8;0.0
20/01/2015;9:00:00;4;19.5;53;;20;249;1.7;9.8;0.0
20/01/2015;10:00:00;4;9.6;45;;20;305;1.5;10.1;0.0
20/01/2015;11:00:00;4;3.4;26;;41;285;2.1;10.5;0.1
20/01/2015;12:00:00;4;1.2;8;;68;263;3.1;9.9;0.6
20/01/2015;13:00:00;4;5.3;45;;31;312;1.1;9.7;2.5
20/01/2015;14:00:00;4;6.6;40;;35;233;0.4;9.9;4.4
20/01/2015;15:00:00;5;7.0;35;;35;211;1.0;10.3;5.6
20/01/2015;16:00:00;4;8.7;41;;29;103;1.6;9.6;6.2
20/01/2015;17:00:00;5;3.6;28;;36;317;1.9;9.2;6.7
20/01/2015;18:00:00;4;1.1;24;;37;305;1.0;8.4;9.7
20/01/2015;19:00:00;4;0.0;0;;48;265;1.8;8.5;13.6
20/01/2015;20:00:00;4;0.0;0;;59;262;3.0;8.6;15.9
20/01/2015;21:00:00;4;0.0;0;;60;279;2.4;8.7;17.6
20/01/2015;22:00:00;4;0.0;0;;52;303;2.5;8.6;17.9
20/01/2015;23:00:00;4;0.0;0;;50;297;2.0;8.8;18.0
20/01/2015;0:00:00;4;0.0;0;;58;296;2.4;8.9;18.1
21/01/2015;1:00:00;4;0.4;8;;57;280;2.1;9.1;18.3
21/01/2015;2:00:00;4;0.3;8;;59;280;2.4;9.2;0.1
21/01/2015;3:00:00;3;0.0;3;;66;290;2.8;9.3;0.0
21/01/2015;4:00:00;4;0.1;5;;61;286;1.1;9.0;0.0
21/01/2015;5:00:00;4;0.0;6;;59;296;1.2;9.2;0.0
21/01/2015;6:00:00;3;1.0;8;;58;299;1.9;9.4;0.0
21/01/2015;7:00:00;3;13.3;28;;35;242;1.1;8.7;0.0
21/01/2015;8:00:00;5;121.7;71;;2;94;0.6;6.8;0.0
21/01/2015;9:00:00;8;236.5;97;;2;179;0.9;6.4;0.0
21/01/2015;10:00:00;6;107.2;68;;5;125;1.0;7.8;0.0
21/01/2015;11:00:00;5;;;;63;278;2.5;10.6;0.2
21/01/2015;12:00:00;5;;;;64;273;2.0;12.3;0.3
21/01/2015;13:00:00;4;;;;74;238;6.1;10.6;0.3
21/01/2015;14:00:00;4;;;;65;244;1.0;9.0;0.5
21/01/2015;15:00:00;4;;;;57;145;0.6;10.2;0.5
21/01/2015;16:00:00;4;;;;68;166;0.2;10.2;0.5
21/01/2015;17:00:00;4;;;;73;270;3.4;9.5;1.0
21/01/2015;18:00:00;4;;;;72;256;2.7;10.2;1.3
21/01/2015;19:00:00;4;;;;56;290;1.9;10.4;1.3
21/01/2015;20:00:00;5;;;;2;83;0.8;9.2;1.3
21/01/2015;21:00:00;5;;;;3;93;1.0;7.5;1.3
21/01/2015;22:00:00;7;;;;4;297;1.1;6.7;1.3
21/01/2015;23:00:00;7;;;;5;116;1.7;5.4;1.4
21/01/2015;0:00:00;6;;;;17;308;1.9;5.9;1.5
22/01/2015;1:00:00;5;;;;63;290;2.8;7.0;2.6
22/01/2015;2:00:00;4;;;;61;64;1.9;6.3;0.0
22/01/2015;3:00:00;4;;;;53;203;1.1;6.0;0.0
22/01/2015;4:00:00;3;;;;38;251;1.2;5.8;0.0
22/01/2015;5:00:00;3;;;;35;254;1.1;5.5;0.0
22/01/2015;6:00:00;3;;;;20;171;1.6;5.3;0.0
22/01/2015;7:00:00;4;;;;10;144;1.4;5.1;0.0
22/01/2015;8:00:00;5;;;;3;199;1.3;5.4;0.1
22/01/2015;9:00:00;4;;;;8;313;1.7;6.7;0.5
22/01/2015;10:00:00;4;;;;25;307;1.8;7.6;0.5
22/01/2015;11:00:00;4;;;;28;317;1.8;9.3;0.5
22/01/2015;12:00:00;4;;;;50;313;2.3;9.6;0.8
22/01/2015;13:00:00;4;;;;48;314;2.1;12.2;1.0
22/01/2015;14:00:00;4;;;;54;310;2.7;12.4;1.0
22/01/2015;15:00:00;4;;;;57;315;2.6;12.0;1.0
22/01/2015;16:00:00;4;;;;63;298;2.5;11.4;1.1
22/01/2015;17:00:00;4;;;;59;201;2.6;11.4;1.3
22/01/2015;18:00:00;4;;;;56;322;2.5;10.5;1.3
22/01/2015;19:00:00;4;;;;43;138;2.4;9.1;2.1
22/01/2015;20:00:00;4;;;;44;315;1.8;8.2;5.2
22/01/2015;21:00:00;4;;;;24;271;1.3;8.4;6.1
22/01/2015;22:00:00;4;;;;20;238;1.3;8.4;6.3
22/01/2015;23:00:00;4;;;;36;304;1.9;8.4;6.5
22/01/2015;0:00:00;4;;;;67;315;3.8;8.4;7.2
23/01/2015;1:00:00;4;1.3;9;;66;312;2.0;8.1;
23/01/2015;2:00:00;4;1.1;16;;50;311;1.0;7.9;
23/01/2015;3:00:00;4;1.4;29;;23;297;0.7;7.0;
23/01/2015;4:00:00;4;1.7;25;;23;239;0.8;6.6;
23/01/2015;5:00:00;3;1.1;7;;58;311;2.5;8.5;
23/01/2015;6:00:00;3;1.1;11;;53;320;1.7;8.7;
23/01/2015;7:00:00;4;8.5;40;;25;300;0.9;8.1;
23/01/2015;8:00:00;4;15.3;38;;30;297;1.4;8.4;
23/01/2015;9:00:00;6;89.5;61;;16;254;1.4;8.5;
23/01/2015;10:00:00;4;26.6;41;;37;299;1.9;10.7;
23/01/2015;11:00:00;4;5.7;20;;52;302;2.4;12.0;
23/01/2015;12:00:00;4;4.0;13;;61;303;3.3;12.7;
23/01/2015;13:00:00;4;3.0;11;;62;305;3.0;13.5;
23/01/2015;14:00:00;5;3.7;12;;62;306;3.4;14.1;
23/01/2015;15:00:00;4;3.0;12;;63;314;3.3;13.9;
23/01/2015;16:00:00;4;2.9;15;;66;311;3.4;13.6;
23/01/2015;17:00:00;4;2.1;18;;67;314;3.8;12.9;
23/01/2015;18:00:00;4;1.2;19;;68;314;3.4;12.0;
23/01/2015;19:00:00;4;1.2;22;;65;296;2.4;11.8;
23/01/2015;20:00:00;4;1.2;15;;69;282;2.0;12.0;
23/01/2015;21:00:00;4;1.2;24;;59;308;2.6;11.5;
23/01/2015;22:00:00;4;1.3;23;;58;302;2.3;11.5;
23/01/2015;23:00:00;4;3.6;32;;48;306;1.8;11.0;
23/01/2015;0:00:00;4;1.2;15;;58;314;2.7;10.8;
24/01/2015;1:00:00;4;1.2;16;;55;305;1.9;10.5;0.3
24/01/2015;2:00:00;4;1.1;11;;58;301;1.7;10.4;0.0
24/01/2015;3:00:00;4;1.5;18;;37;157;1.4;8.2;0.0
24/01/2015;4:00:00;4;1.8;26;;22;168;1.3;6.0;0.0
24/01/2015;5:00:00;4;2.3;22;;21;82;1.8;5.1;0.0
24/01/2015;6:00:00;4;10.7;39;;8;125;1.1;4.6;0.0
24/01/2015;7:00:00;4;29.2;39;;6;56;1.4;3.9;0.0
24/01/2015;8:00:00;5;78.7;55;;2;66;1.4;3.7;0.0
24/01/2015;9:00:00;5;72.4;55;;3;116;1.3;4.4;0.0
24/01/2015;10:00:00;4;23.5;51;;21;232;0.9;10.1;0.0
24/01/2015;11:00:00;4;3.1;17;;55;303;2.0;12.7;0.0
24/01/2015;12:00:00;4;2.2;11;;64;315;3.7;13.5;0.0
24/01/2015;13:00:00;4;1.9;10;;68;313;4.3;14.1;0.0
24/01/2015;14:00:00;4;1.3;9;;72;312;4.7;14.1;0.0
24/01/2015;15:00:00;4;1.2;9;;76;319;3.6;14.6;0.0
24/01/2015;16:00:00;4;1.3;9;;75;317;3.3;14.8;0.0
24/01/2015;17:00:00;4;1.4;9;;75;318;4.0;13.5;0.0
24/01/2015;18:00:00;4;1.1;7;;78;279;2.5;12.6;0.0
24/01/2015;19:00:00;4;1.2;14;;72;296;3.4;11.9;0.0
24/01/2015;20:00:00;5;1.2;15;;71;304;4.1;11.7;0.0
24/01/2015;21:00:00;4;1.2;10;;75;298;5.1;11.9;0.0
24/01/2015;22:00:00;4;1.4;15;;72;279;4.9;12.4;0.0
24/01/2015;23:00:00;4;1.0;18;;69;246;3.3;12.7;0.0
24/01/2015;0:00:00;5;1.1;11;;72;273;5.4;13.4;0.0
25/01/2015;1:00:00;5;0.9;5;;71;295;2.4;13.1;0.0
25/01/2015;2:00:00;4;0.6;5;;64;286;2.3;12.8;0.0
25/01/2015;3:00:00;4;0.6;5;;63;211;3.3;12.2;0.0
25/01/2015;4:00:00;4;1.0;6;;59;147;1.9;10.3;0.0
25/01/2015;5:00:00;4;1.1;6;;65;183;2.4;9.8;0.0
25/01/2015;6:00:00;3;1.0;3;;85;297;5.1;10.4;0.0
25/01/2015;7:00:00;4;1.1;6;;81;292;5.8;10.2;0.0
25/01/2015;8:00:00;3;1.2;6;;80;249;5.3;10.2;0.0
25/01/2015;9:00:00;3;1.4;8;;78;218;5.1;10.1;0.0
25/01/2015;10:00:00;4;1.2;7;;79;273;5.5;10.8;0.0
25/01/2015;11:00:00;4;1.5;9;;78;264;5.0;11.1;0.0
25/01/2015;12:00:00;4;1.7;9;;79;275;5.7;11.3;0.0
25/01/2015;13:00:00;4;2.1;10;;79;308;5.8;12.1;0.0
25/01/2015;14:00:00;4;2.0;10;;81;304;6.4;12.5;0.0
25/01/2015;15:00:00;3;1.7;8;;84;284;7.4;12.4;0.0
25/01/2015;16:00:00;4;1.2;8;;83;261;6.9;11.7;0.0
25/01/2015;17:00:00;3;1.6;9;;82;169;5.9;11.2;0.0
25/01/2015;18:00:00;3;1.3;12;;79;145;5.1;10.6;0.0
25/01/2015;19:00:00;4;1.8;21;;71;253;4.5;10.2;0.0
25/01/2015;20:00:00;4;6.1;30;;62;53;2.6;9.3;0.0
25/01/2015;21:00:00;4;7.1;64;;30;269;2.1;8.5;0.0
25/01/2015;22:00:00;4;4.1;39;;51;237;2.8;9.3;0.0
25/01/2015;23:00:00;3;1.2;17;;68;111;2.9;9.4;0.0
25/01/2015;0:00:00;4;1.4;12;;73;47;3.3;9.3;0.0
26/01/2015;1:00:00;4;1.0;8;;77;41;3.7;9.2;0.0
26/01/2015;2:00:00;3;0.8;6;;78;83;2.6;9.0;0.0
26/01/2015;3:00:00;4;0.8;9;;70;130;1.1;8.5;0.0
26/01/2015;4:00:00;4;0.6;8;;73;116;1.6;9.4;0.0
26/01/2015;5:00:00;3;0.6;10;;77;140;2.9;10.2;0.0
26/01/2015;6:00:00;3;0.9;14;;70;238;1.5;9.7;0.0
26/01/2015;7:00:00;3;1.8;23;;59;195;2.5;9.7;0.0
26/01/2015;8:00:00;4;10.0;55;;37;62;2.6;9.4;0.0
26/01/2015;9:00:00;4;11.1;48;;43;81;3.3;9.6;0.0
26/01/2015;10:00:00;4;9.0;40;;48;161;2.9;10.1;0.0
26/01/2015;11:00:00;10;5.3;22;;73;95;4.3;10.6;0.0
26/01/2015;12:00:00;4;16.2;27;;65;89;4.1;10.9;0.0
26/01/2015;13:00:00;4;4.3;17;;69;57;5.3;11.0;0.0
26/01/2015;14:00:00;4;4.5;19;;69;48;5.1;10.8;0.0
26/01/2015;15:00:00;4;5.2;20;;67;54;4.4;10.8;0.0
26/01/2015;16:00:00;4;5.1;24;;63;54;3.3;10.1;0.0
26/01/2015;17:00:00;4;8.1;47;;41;78;2.2;9.4;0.0
26/01/2015;18:00:00;4;21.2;80;;12;122;0.7;9.2;0.0
26/01/2015;19:00:00;4;11.7;39;;46;194;1.0;9.8;0.0
26/01/2015;20:00:00;4;1.6;30;;52;266;0.8;10.4;0.0
26/01/2015;21:00:00;5;19.8;63;;11;59;1.5;8.9;0.0
26/01/2015;22:00:00;5;18.3;57;;6;54;1.4;7.5;0.0
26/01/2015;23:00:00;5;21.7;60;;5;108;0.8;7.4;0.0
26/01/2015;0:00:00;5;14.4;46;;6;107;1.1;6.8;0.0
27/01/2015;1:00:00;5;17.2;43;;3;64;0.7;6.6;0.0
27/01/2015;2:00:00;5;4.4;28;;9;52;1.3;6.2;0.0
27/01/2015;3:00:00;5;1.7;20;;13;80;0.7;6.4;0.0
27/01/2015;4:00:00;5;1.6;19;;10;64;0.8;6.7;0.0
27/01/2015;5:00:00;4;3.6;19;;13;126;0.8;7.1;0.0
27/01/2015;6:00:00;4;1.1;4;;79;243;3.5;11.0;0.0
27/01/2015;7:00:00;4;1.7;9;;72;259;2.2;11.2;0.0
27/01/2015;8:00:00;5;1.9;20;;63;258;1.9;11.4;0.0
27/01/2015;9:00:00;5;2.8;28;;58;288;1.8;11.5;0.0
27/01/2015;10:00:00;6;2.3;11;;73;243;3.1;12.8;0.0
27/01/2015;11:00:00;7;1.7;8;;68;260;4.4;13.4;0.0
27/01/2015;12:00:00;6;2.0;9;;68;274;3.6;14.3;0.0
27/01/2015;13:00:00;6;1.7;7;;71;277;3.4;15.2;0.0
27/01/2015;14:00:00;5;1.3;7;;75;274;4.7;14.8;0.0
27/01/2015;15:00:00;5;1.2;8;;78;274;4.7;14.2;0.0
27/01/2015;16:00:00;5;1.4;10;;75;248;3.2;14.2;0.0
27/01/2015;17:00:00;5;2.2;11;;78;261;3.0;14.7;0.0
27/01/2015;18:00:00;5;1.2;17;;69;240;3.4;14.0;0.0
27/01/2015;19:00:00;5;0.9;11;;76;237;3.5;13.2;0.0
27/01/2015;20:00:00;4;0.9;7;;79;241;2.2;12.9;0.0
27/01/2015;21:00:00;4;8.5;42;;49;285;1.1;12.7;0.0
27/01/2015;22:00:00;5;25.7;55;;26;156;0.2;11.9;0.0
27/01/2015;23:00:00;6;24.3;71;;4;77;0.9;10.5;0.0
27/01/2015;0:00:00;7;36.2;60;;8;175;1.3;9.6;0.0
28/01/2015;1:00:00;5;1.4;13;;42;47;2.6;9.1;0.0
28/01/2015;2:00:00;5;2.3;31;;22;144;1.2;8.6;0.0
28/01/2015;3:00:00;4;2.4;33;;16;305;0.8;8.1;0.0
28/01/2015;4:00:00;4;1.2;14;;38;316;1.3;8.5;0.0
28/01/2015;5:00:00;4;2.6;18;;34;289;1.4;8.1;0.0
28/01/2015;6:00:00;4;25.8;43;;7;124;1.3;6.8;0.0
28/01/2015;7:00:00;5;44.5;50;;3;109;1.5;5.8;0.0
28/01/2015;8:00:00;5;86.1;64;;2;309;1.1;6.5;0.0
28/01/2015;9:00:00;7;171.7;81;;2;130;0.9;7.4;0.0
28/01/2015;10:00:00;8;211.3;91;;2;193;0.8;8.8;0.0
28/01/2015;11:00:00;6;50.5;65;;8;159;1.5;9.6;0.0
28/01/2015;12:00:00;5;17.1;57;;17;129;0.9;10.1;0.0
28/01/2015;13:00:00;6;25.7;61;;21;257;0.5;10.4;0.0
28/01/2015;14:00:00;6;5.1;25;;52;184;1.1;11.6;0.0
28/01/2015;15:00:00;6;3.8;16;;62;63;1.9;12.2;0.0
28/01/2015;16:00:00;5;2.3;17;;62;117;1.0;12.2;0.0
28/01/2015;17:00:00;5;1.5;14;;65;190;0.8;12.3;0.0
28/01/2015;18:00:00;5;1.0;6;;78;215;2.3;12.1;0.0
28/01/2015;19:00:00;4;0.8;5;;78;227;2.3;11.6;0.0
28/01/2015;20:00:00;4;1.1;6;;76;239;1.9;11.6;0.0
28/01/2015;21:00:00;4;1.2;30;;51;298;1.2;11.2;0.0
28/01/2015;22:00:00;7;61.3;82;;6;227;0.3;9.6;0.0
28/01/2015;23:00:00;9;84.6;69;;3;160;1.1;7.6;0.0
28/01/2015;0:00:00;7;34.3;51;;2;160;1.0;6.7;0.0
29/01/2015;1:00:00;7;16.9;45;;3;205;0.9;6.2;0.0
29/01/2015;2:00:00;6;7.0;30;;6;78;1.3;5.2;0.0
29/01/2015;3:00:00;5;6.1;27;;6;156;1.2;4.9;0.2
29/01/2015;4:00:00;5;9.6;33;;6;161;1.1;4.9;0.3
29/01/2015;5:00:00;5;13.5;33;;5;116;0.8;4.7;0.3
29/01/2015;6:00:00;5;52.1;42;;2;100;1.4;4.6;0.3
29/01/2015;7:00:00;7;153.8;64;;2;127;1.0;5.7;0.3
29/01/2015;8:00:00;7;119.6;60;;20;174;1.5;8.6;0.3
29/01/2015;9:00:00;5;4.6;14;;61;237;3.4;12.6;0.3
29/01/2015;10:00:00;4;2.2;13;;59;238;4.5;13.8;0.3
29/01/2015;11:00:00;4;2.5;5;;62;237;5.0;14.5;0.3
29/01/2015;12:00:00;5;1.5;5;;63;234;5.8;14.6;0.3
29/01/2015;13:00:00;4;2.6;8;;61;237;6.1;14.7;0.3
29/01/2015;14:00:00;4;1.7;6;;66;240;5.9;14.9;0.3
29/01/2015;15:00:00;5;1.2;3;;73;239;7.7;14.9;0.3
29/01/2015;16:00:00;4;1.2;4;;76;239;8.3;14.8;0.3
29/01/2015;17:00:00;4;1.4;6;;78;238;7.5;15.1;0.3
29/01/2015;18:00:00;4;1.1;7;;76;229;6.6;14.8;0.3
29/01/2015;19:00:00;4;1.0;8;;79;229;6.2;14.5;0.3
29/01/2015;20:00:00;4;0.9;5;;86;229;7.2;14.6;0.3
29/01/2015;21:00:00;4;1.2;8;;83;224;5.9;14.6;0.3
29/01/2015;22:00:00;4;0.9;5;;83;230;7.8;15.2;0.3
29/01/2015;23:00:00;4;0.6;4;;73;238;8.0;15.6;0.3
29/01/2015;0:00:00;4;0.5;4;;63;238;8.2;15.6;0.3
30/01/2015;1:00:00;4;0.4;4;;61;242;7.4;15.5;0.3
30/01/2015;2:00:00;4;0.3;3;;60;241;8.7;15.5;0.0
30/01/2015;3:00:00;4;0.3;2;;60;245;8.2;15.7;0.0
30/01/2015;4:00:00;4;0.5;2;;59;251;7.2;16.0;0.0
30/01/2015;5:00:00;4;0.3;2;;60;252;7.6;16.3;0.0
30/01/2015;6:00:00;4;0.6;4;;58;259;7.0;16.3;0.0
30/01/2015;7:00:00;4;1.0;5;;57;258;6.6;16.4;0.0
30/01/2015;8:00:00;5;1.3;8;;56;254;6.4;16.4;0.0
30/01/2015;9:00:00;5;1.2;10;;53;271;7.4;16.7;0.0
30/01/2015;10:00:00;5;6.1;7;;62;288;5.3;16.7;0.0
30/01/2015;11:00:00;5;1.7;9;;69;302;5.5;16.3;0.0
30/01/2015;12:00:00;4;1.8;8;;73;308;6.7;16.0;0.0
30/01/2015;13:00:00;5;1.5;11;;74;312;6.2;15.7;0.0
30/01/2015;14:00:00;4;1.3;12;;76;315;5.7;15.0;0.0
30/01/2015;15:00:00;4;1.7;16;;72;308;3.9;15.1;0.0
30/01/2015;16:00:00;4;2.4;19;;69;315;3.0;15.2;0.0
30/01/2015;17:00:00;4;1.7;20;;66;308;2.5;14.7;0.0
30/01/2015;18:00:00;5;1.6;28;;57;309;1.7;14.0;0.0
30/01/2015;19:00:00;5;1.2;36;;48;315;1.4;13.6;0.0
30/01/2015;20:00:00;5;1.3;44;;38;312;1.2;13.3;0.0
30/01/2015;21:00:00;5;2.5;56;;23;244;0.3;12.9;0.0
30/01/2015;22:00:00;6;51.4;89;;2;153;0.2;12.4;0.0
30/01/2015;23:00:00;7;51.4;81;;3;97;1.2;11.8;0.0
30/01/2015;0:00:00;6;2.9;13;;54;194;2.6;13.7;0.0
31/01/2015;1:00:00;5;1.1;7;;56;237;4.7;14.7;0.1
31/01/2015;2:00:00;4;0.9;11;;51;245;4.1;14.8;0.2
31/01/2015;3:00:00;5;1.1;11;;50;229;4.4;14.4;0.5
31/01/2015;4:00:00;5;0.6;2;;58;238;4.7;14.2;0.7
31/01/2015;5:00:00;4;0.7;5;;72;285;4.3;14.5;0.8
31/01/2015;6:00:00;5;0.3;3;;69;312;3.2;12.7;0.8
31/01/2015;7:00:00;4;2.6;10;;69;293;1.5;11.5;1.3
31/01/2015;8:00:00;5;1.8;23;;59;254;2.1;12.1;1.5
31/01/2015;9:00:00;5;1.0;12;;74;273;2.9;13.2;1.5
31/01/2015;10:00:00;4;0.4;4;;80;250;4.1;13.6;1.5
31/01/2015;11:00:00;4;1.0;6;;76;274;4.2;13.7;1.5
31/01/2015;12:00:00;4;1.2;8;;76;302;4.7;14.1;1.5
31/01/2015;13:00:00;5;1.2;8;;78;306;5.3;13.8;1.6
31/01/2015;14:00:00;5;1.3;6;;79;307;6.6;14.3;1.8
31/01/2015;15:00:00;5;1.2;5;;81;305;6.8;14.3;1.8
31/01/2015;16:00:00;5;1.1;4;;84;301;7.6;13.9;1.8
31/01/2015;17:00:00;4;1.1;4;;82;304;6.7;13.8;1.8
31/01/2015;18:00:00;4;1.1;6;;79;308;5.8;13.2;1.8
31/01/2015;19:00:00;5;1.1;8;;77;304;6.1;12.8;1.8
31/01/2015;20:00:00;4;1.0;8;;76;305;5.2;12.8;1.8
31/01/2015;21:00:00;4;0.9;7;;80;308;5.8;12.2;1.8
