Fecha;CO;NO;NO2;O3;PM10;SH2;PM25;PST;SO2
01/01/2014;;2;2;66;8;;;;3
02/01/2014;;3;9;57;10;;;;4
03/01/2014;;3;11;59;9;;;;5
04/01/2014;;2;6;77;10;;;;3
05/01/2014;;2;4;71;8;;;;4
06/01/2014;;2;5;63;8;;;;5
07/01/2014;;4;13;43;11;;;;4
08/01/2014;;18;22;24;21;;;;4
09/01/2014;;33;29;9;40;;;;4
10/01/2014;;36;26;9;41;;;;5
11/01/2014;;12;21;21;41;;;;4
12/01/2014;;3;14;39;35;;;;4
13/01/2014;;2;12;66;11;;;;6
14/01/2014;;3;21;51;8;;;;4
15/01/2014;;5;17;47;10;;;;3
16/01/2014;;2;7;74;8;;;;3
17/01/2014;;4;8;67;10;;;;3
18/01/2014;;2;10;56;10;;;;3
19/01/2014;;3;13;50;9;;;;4
20/01/2014;;3;17;56;9;;;;3
21/01/2014;;10;22;39;11;;;;3
22/01/2014;;6;21;50;11;;;;3
23/01/2014;;5;25;51;13;;;;4
24/01/2014;;3;14;63;16;;;;6
25/01/2014;;3;12;54;8;;;;6
26/01/2014;;3;9;47;10;;;;4
27/01/2014;;3;13;73;8;;;;3
28/01/2014;;3;7;73;8;;;;3
29/01/2014;;3;12;73;7;;;;3
30/01/2014;;3;13;66;8;;;;3
31/01/2014;;5;19;50;9;;;;3
01/02/2014;;3;15;55;11;;;;2
02/02/2014;;3;8;60;10;;;;3
03/02/2014;;4;17;53;11;;;;3
04/02/2014;;3;7;70;10;;;;3
05/02/2014;;3;7;82;10;;;;3
06/02/2014;;2;4;75;10;;;;3
07/02/2014;;3;5;79;8;;;;3
08/02/2014;;2;4;86;9;;;;3
09/02/2014;;2;2;82;9;;;;3
10/02/2014;;3;8;83;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;4
11/02/2014;;4;14;64;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;3
12/02/2014;;7;19;46;;;;;4
13/02/2014;;3;10;72;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;4
14/02/2014;;2;2;64;12;;;;3
15/02/2014;;2;8;78;12;;;;4
16/02/2014;;3;13;48;14;;;;5
17/02/2014;;5;18;50;12;;;;5
18/02/2014;;13;27;33;13;;;;5
19/02/2014;;10;23;33;No cumple el anexo IV de la Decisión del Consejo 97/101/CE;;;;4
20/02/2014;;11;17;38;;;;;4
21/02/2014;;3;13;70;;;;;2
22/02/2014;;5;14;59;;;;;2
23/02/2014;;2;5;70;;;;;3
24/02/2014;;6;16;63;;;;;5
