Fecha;vv;dd;TMP;HR;PRB;RS;LL;PM25;SO2;CO;NO;NO2;PM10;NOX;O3
23/03/2015;;;14.9;85;;;;;;;;;;;74
24/03/2015;;;14.6;;;;;;;;;;;;63
25/03/2015;;;12.2;68;;;;;;;;;;;59
26/03/2015;;;13;43;;;;;;;;;;;68
27/03/2015;;;18.7;53;;;;;;;;;;;50
28/03/2015;;;19.6;53;;;;;;;;;;;48
29/03/2015;;;19.9;55;;;;;;;;;;;57
30/03/2015;;;23.9;41;;;;;;;;;;;58
31/03/2015;;;22.6;45;;;;;;;;;;;59
01/04/2015;;;17.6;65;;;;;;;;;;;
02/04/2015;;;16.5;72;;;;;;;;;;;
03/04/2015;;;16.2;73;;;;;;;;;;;
04/04/2015;;;15.8;76;;;;;;;;;;;
05/04/2015;;;16.1;72;;;;;;;;;;;
06/04/2015;;;15.9;65;;;;;;;;;;;64
07/04/2015;;;14.9;61;;;;;;;;;;;83
08/04/2015;;;14.9;54;;;;;;;;;;;88
09/04/2015;;;14.5;68;;;;;;;;;;;89
10/04/2015;;;14.8;69;;;;;;;;;;;66
11/04/2015;;;15.4;70;;;;;;;;;;;64
12/04/2015;;;15.5;73;;;;;;;;;;;71
13/04/2015;;;16.9;65;;;;;;;;;;;93
14/04/2015;;;17.8;58;;;;;;;;;;;85
15/04/2015;;;16.7;73;;;;;;;;;;;71
16/04/2015;;;17.7;73;;;;;;;;;;;36
17/04/2015;;;19.1;58;;;;;;;;;;;46
18/04/2015;;;17.7;66;;;;;;;;;;;46
19/04/2015;;;18.8;50;;;;;;;;;;;58
20/04/2015;;;16.9;74;;;;;;;;;;;
21/04/2015;;;17.2;71;;;;;;;;;;;
22/04/2015;;;17.6;72;;;;;;;;;;;
23/04/2015;;;18.2;72;;;;;;;;;;;
24/04/2015;;;17.5;;;;;;;;;;;;
25/04/2015;;;19.7;59;;;;;;;;;;;
26/04/2015;;;20.4;63;;;;;;;;;;;
27/04/2015;;;21;38;;;;;;;;;;;
28/04/2015;;;20.1;52;;;;;;;;;;;
29/04/2015;;;19.5;70;;;;;;;;;;;
30/04/2015;;;19;75;;;;;;;;;;;
01/05/2015;;;22.2;58;;;;;;;;;;;
02/05/2015;;;23.3;53;;;;;;;;;;;
03/05/2015;;;22.9;57;;;;;;;;;;;
04/05/2015;;;21.9;67;;;;;;;;;;;
05/05/2015;;;26.2;72;;;0;;;;;;;;
06/05/2015;2.5;269;27.2;75;1012;275;0;;3;0.1;2;5;28;8;92
07/05/2015;1.7;23;24.8;93;1014;297;0;;4;0.2;3;7;22;11;83
08/05/2015;2.1;201;26.9;84;1014;294;0;;4;0.2;3;8;36;12;78
09/05/2015;2.1;23;27;83;1019;284;0;;4;0.1;2;5;25;8;82
10/05/2015;2.1;35;25.5;89;1020;279;0;;3;0.1;2;5;18;8;86
11/05/2015;2.5;17;25.7;76;1018;295;0;;4;0.1;2;6;19;9;92
12/05/2015;0.6;125;26.1;78;1019;307;0;;4;0.1;3;7;19;11;83
13/05/2015;1.5;196;26.4;84;1018;249;0.1;;4;0.2;3;7;25;11;77
14/05/2015;1.7;178;33.2;55;1009;270;0;;5;0.2;3;12;50;17;75
15/05/2015;3.6;112;26.4;75;1013;305;0;;3;0.2;2;5;36;8;94
16/05/2015;1.5;192;24.9;78;1019;311;0;;4;0.1;2;5;;8;87
17/05/2015;1.9;178;25.2;80;1017;313;0;;3;0.1;2;4;13;7;95
18/05/2015;1.3;34;25.5;81;1011;294;0.1;;3;0.1;2;6;14;9;82
19/05/2015;3.9;72;25.9;88;1006;260;0.4;;3;0.2;;;25;;85
20/05/2015;4.3;65;23.7;81;1014;224;0.2;;4;0.1;;;18;;86
21/05/2015;1.5;49;22.5;68;1019;291;0;;4;0.2;;;17;;85
22/05/2015;1.2;59;21.9;67;1017;309;0.2;;3;0.2;;;16;;81
23/05/2015;1.1;59;22;68;1013;311;0;;3;0.2;;;14;;87
24/05/2015;1.6;35;21.7;71;1012;91;0;;3;0.1;;;13;;92
25/05/2015;1.5;60;24.1;59;1012;278;0;;3;0.2;;;18;;100
26/05/2015;2.9;193;24.9;61;1012;301;0;;4;0.1;;;;;97
27/05/2015;1.2;110;24.4;75;1014;300;0;15;4;0.2;;;;;100
28/05/2015;1.6;51;23.9;74;1015;309;0;12;4;0.2;;;;;91
29/05/2015;1.5;32;23.1;77;1011;201;0;12;3;0.2;2;4;;7;87
30/05/2015;1.1;169;24.3;75;1013;290;0.2;11;3;0.2;2;4;;6;88
31/05/2015;0.9;125;24.9;79;1013;271;0;11;4;0.2;2;4;;6;88
01/06/2015;1;90;24.5;81;1014;298;0;12;3;0.2;;;;;80
02/06/2015;;;;;;;0;;;;;;;;
04/06/2015;;;24.3;50;;;;;;;;;;;83
05/06/2015;;;23.3;63;;;;;;;;;;;82
06/06/2015;;;24;56;;;;;;;;;;;75
07/06/2015;;;24.6;50;;;;;;;;;;;78
08/06/2015;;;25.4;49;;;;;;;;;;;87
09/06/2015;;;25.4;58;;;;;;;;;;;88
10/06/2015;;;25.4;62;;;;;;;;;;;89
11/06/2015;;;23.1;70;;;;;;;;;;;74
12/06/2015;;;25.1;57;;;;;;;;;;;64
13/06/2015;;;25.5;55;;;;;;;;;;;65
14/06/2015;;;24.6;38;;;;;;;;;;;88
15/06/2015;;;23.8;47;;;;;;;;;;;69
16/06/2015;;;23.4;53;;;;;;;;;;;89
17/06/2015;;;24;60;;;;;;;;;;;89
18/06/2015;;;24.5;57;;;;;;;;;;;85
19/06/2015;;;25;56;;;;;;;;;;;96
20/06/2015;;;25.2;63;;;;;;;;;;;81
21/06/2015;;;25.9;57;;;;;;;;;;;82
22/06/2015;;;26.4;59;;;;;;;;;;;81
23/06/2015;;;27;54;;;;;;;;;;;83
24/06/2015;;;26;63;;;;;;;;;;;92
25/06/2015;;;26;60;;;;;;;;;;;86
26/06/2015;;;26.5;57;;;;;;;;;;;85
27/06/2015;;;28.1;48;;;;;;;;;;;88
28/06/2015;;;29;47;;;;;;;;;;;90
29/06/2015;;;27.9;61;;;;;;;;;;;77
30/06/2015;;;27.7;56;;;;;;;;;;;86
01/07/2015;;;27.8;61;;;;;;;;;;;91
02/07/2015;;;28.2;64;;;;;;;;;;;97
03/07/2015;;;27.6;65;;;;;;;;;;;94
04/07/2015;;;28;58;;;;;;;;;;;99
05/07/2015;;;28.1;57;;;;;;;;;;;88
06/07/2015;;;28.6;59;;;;;;;;;;;84
07/07/2015;;;30.7;47;;;;;;;;;;;86
08/07/2015;;;29.4;56;;;;;;;;;;;75
09/07/2015;;;27.8;69;;;;;;;;;;;68
10/07/2015;;;27.8;66;;;;;;;;;;;63
11/07/2015;;;27.8;69;;;;;;;;;;;59
12/07/2015;;;27.9;68;;;;;;;;;;;63
13/07/2015;;;28.1;71;;;;;;;;;;;56
14/07/2015;;;28.7;67;;;;;;;;;;;58
15/07/2015;;;28.5;65;;;;;;;;;;;61
16/07/2015;;;29.1;58;;;;;;;;;;;72
17/07/2015;;;28.8;68;;;;;;;;;;;58
18/07/2015;;;28.4;70;;;;;;;;;;;48
19/07/2015;;;28.5;71;;;;;;;;;;;58
20/07/2015;;;29;72;;;;;;;;;;;50
21/07/2015;;;29.2;70;;;;;;;;;;;52
22/07/2015;;;29.3;68;;;;;;;;;;;57
23/07/2015;;;29.6;63;;;;;;;;;;;66
24/07/2015;;;30.3;65;;;;;;;;;;;74
25/07/2015;;;29.8;66;;;;;;;;;;;65
26/07/2015;;;29.6;68;;;;;;;;;;;69
27/07/2015;;;31.2;65;;;;;;;;;;;62
28/07/2015;;;29.9;72;;;0.1;;;;;;;;60
29/07/2015;0.3;173;30;72;1007;253;0;;3;;;;21;;68
30/07/2015;0.7;103;30.8;71;1006;235;0;;3;;;;24;;76
31/07/2015;1;116;30.2;71;1005;181;0;;3;;;;26;;71
01/08/2015;3.7;76;29.2;68;1008;280;0;;3;;;;31;;93
02/08/2015;1.9;85;29.4;64;1012;270;0;;3;;;;23;;101
03/08/2015;0.9;45;29.4;66;1012;249;0;;3;;;;24;;74
04/08/2015;0.2;77;29.8;64;1011;260;0;;3;;;;27;;72
05/08/2015;0.5;90;30.1;69;1010;255;0;;3;;;;25;;81
06/08/2015;0.3;90;30.6;68;1010;205;0;;3;;;;24;;78
07/08/2015;0.6;40;30.6;66;1010;153;0.1;;3;;;;34;;64
08/08/2015;2.5;67;30.5;68;1013;140;0;;4;;3;24;39;28;73
09/08/2015;2.3;91;29.7;71;1014;184;0;;3;;3;20;37;24;80
10/08/2015;2.3;188;30.4;74;1011;226;2.1;;3;;2;19;42;21;82
11/08/2015;0.8;141;30.2;71;1010;189;0;;3;;3;21;31;24;89
12/08/2015;0.9;98;30.4;73;1012;258;0;;3;;3;30;38;34;73
13/08/2015;2.4;271;31.7;51;1010;274;0;;3;;3;16;44;19;72
14/08/2015;1.5;273;29.8;34;1010;267;0.4;;4;;3;18;;21;92
15/08/2015;1.7;54;28.1;61;1008;182;0;;3;;3;23;;27;85
16/08/2015;0.5;171;28.1;64;1009;220;0;;4;;2;13;;15;87
17/08/2015;0.9;201;29.4;63;1007;269;0;;3;;3;17;;21;81
18/08/2015;0.6;103;29.2;68;1008;229;0;;4;;3;19;;23;73
19/08/2015;1;100;29.4;66;1013;247;0;7;3;;4;20;;25;76
20/08/2015;0.6;87;29.2;65;1016;259;0;7;3;;4;27;;32;76
21/08/2015;0.6;74;28.5;65;1015;251;0;9;3;;4;32;;38;76
22/08/2015;0.3;107;28.5;65;1010;257;0;9;3;;3;20;;23;76
23/08/2015;1.4;260;29.8;47;1005;245;0;17;4;;3;10;;13;74
24/08/2015;1.7;269;29;44;1008;267;0;;5;0.2;4;21;;26;72
25/08/2015;1;84;28.1;64;1013;263;0;;5;0.2;4;25;;30;70
26/08/2015;0.7;85;28.2;66;1013;253;0;;4;0.2;3;22;;26;69
27/08/2015;0.2;119;27.8;70;1012;263;0;;4;0.2;3;17;;20;70
28/08/2015;0.5;67;28.2;70;1013;252;0;;4;0.2;3;22;;26;62
29/08/2015;1.2;67;28.6;69;1014;241;0;;5;0.2;3;21;;26;69
30/08/2015;0.9;63;28.9;72;1013;224;0;;4;0.2;3;16;;19;70
31/08/2015;0.3;128;29;75;1011;174;0;;3;0.2;3;16;;20;71
