Fecha;Hora;PM10;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
08/03/2015;21:00:00;n;6;27;3;0.4975;71.25;4;1.6;10.85;0;945;17.9
08/03/2015;22:00:00;n;6.25;12.25;2;0.475;93.25;27;2.3;12.35;0;945.75;16.675
08/03/2015;23:00:00;n;6.5;11.75;2;0.4925;100.75;27;2.8;13.2;0;946;16.15
08/03/2015;0:00:00;n;6.75;18.5;2.25;0.495;83.25;18;1.2;16.725;0;946.25;13.85
09/03/2015;1:00:00;n;6;10.5;2.25;0.5;96.5;28;1.4;18.1;0;946.5;13.2
09/03/2015;2:00:00;n;6;9.25;2.25;0.505;92.25;24;1.5;20.15;0;946;11.7
09/03/2015;3:00:00;n;6;8;2;0.5425;81.75;354;1.1;25.925;0;946.75;8.75
09/03/2015;4:00:00;n;6;7.75;2;0.49;80.75;20;1.2;27.1;0;947;7.825
09/03/2015;5:00:00;n;5.75;9.75;2;0.4875;70.25;122;1.1;33.85;0;947;5.3
09/03/2015;6:00:00;n;6;8;2;0.5;71;19;1.5;33.775;0;947;5.075
09/03/2015;7:00:00;n;6;8.5;2;0.4575;75.25;15;2.2;34.625;0;947;4.525
09/03/2015;8:00:00;n;5.75;12.5;2.25;0.47;66.5;16;2;39.325;0;947;3
09/03/2015;9:00:00;n;8.25;42;13.75;0.6;44.75;25;1.8;33.575;0;947;5.15
09/03/2015;10:00:00;n;6.75;21.25;7.25;0.52;58.25;17;1.6;32.95;0;947;6.875
09/03/2015;11:00:00;n;7;16.25;5.75;0.5025;66.75;23;1.2;28.5;0;947;10.35
09/03/2015;12:00:00;n;7.5;23.5;7.5;0.575;67.75;27;0.6;20.625;0;947;16.25
09/03/2015;13:00:00;n;8;29.75;9.75;0.58;68.5;266;1;16.925;0;947;20.05
09/03/2015;14:00:00;n;9;28;8;0.5625;75;212;1.3;13.825;0;946.25;22.8
09/03/2015;15:00:00;n;6.75;16.5;3.75;0.595;98.5;292;1.6;9.95;0;945.5;24.15
09/03/2015;16:00:00;n;7;17.75;2.5;0.5875;98.75;268;1.5;10.175;0;945;24.35
09/03/2015;17:00:00;n;7.25;43;8.5;0.68;76.25;275;1;10.35;0;945;24.45
09/03/2015;18:00:00;n;9;76.75;15.5;0.69;42.5;177;0.9;11.4;0;945;22.825
10/03/2015;1:00:00;n;10.5;86.75;31.75;0.7;9;45;0.4;30.475;0;947;9.875
10/03/2015;2:00:00;n;6;46;2.25;0.5675;19;25;0.9;29.25;0;947;8.825
10/03/2015;3:00:00;n;6.25;19.5;2;0.5225;50.75;21;1.4;27.775;0;947;8.75
10/03/2015;4:00:00;n;6.25;30.25;2;0.48;35.75;18;1;32.775;0;947.25;7.125
10/03/2015;5:00:00;n;6;36;2.25;0.525;28.75;18;1.3;34.05;0;947;6.725
10/03/2015;6:00:00;n;6;19.75;2;0.4925;41.25;9;1;40;0;947;4.85
10/03/2015;7:00:00;n;6.5;17.75;2;0.455;45;20;1;42.35;0;947;4.175
10/03/2015;8:00:00;n;7.5;43.5;8.25;0.545;17.5;6;0.7;45.65;0;947.75;3.4
10/03/2015;9:00:00;n;9.25;46.25;31.5;0.6025;15.25;239;1;46.025;0;948;3.775
10/03/2015;10:00:00;n;8.5;39;25;0.6375;29.25;184;1.1;40.275;0;948.75;6.95
10/03/2015;11:00:00;n;7;21.5;9.75;0.5275;47.25;123;0.9;31.3;0;948.5;11.3
10/03/2015;12:00:00;n;7.75;35.75;14.5;0.57;53.75;16;0.6;19.075;0;948;18.15
10/03/2015;13:00:00;n;7.5;26.25;6.75;0.5875;74;166;1.1;15.575;0;948;21.125
10/03/2015;14:00:00;n;8;22.25;5.5;0.585;89;278;1.4;12.675;0;947.5;22.525
10/03/2015;15:00:00;n;7.75;24;7.5;0.61;93.5;239;1.5;10.625;0;947;23.55
10/03/2015;16:00:00;n;7.25;29.5;7.5;0.6375;88.5;206;1.7;9.45;0;946.25;24
10/03/2015;17:00:00;n;7.75;30.5;5.75;0.585;91;252;1.7;8.175;0;946;24.525
10/03/2015;18:00:00;n;10.25;47.25;8.25;0.6125;76.75;228;1.3;8.675;0;946;25.15
10/03/2015;19:00:00;n;9.5;65;6.75;0.6275;60.75;197;0.8;10.575;0;946;23.8
10/03/2015;20:00:00;n;9;108.75;20.5;0.675;19.75;163;0.8;14.6;0;946;19.925
10/03/2015;21:00:00;n;8;95;14.6667;0.686667;22.6667;156;0.7;16.275;0;946;18.2
11/03/2015;1:00:00;n;8;58.5;14;0.56;9.25;17;1.1;38.45;0;947;8.225
