Fecha;Hora;PM10;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
26/04/2015;11:00:00;15.25;3;6.5;2;0.05;52;188;0.8;100;0.82;932;12.45
26/04/2015;12:00:00;16;3;6.75;2;0.05;57.75;186;0.7;99.05;0;931.75;13.225
26/04/2015;13:00:00;7.5;3.25;4.5;2;0.05;62.25;182;1.5;89.725;0.41;931;14.325
26/04/2015;14:00:00;7;3.25;13.75;2;0.05;60;205;1.5;99.95;2.87;931;12.2
26/04/2015;15:00:00;7.75;3.75;15.75;2;0.05;56.75;183;1.3;100;1.23;931;11.7
26/04/2015;16:00:00;11.75;3.25;7.25;2;0.05;65;73;1;95.95;2.05;931;10.275
26/04/2015;17:00:00;15;4;6.25;2;0.05;70.5;90;1.2;77.575;0;929;13.8
26/04/2015;18:00:00;19.75;4;10.25;2;0.05;78.25;209;1.1;70.4;0;929;15.125
26/04/2015;19:00:00;21;4;9.5;2;0.05;81.25;196;0.9;67.075;0;929;15.35
26/04/2015;20:00:00;18;4;14.25;2;0.05;67.25;183;1.5;87.7;4.92;929.75;10.825
26/04/2015;21:00:00;20.75;4;28.25;2.75;0.065;49.75;172;1;100;0.82;930.25;8.8
26/04/2015;22:00:00;11.75;3.75;47.25;2.75;0.055;35.5;177;0.7;98.925;0;930;8.75
26/04/2015;23:00:00;3.5;3.5;29.5;2;0.05;49;174;1;96.375;0;931;8.425
26/04/2015;0:00:00;14.25;3.75;17.25;2.75;0.05;44.75;173;0.7;100;0;931.25;9.25
27/04/2015;1:00:00;5.5;3.25;16.5;2;0.05;40;196;0.5;100;0;932;9.225
27/04/2015;2:00:00;7.75;3.5;17;2.25;0.05;40;179;0.5;100;0;932;8.75
27/04/2015;3:00:00;9;3;16.25;2;0.05;36;201;0.4;100;0;932;8.7
27/04/2015;4:00:00;10;3.5;15.75;2;0.05;31.75;178;0.7;100;0;932;8.6
27/04/2015;5:00:00;10.75;3.5;10.75;2;0.05;34.75;205;0.6;100;0;932;8.15
27/04/2015;6:00:00;3.5;3.25;13.25;2;0.05;33.25;178;0.6;100;0;932.75;8.125
27/04/2015;7:00:00;7.5;3.75;21;2;0.05;26.75;173;0.5;100;0;933;7.85
27/04/2015;8:00:00;3.25;4;42;5.5;0.05;10;176;0.6;98.05;0;933;7.625
27/04/2015;9:00:00;17;4;41.75;13;0.0525;15;180;0.7;94.5;0;934;8.525
27/04/2015;10:00:00;18.75;4.5;44.75;16.75;0.0525;12.25;179;0.9;91.15;0;934.5;9.675
27/04/2015;11:00:00;29.25;4.25;46.25;19;0.0525;18.5;201;0.7;80.25;0;935;11.75
27/04/2015;12:00:00;45.75;4;25.5;10.25;0.05;48.25;297;1.1;65.225;0;935;13.9
27/04/2015;13:00:00;31;3.75;10.5;3.25;0.05;68.75;264;1.3;49.425;0;935.25;15.475
27/04/2015;14:00:00;28;4;13;3.25;0.05;70.75;280;1.6;47.825;0;936;14.875
27/04/2015;15:00:00;13;3;15;4;0.05;71.25;312;1.4;46.2;0;936;15.65
27/04/2015;16:00:00;12;3;9.25;3.25;0.0575;74.5;288;2.1;44.9;0;936;16.225
27/04/2015;17:00:00;11;3.25;11.25;3;0.05;74;277;1.9;44.725;0;936;16.3
27/04/2015;18:00:00;10;3;7;2.5;0.05;75;323;1.5;41.5;0;936;16.9
27/04/2015;19:00:00;20.25;3;11.25;3.5;0.05;74.5;323;1.7;39.025;0;936;16.9
27/04/2015;20:00:00;10.75;3;9.75;3;0.055;72.25;319;1.6;39.925;0;936;17.65
27/04/2015;21:00:00;13.75;3;27.5;3.75;0.0525;51.25;203;0.4;42.375;0;936;16.9
27/04/2015;22:00:00;13;3.75;72.25;12.75;0.09;16.25;313;0.6;51.125;0;937.5;14.175
27/04/2015;23:00:00;9.25;3;8.25;2;0.05;67;26;1.7;58.975;0;938.25;12.725
27/04/2015;0:00:00;30.5;3;8.5;2;0.05;69.25;22;0.7;61.925;0;939;11.95
28/04/2015;1:00:00;7.75;3;13.25;2;0.0525;59;9;0.7;66.55;0;938.75;11.075
28/04/2015;2:00:00;7.75;3;14.75;2;0.05;46.5;176;0.4;76.675;0;939.5;9.625
28/04/2015;3:00:00;5.25;3;9;2;0.05;46;14;0.5;82.525;0;940;8.75
28/04/2015;4:00:00;6.75;3;14.75;2.25;0.05;35.25;18;0.9;85.05;0;940;8.275
28/04/2015;5:00:00;4.25;3;6;2;0.05;30;13;0.7;91.65;0;940;6.65
28/04/2015;6:00:00;8.75;3;2.75;2;0.05;31;96;0.6;95.375;0;940;6.375
28/04/2015;7:00:00;7;3;17.25;2.25;0.05;22.5;21;1.4;89.775;0;940;7.025
28/04/2015;8:00:00;7.75;3;23.75;4;0.0525;15;95;1;86.9;0;941;6.475
28/04/2015;9:00:00;8;3;39.75;19.25;0.06;13.25;19;1.2;81.425;0;941.25;7.475
28/04/2015;10:00:00;23;3;19;8.75;0.0525;35.25;21;1.6;73.225;0;942;9.775
28/04/2015;11:00:00;20.25;3;7;3.25;0.0575;61.5;23;1.4;54.625;0;942;12.95
28/04/2015;12:00:00;27.5;3;6.5;3.5;0.05;63.25;19;1.4;49.425;0;942.25;14.2
28/04/2015;13:00:00;12.25;3;3.75;2.25;0.05;69.5;2;1.2;40;0;942.75;16.525
28/04/2015;14:00:00;5.25;3;2.5;2.25;0.06;75;22;1.1;36.975;0;942;17.75
28/04/2015;15:00:00;12.5;3;6.75;2.75;0.1225;75.5;351;1.2;35.575;0;942;18.975
28/04/2015;16:00:00;12;3;7.75;2.75;0.105;77.75;157;0.9;35.85;0;941;19.325
28/04/2015;17:00:00;13;3;8.5;2.25;0.065;82.75;212;0.3;35.05;0;940.75;19.825
28/04/2015;18:00:00;8.25;3.25;12;3;0.095;85;182;0.3;32.7;0;940;20.725
28/04/2015;19:00:00;3.25;3.5;25.25;5;0.095;73.75;177;0.4;31.975;0;940;20.775
28/04/2015;20:00:00;20.75;3;34.75;5;0.1;65.5;179;0.3;32.925;0;939.75;19.875
28/04/2015;21:00:00;10;3;39.75;2.75;0.09;58;180;0.5;35.975;0;939;18.7
28/04/2015;22:00:00;12.75;3;38.25;3.25;0.09;53.5;172;0.4;40.9;0;939.25;17.2
28/04/2015;23:00:00;15.75;3;26.25;2.25;0.07;59.75;175;0.2;44.8;0;940;16.525
28/04/2015;0:00:00;17.75;3;29;2.5;0.055;54.75;167;0;48.975;0;940;15.85
29/04/2015;1:00:00;9.5;3;24.25;2;0.05;51;254;0.2;53.825;0;940;14.975
29/04/2015;2:00:00;8;3;18.5;2;0.05;61.75;178;0;53.575;0;940;15.275
29/04/2015;3:00:00;9.75;3;14;2;0.0625;54.75;271;0.3;57.325;0;939.25;15.2
29/04/2015;4:00:00;16.5;3;24.75;2.25;0.065;29;324;0.3;65.35;0;939;14.15
29/04/2015;5:00:00;17.75;3;20.75;4.5;0.05;30;335;0.6;69.775;0;939;13.5
29/04/2015;6:00:00;16.25;3;24.75;2;0.055;16.25;165;0.4;73.575;0;939;12.925
29/04/2015;7:00:00;9.5;3;33.5;2.25;0.0675;15;185;0.8;77.4;0;939;12.775
29/04/2015;8:00:00;25;3.5;47.25;12.75;0.0875;3.25;156;0.3;82.75;0;939;12.175
29/04/2015;9:00:00;19.5;3.75;41.5;17.75;0.1575;7.75;337;0.9;83;0;939.75;12.225
29/04/2015;10:00:00;28.5;3.5;27.25;10;0.0775;19;347;1;77.475;0;940;13.2
29/04/2015;11:00:00;27;3;16.5;7.5;0.07;31.5;336;0.8;67.25;0;940.5;16.025
29/04/2015;12:00:00;30.75;3.75;8;3;0.08;38.75;90;1.2;56.675;0;941;18.05
29/04/2015;13:00:00;31.75;3;6.75;2.25;0.07;60;179;1.1;45.55;0;941;19.1
29/04/2015;14:00:00;20.75;3;9.25;2.75;0.1125;69.75;293;1;42.975;0;940;19.375
29/04/2015;15:00:00;27.25;2.75;27.25;7.5;0.1825;59.25;182;1;36.825;0;940;20.975
29/04/2015;16:00:00;21.25;2.75;25;5;0.13;73.5;246;1.6;32.85;0;940;21.65
29/04/2015;17:00:00;24.75;3;12.5;2.75;0.12;93.25;188;4.2;27.125;0;939.5;23.225
29/04/2015;18:00:00;15.75;3;17.75;4.5;0.15;86;204;4.9;25.95;0;939.5;23.6
29/04/2015;19:00:00;30;3;19.75;4.25;0.1525;78.75;195;2.4;28.25;0;940;22.875
29/04/2015;20:00:00;17;3;22.5;3.25;0.12;69.5;187;1.6;34.25;0;940;22.25
29/04/2015;21:00:00;20.75;3;27.75;3.75;0.16;56.5;181;1.4;42.2;0;940.5;20.15
29/04/2015;22:00:00;18.25;3;35.25;3.75;0.135;42.75;180;1;50.8;0;941;17.35
29/04/2015;23:00:00;18;3;49;2.25;0.1;25.75;181;1.1;50.475;0;942;16.525
29/04/2015;0:00:00;10.5;3.25;66.25;8.25;0.0975;9.75;206;0.4;50.1;0;942;15.175
30/04/2015;1:00:00;24;3;38.25;2.5;0.0875;29.75;268;0.6;50.8;0;942.25;13.6
30/04/2015;2:00:00;16.5;3;42.75;2;0.0775;10.25;357;0.6;61.175;0;943;12.275
30/04/2015;3:00:00;18.75;3;27.75;2;0.05;24.25;124;4.2;64.175;0;943;10.775
30/04/2015;4:00:00;13.25;3;23;2;0.05;19.5;89;1.9;71.6;0;942;9.025
30/04/2015;5:00:00;12;3;8;2;0.05;30;123;0.8;76.825;0;942;7.875
30/04/2015;6:00:00;2.75;3;6.25;2;0.05;30.75;94;13.1;76.625;0;942;7.975
30/04/2015;7:00:00;2.75;2.25;13;2;0.05;24.5;359;5.6;77.3;0;942;7.525
30/04/2015;8:00:00;20;3;19;2.75;0.0575;15.75;94;0.6;80.55;0;942;6.9
30/04/2015;9:00:00;10.75;3.25;26.5;13.75;0.0675;13;178;1.2;77.875;0;942.5;7.65
30/04/2015;10:00:00;20.25;3;13.5;6.75;0.05;26.5;359;1.3;72.625;0;943;9.475
30/04/2015;11:00:00;5.25;3;22.25;11.75;0.0625;29;292;0.8;59;0;943;14.7
30/04/2015;12:00:00;23.5;3.25;22.75;9.75;0.0625;41.5;208;1;48.875;0;943;18.475
30/04/2015;13:00:00;36.25;4.25;25.5;9.5;0.065;51;223;1.4;41.8;0;943;20.375
30/04/2015;14:00:00;31.25;4;19.75;7;0.055;62.5;205;1.3;37.5;0;943;22.025
30/04/2015;15:00:00;22.5;4;25;7.75;0.1075;64.5;288;1.8;33.325;0;942;22.7
30/04/2015;16:00:00;25.75;3.75;26.25;8.25;0.16;69.25;227;1.4;31.075;0;942;24.075
30/04/2015;17:00:00;21.25;3.25;19.25;3.75;0.1125;82.75;208;1.3;30.975;0;941;25.1
30/04/2015;18:00:00;20;3.25;20;3.75;0.135;86.75;218;1.4;32.15;0;941;25.425
30/04/2015;19:00:00;21;3;27.25;5;0.125;75;200;1.6;32.875;0;941;25.85
30/04/2015;20:00:00;20;3;37;5.75;0.14;59.5;186;1.3;35.725;0;941;25.05
30/04/2015;21:00:00;29.5;3;51.5;4.75;0.1475;39.25;177;1.1;41.65;0;940;23
30/04/2015;22:00:00;20.75;3;47.25;5.5;0.14;37.25;179;1.6;48.525;0;940.75;20.875
30/04/2015;23:00:00;21.75;3;34.25;2.5;0.085;38.25;177;1.4;54.2;0;941;19.425
01/01/2015;1:00:00;32.25;-100000;7;7.75;0.52;5;25;0.6;63.925;0;953;-0.35
01/01/2015;2:00:00;32;-100000;7.5;8;0.5425;5.5;26;0.9;58.25;0;953;-0.1
01/01/2015;3:00:00;3.75;-100000;9;13.25;0.5825;5;23;0.4;57.2;0;952.25;-0.4
01/01/2015;4:00:00;42.5;-100000;8.5;11.25;0.5575;4.75;25;0.5;55.9;0;953;-0.35
01/01/2015;5:00:00;35.5;-100000;7.25;10.25;0.48;4.5;177;0.4;62.675;0;953;-2.025
01/01/2015;6:00:00;31.25;-100000;7.25;4;0.345;4.5;157;0.2;56.975;0;953;-1.4
01/01/2015;7:00:00;17.75;-100000;7.5;4.25;0.2775;5.5;114;0.5;52.475;0;953;-0.975
01/01/2015;8:00:00;7.5;-100000;6.5;5.5;0.1825;4.25;268;0.5;63.1;0;954;-3.175
01/01/2015;9:00:00;10.75;-100000;7;6.25;0.325;4;74;0.3;62.575;0;954.5;-2.975
01/01/2015;10:00:00;5.25;-100000;7;11.75;0.2625;5;25;0.3;55.075;0;955.5;-0.1
01/01/2015;11:00:00;24.75;-100000;5.25;7.5;0.22;8.75;17;0.6;54.175;0;956.5;0.25
01/01/2015;12:00:00;36.25;-100000;3;2.5;0.1175;19;27;0.7;45.85;0;957;2.85
01/01/2015;13:00:00;23.75;-100000;2.25;2;0.0725;27;45;0.7;30.675;0;957;6.425
01/01/2015;14:00:00;18.25;-100000;2.25;2;0.0725;29.25;48;0.6;25.675;0;956.25;8.875
01/01/2015;15:00:00;3;-100000;2.75;2;0.07;30.5;352;0.7;23.475;0;955.5;10.55
01/01/2015;16:00:00;8.5;-100000;3.5;2;0.065;30.25;322;0.6;21.45;0;955;12.3
01/01/2015;17:00:00;10;-100000;3.75;2;0.0875;29.75;177;0.8;22.55;0;955;12.075
01/01/2015;18:00:00;11.75;-100000;7.75;2;0.15;19.5;177;0.7;27.4;0;955.75;10.125
01/01/2015;19:00:00;15.75;-100000;12.75;3.5;0.19;6.5;166;0.9;32.95;0;956;7.65
01/01/2015;20:00:00;16;-100000;14;7.25;0.3225;5;165;0.7;33.475;0;956.75;6.425
01/01/2015;21:00:00;20.75;-100000;14.5;20;0.56;4.5;173;0.5;39.9;0;957;4.575
01/01/2015;22:00:00;34.25;-100000;14.5;28.25;0.885;5;356;0.1;47.225;0;957;3.1
01/01/2015;23:00:00;40.75;-100000;11.5;27.75;0.8325;5;6;0.3;53.725;0;957.25;1.2
01/01/2015;0:00:00;37;-100000;7.5;7.75;0.3375;4;21;0.6;61.1;0;958;-0.7
01/06/2015;1:00:00;31;4;5;2;0.06;94;126;1.3;31.5;0;940;24.3
01/06/2015;2:00:00;27;4;4;2;0.05;97;64;0.2;37.9;0;940;22.7
01/06/2015;3:00:00;12;3;3;2;0.06;91;353;0.1;41.8;0;940;21.6
01/06/2015;4:00:00;20;3;8;2;0.06;58;240;0;46.9;0;940;18.7
01/06/2015;5:00:00;5;3;4;2;0.05;55;120;0;54.7;0;940;16.5
01/06/2015;6:00:00;8;3;4;2;0.05;59;92;0;59.7;0;940;15.7
01/06/2015;7:00:00;21;3;17;2;0.11;42;179;0;61.7;0;940;15.4
01/06/2015;8:00:00;12;3;15;3;0.07;41;7;0;65.2;0;940;14.4
01/06/2015;9:00:00;16;3;17;5;0.08;42;180;0;64.4;0;941;15.2
01/06/2015;10:00:00;33;3;12;4;0.06;57;16;0;53.7;0;941;19.6
01/06/2015;11:00:00;34;4;15;4;0.06;75;1;3;38.7;0;941;24.9
01/06/2015;12:00:00;46;4;12;3;0.07;92;317;0.1;32.1;0;941;27.1
01/06/2015;13:00:00;27;4;13;4;0.08;103;342;0;27.2;0;940;29.8
01/06/2015;14:00:00;33;5;16;5;0.08;103;291;0.2;21.5;0;940;31.9
01/06/2015;15:00:00;37;4;11;3;0.08;109;295;0.2;14.7;0;940;33
01/06/2015;16:00:00;22;4;10;3;0.08;117;188;0.3;12.7;0;939;33.9
01/06/2015;17:00:00;16;4;12;2;0.06;126;219;0;12.2;0;938;34.4
01/06/2015;18:00:00;17;4;20;3;0.07;131;174;0.9;11.9;0;938;34.6
01/06/2015;19:00:00;21;4;31;3;0.1;130;178;0.1;13.7;0;938;33.2
01/06/2015;20:00:00;18;4;26;3;0.13;123;180;0;14.8;0;938;32.2
01/06/2015;21:00:00;28;4;10;2;0.09;106;321;0;18;0;938;31.1
01/06/2015;22:00:00;24;4;28;3;0.12;95;90;0;18.8;0;939;30.2
01/06/2015;23:00:00;26;4;63;3;0.17;50;135;4.4;19.6;0;939;29.6
01/06/2015;0:00:00;25;4;11;2;0.07;93;350;11.1;28.9;0;940;27.1
02/06/2015;1:00:00;26;4;4;2;0.07;103;128;9.4;36.8;0;940;25.8
02/06/2015;2:00:00;48;3;2;2;0.07;101;115;24.2;42;0;941;24.5
02/06/2015;3:00:00;21;4;3;3;0.07;98;89;17.8;44.9;0;941;23.3
02/06/2015;4:00:00;28;4;4;2;0.06;97;83;38.7;46.7;0;940;22.4
02/06/2015;5:00:00;18;4;3;2;0.06;92;50;30.7;51.8;0;940;21.2
02/06/2015;6:00:00;21;3;5;2;0.06;64;354;20.8;62.8;0;940;18.2
02/06/2015;7:00:00;23;3;16;2;0.09;44;321;27.5;67.1;0;941;17.3
02/06/2015;8:00:00;16;4;18;3;0.07;36;339;28.5;71.1;0;941;16.3
02/06/2015;9:00:00;19;4;20;6;0.1;41;346;26;66.4;0;942;17.7
02/06/2015;10:00:00;30;4;16;4;0.09;57;5;24.9;55.9;0;942;21.7
02/06/2015;11:00:00;32;4;24;9;0.09;69;357;32.2;40.7;0;942;26.4
02/06/2015;12:00:00;43;4;18;4;0.1;89;179;26.8;32.5;0;942;29.1
02/06/2015;13:00:00;41;4;14;3;0.08;105;8;27.4;27.1;0;942;31.6
02/06/2015;14:00:00;35;4;12;3;0.08;105;311;25.1;20.9;0;942;33.3
02/06/2015;15:00:00;32;5;13;3;0.12;110;229;33.5;18.3;0;942;34.8
02/06/2015;16:00:00;32;4;12;3;0.15;118;276;41.7;16.9;0;941;34.8
02/06/2015;17:00:00;0;4;12;2;0.09;125;265;32.7;14.9;0;941;35.8
02/06/2015;18:00:00;0;4;12;2;0.07;133;209;4.1;14.2;0;941;35.7
02/06/2015;19:00:00;0;4;18;3;0.1;136;243;0.6;13.6;0;940;35.8
02/06/2015;20:00:00;0;4;24;3;0.11;131;180;5.4;12.8;0;940;35.9
02/06/2015;21:00:00;0;4;25;2;0.11;130;206;16;13.2;0;941;35.4
02/06/2015;22:00:00;0;4;51;2;0.14;96;197;17.6;15.1;0;941;32.6
02/06/2015;23:00:00;0;4;72;3;0.19;59;121;21.1;18.5;0;941;30.5
02/06/2015;0:00:00;0;4;25;2;0.09;91;129;15.4;22.9;0;942;29.2
03/06/2015;1:00:00;0;4;3;2;0.07;112;128;28;32.1;0;942;26.9
03/06/2015;2:00:00;0;4;3;2;0.07;113;121;31.4;37.6;0;942;25.8
03/06/2015;3:00:00;0;4;2;2;0.08;111;117;32.2;38.4;0;943;25.1
03/06/2015;4:00:00;0;4;2;2;0.06;103;340;26;40.5;0;943;23.7
03/06/2015;5:00:00;0;3;4;3;0.05;82;178;31.5;48.4;0;943;20.6
03/06/2015;6:00:00;0;3;7;2;0.06;70;186;26.3;54;0;943;19.4
03/06/2015;7:00:00;0;3;13;2;0.08;56;237;24;57.5;0;943;18.5
03/06/2015;8:00:00;0;4;15;2;0.08;48;178;24.9;62.6;0;944;17
03/06/2015;9:00:00;0;4;25;6;0.11;44;354;23.9;58.7;0;944;18.6
03/06/2015;10:00:00;0;4;21;5;0.12;57;238;26.1;48.8;0;944;22.6
03/06/2015;11:00:00;0;4;11;3;0.07;90;150;30.7;29.3;0;945;28.4
03/06/2015;12:00:00;0;4;18;5;0.12;99;263;31.7;23.3;0;944;31.3
03/06/2015;13:00:00;0;4;11;3;0.08;107;321;31.4;20.3;0;944;33.3
03/06/2015;14:00:00;0;4;9;3;0.07;110;315;44.9;17.6;0;944;35.4
03/06/2015;15:00:00;0;4;8;3;0.1;115;118;1.8;16;0;943;36
03/06/2015;16:00:00;0;4;9;2;0.1;121;9;0.8;15.3;0;943;36.2
03/06/2015;17:00:00;0;4;9;2;0.08;122;118;0.3;14.2;0;942;37.3
03/06/2015;18:00:00;0;4;11;3;0.07;122;302;0.4;14.5;0;942;36.6
03/06/2015;19:00:00;0;4;20;2;0.08;100;132;0.1;19.8;0;942;33.7
03/06/2015;20:00:00;0;3;17;2;0.08;102;136;0.2;21.4;0;942;33.1
03/06/2015;21:00:00;0;4;19;3;0.09;98;126;0;21.6;0;942;33
03/06/2015;22:00:00;0;4;14;2;0.09;98;119;0;24.8;0;943;31
03/06/2015;23:00:00;0;3;13;2;0.1;97;129;0.1;28.6;0;943;29.3
03/06/2015;0:00:00;0;3;8;2;0.1;98;116;0;29.7;0;944;28.4
04/06/2015;1:00:00;0;3;10;2;0.1;90;342;2.2;31.2;0;944;27.1
04/06/2015;2:00:00;0;3;6;2;0.08;97;264;0;28.9;0;944;26
04/06/2015;3:00:00;0;3;6;4;0.06;98;152;0;23.6;0;945;25.3
04/06/2015;4:00:00;0;3;3;2;0.06;96;191;0;21.8;0;945;24
04/06/2015;5:00:00;0;3;7;2;0.06;84;148;0.2;23.9;0;945;22
04/06/2015;6:00:00;0;3;13;2;0.06;57;236;0;39.4;0;945;19
04/06/2015;7:00:00;0;3;14;2;0.06;48;5;0.1;49.8;0;945;17.3
04/06/2015;8:00:00;0;3;25;2;0.06;35;340;0;49.4;0;945;17.2
04/06/2015;9:00:00;0;4;36;10;0.12;23;0;0;45.1;0;945;19.5
04/06/2015;10:00:00;0;4;19;6;0.07;49;340;0.1;40.8;0;946;21.7
04/06/2015;11:00:00;0;4;7;2;0.06;89;351;0;23.7;0;946;26.8
04/06/2015;12:00:00;0;4;4;2;0.05;105;6;0;17.3;0;945;28.7
04/06/2015;13:00:00;0;4;4;2;0.05;114;293;0.2;15.5;0;945;30.7
04/06/2015;14:00:00;0;4;5;2;0.06;120;318;0.1;14.7;0;944;32.2
04/06/2015;15:00:00;0;4;6;2;0.05;124;293;0;13.5;0;944;33.5
04/06/2015;16:00:00;0;4;3;2;0.06;127;223;0.5;12.3;0;943;34.8
04/06/2015;17:00:00;0;4;2;2;0.06;117;288;0.8;12.7;0;942;34.9
04/06/2015;18:00:00;0;4;2;2;0.06;109;115;0.6;12.9;0;941;35.7
04/06/2015;19:00:00;0;4;3;2;0.05;106;73;3.6;12.6;0;941;35.9
04/06/2015;20:00:00;0;4;4;2;0.05;105;130;4.4;12.5;0;940;35.8
04/06/2015;21:00:00;0;4;3;2;0.06;99;166;7.5;12.4;0;940;34.8
04/06/2015;22:00:00;0;4;6;2;0.06;101;178;7.2;12.1;0;941;31.3
04/06/2015;23:00:00;0;4;9;2;0.05;94;176;4;13.2;0;941;29.1
04/06/2015;0:00:00;0;4;6;2;0.05;96;188;1.7;14.3;0;942;27.5
22/06/2015;1:00:00;35;4;21;2;0.15;86;19;1.4;17.7;0;940;28.7
22/06/2015;2:00:00;34;4;6;2;0.13;86;16;1.1;27;0;940;26.2
22/06/2015;3:00:00;34;4;4;2;0.15;81;180;1.2;30.4;0;939;25.6
22/06/2015;4:00:00;0;4;6;2;0.15;73;264;1;33.9;0;940;24.5
22/06/2015;5:00:00;34;4;4;2;0.13;79;70;1;37.4;0.41;940;24.1
22/06/2015;6:00:00;36;4;8;2;0.15;71;339;1;45.9;0;940;23.4
22/06/2015;7:00:00;35;4;16;2;0.16;50;35;1.1;45;0;940;22.6
22/06/2015;8:00:00;32;4;25;2;0.17;44;8;1.1;42.6;0;940;22.9
22/06/2015;9:00:00;33;5;51;21;0.3;22;296;1.3;44.8;0;940;22.9
22/06/2015;10:00:00;54;4;17;4;0.18;55;121;1.2;44.8;0;940;23.6
22/06/2015;11:00:00;39;5;19;5;0.16;74;178;1.2;32.8;0;940;28.7
22/06/2015;12:00:00;42;6;33;7;0.18;94;182;1.3;25.9;0;940;32.7
22/06/2015;13:00:00;58;6;21;4;0.17;126;180;0.8;22.8;0;940;34.5
22/06/2015;14:00:00;68;0;0;0;0;0;201;0.3;20.5;0;939;36.2
22/06/2015;15:00:00;62;0;0;0;0;140;187;0.9;17.6;0;939;37.3
22/06/2015;16:00:00;50;0;0;0;0;136;207;0.3;14.6;0;938;37.8
22/06/2015;17:00:00;55;0;0;0;0;139;205;0.4;14.5;0;937;38
22/06/2015;18:00:00;51;5;12;2;0.18;136;191;0.3;13.2;0;936;38.2
22/06/2015;19:00:00;45;4;17;2;0.19;139;234;0.3;13;0;936;37.9
22/06/2015;20:00:00;54;5;18;2;0.18;135;206;0.7;13.4;0;935;37.3
22/06/2015;21:00:00;44;4;25;2;0.18;122;224;0.9;14.7;0;936;36.2
22/06/2015;22:00:00;51;4;41;2;0.18;94;223;1.7;18.7;0;935;32.9
22/06/2015;23:00:00;48;4;19;2;0.18;103;324;0.3;22.9;0;936;30.6
22/06/2015;0:00:00;51;4;7;2;0.16;105;181;0.2;29.4;0;937;28.2
23/06/2015;1:00:00;44;4;4;2;0.15;96;238;0.4;39;0;937;25.2
23/06/2015;2:00:00;36;4;3;2;0.15;94;352;0.5;41.2;0;937;24.8
23/06/2015;3:00:00;39;4;2;2;0.16;103;76;0.8;41.2;0;937;25.2
23/06/2015;4:00:00;38;4;3;2;0.15;101;13;1;47.5;0;937;23.7
23/06/2015;5:00:00;38;4;3;2;0.16;93;176;1.7;50.8;0;936;22.7
23/06/2015;6:00:00;42;4;4;2;0.16;88;182;1.6;51.4;0;936;22.2
23/06/2015;7:00:00;27;4;13;2;0.17;62;352;0.8;60;0;936;20
23/06/2015;8:00:00;38;4;25;3;0.18;46;238;0.8;62.5;0;936;19.4
23/06/2015;9:00:00;44;4;25;6;0.21;52;341;0.8;58.4;0;937;20.6
23/06/2015;10:00:00;38;4;23;6;0.21;65;341;0.9;47.2;0;937;24.2
23/06/2015;11:00:00;43;5;18;4;0.2;83;277;2;39;0;937;26.9
23/06/2015;12:00:00;63;5;12;3;0.17;102;331;1;34.2;0;937;28.8
23/06/2015;13:00:00;56;5;10;2;0.17;120;355;1.8;28.6;0;937;32.1
23/06/2015;14:00:00;50;5;11;2;0.2;135;308;1.2;26.7;0;937;32.7
23/06/2015;15:00:00;60;5;17;3;0.25;137;274;1.2;25.1;0;936;32.4
23/06/2015;16:00:00;49;4;11;3;0.2;108;27;1.4;58.6;4.1;937;22.8
23/06/2015;17:00:00;82;4;19;2;0.2;94;120;1.5;57.9;0;936;22.7
23/06/2015;18:00:00;37;4;18;3;0.22;87;8;1.5;52.2;0;936;25.4
23/06/2015;19:00:00;33;4;6;2;0.16;113;20;1.3;38.9;0;936;27.2
23/06/2015;20:00:00;30;4;7;2;0.17;113;44;1.3;38.4;0;936;26.5
23/06/2015;21:00:00;27;4;9;2;0.16;109;16;1.5;40.9;0;937;24.9
23/06/2015;22:00:00;34;4;13;2;0.17;103;23;1.6;45.3;0.41;938;23.4
23/06/2015;23:00:00;35;4;25;2;0.18;91;18;1.8;61.9;0;938;20.5
23/06/2015;0:00:00;45;4;20;3;0.18;84;16;2;56.8;0;939;21.1
24/06/2015;1:00:00;44;3;6;2;0.16;88;7;1.6;59.9;0;940;20.4
24/06/2015;2:00:00;44;4;4;2;0.15;95;23;1.7;57.7;0;940;20.3
24/06/2015;3:00:00;45;4;3;2;0.15;96;15;1.5;60.3;0;940;19.6
24/06/2015;4:00:00;34;3;4;2;0.14;84;18;1.7;64;0;939;18.5
24/06/2015;5:00:00;31;4;2;2;0.14;71;181;1.6;72.2;0;939;16.7
24/06/2015;6:00:00;0;4;2;2;0.15;68;93;1.8;71.5;0;939;16.5
24/06/2015;7:00:00;19;4;8;2;0.16;52;180;1.6;69.8;0;939;16.3
24/06/2015;8:00:00;29;4;16;3;0.17;41;239;1.6;69.9;0;940;16
24/06/2015;9:00:00;29;4;19;6;0.19;37;341;1.6;65.8;0;940;17.2
24/06/2015;10:00:00;41;4;8;4;0.16;53;241;1.6;63.9;0;941;18.7
24/06/2015;11:00:00;41;4;6;3;0.17;65;3;1.5;46.6;0;941;23.1
24/06/2015;12:00:00;49;4;7;2;0.19;86;322;1.4;34.8;0;941;26.5
24/06/2015;13:00:00;40;4;5;2;0.15;115;12;1.4;27;0;941;29.3
24/06/2015;14:00:00;36;4;8;2;0.17;123;335;1.3;24.1;0;941;31.4
24/06/2015;15:00:00;23;5;11;3;0.19;130;272;0.4;22.1;0;940;32.2
