COD_LOCAL;PROVINCIA;MUNICIPIO;ESTACION;COD_ESTACION_DEM;N_RED;NOMBRE;FECHA_INI;FECHA_FIN;LONGITUD_G;LATITUD_G;ALTITUD;N_CCAA;N_PROVINCIA;N_MUNICIPIO;TIPO_ESTACION;TIPO_AREA;TIPO_SUBAREA_RURAL;EST;ZONA;DIRECCION
4022001;4;22;1;ES1996A;CCAA Andalucía;BÉDAR;10/02/2011;;-1.9854;37.19342;380;ANDALUCÍA;ALMERÍA;BÉDAR;FONDO;RURAL;;UF;RESIDENCIAL;PARQUE EUROPA ,TXURDINAGA (BILBAO)
4024001;4;24;1;ES1785A;CCAA Andalucía;BENAHADUX;11/07/2005;;-2.46322;36.9231;148;ANDALUCÍA;ALMERÍA;BENAHADUX;INDUSTRIAL;URBANA;CERCA DE UNA CIUDAD;RF;RESIDENCIAL/COMERCIAL/INDUSTRIAL;RESERVA DEL URDAIBAI
4066004;4;66;4;ES0625A;CCAA Andalucía;CAMPOHERMOSO;01/01/1985;13/07/2015;-2.12819;36.93385;152;ANDALUCÍA;ALMERÍA;NÍJAR;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL/INDUSTRIAL;C/SAN ROQUE  20,BAJO (DURANGO)
4032002;4;32;2;ES0620A;CCAA Andalucía;CARBONERAS;01/01/1985;22/07/2015;-1.89201;36.99945;11;ANDALUCÍA;ALMERÍA;CARBONERAS;INDUSTRIAL;URBANA;;ST;RESIDENCIAL;C/GABRIEL CELAYA 8, ELCIEGO
4013005;4;13;5;ES1786A;CCAA Andalucía;EL BOTICARIO;08/06/2005;;-2.3905;36.86495;55;ANDALUCÍA;ALMERÍA;ALMERÍA;FONDO;SUBURBANA;REGIONAL;RI;AGRICOLA/NATURALEZA;LUGAR DE FRAGA REDONDA, AS PONTES
4902001;4;902;1;ES1549A;CCAA Andalucía;EL EJIDO;23/06/2000;;-2.81097;36.76972;97;ANDALUCÍA;ALMERÍA;EJIDO (EL);FONDO;URBANA;REGIONAL;RI;MONTAÑA;CTRA. MURAS A SANTA Mª DE AMBOSORES
4066008;4;66;8;ES2026A;CCAA Andalucía;FERNÁN PÉREZ;28/05/2012;;-2.04672;36.8951;239;ANDALUCÍA;ALMERÍA;NÍJAR;INDUSTRIAL;RURAL;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;RUA MAÑÓN (RESIDENCIA ENDESA)
4066007;4;66;7;ES1835A;CCAA Andalucía;LA JOYA;22/05/2006;;-1.96148;36.95;51;ANDALUCÍA;ALMERÍA;NÍJAR;INDUSTRIAL;RURAL;REGIONAL;RI;NATURALEZA;PARROQUIA DE SAN XIAO DE MOURENCE, VILALBA
4013004;4;13;4;ES1393A;CCAA Andalucía;MEDITERRÁNEO;01/10/1994;;-2.44672;36.84133;51;ANDALUCÍA;ALMERÍA;ALMERÍA;TRAFICO;URBANA;REMOTA;RFREM;AGRICOLA;PARROQUIA DE BUGALLA, MONTE A TRAVESA
4064001;4;64;1;ES2040A;CCAA Andalucía;MOJÁCAR;01/08/2013;;-1.8422;37.1388;76;ANDALUCÍA;ALMERÍA;MOJÁCAR;FONDO;RURAL;DESCONOCIDO;SF;MAR(CERCA);INSTITUTO ANXEL CASAL, CALLE LAGOAS
4035002;4;35;2;ES1547A;CCAA Andalucía;PALOMARES;01/09/2000;;-1.78174;37.25497;11;ANDALUCÍA;ALMERÍA;CUEVAS DEL ALMANZORA;INDUSTRIAL;RURAL;DESCONOCIDO;SF;MONTAÑA;CENTRO DE INNOVACIÓN E SERVIZOS DE GALICIA, A CABANA
4032005;4;32;5;ES1845A;CCAA Andalucía;PZA. DEL CASTILLO;20/07/2005;;-1.89535;36.99678;5;ANDALUCÍA;ALMERÍA;CARBONERAS;INDUSTRIAL;URBANA;;UF;PARQUE;C/ JOSÉ MARÍA NUÑEZ S/N DETRÁS FACULTAD FÍSICAS
4066003;4;66;3;ES0624A;CCAA Andalucía;RODALQUILAR;01/01/1985;;-2.03819;36.84745;50;ANDALUCÍA;ALMERÍA;NÍJAR;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL;AVENIDA DE FINGOY, S/N
4035001;4;35;1;ES1546A;CCAA Andalucía;VILLARICOS;01/01/2000;;-1.77083;37.25223;16;ANDALUCÍA;ALMERÍA;CUEVAS DEL ALMANZORA;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;CARRETERA DE MOLLABAO, S/N
11003001;11;3;1;ES1875A;CCAA Andalucía;ALGAR;19/04/2005;;-5.6614;36.64963;207;ANDALUCÍA;CÁDIZ;ALGAR;INDUSTRIAL;SUBURBANA;REGIONAL;RF;NATURALEZA;AS EIRAS, S/N
11004007;11;4;7;ES1664A;CCAA Andalucía;ALGECIRAS EPS;28/07/2003;;-5.45343;36.13623;24;ANDALUCÍA;CÁDIZ;ALGECIRAS;INDUSTRIAL;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;TF-64. (AVDA DE GONZALO FUNDADOR GONZÁLEZ SN. (CENTRO DE SALUD)
11006001;11;6;1;ES1821A;CCAA Andalucía;ARCOS;01/10/2004;;-5.74372;36.73975;216;ANDALUCÍA;CÁDIZ;ARCOS DE LA FRONTERA;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL/INDUSTRIAL;C/ BRASIL ESQ C/ ARGENTINA
11012002;11;12;2;ES1479A;CCAA Andalucía;AVDA. MARCONI;01/11/1997;;-6.26857;36.50602;4;ANDALUCÍA;CÁDIZ;CÁDIZ;TRAFICO;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;TF - 252. CENTRO DE SALUD
11033005;11;33;5;ES0556A;CCAA Andalucía;CAMPAMENTO;01/01/1984;;-5.37697;36.17943;9;ANDALUCÍA;CÁDIZ;SAN ROQUE;INDUSTRIAL;SUBURBANA;;SF;RESIDENCIAL;C/ ADOBE (COLEGIO LA BUZANADA)
11033004;11;33;4;ES1169A;CCAA Andalucía;CARTEYA (S9);01/01/1992;;-5.39138;36.20879;51;ANDALUCÍA;CÁDIZ;SAN ROQUE;INDUSTRIAL;SUBURBANA;;SI;RESIDENCIAL/INDUSTRIAL;TF - 254. C/ EL TOSTÓN.
11020003;11;20;3;ES1620A;CCAA Andalucía;CARTUJA;17/02/2002;;-6.11449;36.66086;49;ANDALUCÍA;CÁDIZ;JEREZ DE LA FRONTERA;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;AVDA JOAN Y VICTOR JARA, FRENTE A URBANIZACIÓN JINÁMAR 3ª FASE
11008003;11;8;3;ES0629A;CCAA Andalucía;COLEGIO (S1);01/01/1985;;-5.48893;36.18562;30;ANDALUCÍA;CÁDIZ;BARRIOS (LOS);INDUSTRIAL;URBANA;;UI;RESIDENCIAL/INDUSTRIAL;C/ ALMIRANTE LALLERMAND, 30 (CENTRO DE ARTE JUAN ISMAEL-SOBRE AZOTEA)
11008008;11;8;8;ES1076A;CCAA Andalucía;CORTIJILLOS;01/01/1991;;-5.43576;36.19048;26;ANDALUCÍA;CÁDIZ;BARRIOS (LOS);INDUSTRIAL;SUBURBANA;;UI;PARQUE;PARQUE DE LA PIEDRA S/N
11008009;11;8;9;ES1648A;CCAA Andalucía;E2: ALCORNOCALES;28/01/2003;;-5.6635;36.23386;189;ANDALUCÍA;CÁDIZ;BARRIOS (LOS);FONDO;RURAL;;UF;RESIDENCIAL/COMERCIAL;AVDA. ALCALDE GINÉS DE LA HOZ
11004006;11;4;6;ES1637A;CCAA Andalucía;E4:RINCONCILLO;13/09/2002;;-5.44255;36.16174;1;ANDALUCÍA;CÁDIZ;ALGECIRAS;INDUSTRIAL;URBANA;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;INSTALACIONES DEPORTIVAS EL CHARCO, CALLE LA PESCA, PTO DEL ROSARIO 
11022007;11;22;7;ES1634A;CCAA Andalucía;E7:EL ZABAL;03/06/2002;;-5.34194;36.17315;8;ANDALUCÍA;CÁDIZ;LÍNEA DE LA CONCEPCIÓN (LA);FONDO;URBANA;;SF;RESIDENCIAL/AGRICOLA;C/ CUESTA DE SAN JOSÉ S/N. SAN ANTONIO
11033006;11;33;6;ES0557A;CCAA Andalucía;ECONOMATO;01/01/1984;;-5.38081;36.18621;15;ANDALUCÍA;CÁDIZ;SAN ROQUE;INDUSTRIAL;RURAL;;UI;RESIDENCIAL;C/ EL PILAR
11033007;11;33;7;ES0893A;CCAA Andalucía;GUADARRANQUE;01/01/1989;;-5.41141;36.1821;2;ANDALUCÍA;CÁDIZ;SAN ROQUE;INDUSTRIAL;URBANA;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;GC - 500 (FRENTE A CLÍNICA ROCA)
11033009;11;33;9;ES1074A;CCAA Andalucía;HOSTELERÍA;01/01/1991;;-5.38371;36.20388;51;ANDALUCÍA;CÁDIZ;SAN ROQUE;TRAFICO;SUBURBANA;REGIONAL;RI;AGRICOLA/NATURALEZA;CENTRO DE MENORES. PLAYA DEL CABRÓN.
11006002;11;6;2;ES1876A;CCAA Andalucía;JEDULA;19/04/2005;;-5.92108;36.7417;47;ANDALUCÍA;CÁDIZ;ARCOS DE LA FRONTERA;INDUSTRIAL;RURAL;;UI;RESIDENCIAL/INDUSTRIAL;C/ VERTEGUI. CP PANCHO GUERRA 
11020004;11;20;4;ES1781A;CCAA Andalucía;JEREZ-CHAPMN;04/11/2004;;-6.11724;36.68855;62;ANDALUCÍA;CÁDIZ;JEREZ DE LA FRONTERA;FONDO;URBANA;;UI;RESIDENCIAL/COMERCIAL;AV DE ÁNGEL ROMERO
11022005;11;22;5;ES1072A;CCAA Andalucía;LA LÍNEA;01/01/1991;;-5.34836;36.15937;1;ANDALUCÍA;CÁDIZ;LÍNEA DE LA CONCEPCIÓN (LA);INDUSTRIAL;URBANA;;UI;RESIDENCIAL/INDUSTRIAL;AVDA. BENITO PÉREZ ARMAS S/N
11008001;11;8;1;ES0712A;CCAA Andalucía;LOS BARRIOS;01/01/1986;;-5.48083;36.17538;45;ANDALUCÍA;CÁDIZ;BARRIOS (LOS);INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL/INDUSTRIAL;C/JOSE ESPINOSA CANBRELENG 
11033008;11;33;8;ES0894A;CCAA Andalucía;MADREVIEJA;01/01/1989;;-5.40471;36.20442;23;ANDALUCÍA;CÁDIZ;SAN ROQUE;INDUSTRIAL;RURAL;;UI;RESIDENCIAL/COMERCIAL;PARQUE LA GRANJA, AVDA. MADRID-AVDA. BÉLGICA
11008006;11;8;6;ES0633A;CCAA Andalucía;PALMONES (S5);01/01/1985;;-5.43277;36.1747;1;ANDALUCÍA;CÁDIZ;BARRIOS (LOS);INDUSTRIAL;URBANA;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C/GANIVET S/N 
11026001;11;26;1;ES1822A;CCAA Andalucía;PRADO REY;15/02/2005;;-5.53162;36.79449;390;ANDALUCÍA;CÁDIZ;PRADO DEL REY;INDUSTRIAL;RURAL;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C/ HELIODORO RODRÍGUEZ LÓPEZ
11033010;11;33;10;ES1925A;CCAA Andalucía;PUENTE MAYORGA;01/01/2009;;-5.3825;36.1801;3;ANDALUCÍA;CÁDIZ;SAN ROQUE;INDUSTRIAL;URBANA;;SF;AGRICOLA;CENTRO SOCIOCULTURAL ECHEDO
11028001;11;28;1;ES1516A;CCAA Andalucía;RIO SAN PEDRO;01/05/1998;;-6.22517;36.52283;1;ANDALUCÍA;CÁDIZ;PUERTO REAL;FONDO;URBANA;;UF;RESIDENCIAL/COMERCIAL;COLEGIO LUIS ALVAREZ CRUZ (INMEDIACIONES C/ VILLAMAR)
11031001;11;31;1;ES1593A;CCAA Andalucía;SAN FERNANDO;01/03/2001;;-6.20307;36.46059;35;ANDALUCÍA;CÁDIZ;SAN FERNANDO;FONDO;SUBURBANA;;UF;RESIDENCIAL/COMERCIAL;PARQUE DE LOS PRINCIPES
11033003;11;33;3;ES0634A;CCAA Andalucía;SAN ROQUE (S6);01/01/1985;;-5.43027;36.21204;32;ANDALUCÍA;CÁDIZ;SAN ROQUE;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL;C/ CÁDIZ, 2 (ESTACIÓN DE AUTOBUSES)
14021006;14;21;6;ES1800A;CCAA Andalucía;ASOMADILLA;29/06/2005;;-4.77958;37.90274;152;ANDALUCÍA;CÓRDOBA;CÓRDOBA;FONDO;SUBURBANA;;UF;RESIDENCIAL;C/ LUCIO MEDIAVILLA (PARQUE DEL ZAPATÓN)
14021009;14;21;9;ES2047A;CCAA Andalucía;AVDA. AL-NASIR;01/01/2013;;-4.7801;37.8926;125;ANDALUCÍA;CÓRDOBA;CÓRDOBA;TRAFICO;URBANA;;UF;RESIDENCIAL/INDUSTRIAL;C/ TORRES QUEVEDO 14, C/ LA HOYA 21
14021007;14;21;7;ES1799A;CCAA Andalucía;LEPANTO;07/09/2005;;-4.76234;37.89261;119;ANDALUCÍA;CÓRDOBA;CÓRDOBA;FONDO;URBANA;;UF;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C/ FAROLILLO 
14047001;14;47;1;ES1972A;CCAA Andalucía;OBEJO;07/05/2010;;-4.80173;38.13246;685;ANDALUCÍA;CÓRDOBA;OBEJO;INDUSTRIAL;SUBURBANA;;SF;RESIDENCIAL;CASA DE CAMPO, TELEFÉRICO
14021008;14;21;8;ES1993A;CCAA Andalucía;PARQUE JOYERO;01/01/2010;;-4.81583;37.87522;119;ANDALUCÍA;CÓRDOBA;CÓRDOBA;INDUSTRIAL;SUBURBANA;;UF;RESIDENCIAL;C/JUAN DE MARIANA - PZA.AMANECER M.A.
14026002;14;26;2;ES0926A;CCAA Andalucía;POBLADO;01/01/1990;;-4.9268;38.10814;432;ANDALUCÍA;CÓRDOBA;ESPIEL;INDUSTRIAL;RURAL;;UT;RESIDENCIAL;PLAZA DE CASTILLA
14068001;14;68;1;ES1971A;CCAA Andalucía;VILLAHARTA;01/01/2010;;-4.90397;38.13793;571;ANDALUCÍA;CÓRDOBA;VILLAHARTA;INDUSTRIAL;SUBURBANA;;UF;RESIDENCIAL;PLAZA TRES OLIVOS
18021001;18;21;1;ES1973A;CCAA Andalucía; CIUDAD DEPORTIVA;07/03/2010;;-3.61925;37.13556;684;ANDALUCÍA;GRANADA;ARMILLA;FONDO;URBANA;REMOTA;RFREM;NATURALEZA;INSTALACIONES DEL FARO DE CABO CREUS
18087007;18;87;7;ES1560A;CCAA Andalucía;GRANADA - NORTE;01/02/2000;;-3.61266;37.1961;689;ANDALUCÍA;GRANADA;GRANADA;TRAFICO;URBANA;;UF;RESIDENCIAL;AV. DE MARTÍ CODOLAR
18087010;18;87;10;ES1924A;CCAA Andalucía;PALACIO CONGRESOS;17/06/2009;;-3.6001;37.16568;666;ANDALUCÍA;GRANADA;GRANADA;FONDO;URBANA;;UT;RESIDENCIAL;C. DEL BISBE IRURITA - C. DE PIUS XII
18189999;18;189;999;ES0007R;EMEP/VAG/CAMP;VÍZNAR;01/11/1995;;-3.53417;37.23722;1230;ANDALUCÍA;GRANADA;VÍZNAR;FONDO;RURAL;CERCA DE UNA CIUDAD;RI;INDUSTRIAL;C. MAJOR
21041017;21;41;17;ES1658A;CCAA Andalucía;CAMPUS DEL CARMEN;22/05/2003;;-6.92462;37.27148;48;ANDALUCÍA;HUELVA;HUELVA;INDUSTRIAL;URBANA;;UI;PARQUE;COLEGIO PÚBLICO HERMANOS OCHANDO. C/BENASSAL, S/N
21021001;21;21;1;ES1794A;CCAA Andalucía;CARTAYA;25/09/2003;21/04/2015;-7.15018;37.30464;39;ANDALUCÍA;HUELVA;CARTAYA;FONDO;RURAL;CERCA DE UNA CIUDAD;RF;NATURALEZA;JUNTO DEPÓSITO MUNICIPAL DE AGUAS 
21005999;21;5;999;ES0017R;EMEP/VAG/CAMP;DOÑANA;03/10/2007;;-6.55528;37.05194;5;ANDALUCÍA;HUELVA;ALMONTE;FONDO;RURAL;;SI;INDUSTRIAL;POLIDEPORTIVO DE ALBALAT DELS TARONGERS
21050002;21;50;2;ES1793A;CCAA Andalucía;EL ARENOSILLO;03/02/2004;;-6.73408;37.10409;31;ANDALUCÍA;HUELVA;MOGUER;FONDO;RURAL;;SF;RESIDENCIAL;POLIDEPORTIVO MUNICIPAL, AVD. POLIDEPORTIVO, 11
21041008;21;41;8;ES0822A;CCAA Andalucía;LA ORDEN;01/01/1980;;-6.93807;37.27964;66;ANDALUCÍA;HUELVA;HUELVA;INDUSTRIAL;URBANA;;SF;RESIDENCIAL;CARRETERA CV-550 KM. 6,2
21055004;21;55;4;ES0892A;CCAA Andalucía;LA RÁBIDA;01/01/1989;;-6.92027;37.19977;8;ANDALUCÍA;HUELVA;PALOS DE LA FRONTERA;INDUSTRIAL;SUBURBANA;REMOTA;RFREM;NATURALEZA;CERRO GORDO
21041010;21;41;10;ES1256A;CCAA Andalucía;LOS ROSALES;01/08/1992;;-6.92546;37.26016;23;ANDALUCÍA;HUELVA;HUELVA;INDUSTRIAL;URBANA;;UF;RESIDENCIAL;PLAZA CICLISTA BLAI DOMINGO MIÑÓ
21041015;21;41;15;ES1328A;CCAA Andalucía;MARISMAS DEL TITÁN;07/05/1993;;-6.94219;37.25258;17;ANDALUCÍA;HUELVA;HUELVA;INDUSTRIAL;URBANA;;SF;AGRICOLA; JUNTO ERMITA MORERA (STA.MARIA) CTRA. ONTINYENT-FONTANARES
21005002;21;5;2;ES1878A;CCAA Andalucía;MATALASCAÑAS;31/01/2007;;-6.57042;37.0161;22;ANDALUCÍA;HUELVA;ALMONTE;FONDO;RURAL;;UT;RESIDENCIAL/COMERCIAL;CTRA.TORREVIEJA A CREVILLENTE S/N, (CENTRAL POLICIA LOCAL DE TORREVIEJA)
21050003;21;50;3;ES1792A;CCAA Andalucía;MAZAGON;21/01/2005;;-6.80745;37.13379;31;ANDALUCÍA;HUELVA;MOGUER;INDUSTRIAL;SUBURBANA;;SF;INDUSTRIAL;POLÍGONO LACY, AVDA.SAN LUIS DE CUBA S/N
21050001;21;50;1;ES1258A;CCAA Andalucía;MOGUER;01/08/1992;;-6.83384;37.28156;52;ANDALUCÍA;HUELVA;MOGUER;INDUSTRIAL;SUBURBANA;;SI;RESIDENCIAL/INDUSTRIAL;CAMINO HONDO AL GRAU, S/N
21055005;21;55;5;ES1067A;CCAA Andalucía;PALOS;01/01/1991;;-6.88858;37.21925;28;ANDALUCÍA;HUELVA;PALOS DE LA FRONTERA;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL;C/COLUMBRETES N:22
21041016;21;41;16;ES1340A;CCAA Andalucía;POZO DULCE;30/01/1993;;-6.93514;37.25336;18;ANDALUCÍA;HUELVA;HUELVA;INDUSTRIAL;URBANA;;UF;RESIDENCIAL;JARDINES DE VIVEROS
21060002;21;60;2;ES0823A;CCAA Andalucía;PUNTA UMBRÍA;01/01/1988;;-6.96414;37.18568;1;ANDALUCÍA;HUELVA;PUNTA UMBRÍA;INDUSTRIAL;URBANA;;UT;RESIDENCIAL/COMERCIAL;C/ PADRE ESPLÁ - JUNTO Nº 70
21064002;21;64;2;ES0827A;CCAA Andalucía;SAN JUÁN DEL PUERTO;01/01/1988;;-6.84463;37.3154;23;ANDALUCÍA;HUELVA;SAN JUAN DEL PUERTO;INDUSTRIAL;URBANA;;UF;RESIDENCIAL;C/PIANISTA GONZALO SORIANO S/N (PABELLÓN MUNICIPAL FLORIDA BABEL)
21055007;21;55;7;ES0787A;CCAA Andalucía;TORREARENILLA;01/01/1987;;-6.90453;37.19033;13;ANDALUCÍA;HUELVA;PALOS DE LA FRONTERA;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL;TIRANT LO BLANC, 2
21072001;21;72;1;ES1791A;CCAA Andalucía;VALVERDE;01/09/2003;20/04/2015;-6.75555;37.57978;220;ANDALUCÍA;HUELVA;VALVERDE DEL CAMINO;FONDO;SUBURBANA;CERCA DE UNA CIUDAD;RI;AGRICOLA;CARRETERA CV 11, PK 19.550
23010002;23;10;2;ES1253A;CCAA Andalucía;BAILÉN;01/08/1992;;-3.78392;38.09293;368;ANDALUCÍA;JAÉN;BAILÉN;INDUSTRIAL;URBANA;;RI;NATURALEZA;
23050004;23;50;4;ES1824A;CCAA Andalucía;LAS FUENTEZUELAS;23/02/2006;;-3.81032;37.78444;376;ANDALUCÍA;JAÉN;JAÉN;FONDO;SUBURBANA;REGIONAL;RF;NATURALEZA;MONTE MAS DEL ALJUB
23050003;23;50;3;ES1656A;CCAA Andalucía;RONDA DEL VALLE;27/04/2003;;-3.78157;37.78255;480;ANDALUCÍA;JAÉN;JAÉN;FONDO;URBANA;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;ERMITA DE SAN JAUME DE FADREL
23097001;23;97;1;ES1718A;CCAA Andalucía;VILLANUEVA DEL ARZOBISPO;19/01/2004;;-3.01022;38.16943;692;ANDALUCÍA;JAÉN;VILLANUEVA DEL ARZOBISPO;INDUSTRIAL;URBANA;;UI;RESIDENCIAL/INDUSTRIAL;POLIDEPORTIVO MUNICIPAL CALLE CONCORDIA S/N
29067008;29;67;8;ES2031A;CCAA Andalucía;AVENIDA JUAN XXIII;01/12/2012;;-4.446;36.7073;380;ANDALUCÍA;MÁLAGA;MÁLAGA;TRAFICO;URBANA;;RF;;OBSERVATORI ASTRONÒMIC DEL MONTSEC
29067007;29;67;7;ES1897A;CCAA Andalucía;CAMPANILLAS CIFA;01/08/2008;;-4.56095;36.72785;55;ANDALUCÍA;MÁLAGA;MÁLAGA;INDUSTRIAL;SUBURBANA;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;PL. DE LLUÍS COMPANYS
29032001;29;32;1;ES1898A;CCAA Andalucía;CAMPILLOS;01/08/2008;;-4.84483;36.9623;359;ANDALUCÍA;MÁLAGA;CAMPILLOS;FONDO;RURAL;;SF;RESIDENCIAL;C. DE LES PILES, 79
29067006;29;67;6;ES1750A;CCAA Andalucía;CARRANQUE;24/06/2005;;-4.4475;36.71964;36;ANDALUCÍA;MÁLAGA;MÁLAGA;FONDO;URBANA;;UT;RESIDENCIAL/COMERCIAL;C. DE LOPE DE VEGA - C. DE PUJADES 
29067005;29;67;5;ES1751A;CCAA Andalucía;EL ATABAL;07/06/2004;;-4.46553;36.72956;86;ANDALUCÍA;MÁLAGA;MÁLAGA;FONDO;SUBURBANA;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;MOLL DE PESCADORS
29069002;29;69;2;ES2030A;CCAA Andalucía;MARBELLA ARCO;30/10/2012;;-4.863;36.511;39;ANDALUCÍA;MÁLAGA;MARBELLA;TRAFICO;URBANA;;UF;;PARC DE LA CIUTADELLA
41004006;41;4;6;ES1640A;CCAA Andalucía;ALCALÁ DE GUADAIRA;27/09/2002;;-5.83372;37.34246;68;ANDALUCÍA;SEVILLA;ALCALÁ DE GUADAIRA;FONDO;URBANA;;UF;RESIDENCIAL;AV. D'EN CARITG, S/N
41059001;41;59;1;ES1630A;CCAA Andalucía;ALJARAFE;04/04/2002;;-6.04246;37.34075;50;ANDALUCÍA;SEVILLA;MAIRENA DEL ALJARAFE;FONDO;SUBURBANA;;ST;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C.  TARRAGONA, 16
41091018;41;91;18;ES1638A;CCAA Andalucía;BERMEJALES;13/09/2002;;-5.97963;37.34719;26;ANDALUCÍA;SEVILLA;SEVILLA;FONDO;URBANA;CERCA DE UNA CIUDAD;SI;RESIDENCIAL;C/ DE LES ROSES, 113
41091019;41;91;19;ES1644A;CCAA Andalucía;CENTRO;28/10/2002;;-5.99149;37.38808;19;ANDALUCÍA;SEVILLA;SEVILLA;FONDO;URBANA;;UT;;CSIC -IDAEA C/JORDI GIRONA - C/TINENT CORONEL VALENZUELA
41049001;41;49;1;ES1860A;CCAA Andalucía;COBRE LAS CRUCES;09/10/2007;;-6.03616;37.55502;1;ANDALUCÍA;SEVILLA;GUILLENA;INDUSTRIAL;RURAL;;UI;INDUSTRIAL;C. DE LA SOCIETAT, 26
41038001;41;38;1;ES1653A;CCAA Andalucía;DOS HERMANAS;26/02/2003;;-5.91384;37.28449;49;ANDALUCÍA;SEVILLA;DOS HERMANAS;FONDO;URBANA;;UT;RESIDENCIAL/COMERCIAL;RAMBLETA DEL PARE ALEGRE, S/N
41091010;41;91;10;ES0817A;CCAA Andalucía;LA RANILLA;01/01/1988;;-5.95962;37.38425;29;ANDALUCÍA;SEVILLA;SEVILLA;TRAFICO;URBANA;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C. DE FÈLIX DURAN CANYAMERES - C. DE SANT ANTONI MA. CLARET
41091016;41;91;16;ES1425A;CCAA Andalucía;PRINCIPES;29/08/1995;;-6.00558;37.37525;9;ANDALUCÍA;SEVILLA;SEVILLA;FONDO;URBANA;;UF;RESIDENCIAL;PARC DE SANT FRANCESC
41091017;41;91;17;ES1519A;CCAA Andalucía;SAN JERÓNIMO;01/01/1980;;-5.98039;37.42986;21;ANDALUCÍA;SEVILLA;SEVILLA;INDUSTRIAL;SUBURBANA;;UF;RESIDENCIAL/COMERCIAL;C. DE CALDERON, 56
41091015;41;91;15;ES1450A;CCAA Andalucía;SANTA CLARA;30/06/1996;;-5.95165;37.39831;29;ANDALUCÍA;SEVILLA;SEVILLA;FONDO;SUBURBANA;;SI;RESIDENCIAL/INDUSTRIAL;C. DEL REIXAGÓ, 5
41088001;41;88;1;ES1654A;CCAA Andalucía;SIERRA NORTE;18/03/2003;;-5.66687;37.99435;573;ANDALUCÍA;SEVILLA;SAN NICOLÁS DEL PUERTO;FONDO;RURAL;;SI;RESIDENCIAL/INDUSTRIAL;C/ ROCA DE VILANA (BARRI LA MAGINA)
41091009;41;91;9;ES0890A;CCAA Andalucía;TORNEO;01/01/1988;;-6.0031;37.39452;17;ANDALUCÍA;SEVILLA;SEVILLA;TRAFICO;URBANA;;UF;RESIDENCIAL/INDUSTRIAL;AJUNTAMENT
22125001;22;125;1;ES1417A;CCAA Aragón;HUESCA;01/06/1995;;-0.40389;42.13611;488;ARAGÓN;HUESCA;HUESCA;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RI;RESIDENCIAL/COMERCIAL;PL. DE RAMON CABRÉ, S/N 
22158002;22;158;2;ES2041A;CCAA Aragón;MONZÓN CENTRO;03/10/2013;;0.1485;41.54974;308;ARAGÓN;HUESCA;MONZÓN;FONDO;URBANA;REGIONAL;RI;INDUSTRIAL;COLÒNIA VALLCARCA, CTRA. C-31, KM 168
22213001;22;213;1;ES1984A;CCAA Aragón;SARIÑENA ESCUELAS;01/08/2008;;-0.15611;41.79778;286;ARAGÓN;HUESCA;SARIÑENA;INDUSTRIAL;URBANA;;UT;INDUSTRIAL;C. DE SANT CRISTÒFOL, 43-45
22190001;22;190;1;ES1883A;CCAA Aragón;TORRELISA;01/02/2008;;0.18194;42.45778;1005;ARAGÓN;HUESCA;PUEYO DE ARAGUÁS (EL);FONDO;RURAL;CERCA DE UNA CIUDAD;RF;RESIDENCIAL;C. DE TORRES I BAGES, 32
44013007;44;13;7;ES1966A;CCAA Aragón;ALCAÑIZ CAPUCHINOS;01/09/2006;;-0.13889;41.05417;340;ARAGÓN;TERUEL;ALCAÑIZ;INDUSTRIAL;URBANA;;SF;INDUSTRIAL;C. DE PABLO IGLESIAS, 63
44013002;44;13;2;ES0324A;CCAA Aragón;ESTANCA;01/01/1981;;-0.17806;41.05306;395;ARAGÓN;TERUEL;ALCAÑIZ;INDUSTRIAL;RURAL;;UF;RESIDENCIAL/COMERCIAL;C. DE L'HÈL·LADE, 17-19
