Nombre;Longitud;Latitud;Fecha;SO2;NO;PM10;PM25;CO;O3;BEN
Avenida Castilla;-5.65;43.54167;2015-10-20 2:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-20 1:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-20 0:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-19 23:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-19 22:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-19 21:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 20:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-19 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 18:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 17:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 16:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 15:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 14:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 13:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 12:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 11:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 10:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 9:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 8:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 7:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 6:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 5:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 4:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 3:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 2:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 1:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-19 0:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 23:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 22:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 21:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 20:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 19:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 18:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 17:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 16:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 15:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-18 14:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 13:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 12:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 11:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 10:00;5. MUY BAJO;4. BAJO;3. MEDIO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 9:00;5. MUY BAJO;3. MEDIO;3. MEDIO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 8:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 7:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 6:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 5:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 4:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 3:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 2:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 1:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-18 0:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 23:00;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 22:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 21:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 20:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 19:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 18:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 17:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 16:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-17 15:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-17 14:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 13:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 12:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 11:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 10:00;5. MUY BAJO;4. BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 9:00;5. MUY BAJO;4. BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 8:00;5. MUY BAJO;3. MEDIO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 7:00;5. MUY BAJO;4. BAJO;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 6:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 5:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 4:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 3:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 2:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 1:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-17 0:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 23:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 22:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 21:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 20:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 18:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 17:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 16:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 15:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 14:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 13:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-16 12:00;5. MUY BAJO;5. MUY BAJO;;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 11:00;5. MUY BAJO;;;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 10:00;5. MUY BAJO;;3. MEDIO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 9:00;5. MUY BAJO;;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 8:00;5. MUY BAJO;;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 7:00;5. MUY BAJO;;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 6:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 5:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 4:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 3:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 2:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 1:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-16 0:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 23:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 22:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 21:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 20:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 19:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 18:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 17:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 16:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;2. ALTO;
Avenida Castilla;-5.65;43.54167;2015-10-15 15:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;2. ALTO;
Avenida Castilla;-5.65;43.54167;2015-10-15 14:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 13:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 12:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 11:00;5. MUY BAJO;;3. MEDIO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 10:00;5. MUY BAJO;;3. MEDIO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-15 9:00;5. MUY BAJO;;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-15 8:00;5. MUY BAJO;;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-15 7:00;5. MUY BAJO;;5. MUY BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-15 6:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-15 5:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-15 4:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 3:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 2:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 1:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-15 0:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 23:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 22:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 21:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 20:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 19:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 18:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 17:00;5. MUY BAJO;;4. BAJO;;5. MUY BAJO;2. ALTO;
Avenida Castilla;-5.65;43.54167;2015-10-14 16:00;5. MUY BAJO;;4. BAJO;;5. MUY BAJO;2. ALTO;
Avenida Castilla;-5.65;43.54167;2015-10-14 15:00;5. MUY BAJO;;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 14:00;5. MUY BAJO;;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 13:00;5. MUY BAJO;;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 12:00;5. MUY BAJO;;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 11:00;5. MUY BAJO;;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-14 10:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-14 9:00;1. MUY ALTO;5. MUY BAJO;;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-14 8:00;5. MUY BAJO;5. MUY BAJO;;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-14 7:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-14 6:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-14 5:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 4:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 3:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 2:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-14 1:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;2. ALTO;
Avenida Castilla;-5.65;43.54167;2015-10-14 0:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;2. ALTO;
Avenida Castilla;-5.65;43.54167;2015-10-13 23:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 22:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 21:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 20:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 18:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 17:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 16:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 15:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 14:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;3. MEDIO;
Avenida Castilla;-5.65;43.54167;2015-10-13 13:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-13 12:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;5. MUY BAJO;4. BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-13 11:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-13 10:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Castilla;-5.65;43.54167;2015-10-13 9:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;;4. BAJO;5. MUY BAJO;
Avenida Constitucion;-5.70583;43.53111;2015-10-23 13:00;5. MUY BAJO;3. MEDIO;4. BAJO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 12:00;5. MUY BAJO;2. ALTO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 11:00;4. BAJO;1. MUY ALTO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 10:00;5. MUY BAJO;1. MUY ALTO;4. BAJO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 9:00;5. MUY BAJO;1. MUY ALTO;3. MEDIO;1. MUY ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 8:00;5. MUY BAJO;1. MUY ALTO;4. BAJO;2. ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 7:00;5. MUY BAJO;2. ALTO;5. MUY BAJO;1. MUY ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 6:00;5. MUY BAJO;1. MUY ALTO;4. BAJO;1. MUY ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 5:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 4:00;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 3:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 2:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 1:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-23 0:00;5. MUY BAJO;4. BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-22 23:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-22 22:00;5. MUY BAJO;3. MEDIO;3. MEDIO;1. MUY ALTO;4. BAJO;5. MUY BAJO;4. BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-22 21:00;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-22 20:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;1. MUY ALTO;4. BAJO;5. MUY BAJO;5. MUY BAJO
Avenida Constitucion;-5.70583;43.53111;2015-10-22 19:00;5. MUY BAJO;5. MUY BAJO;4. BAJO;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
