Nombre;Longitud;Latitud;Fecha;SO2;NO;NO2;NOX;PM10;PM25;O3
Plaza de la Cruz;-1.642472;42.8110935;2015-10-04;4. BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;5. MUY BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-06;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-07;5. MUY BAJO;5. MUY BAJO;4. BAJO;1. MUY ALTO;5. MUY BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-08;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-09;4. BAJO;3. MEDIO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-10;3. MEDIO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-11;3. MEDIO;5. MUY BAJO;2. ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-12;4. BAJO;4. BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-13;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-14;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO;4. BAJO;;3. MEDIO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-15;5. MUY BAJO;5. MUY BAJO;2. ALTO;1. MUY ALTO;5. MUY BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-16;3. MEDIO;3. MEDIO;1. MUY ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-17;3. MEDIO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-18;4. BAJO;4. BAJO;2. ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-19;3. MEDIO;2. ALTO;2. ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-20;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO;5. MUY BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-21;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-22;5. MUY BAJO;5. MUY BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-23;5. MUY BAJO;2. ALTO;1. MUY ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-24;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-25;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-26;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO;;4. BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-27;5. MUY BAJO;5. MUY BAJO;4. BAJO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-28;5. MUY BAJO;4. BAJO;1. MUY ALTO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-29;5. MUY BAJO;4. BAJO;3. MEDIO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-30;5. MUY BAJO;2. ALTO;2. ALTO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-10-31;5. MUY BAJO;5. MUY BAJO;2. ALTO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Plaza de la Cruz;-1.642472;42.8110935;2015-11-01;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO;4. BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-03;;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO;;3. MEDIO
Rotxapea;-1.6495703;42.8276421;2015-10-04;;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-05;;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-06;;5. MUY BAJO;5. MUY BAJO;3. MEDIO;5. MUY BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-07;;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-08;;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-09;;4. BAJO;4. BAJO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-10;;4. BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-11;;5. MUY BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-12;;5. MUY BAJO;4. BAJO;2. ALTO;5. MUY BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-13;;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;;3. MEDIO
Rotxapea;-1.6495703;42.8276421;2015-10-14;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO
Rotxapea;-1.6495703;42.8276421;2015-10-15;;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;;3. MEDIO
Rotxapea;-1.6495703;42.8276421;2015-10-16;;4. BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-17;;4. BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-18;;4. BAJO;4. BAJO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-19;;2. ALTO;4. BAJO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-20;;5. MUY BAJO;5. MUY BAJO;3. MEDIO;5. MUY BAJO;;3. MEDIO
Rotxapea;-1.6495703;42.8276421;2015-10-21;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO
Rotxapea;-1.6495703;42.8276421;2015-10-22;;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;;3. MEDIO
Rotxapea;-1.6495703;42.8276421;2015-10-23;;2. ALTO;3. MEDIO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-24;;4. BAJO;3. MEDIO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-25;;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-26;;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO;;4. BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-27;;5. MUY BAJO;4. BAJO;2. ALTO;5. MUY BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-28;;4. BAJO;2. ALTO;1. MUY ALTO;5. MUY BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-29;;5. MUY BAJO;4. BAJO;2. ALTO;5. MUY BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-30;;3. MEDIO;3. MEDIO;1. MUY ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-10-31;;5. MUY BAJO;3. MEDIO;2. ALTO;4. BAJO;;5. MUY BAJO
Rotxapea;-1.6495703;42.8276421;2015-11-01;;5. MUY BAJO;4. BAJO;2. ALTO;4. BAJO;;5. MUY BAJO
