Nombre;Longitud;Latitud;Fecha;SO2;NO;NO2;NOX;PM10;PM25;CO;O3
Agost;-0.638056;38.436389;2015-01-09;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-01-10;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-01-11;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-01-12;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-01-13;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-01-14;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-01-16;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-01-17;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-18;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-19;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-20;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-21;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-22;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-23;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-24;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-25;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-26;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-27;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-28;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-29;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-30;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-01-31;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-01;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-02;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-03;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-04;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-07;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-02-08;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-02-09;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-02-10;;;;;;4. BAJO;;
Agost;-0.638056;38.436389;2015-02-11;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-02-12;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-02-14;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-16;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-19;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-20;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-23;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-25;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-02-28;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-03;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-03-06;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-03-07;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-03-08;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-03-09;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-03-10;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-03-11;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-03-13;;;;;2. ALTO;;;
Agost;-0.638056;38.436389;2015-03-14;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-03-15;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-16;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-17;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-18;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-19;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-03-20;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-03-21;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-03-22;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-23;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-03-24;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-25;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-26;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-27;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-28;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-29;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-30;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-03-31;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-01;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-02;;;;;;;;
Agost;-0.638056;38.436389;2015-04-03;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-04-04;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-04-05;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-04-06;;;;;;4. BAJO;;
Agost;-0.638056;38.436389;2015-04-07;;;;;;3. MEDIO;;
Agost;-0.638056;38.436389;2015-04-08;;;;;;3. MEDIO;;
Agost;-0.638056;38.436389;2015-04-10;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-04-11;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-04-12;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-04-13;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-04-14;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-04-15;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-04-16;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-04-17;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-18;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-19;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-20;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-21;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-22;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-04-23;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-04-24;;;;;2. ALTO;;;
Agost;-0.638056;38.436389;2015-04-25;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-04-26;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-27;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-28;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-04-29;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-05-01;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-02;;;;;;3. MEDIO;;
Agost;-0.638056;38.436389;2015-05-03;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-05-04;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-05;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-06;;;;;;3. MEDIO;;
Agost;-0.638056;38.436389;2015-05-08;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-09;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-05-10;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-11;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-05-12;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-13;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-14;;;;;1. MUY ALTO;;;
Agost;-0.638056;38.436389;2015-05-15;;;;;3. MEDIO;;;
Agost;-0.638056;38.436389;2015-05-16;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-17;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-18;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-05-19;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-05-20;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-05-21;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-05-22;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-05-23;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-05-24;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-05-25;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-05-26;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-05-27;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-05-29;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-05-30;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-05-31;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-06-01;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-06-02;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-06-03;;;;;;2. ALTO;;
Agost;-0.638056;38.436389;2015-06-05;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-06;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-07;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-08;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-09;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-10;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-11;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-12;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-13;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-14;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-15;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-16;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-17;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-18;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-19;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-20;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-21;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-22;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-23;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-06-24;;;;;5. MUY BAJO;;;
Agost;-0.638056;38.436389;2015-06-26;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-06-27;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-06-28;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-06-29;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-06-30;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-07-01;;;;;;1. MUY ALTO;;
Agost;-0.638056;38.436389;2015-07-04;;;;;4. BAJO;;;
Agost;-0.638056;38.436389;2015-07-05;;;;;5. MUY BAJO;;;
